headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
中距離ミサイル発射装置「タイフォン」到着か――米C17輸送機、海自鹿屋基地に再飛来（南日本新聞）,https://news.yahoo.co.jp/articles/cc97f84eccf2f7319ca4a42330587ed8839be5f1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000011-minami-000-4-view.jpg?exp=10800,2026-06-09T21:05:22+09:00,2026-06-09T22:35:49+09:00,南日本新聞,minami,南日本新聞,512,中距離ミサイル発射装置「タイフォン」とみられる機材＝９日、鹿屋市の海上自衛隊鹿屋航空基地 ２２日からの日米共同訓練に伴う米陸軍ミサイル発射装置の一時展開に向け、鹿児島県鹿屋市の海上自衛隊鹿屋航空基地に９日、米軍のＣ１７輸送機が再び飛来した。１機から中距離ミサイル発射装置「タイフォン」とみられる機材が降ろされた。 鹿児島市“灰神楽” 桜島大量降灰 強風あおられ市街地直撃 Ｃ１７は午後２時１５分ごろ飛来。鹿屋基地に既に運び込まれていた車両に接続され、機材が降ろされた。７日夜にＣ１７が搬入したものと併せて、元幹部自衛官は「車両などの特徴からみて、タイフォンシステムの一部だろう」と話した。 Ｃ１７は尾翼に「ＭｃＣＨＯＲＤ」と記されており、米ワシントン州タコマの基地所属とみられる。７日に飛来した２機も同様だった。航空機が発する信号を集約する「フライトレーダー２４」によると、青森県三沢市の三沢基地を経由し鹿屋基地に到着した。 鹿児島県によると、同基地を午後４時半ごろ離陸。米関係者約１０人が着いた。 防衛省は、降ろされた機材や機体の所属について、「米軍の運用に関わるため回答を差し控える」としている。 南日本新聞 | 鹿児島,[],[]
あなたはどう備える? レベル2から一気に避難指示レベル4へ――予測困難な大雨、土砂災害情報の一足飛び相次ぐ　気象台「今後もあり得る」（南日本新聞）,https://news.yahoo.co.jp/articles/29ae1a569d436a4977f16b597b2b704334b53a1d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000010-minami-000-1-view.jpg?exp=10800,2026-06-09T20:40:21+09:00,2026-06-09T20:40:21+09:00,南日本新聞,minami,南日本新聞,935,冠水する道路。大雨が降り続くと、土砂災害の情報は段階を踏まず一気に引き上げられることがある＝６日、喜界町坂嶺（町提供） 鹿児島県内の離島が大雨に見舞われた６〜９日、５月から始まった新しい防災気象情報で避難指示の目安となる「レベル４土砂災害危険警報」が各地に相次いで発表された。喜界町、屋久島町、十島村では直前までレベル２の注意報にとどまり、１段階飛ばして一気に引き上げられた。鹿児島地方気象台は「予測困難な大雨が降れば同様の事態はあり得る」と注意を求める。自治体担当者は「住民への周知が課題だ」と話す。 【写真】新たな防災気象情報が分かる表 ６日午前１０時半前、気象庁は喜界町に県内初となるレベル４の土砂災害危険警報を発表。ほぼ同時刻、町は町内全域に避難指示を出した。町総務課の村上健太主事（３３）は「レベルが段階的に上がる訳ではないと知っていて驚きはなかった。しかし、住民は突然のことで慌てただろう。制度周知に課題を感じた」と振り返る。 この日、町には「レベル３大雨警報」も出ていた。職員はこの情報を受け役場に集まっており、土砂災害のレベル４への引き上げにも冷静に対応できたという。村上主事は「今後も気象台とコミュニケーションを取り備えたい」と話した。 屋久島町には７日午前７時すぎ、レベルを１段階飛ばして「レベル４土砂災害危険警報」が出された。町によると、喜界町と同じく「レベル３大雨警報」が発表されていたことや、降雨が一部地域にとどまっていたため、目立った混乱はなかった。 屋久島町総務課の岩川剣徒主査（３０）は「一気にレベルが上がった時は、その後どんな展開になるか注視していた」と強調。「レベル４の上げ下げは初めての経験だったが、基本的には今までの対応と変わりなく進められた」と語った。 気象台によると、土砂災害の「レベル３警報」を発表する目安は、レベル４発表基準の約３時間前と決まっている。このため、既に大量の雨水を含んだ土壌に激しい雨が降ると、一気にレベル４の基準に達する場合がある。 地福淳一調査官は「それまでに雨が降っていたら、レベル２から４に上がる可能性は今後もある。自治体の情報にも注意して避難行動をしてほしい」と呼びかけた。 南日本新聞 | 鹿児島,[],[]
街中に熱帯ジャングル出現!?　可愛かったソテツがもりもり成長、マンションの3階に迫る　鹿児島市上之園町（南日本新聞）,https://news.yahoo.co.jp/articles/cb2ea4e359912889dc6e5e5c3491e06f9d327d42,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000009-minami-000-1-view.jpg?exp=10800,2026-06-09T20:00:22+09:00,2026-06-09T20:00:22+09:00,南日本新聞,minami,南日本新聞,639,大きく成長したソテツ。マンションの３階にまで達している＝鹿児島市上之園町 鹿児島市上之園町の中洲小学校近くの住宅街で、巨大なソテツの木がひときわ異様な存在感を放っている。かつては愛嬌（あいきょう）のある姿で親しまれていたが、現在は大きく成長して、周囲の建物に迫る勢いで葉を広げている。 【写真】〈7年前の写真を見る〉２０１９年４月に撮影されたソテツ。どこか愛嬌を感じさせる このソテツは２０１９年４月の南日本新聞で「高さ７、８メートルはありそう」な大ソテツとして紹介された。当時は建物に囲まれて窮屈そうにしながらも、中央の幹から左右に枝分かれする姿が「『太陽の塔』に似てどこか愛嬌がある」と評され、かわいらしさが注目を集めていた。 上之園町町内会によると、以前この場所には戸建ての民家があり、ソテツは庭に生えていたという。１９年に敷地の横に大型マンションが建設される際に剪定（せんてい）され、現在の景観のベースになったとみられる。 生命力を解き放たれたのか、そこからの成長ぶりが著しい。現在は隣接するマンションの３階相当にまで葉が伸びた。街中に突如として熱帯のジャングルが現れたかのような威圧感すら漂わせている。 ソテツの前には、大正時代に鉄道大臣を務めた山之内一次誕生地の石碑がひっそりと立つ。１５年ほど前から同町に住む吉川宏さん（６０）は、そびえ立つ巨木について「民家の庭にある頃は、今よりも大きかった覚えがある。まだまだ成長するのでは」と予想した。 南日本新聞 | 鹿児島,[],[]
奄美地方10日夜遅くまで大雨恐れ――土砂災害に警戒を　名瀬測候所（南日本新聞）,https://news.yahoo.co.jp/articles/0b3ce6ce56456de97ce9711e063dedb77b0714d9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000008-minami-000-2-view.jpg?exp=10800,2026-06-09T19:35:24+09:00,2026-06-09T20:10:12+09:00,南日本新聞,minami,南日本新聞,396,（写真：南日本新聞社） 梅雨前線の影響で、奄美地方は１０日夜遅くにかけて、局地的に雷を伴う大雨や突風の恐れがある。名瀬測候所は、十島村で１０日未明まで、奄美北部で１０日昼過ぎまで土砂災害に厳重警戒するよう求めている。 測候所によると、奄美地方にある梅雨前線が１１日にかけて沖縄本島地方まで南下し、前線上の低気圧が１０日朝にかけて奄美地方を通過する見込み。前線や低気圧に暖かく湿った空気が流れ込み、大気の状態が非常に不安定となる。 １０日に予想される１時間降水量は奄美北部と南部、十島村のいずれも多い所で４０ミリ。午後６時までの２４時間降水量は奄美北部と南部の多い所で１８０ミリ、十島村１２０ミリと予想される。 気象庁は９日午前４時２５分、十島村に「レベル４土砂災害危険警報」を発表。村は小宝島３４世帯６０人に避難指示を出し、夕方に対象を全島３６６世帯６３４人に広げた。 南日本新聞 | 鹿児島,[],[]
通行止めの国道328号　片側交互通行に（南日本新聞）,https://news.yahoo.co.jp/articles/279a936cfaf7c1e0a6673685aeb1c51bc4933327,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000007-minami-000-3-view.jpg?exp=10800,2026-06-09T18:25:22+09:00,2026-06-09T22:56:34+09:00,南日本新聞,minami,南日本新聞,283,土砂崩れのため全面通行止めになった国道３２８号＝９日午前１１時５０分、鹿児島県出水市武本 沿道の土砂崩れの影響で全面通行止めとなっていた鹿児島県出水市武本の国道３２８号は９日午後６時、片側交互通行になった。全面通行再開のめどは立っていない。 【写真】通行止めの国道328号 片側交互通行に 県北薩地域振興局によると、同日午前１０時ごろ、のり面が高さ約２０メートル、幅約３０メートルにわたって崩れ、倒木が電柱を巻き込み道路をふさいだ。同市武本－さつま町平川の１７キロが通行止めとなった。 巻き込まれた車やけが人はいなかった。雨の影響とみられる。 南日本新聞 | 鹿児島,[],[]
「豪華な生活ぶり」のインスタ投稿に誘われて――40代女性が1500万円相当の暗号資産をだまし取られる　鹿児島県警（南日本新聞）,https://news.yahoo.co.jp/articles/39037aed8df4fc47b2005655ce27e6cff70bfc33,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000006-minami-000-1-view.jpg?exp=10800,2026-06-09T14:30:21+09:00,2026-06-09T14:30:21+09:00,南日本新聞,minami,南日本新聞,568,〈イメージ写真〉 鹿児島県警は８日、県内の４０代女性と５０代男性が交流サイト（ＳＮＳ）を介した投資詐欺で、それぞれ１５００万円相当の暗号資産（仮想通貨）と現金約１２００万円をだまし取られたと発表した。 なりすまし有名人からインスタで返事→LINEグループ→投資アプリに誘導…2カ月で700万円を失った鹿児島の男性が語る詐欺の手口 県警組織犯罪対策課によると、女性は投資で豪華な生活をしているようなインスタグラムの投稿を見つけ、メッセージでやり取りを開始。誘導されたＬＩＮＥ（ライン）グループで紹介された投資サイトを信じ、２０２４年３月下旬から２６年４月下旬までの間に２２回、計約１５００万円相当の暗号資産を指定された複数のアドレスに送金した。利益を確認できるアプリが見られなくなり、警察署に相談し発覚した。 男性は株投資に関する広告をインスタグラムで見つけ、投資のＬＩＮＥグループに参加。サポート役を名乗る女性の指示で投資アプリを入手し、２６年１月中旬から３月中旬までの間に、指定された複数の口座に５回、計１２００万円振り込んだ。金融機関から情報提供を受けた県警が男性に事情聴取し、発覚した。 県警は「投資アプリ上では利益が出ているように見せかける詐欺が多発している。安易に信じず、警察や家族に相談を」と訴えた。 南日本新聞 | 鹿児島,[],[]
【速報】H3ロケット試験機、12日午前打ち上げ　初の補助なしロケット　JAXA（南日本新聞）,https://news.yahoo.co.jp/articles/70876d86bbc1d913f48b97319027d38317dc4ea8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000005-minami-000-3-view.jpg?exp=10800,2026-06-09T14:25:23+09:00,2026-06-10T00:02:59+09:00,南日本新聞,minami,南日本新聞,257,報道陣に公開されたＨ３ロケット試験機の１段目＝南種子町の種子島宇宙センター 宇宙航空研究開発機構（ＪＡＸＡ）は９日、Ｈ３ロケット試験機（６号機）を鹿児島県南種子町の種子島宇宙センターから１２日に打ち上げると発表した。予定時刻は午前９時５３分５９秒〜午前１１時５２分４６秒。当初は１０日予定だったが、悪天候のため延期を決めていた。 ６号機は、液体燃料の主エンジンが３基、固体燃料の補助ロケットが０基の「３－０形態」と呼ばれる新タイプの試験機。昨年１２月の８号機以来、半年ぶりの打ち上げとなる。 南日本新聞 | 鹿児島,[],[]
2億2700万円…「生涯かけても弁償無理です」――ストレスから着服に手を染めた経理責任者　法廷で漏らした本音　発覚後も弁護人との約束を破る〈かごしま法廷傍聴記〉（南日本新聞）,https://news.yahoo.co.jp/articles/8866d71fe78f9ec01854b2cd852050356dfe46b2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000003-minami-000-1-view.jpg?exp=10800,2026-06-09T11:30:22+09:00,2026-06-09T11:30:22+09:00,南日本新聞,minami,南日本新聞,1210,被告の男は業務のうさ晴らしに、着服を繰り返した（写真と記事は関係ありません） １年２カ月の間に２億２７００万円。会社の金を着服したとして、業務上横領の罪に問われた５０代の男を検察官は法廷で何度も追及した。「生涯をかけて弁償できる額だと思いますか」。男は一度、本音を漏らした。「無理です」 しらふでいるのがつまらなかった――友人から勧められ大麻を始め、MDMAにまで手を出した20代の男 留置所で気付いた「普通の幸せのありがたさ」〈かごしま法廷傍聴記〉 小柄で白髪交じりの痩せ型。建設機器関連会社の経理責任者だった。１０年以上前、経営難に陥り民事再生の適用を申請した時期に重責を任され、裁判所への書類作成など慣れない業務に追われた。上司に相談しても「分からない」と丸投げされ、ストレスがたまった。 「うさ晴らししたい」。悪い考えが働いた。経理課は自分と同僚女性の２人だけ。取引先への支払いを装い、女性に現金を引き出させて金庫に保管。退社時に持って帰り、妻や娘にばれないよう押し入れに隠した。 初めは数カ月に１回、１０万～２０万円程度。「どうせ会社はなくなる」。自分に言い訳をするうち、やめられなくなった。１回で５００万円以上を着服するほど罪の意識は薄れていった。 金の大半はブランド品の購入や車の改造、投資に消えた。「買い物をすればそのときは楽しかった」。ぬれ手で粟（あわ）の巨額の浪費。むなしさが募り、また着服を繰り返した。 なぜばれなかったのか。男は入出金の報告義務がなかったなどとし、会社側のチェックの甘さをひとごとのように説明した。「あなたへの信頼ではないのか」。検察官からの問いに、「それはそうだと思います」とばつが悪そうに答えた。 悪事が明るみに出たのは他県の同業他社と合併した際の社内調査だ。被害届が出され、解雇された男は弁護人に相談。ブランド品の売却金で弁償を進めていくことを確認した。 だが、それもつかの間だった。「私との約束を破りましたよね」。弁護人は怒りをにじませた。 発覚から逮捕までの３年の間、男は売却金を生活費に充て、弁護人に黙って買い物もしていた。再就職してもいずれ逮捕され、就職先に迷惑をかける。だから、働けない－。そんな理屈を説明し、「生活水準を急には下げられなかった」と小さな声で反論した。 「１円でも多く弁償に努めたい」。男はそう繰り返し、早期の社会復帰にこだわった。「みんなが汗水たらして稼いだ金を全部使った。信頼してくれた上司や同僚、取引先に申し訳ない。本当に申し訳ない」 求刑から３週間後。懲役９年の求刑に対し、判決は懲役７年だった。社会復帰後に弁償に努める意思があることを考慮された。ただ家族や親族からは絶縁され、出所後に頼れる身内がいるかは分からない。 罪を受け入れたのか。吹っ切れたのか。男は小さくうなずき、傍聴席を一切見ることなく法廷を後にした。 南日本新聞 | 鹿児島,[],[]
バスとタクシーの運転手が足りない、高齢化も深刻…鹿児島市が8月に「人材バンク」を開設　初年度は70件のマッチングを目標（南日本新聞）,https://news.yahoo.co.jp/articles/698fae82f02b1a10f3e880e763d352363b131e94,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000002-minami-000-1-view.jpg?exp=10800,2026-06-09T11:00:21+09:00,2026-06-09T11:00:21+09:00,南日本新聞,minami,南日本新聞,440,持続可能な地域公共交通網づくりを協議する鹿児島市公共交通ビジョン協議会＝８日、鹿児島市山下町 鹿児島市は８日の公共交通ビジョン協議会で、不足するバス・タクシーの運転者確保に向けた「人材バンク」を８月に開設することを明らかにした。運転者に特化した求職と採用に関する仕組みを設け、初年度は７０件のマッチングを目指す。 市電（路面電車）の重大事故、2025年度は3件 鹿児島市交通局 市バスは１件 人材バンクは協議会内に設置し、市内で運転者として勤務することを希望する人材を登録し、交通事業者とのマッチングを支援する。運営は民間業者に委託し、就職奨励金や２種免許取得支援、家賃補助など市の支援策に関する相談にも応じる。 市は策定作業中の第２次公共交通ビジョン改定版の中で、２０２５年時点の市内の路線バス運転者は５０５人で４人に１人が６５歳以上と高齢化が進んでいると指摘。喫緊の課題として、官民が連携して運転者の確保と育成に取り組むことが欠かせないと強調している。 南日本新聞 | 鹿児島,[],[]
「木の上にカラスの巣があります」…薩摩川内市の公園に注意喚起の看板　ひなや卵のある巣の撤去は法律違反（南日本新聞）,https://news.yahoo.co.jp/articles/435acbf37ee45415b7ab896d8e45854b4216d2f8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260609-00000001-minami-000-2-view.jpg?exp=10800,2026-06-09T07:00:21+09:00,2026-06-09T11:24:53+09:00,南日本新聞,minami,南日本新聞,546,春田川公園の立木にあるカラスの巣＝５日、薩摩川内市鳥追町 「この木の上にカラスの巣があります」。鹿児島県薩摩川内市の春田川公園に、こんな看板が立っている。カラスは子育て中とみられ、指定管理者の薩摩川内市民まちづくり公社が注意喚起のために設置した。刺激すれば攻撃してくる恐れもあるが、ひなや卵がある巣の撤去は法で禁じられており、「巣立ちを待つしかない」（市都市整備課）ようだ。 【写真】子育て中のカラスへの注意を呼びかける看板＝５日、薩摩川内市の春田川公園 同課や公社によると、繁殖期（春～夏）のカラスが電柱や照明施設などに営巣するケースは例年あり、春田川公園では５月前半に住民から情報が寄せられた。現場に親鳥とみられるカラスがいたため、子育て中と判断した。 ひなを含む鳥や卵を捕獲・採取すれば鳥獣保護管理法違反となり、１年以下の拘禁刑または１００万円以下の罰金が科される。ふんなどの被害があっても許可が必要で、ホテル支配人が屋根にあったツバメの巣を処分したとして立件された例もある。 今後は公社が通常の巡回で親鳥の存在をチェックし、ひなが巣立てば撤去する。巣の中を直接確認しないのは、職員の安全確保に加え、高所作業に１回数万円の車両レンタル代がかかることも理由という。 南日本新聞 | 鹿児島,[],[]
