headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
【速報】ニシムタ中川店で夜間強盗か、男が逃走　商品を盗み、呼びかけた店員に暴行加え逃げる　日置市の商業施設（南日本新聞）,https://news.yahoo.co.jp/articles/2ba283e563c3dcde0fae27bc71c3635c10af05a7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000020-minami-000-2-view.jpg?exp=10800,2024-10-29T23:35:25+09:00,2024-10-30T00:19:05+09:00,南日本新聞,minami,南日本新聞,297,\n（写真：南日本新聞社）\n２９日午後７時２５分ごろ、鹿児島県日置市伊集院町中川のニシムタ中川店から「万引き犯が逃げた。店員が暴行を受けたようだ」と日置署に通報があった。何らかの商品を盗み店舗敷地外に出た男から同店の男性店員が暴行を受けた。男は店員を振り切り、逃走している。店員に目立ったけがはない。日置署は強盗容疑とみて調べている。\n【写真】〈関連〉日置市の位置を地図で確認する\n同署によると、店内で不審な動きをしている男に店員が気付いた。男は身長１７５～１８０センチでがっちりしている。上下とも黒色系の服を着けている。現場は鹿児島市との境付近の国道３号沿い。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000020-minami-000-2-view.jpg?pri=l&w=640&h=441&exp=10800'],"['https://news.yahoo.co.jp/articles/2ba283e563c3dcde0fae27bc71c3635c10af05a7/images/000', 'https://373news.com/_news/photo.php?storyid=203676&mediaid=8&page=2']"
焼け跡から見つかった遺体の身元判明　鹿児島市（南日本新聞）,https://news.yahoo.co.jp/articles/c6ea849b014d71be853828485035b63ad7c3b474,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000002-minamic-000-1-view.jpg?exp=10800,2024-10-29T21:25:25+09:00,2024-10-29T21:25:25+09:00,南日本新聞,minami,南日本新聞,227,\n（写真：南日本新聞社）\n２４日に鹿児島市坂之上８丁目、無職男性（６１）方が全焼した火事で、鹿児島南署は２９日、焼け跡から見つかった遺体は、同居する女性（７９）と発表した。死因は焼死。司法解剖で特定した。\n【関連】住家全焼し焼け跡から1人の遺体、住人の70代女性と連絡取れず 鹿児島市\n同署によると、遺体は１階の風呂場で見つかった。男性は２階で就寝中で、火事に気づき逃げ出して無事だった。出火した場所と原因を調べている。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000002-minamic-000-1-view.jpg?pri=l&w=640&h=441&exp=10800'],"['https://news.yahoo.co.jp/articles/c6ea849b014d71be853828485035b63ad7c3b474/images/000', 'https://373news.com/_news/storyid/203333/']"
容疑者は飲酒状態…女性の服や通帳にライターで燃やす　46歳会社員の男を容疑で逮捕　曽於署（南日本新聞）,https://news.yahoo.co.jp/articles/13f08ac2d7926b1b3ff2326ba364ee6b8dfe6b6e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000016-minami-000-1-view.jpg?exp=10800,2024-10-29T20:51:22+09:00,2024-10-29T20:51:22+09:00,南日本新聞,minami,南日本新聞,259,\n（写真：南日本新聞社）\n鹿児島県警曽於署は２９日、器物損壊の疑いで、本籍えびの市小田、住所不定、会社員の男（４６）を逮捕した。\nレンタカー会社店頭から消えた乗用車（時価130万円相当）…盗んだのは19歳男だった しかも無免許 鹿児島西署が容疑で逮捕\n逮捕容疑は、２７日午前１０時半ごろ、県内の屋外で、県内の成人女性が持っていた服や通帳などにライターで火を付け、焼損した疑い。\n\n 同署によると女性にけがはなかった。容疑者は当時酒を飲んだ状態だった。動機やトラブルの有無を調べる。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000016-minami-000-1-view.jpg?pri=l&w=640&h=441&exp=10800'],"['https://news.yahoo.co.jp/articles/13f08ac2d7926b1b3ff2326ba364ee6b8dfe6b6e/images/000', 'https://373news.com/_news/storyid/201057/']"
自称ユーチューバー62歳男、衆院選当選翌朝の三反園訓さん事務所に火の付いた爆竹　容疑で逮捕「投げたのは間違いない」　鹿児島南署（南日本新聞）,https://news.yahoo.co.jp/articles/78b567a23dfe3acae250dfbbc4c79a3d8b7a1160,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000019-minami-000-2-view.jpg?exp=10800,2024-10-29T23:05:21+09:00,2024-10-29T23:42:04+09:00,南日本新聞,minami,南日本新聞,531,\n現場を調べる警察官＝２８日、鹿児島市谷山中央３丁目\n２８日午前、衆院選鹿児島２区で当選した三反園訓氏（６６）の後援会事務所＝鹿児島市谷山中央３丁目＝に向けて爆竹を投げ込んだとして、鹿児島南署は２９日、威力業務妨害の疑いで、鹿児島市小松原２丁目、自称ユーチューバーの男（６２）を逮捕した。「間違いない」と容疑を認めている。\n【写真】〈関連〉事務所に面した歩道に散乱した爆竹のかけらのようなもの＝２８日午前９時５９分、鹿児島市谷山中央３丁目\n逮捕容疑は、２８日午前９時４０分ごろ、事務所前の国道２２５号から、ミニバイクにまたがった状態で爆竹１束に火を付け、事務所に向かって投げ、事務所関係者の業務を妨害した疑い。\n\n 同署によると、爆竹は事務所前の歩道で破裂した。けが人はおらず、事務所に被害はなかった。容疑者と三反園氏に面識はなく、動機を調べている。動画などは撮影していなかったとみられる。\n\n 事件当時、三反園氏は事務所で報道各社の取材を受けていた。事務所関係者が「何者かが爆竹を投げた」と１１０番した。目撃者への聞き込みや防犯カメラ映像などで特定し、市内の屋外に１人でいた容疑者とミニバイクを同署の捜査員が見つけた。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000019-minami-000-2-view.jpg?pri=l&w=640&h=424&exp=10800'],"['https://news.yahoo.co.jp/articles/78b567a23dfe3acae250dfbbc4c79a3d8b7a1160/images/000', 'https://373news.com/_news/photo.php?storyid=203668&mediaid=8&page=2']"
「使命果たせず痛恨の極み」…落選の小里農相が辞任の意向、石破首相と交わした「今後」（南日本新聞）,https://news.yahoo.co.jp/articles/65e8184947970bd4caa3eefc695ba6d5df3934d9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000017-minami-000-2-view.jpg?exp=10800,2024-10-29T21:03:22+09:00,2024-10-29T23:41:36+09:00,南日本新聞,minami,南日本新聞,572,\n集まった支持者らに敗戦の弁を述べる小里泰弘さん＝２７日午後８時２４分、薩摩川内市平佐１丁目\n小里泰弘農相は２９日、衆院選鹿児島３区での落選を受け「議員としての身分を失う以上、大臣としての役割を果たすことはできない。当然辞任することになる」と辞意を示した。首相官邸での閣議後、記者団の取材に応じた。\n【写真】〈関連〉落選確実の報を受け、支援者らに頭を下げる小里泰弘さん＝２７日午後８時２２分、薩摩川内市平佐１丁目\n辞任時期について、南日本新聞の取材に「農政の遅滞を招くことがあってはならない。国政運営に迷惑をかけないよう、総理の判断に従い対応する」と語った。１１月上旬は公務が入っており「全うする」とした。\n\n 同日、石破茂首相に「与えられた任務を全うできず申し訳ない」と伝えた。首相からはねぎらいとともに「再起を期し今後も頑張ってほしい」との言葉をかけられたという。\n\n 小里氏は「農林水産業の所得向上に取り組みたかった」とし、「食料安全保障をはじめ、大臣としてなすべきビジョンや使命を果たせず痛恨の極み。支援者や農業・漁業者の皆さんに申し訳ない」と語った。\n\n 小里氏は２７日投開票の衆院選で立憲民主党の野間健氏に敗れ、比例復活もかなわなかった。次期衆院選に向け活動を継続する意向も示している。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000017-minami-000-2-view.jpg?pri=l&w=640&h=467&exp=10800'],"['https://news.yahoo.co.jp/articles/65e8184947970bd4caa3eefc695ba6d5df3934d9/images/000', 'https://373news.com/_news/photo.php?storyid=203660&mediaid=8&page=2']"
午後3時。面識ある女性に頭突き、暴行…飲食店経営の男を容疑で逮捕　霧島署（南日本新聞）,https://news.yahoo.co.jp/articles/bb6aea5c61db9c79988417e573feb8c3afa25447,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000014-minami-000-1-view.jpg?exp=10800,2024-10-29T20:38:22+09:00,2024-10-29T20:38:22+09:00,南日本新聞,minami,南日本新聞,236,\n（写真：南日本新聞社）\n鹿児島県警霧島署は２９日、傷害の疑いで霧島市国分野口東、飲食店経営の男（４６）を逮捕した。\n「息をしていない」…生後1カ月の娘の前頭部を殴った男は自ら119番した…傷害致死罪の被告、起訴内容を認める 鹿児島地裁初公判\n逮捕容疑は２４日午後３時ごろ、県内で、県内に住む成人女性に頭突きや体の一部を引っ張る暴行を加え頭部打撲など約１週間のけがを負わせた疑い。\n\n 同署によると、２人は面識がある。女性が通報した。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000014-minami-000-1-view.jpg?pri=l&w=640&h=441&exp=10800'],"['https://news.yahoo.co.jp/articles/bb6aea5c61db9c79988417e573feb8c3afa25447/images/000', 'https://373news.com/_news/storyid/198248/']"
蔵之元港の海中に沈んだ車から男性遺体…鹿児島市の83歳男性と判明　阿久根署（南日本新聞）,https://news.yahoo.co.jp/articles/4a78dc04ad09bf8ad0ebf5c2f87386529fef0dc6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000015-minami-000-1-view.jpg?exp=10800,2024-10-29T20:45:24+09:00,2024-10-29T20:45:24+09:00,南日本新聞,minami,南日本新聞,168,\n（写真：南日本新聞社）\n２６日に鹿児島県長島町の蔵之元港で海中に沈んでいた車から見つかった男性遺体について、阿久根署は２９日、鹿児島市西谷山１丁目、無職男性（８３）と判明したと発表した。ＤＮＡ型などを調べて特定した。死因は溺死で、水没した状況などは捜査中。\n【写真】〈関連〉長島町の位置を地図で確認する\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000015-minami-000-1-view.jpg?pri=l&w=640&h=441&exp=10800'],"['https://news.yahoo.co.jp/articles/4a78dc04ad09bf8ad0ebf5c2f87386529fef0dc6/images/000', 'https://373news.com/_news/photo.php?storyid=203666&mediaid=8&page=2']"
柔道整復師、施術したふり詐欺　うその証明書を送ること数十回、保険金だまし取る　鹿児島県警、容疑で逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/badb4d36ac1d18cbc91f9ee08a76f33e0c144404,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000011-minami-000-1-view.jpg?exp=10800,2024-10-29T20:25:22+09:00,2024-10-29T20:25:22+09:00,南日本新聞,minami,南日本新聞,352,\n（写真：南日本新聞社）\n交通事故に遭った被害者を施術したように装い、保険会社から現金約２２０万円をだまし取ったとして、鹿児島県警交通指導課と霧島署は２９日、詐欺の疑いで、霧島市隼人町姫城、柔道整復師の男（３０）を逮捕した。\n【写真】〈関連〉霧島市の位置を地図で確認する\n逮捕容疑は、容疑者が経営する市内の整骨院で、事故の被害者２人を施術したように装い、うその証明書などを東京都の保険会社に郵送し、４～５月、数十回にわたって施術費などの名目で保険金約２２０万円をだまし取った疑い。\n\n 同署によると、２月ごろ、別の保険会社の関係者から「（容疑者の）整骨院から通院費を水増し請求された事案がある」と県警と署に情報提供があった。被害者２人にけがはなく、通院もしていない。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000011-minami-000-1-view.jpg?pri=l&w=640&h=441&exp=10800'],"['https://news.yahoo.co.jp/articles/badb4d36ac1d18cbc91f9ee08a76f33e0c144404/images/000', 'https://373news.com/_news/photo.php?storyid=203662&mediaid=8&page=2']"
企業の採用マインドが低下？　背景に物価高、最低賃金アップ　求職者は増加したのに、有効求人数が5カ月連続減　鹿児島労働局（南日本新聞）,https://news.yahoo.co.jp/articles/834473191f411dae019d77256d0ad349d48a2143,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000013-minami-000-1-view.jpg?exp=10800,2024-10-29T20:33:22+09:00,2024-10-29T20:33:22+09:00,南日本新聞,minami,南日本新聞,429,\n〈イメージ〉\n鹿児島労働局は２９日、９月の県内有効求人倍率（季節調整値）は前月比０．０３ポイント減の１．１１倍で、２カ月ぶり減少したと発表した。有効求人数（同）は同２．１％減の３万７６１５人で５カ月連続で減少した。\nレジ打ち15年、最近時給が上がった。うれしいけれど選挙公約に並ぶ「最賃1500円」は手放しで喜べない…「年収の壁」がある限り\n同局は「求人の動きに弱さがみられる。引き続き注視が必要」と指摘した。有効求職者数（同）は同０．５％増の３万３８５１人で４カ月ぶりに増加した。\n\n 新規求職申込件数（原数値）は前年同月比２．９％減の６５５３人。新規求人数（同）は同１２．１％減の１万２２１７人で、いずれも２カ月連続で減少した。\n\n 産業別では宿泊業、飲食サービス業が同３９．９％減の５４８人となるなど、全ての業種で減少した。同局は「物価高に加え、最低賃金が上がり、採用マインドが低下している」と分析している。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000013-minami-000-1-view.jpg?pri=l&w=640&h=478&exp=10800'],"['https://news.yahoo.co.jp/articles/834473191f411dae019d77256d0ad349d48a2143/images/000', 'https://373news.com/_news/storyid/203248/']"
「身に覚えがない」…暴力団組員で自称人材派遣業の男、知人男性への覚醒剤売却を依頼　鹿児島県警、容疑で逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/e04d4b681afede3eaa2a40d802c219665f61cf6f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000012-minami-000-1-view.jpg?exp=10800,2024-10-29T20:27:22+09:00,2024-10-29T20:27:22+09:00,南日本新聞,minami,南日本新聞,248,\n（写真：南日本新聞社）\n鹿児島県警組織犯罪対策課と鹿児島南署は２９日までに、覚醒剤取締法違反（譲り受け）ほう助の疑いで、埼玉県狭山市北入曽、指定暴力団住吉会傘下組織組員で自称人材派遣業の男（５１）を逮捕した。\n\n 逮捕容疑は２０２３年３月下旬、氏名不詳者に対し、鹿児島市の建設業の４０代男性に覚醒剤若干量を売却するよう依頼した疑い。\n\n 同署によると「身に覚えがない」と否認している。容疑者と男性は知人。男性は同年、同（使用）の疑いで県警に逮捕されていた。\n南日本新聞 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241029-00000012-minami-000-1-view.jpg?pri=l&w=640&h=441&exp=10800'],['https://news.yahoo.co.jp/articles/e04d4b681afede3eaa2a40d802c219665f61cf6f/images/000']
