headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
70歳農業の男が「受け子役」…SNS投資話で3人から2200万円詐欺疑い　鹿児島・さつま署が逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/a29041e8e834e761237eea372055a5b7b77ec182,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260916-00000006-minami-000-1-view.jpg?exp=10800,2026-09-16T19:05:22+09:00,2026-09-16T19:05:22+09:00,南日本新聞,minami,南日本新聞,427,（写真：南日本新聞社） さつま署と県警組織犯罪対策課は１６日までに、氏名不詳者らと共謀し、交流サイト（ＳＮＳ）を介したうその投資話名目で計３人から合わせて現金約２２００万円をだまし取ったとして、詐欺容疑で高知県香美市土佐山田町、農業の男（７０）を逮捕した。ＳＮＳ型投資詐欺グループの受け子役とみられる。認否は明らかにしていない。 逮捕容疑は、大阪市の６０代女性に「未公開株でもうけられる」などと高額の投資話を提案。不足分１０００万円を融資したとして返済を求め、７月１０日に同額を大阪市内の公園でだまし取った疑い。 宮崎市の６０代男性からは７月２６日に同市内のコンビニ駐車場で５５０万円、埼玉県加須市の６０代男性からは７月３０日に埼玉県内の施設駐車場で約６５０万円をそれぞれ投資名目でだまし取った疑い。 さつま署などが別の詐欺事件を捜査中、男らの犯行が浮上した。被害者とはＬＩＮＥ（ライン）のオープンチャットなどで知り合ったという。 南日本新聞 | 鹿児島,[],[]
JR日豊線、鹿児島－国分運行再開（南日本新聞）,https://news.yahoo.co.jp/articles/b9bd52981f1080d9b784df9230646779ed809ccc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-09-16T18:55:22+09:00,2026-09-16T18:55:22+09:00,南日本新聞,minami,南日本新聞,83,ＪＲ九州によると、大雨の影響で運転を見合わせていた日豊線の鹿児島－国分間は１６日午後６時１８分、運転を再開した。点検作業が終了したとしている。 南日本新聞 | 鹿児島,[],[]
鹿児島・出水、70代女性が1000万円被害…警察官を装う電話に「口座調べる必要がある」、駐車場で現金手渡し　詐欺疑いで男を逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/732a187faa114b248ad0ae19903c9e8305f5d8b5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260916-00000004-minami-000-1-view.jpg?exp=10800,2026-09-16T18:05:21+09:00,2026-09-16T18:05:21+09:00,南日本新聞,minami,南日本新聞,391,（写真：南日本新聞社） 出水市の７０代女性から現金約１０００万円をだまし取ったとして、鹿児島南署と出水署、県警組織犯罪対策課は１６日、詐欺の疑いで京都市右京区西院三蔵町、無職の男（４５）を８日に再逮捕したと発表した。県警は匿名・流動型犯罪グループ（匿流）の受け子役とみている。 逮捕容疑は、氏名不詳者らと共謀し、６月２〜１１日の間に警察官になりすまし、女性に電話で「あなた名義の銀行口座に複数の人がお金を振り込んでいる。あなたのお金を調べる必要がある」などとうそを言い、１１日に出水市の施設の駐車場で現金約１０００万円をだまし取った疑い。 県警によると、相手と連絡が取れなくなった女性が不審に思い、７月３日、出水署に被害を届け出た。 男は証券会社の財務担当者になりすまして現金計２８００万円をだまし取った詐欺などの疑いで、８月４日と２５日に逮捕され、勾留中。 南日本新聞 | 鹿児島,[],[]
JR日豊線国分－鹿児島、大雨で運転見合わせ（南日本新聞）,https://news.yahoo.co.jp/articles/699ae6c68a9717acd2204b38ac5b6c62864320b4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260916-00000003-minami-000-1-view.jpg?exp=10800,2026-09-16T17:35:30+09:00,2026-09-16T17:35:30+09:00,南日本新聞,minami,南日本新聞,107,（写真：南日本新聞社） ＪＲ九州によると、１６日午後５時現在、大雨の影響で、日豊線鹿児島－国分間の運転を見合わせている。 運行管理部は、天候回復後に点検を行うとしており、再開の見込みは未定。 南日本新聞 | 鹿児島,[],[]
えびの駐屯地で記憶媒体1個紛失、点検怠り発覚遅れ…異動済みの隊員を戒告処分（南日本新聞）,https://news.yahoo.co.jp/articles/da581b060d1e9e17d69bc912d357e65ee7f482ab,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260916-00000002-minami-000-1-view.jpg?exp=10800,2026-09-16T17:05:21+09:00,2026-09-16T17:05:21+09:00,南日本新聞,minami,南日本新聞,255,（写真：南日本新聞社） 陸上自衛隊えびの駐屯地（宮崎県えびの市）は１６日、公用記憶媒体の点検業務を怠ったとして、第１３５地区警務隊に所属していた隊員を戒告処分とした。駐屯地広報室によると、隊員は２０２４年８月１日から４日まで点検を怠り、記憶媒体１個が同年７月３１日を最後になくなっていたにもかかわらず、確認が遅れた。紛失した記憶媒体は見つかっておらず、隊員は既に別の部隊に異動した。広報室は「調査と処分のための手続きに現在までかかった」とし、媒体の中身については「言えない」としている。 南日本新聞 | 鹿児島,[],[]
「18歳未満と知りながら」鹿児島市の男が10代少女を深夜に連れ回し――SNS経由、4月に被害相談　県条例違反疑いで逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/08ac0aeb4ebb0892322120ce9bce0ecc10353810,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260916-00000001-minami-000-3-view.jpg?exp=10800,2026-09-16T16:25:22+09:00,2026-09-16T21:37:09+09:00,南日本新聞,minami,南日本新聞,220,（写真：南日本新聞社） 鹿児島県警は１６日、県青少年保護育成条例違反の疑いで、鹿児島市下伊敷町、自称解体業の男（２３）を逮捕した。逮捕容疑は２月下旬、県内の屋内で、１８歳未満と知りながら県内の１０代女性にみだらな行為をし、男の使用する車で深夜に連れ回した疑い。 県警によると、２人は交流サイト（ＳＮＳ）を通じて知り合った。４月下旬、女性の関係者が県内の警察署に「性的な被害を受けた」と相談した。男は容疑を認めている。 南日本新聞 | 鹿児島,[],[]
