headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
「そんなとこに並べてもろて光栄」元J1神戸イニエスタが「見慣れぬ背番号」に込めた思いに感動広がる!「シャーレが!!」「これ、めちゃくちゃ嬉しい!!」などの声が続く（サッカー批評Web）,https://news.yahoo.co.jp/articles/3de6016274dc16d69ca902b1f7e4846299404105,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101542-soccerh-000-1-view.jpg?exp=10800,2023-11-29T11:32:03+09:00,2023-11-29T11:32:03+09:00,サッカー批評Web,soccerh,サッカー批評Web,1335,\n神戸への思いを強くにじませたアンドレス・イニエスタ 撮影：中地拓也\n元サッカースペイン代表アンドレス・イニエスタが、今夏まで所属したJ1ヴィッセル神戸への思いを強くにじませる画像をSNSに投稿した。目にしたファンからは感謝と感動の声が広がっている。\n■【画像】「いや、泣くて」「え? エモすぎん??」などの声が上がった元神戸イニエスタが投稿した「背番号38」の姿\n神戸は今季、悲願を達成した。クラブ設立から29年目を迎え、ついにJ1王者に輝いたのだ。\n\n 神戸のここまでの歩みは、波乱に満ちたものだった。チーム初練習が行われるはずだった1995年1月17日には、阪神・淡路大震災に見舞われた。1997年にはJリーグに昇格し、カズこと三浦知良らが所属した時期もあったが、経営難に苦しむ時期もあった。苦難の時期は確かにあったが、そのたびに力を合わせて乗り越えてきた。\n\n ピッチ上での変化も見逃せない。2017年にはドイツ代表でワールドカップ優勝も果たしたルーカス・ポドルスキを迎えた頃から、潮目が変わった。多くの世界的実力者を迎えたが、中でも存在感を示したのがイニエスタだった。\n\n 2018年に神戸の一員になったイニエスタは、バルセロナやスペイン代表で世界トップに君臨した理由を存分に示した。そのプレーは神戸のみならず、日本中のサッカーファンを酔わせた。\n\n 出場機会が減った今季、夏には神戸を離れる決断をした。だが、ピッチ内外、さまざまな形で天皇杯優勝、そして今回のJ1制覇と、タイトル獲得への導き手となったことは間違いない。\n\n そのイニエスタが11月28日、自身のSNSを更新した。「38」という絵文字が添えられた画像には、バルセロナやスペイン代表のユニフォームを着たイニエスタの姿がある。\n\n そして中央にあるのは、神戸時代のプレー場面と、同じくクリムゾンレッドのユニフォームを着て右手を高く掲げる後ろ姿。日本のファンにとっては見慣れたものではあるが、どこか違和感がある。\n■「真ん中が日本のクラブ在籍時の写真ってなんかすごい」\nそう、イニエスタと言えば、来日した時点から背番号8を与えられていたが、この背中にあるのは「38」。周囲にはラ・リーガの優勝杯やUEFAチャンピオンズリーグ優勝チームに与えられるビッグイヤーなどが敷き詰められている。そこに加わった最新のタイトルが、神戸とともに手にした38個目のタイトル、J1の優勝シャーレであるということだ。\n\n この神戸への思いがこめられた画像に、ファンの涙腺が決壊する。\n\n「いや、泣くて」\n「これ、めちゃくちゃ嬉しい!!」\n「あなたが神戸に来なければ今回の優勝はなかった」\n「真ん中が日本のクラブ在籍時の写真ってなんかすごい」\n「シャーレが!!」\n「え? エモすぎん??」\n「バルサ、スペイン代表にならんで神戸って改めて意味わからん笑 そんなとこに並べてもろて光栄」\n\n イニエスタは現在、アラブ首長国連邦でプレーする。画像にはスペイン語で「伝説は続く」と記されており、まだまだサッカー界に大きな足跡を残してくれることだろう。\nサッカー批評編集部
「やること、素敵すぎ!!!」J2秋田が人生の節目を迎えた女性スタジアムDJに最高のプレゼント!「私まで泣いちゃいました」「ほんわかするなぁ」などの声が広がる（サッカー批評Web）,https://news.yahoo.co.jp/articles/10e9d394d23524eb765bade1efa8a5c222578333,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101538-soccerh-000-1-view.jpg?exp=10800,2023-11-29T11:27:49+09:00,2023-11-29T11:27:49+09:00,サッカー批評Web,soccerh,サッカー批評Web,1060,\nブラウブリッツ秋田の選手らがスタジアムDJに最高のプレゼントを贈った 撮影：中地拓也\nJ2のブラウブリッツ秋田が、人生の節目を迎えた女性スタジアムDJに素敵すぎるプレゼントを贈った。その光景に、多くの人へと感動の輪が広がっている。\n■【動画】「私まで泣いちゃいました」「やること、素敵すぎ!!!」と感動の声が広がった、J2秋田による女性スタジアムDJへの最高のプレゼント\n秋田は、着実にステップアップを果たしている。2020年にJ3を制して昇格を決めると、J2初年度の2021年には13位、2022年には12位と成績を上げていった。\n\n 今季の順位は前年越えはならず13位で終えることになったが、伸ばしている数字がある。ホーム1試合平均の観客動員数が、2021年の2097人から2022年は2283人、そして今季は3139人へと拡大していたのだ。\n\n 観客数の増加は、ピッチ上だけでどうにかなるものでもない。携わる多くの人々の力の結晶なのだ。\n\n そうした力を貸してくれる人々のひとりが、スタジアムDJだ。地元出身でモデルやラジオなどのパーソナリティを務める小玉夕美子が、タレントでもあるシャバ駄馬男とともに、ホームゲームを盛り上げている。\n\n その小玉が今月、人生の節目を迎えた。11月25日に男の子を出産したのだ。\n\n ファミリーの慶事に、秋田の選手たちが一肌脱いだ。出産報告からほどなくして、素晴らしいプレゼントを届けたのだ。\n\n 小玉が11月27日に自身のSNSで公開したのが、その贈り物である動画だった。選手たちが顔をそろえ、「たまちゃん、出産おめでとうございます!」のかけ声とともに揺りかごダンスを披露したのだ。\n■「素敵すぎるー」\n全員が「おめでとうございます!」と声をそろえてダンスを始めたものの、腕が動く向きなどは統一されておらず、さすがにプレーのような連係はみられない。それでも、思いが伝わる動画に、見た人々からは感動の声が上がった。\n\n「やること、素敵すぎ!!!」\n「素敵すぎるー」\n「私まで泣いちゃいました」\n「ほんわかするなぁ」\n「最高のゆりかご!!」\n\n 小玉自身も、「病室で大声で泣きました! 最高のゆりかごを本当にありがとうございます」と感謝のコメントを投稿した。\n\n シーズンを終えた秋田も、少しの休みを経て新たなスタートを切る。すでに来季も指揮を執ることが発表された吉田謙監督の下、J1昇格へと走り出す。\nサッカー批評編集部
「格好よく決められたんで良かった」川崎・小林悠が振り返る圧巻ボレー弾! アシストが消えた遠野大弥にはある食事の約束ですでに手打ち済み（サッカー批評Web）,https://news.yahoo.co.jp/articles/6a5524aebcd5d426eabb8fe301f2d10ef8f11bac,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101536-soccerh-000-1-view.jpg?exp=10800,2023-11-29T21:02:11+09:00,2023-11-29T21:02:11+09:00,サッカー批評Web,soccerh,サッカー批評Web,1066,\n川崎フロンターレの小林悠がジョホール戦で圧巻のゴールを決めた 撮影：中地拓也\nホーム等々力で11月28日に行われたACL第5節、ジョホール・ダルル・ダクジム（JDT）戦で鬼木達監督が最初に切った交代カードは3枚だった。宮代大聖、遠野大弥とともにピッチに入った小林悠は、交代出場からわずか2分後の69分にチーム4点目のゴールを決める。\n■【動画】「難しいボールほど決める男」「変態ゴール!」と話題の、川崎FW小林悠の「強烈ヘディング→ジャンピングボレー弾」■\nきっかけとなった遠野からのクロスについて「自分のほしいところにボールを上げてくれて」と振り返る小林は、これを頭で合わせるが、GKシハン・ハズミがスーパーセーブ。しかしセカンドボールに鋭く反応した小林がジャンピング・ボレーで蹴り込んでゴールとなった。\n\n「ヘディングで決まったと思ったんですけど、ちょっとセーブされてしまって。でもしっかり体も反応しましたし、格好よく決められたんで良かったです」\n\n そう話す小林は「ベンチから見てても畳み掛けられる自信もあったので。もう一回ギアを上げるために自分たちが投入されたと思います」と発言。狙い通りに結果を出した形となった。また「守備でも前から行くところだったり、そういう役割はしっかりできたかなと思います」とも胸を張った。\n\n 最終的に5－0で勝利し、無傷の5連勝でグループステージ首位通過。このことについては「本当に素晴らしい結果だと思いますし、みんながしっかり、いい準備をしてきたからこその、予選突破だと思うので。まだあと1試合ありますけど、しっかり全部勝っていけるように。みんなで一丸となってやりたいなと思います」とアウェイでの蔚山現代戦を見据えていた。\n■小林「相手の嫌がることを積極的にするように」\nなお、各国の強豪が揃ったグループIでのこの結果について小林は、自分たちのスタイルを保ちつつ、相手の嫌がることができたことが勝因だと指摘している。\n\n「前までは自分たちのスタイルを、もちろん今もそうですけど、スタイルをアジアでも重視してやってたところを、やっぱりちょっと、相手の嫌がることを積極的にするようになってきて。それが今年良かったんじゃないかなと、自分は思います」\n 最後に余談になるが、ヘディングシュートが阻まれたことでアシストが消えた遠野は残念そうだったが、小林からご飯をごちそうしてもらう約束を取り付けたらしく「海鮮」で手打ちにするとのことだった。\n\n（取材・文/江藤高志）
「ボールの呼吸に合わせてる動画かっこいい!」J1札幌MF小野伸二の「街角特別映像」にファン興奮!「ダメだ。 コレ見ただけで涙出る」「これは見るしかないッ!!」などの声（サッカー批評Web）,https://news.yahoo.co.jp/articles/d01f9c7b9be90479f90880395d071b5bd092c518,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101544-soccerh-000-1-view.jpg?exp=10800,2023-11-29T11:22:07+09:00,2023-11-29T11:22:07+09:00,サッカー批評Web,soccerh,サッカー批評Web,940,\n小野伸二がラストマッチを迎える 撮影：中地拓也\nJ1北海道コンサドーレ札幌MF小野伸二の味わい深い映像が、札幌の街角に登場した。その様子を目にしたファンからは、感傷と興奮の声が広がっている。\n■【動画】「ボールの呼吸に合わせてる動画かっこいい!」「ダメだ。 コレ見ただけで涙出る」などの声が広がったJ1札幌MF小野のラストマッチに向けての特別映像\n12月3日に行われる北海道コンサドーレ札幌のホームゲーム、浦和レッズ戦は特別なラストマッチとなる。今季のJ1最終節であるのみならず、小野の現役最後の試合となるのだ。\n\n 小野はプロ入り前から、「天才」との誉れ高かった。その証拠に、プロ1年目だった1998年には、初めてのワールドカップに臨む日本代表に選出された。そのビジョンや技術に、多くの人が魅了されてきた。\n\n 負傷に泣き、決して順風満帆のキャリアを送ってきたわけではない。だが、常に「サッカーの楽しさ」を前面に出すプレーには、誰もが引きつけられてきた。\n\n 今シーズン途中に引退を表明した天才のラストマッチに向け、札幌はさまざまな周辺企画を行ってきた。今回、その最新版として、街中に小野が登場した。\n\n ただし、登場するのは本人ではない。札幌市中央区にある商業施設の大型ビジョンで、特別映像の放映を始めたのだ。\n\n 画面の下半分には「THE LAST MATCH」と最終節の日時などが案内されているが、上半分には小野の笑顔が広がる。札幌の練習場でボールを蹴る様子、思いを秘めた表情が映し出され、最後の試合への思いをさらに強くさせる。\n■「やば。見に行きたい」\nこの映像がクラブのSNSで公開されると、エモーショナルな声が続いた。\n\n「これは見るしかないッ!!」\n「何か寂しいな」\n「ボールの呼吸に合わせてる動画かっこいい!」\n「やば。見に行きたい」\n「ダメだ。 コレ見ただけで涙出る」\n「最近のビジョンはすごいクォリティ!!」\n「観に行かなきゃ!!」\n\n 14時キックオフの試合で対戦するのは、小野の古巣である浦和。アウェイサポーターも含めて多くの人にとって、さまざまな思いがこもる一戦になりそうだ。\nサッカー批評編集部
川崎の攻撃的CB大南拓磨が相手の背後を取ってのアシスト場面について語る!「ミキくんにも、チャンスがあれば前へ上がりたいんですよねという話はしていた」（サッカー批評Web）,https://news.yahoo.co.jp/articles/d26a89fe40bb18c66e9e1af65bf082d91a20821d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101535-soccerh-000-1-view.jpg?exp=10800,2023-11-29T20:32:06+09:00,2023-11-29T20:32:06+09:00,サッカー批評Web,soccerh,サッカー批評Web,969,\nジョホール戦でプレーする川崎フロンターレのDF大南拓磨 撮影：中地拓也\n家長昭博が決めた先制点の場面。ゴールの喜びと同時に多くのサポーターが思ったはずだ。\n■【画像】「こういうのが見たかったんよ!!」「芸術的な崩し」と大絶賛の、川崎がACL強豪から奪った、「攻撃的CBの背後抜けから→右WGが左サイドで決めたゴール」■\n「なぜ、CBの大南拓磨があそこに?」と。\n\n 大南は、山根とのワンツーパスでニアゾーンに入り込み、カバーするDFの股を抜いた速いクロスをゴール前に。ファーサイドに詰めていた家長がこれを確実に押し込んだ。\n\n 11月28日にジョホール・ダルル・ダクジム（JDT）をホームに迎え行われたACLグループステージ第5節、前半8分の場面だった。\n\n このアシストについて、誰もが思った疑問に大南が答える。\n「ミキくん（山根視来）にも、チャンスがあれば前へ上がりたいんですよねという話はしていた」\n\n そのチャンスだと考えた大南に対し「そこでミキくんがうまく出してくれたというのがあったので」と山根に感謝する大南は「流れからニアゾーンをうまく取れたので」と自らのランニングを振り返りつつ「中はうっすら見えていただけだったんですけど、クロスを上げるコースがなかったので。うまく相手の股を通せたのが良かったなというふうに思います」とアシストを説明した。\n■「点を決めた時と一緒くらい嬉しいです」\nあまり見ない大南のアシストとなったが、聞けば「2アシストぐらいは毎年してるかなという感じはします」と言う。そして「CBをやっているとあまりチャンスはないので。やっぱ、点を決めた時と一緒くらい嬉しいです」と笑顔になった。\n\n なお無失点で終わらせた本業の守備について大南は鹿島戦から継続した流れがあるのだと話していた。\n\n「鹿島戦の時から継続して、すごい全体的に集中力を保ったまま90分間試合できていますし、ピンチもありましたけど、そういったところで守れている」のだと言う。それが「今、調子がよくなってというところ」の要因であり「ゼロ（無失点）でというのは続けていきたいなって思います」と今後を見据えていた。年内、川崎の公式戦は残り3試合。このまま無失点で乗り切りたい。\n\n（取材・文/江藤高志）
「彼がトラップする2秒前に目が合った」「天才は崩さなくても点を生めるんだな」中村俊輔氏が横浜FM時代に見せた、相手の意表を突く「唐突ループパスアシスト」に再脚光! アシストを受けた外池氏もSNSで反応（サッカー批評Web）,https://news.yahoo.co.jp/articles/1ce9d67dc5c8ad2849030db6fc34e8e37f6c75f2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101541-soccerh-000-1-view.jpg?exp=10800,2023-11-29T05:42:53+09:00,2023-11-29T05:42:53+09:00,サッカー批評Web,soccerh,サッカー批評Web,920,\n横浜FCでコーチを務める中村俊輔氏が自身のベストプレーを選出した 撮影：中地拓也\n稀代のレフティによる鮮やかなアシストがスポットライトを浴びた。\n\n 11月27日、サッカー元日本代表MF中村俊輔氏の引退試合「SHUNSUKE NAKAMURA FAREWELL MATCH」の公式エックス（旧ツイッター）がアカウントを更新。『「SHUNSUKE SELECT 」～Jリーグベストプレー30～』と題した企画で、同氏のベストプレーを振り返る動画を投稿した。\n■【動画】「彼がトラップする2秒前に目が合った」「天才は崩さなくても点を生めるんだな」中村俊輔氏が横浜FM時代に見せた、相手の意表を突く「唐突ループパスアシスト」\n今回で11個目となる中村氏のベストプレーは、2000年5月20日に行われたJ1リーグ1stステージ第14節の横浜F・マリノスvsセレッソ大阪だ。当時横浜FMに在籍していた中村氏は1-2でリードされていた後半35分、素晴らしいプレーで同点弾を生み出した。\n\n 同氏は混戦によるこぼれ球をペナルティアーク手前で拾い、斜め左前へ向かってドリブルを開始。するとエリア侵入の直前に突如左足を振り、柔らかいループパスをファーサイドへ蹴り込んだ。そしてこのボールに反応した外池大亮氏がヘディングで合わせてネットを揺らしている。\n\n なお横浜FMは後半43分に失点し、最終的にC大阪に2-3で敗れている。\n■アシストを受けた外池氏からも反応が\nこの唐突なループパスアシストがエックス（旧ツイッター）で紹介されると、「天才は崩さなくても点を生めるんだなって感動したシーン」「絶妙ピンポイントパスで決まり」といった称賛の声が寄せられた。\n\n また、当時このパスを受けてゴールを決めた外池氏も反応。「小生の『サッカー人生で1番のゴール』のアシストを、彼のサッカー人生の数多数多あるアシストの中から特別なものとして選んでいただいた。彼がトラップする2秒前にだけ目が合って、まさか来ない…でも来る…と思って動きだしたら、ホントにキター!というシーン。御礼をまた言いに行こう!!」と振り返っている。\nサッカー批評編集部
「今日がケンペスの命日なんだね」「人間としても選手としてもめっちゃ好きになった」神戸MF井出遥也、J1優勝試合で見せた「亡くなった元チームメイトと同じゴールパフォーマンス」が注目される…感動の声が続出（サッカー批評Web）,https://news.yahoo.co.jp/articles/34300777404150bd0709079f6f35b8c5556f327b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101545-soccerh-000-1-view.jpg?exp=10800,2023-11-29T05:36:53+09:00,2023-11-29T05:36:53+09:00,サッカー批評Web,soccerh,サッカー批評Web,1623,\n名古屋グランパス戦でプレーするヴィッセル神戸MF井出遥也 撮影：中地拓也\n感動的な「L」の文字が注目された。\n\n 11月25日、J1リーグ第33節でヴィッセル神戸と名古屋グランパスが激突。ホームの神戸にとっては勝てば優勝という重要な試合だったが、先発出場していた井出遥也が結果を残す。\n■【写真・動画】「今日がケンペスの命日なんだね」「人間としても選手としてもめっちゃ好きになった」ヴィッセル神戸MF井出遥也、J1優勝試合で見せた「亡くなった元チームメイトと同じゴールパフォーマンス」\n前半12分、神戸は敵陣左サイドでのスローインの流れから大迫勇也がボールをキープすると、直後に裏へスルーパスを出す。これに反応した井出がワンタッチでシュートを放ち、先制点を奪っている。\n\n 神戸は前半14分に武藤嘉紀が追加点を挙げ、前半30分に失点を許して1点差とされるが、リードを最後まで守り切って2-1で勝利。ついに待望のリーグ初優勝を達成した。\n\n その試合から2日たった27日、先制点を挙げた井出が公式エックス（旧ツイッター）を更新。「ヴィッセル神戸に関わる全ての皆さん、本当におめでとうございます!!! そしてどんな時も最高の応援、サポートをありがとうございました!! ヴィッセルファミリーで掴んだ優勝! この場にいれたことを誇りに思います!」と綴り、改めてタイトル獲得をサポーターと分かち合っている。\n\n そんな中、この投稿にある3枚目の写真が注目された。\n\n 当該写真では、名古屋戦でのゴール後にサポーターに向かってポーズをとる井出が掲載されている。井出は右手を高く上げ、親指と人差し指で「L」の文字を形成。このセレブレーションを見たサッカーファンたちは、井出とジェフユナイテッド千葉時代にチームメイトだったエヴェルトン・ケンペスのゴールパフォーマンスと同じであることに気付いたのだ。\n■感動の声が続出\n千葉のアカデミーで育ち、同クラブでプロデビューを果たした井出は、ケンペスと2013、2014シーズンにてチームメイトとして共闘。2014年3月に行われたロアッソ熊本戦で井出が相手GKと交錯して退場になったとき、井出に対して突っかかる熊本の選手の前にケンペスが入って取っ組み合いを制止した場面は、千葉サポーターの間では有名だ。\n\n その後ケンペスは2015年3月にジョインビレECへの加入が発表されると、同年12月にはシャペコエンセに移籍した。しかし2016年11月28日、そのシャペコエンセのメンバーたちを乗せた飛行機が墜落する事故が発生してしまい、搭乗していたケンペスを含む71人が死亡。世界中のサッカーファンが悲しみに包まれた。\n\n それから約7年が経過した中で、神戸で躍動する井出は先述したように優勝を手繰り寄せるゴールをゲット。そして、亡くなった元チームメイトのケンペスのゴールパフォーマンスであった「L」の文字をつくったのだ。\n\n 井出がケンペスのセレブレーションを意識していたかどうかは本人から明かされていないものの、これを受けて、SNSでは2人に対する感動の声が続出している。\n\n「Lってしてるなぁとは現地で思ってたけどあれはケンペスに向けてやったんや。これはグッとくる」\n「本当に最高の恩返し」\n「人間としても選手としてもめっちゃ好きになった」\n「今日がケンペスの命日なんだね。こういうのって風化していくけど優勝が掛かってる試合で、普段と違って冷静になるのが難しいときにこれやる井出はかっこよすぎ」\n「懐かしい。きっとケンペスも空で見てくれてるはず。遥也、改めておめでとう」\n\n 神戸加入1年目となる今季、J1でここまで17試合に出場している井出。3日に行われる最終節のガンバ大阪戦でもゴールを挙げ、再びチームを勝利に導くことはできるだろうか。\nサッカー批評編集部
「こういうのが見たかったんよ!!」川崎がACL強豪から奪った、攻撃的CBの背後抜けから→右WGが左サイドで決めたゴールが「芸術的な崩し」と大絶賛! 他サポもうらやむ川崎らしさ全開弾（サッカー批評Web）,https://news.yahoo.co.jp/articles/3da5759ab507622918109602f7aadeec0f03d706,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101234-soccerh-000-1-view.jpg?exp=10800,2023-11-29T05:32:04+09:00,2023-11-29T05:32:04+09:00,サッカー批評Web,soccerh,サッカー批評Web,1190,\nジョホール戦で川崎フロンターレの家長昭博が先制点を決めた瞬間 撮影：中地拓也\n11月28日、川崎フロンターレがACL第5戦を等々力競技場で戦った。この試合での先制ゴールが大絶賛されている。\n■【画像】「こういうのが見たかったんよ!!」「芸術的な崩し」と大絶賛の、川崎がACL強豪から奪った、「攻撃的CBの背後抜けから→右WGが左サイドで決めたゴール」■\nここまで4連勝している川崎の対戦相手は、マレーシア王者のジョホール・ダルル・タクジム。昨年のACLでも川崎と同じグループに属し、4勝1分1敗でグループステージを首位通過した強豪チームだ。川崎は今回のACLのグループステージ初戦がこのチームとのアウェイゲームで、1-0で勝利したものの苦戦した相手である。\n\n それだけにホームゲームでも難しい展開も予想される中、前半8分に完璧な崩しから先制点を奪って見せた。そのきっかけは、DF大南拓磨のプレーだった。この日は4バックのCBとして出場していたが、相手陣内でボールを受けると、高い位置を取っていた右SBの山根視来にボールを預ける。次の瞬間、大南は相手の背後目掛けてスプリント。山根は、大南からのパスをダイレクトで裏に送る。\n\n それを受けたのが大南で、ペナルティエリア内の深い位置を取ると右足でグラウンダーのクロス。レアンドロ・ダミアンやマルシーニョが合わせようとしながらも叶わなかった中で、それを左サイドから詰めて決めたのが家長昭博だった。\n\n 家長の本来のポジションは右ウイングだが、この時間帯は左ウイングの位置にいた。そのため、CBが相手の背後を取り、右ウイングが左の位置でゴールを決めるというあまりに流動的な攻撃を見せたのである。\n■「芸術的な崩しと連携でした!」\nこのゴールに、多くのサッカーファンが称賛の声を寄せている。\n「芸術的な崩しと連携でした!」\n「アジアよ!!これがフロンターレの崩しの1つ」\n「美しすぎる、、、こういうのが見たかったんよ!!!らしさが戻ってきてる!最高!!」\n「なんで右WGがそこでゴールするんだよ」\n「この崩し好きだなー」\n「攻撃的CBのアシスト!」\n\n そして、他クラブのサポーターからもうらやむ声が多く見られた。\n「ガンバには無いゴールの形、、、」\n「これだよこれ。マリノスにもこれが欲しい」\n「マリノスもこれ見せてくれ 今年この流れが無さすぎる」\n「今の鹿島にはないスペースへのパスのお手本だな。さすが川崎」\n\n 川崎はこの得点を皮切りに5-0で大勝。1試合を残してグループステージ突破を決めた。ラウンド16での試合は来年2月。12月には天皇杯のタイトルを獲得するための決勝戦が控えており、アジアの舞台でのこの華麗な攻撃を国立競技場でも披露してくれるはずだ。\nサッカー批評編集部
「いい笑顔!」「爽やかすぎ」ベルギー名門アンデルレヒトへの移籍決定の18歳大型FW後藤啓介のユニ姿＆インタビューに反響!「さわやかパワーで頑張ってほしい」の声（サッカー批評Web）,https://news.yahoo.co.jp/articles/c7adf83a7ce087c6e2803ff78f9b6e244119a94a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101547-soccerh-000-1-view.jpg?exp=10800,2023-11-29T05:27:51+09:00,2023-11-29T05:27:51+09:00,サッカー批評Web,soccerh,サッカー批評Web,1189,\nジュビロ磐田からベルギーの名門クラブへの加入がきまった18歳FW後藤啓介 撮影：中地拓也\nベルギーの名門アンデルレヒトが11月28日、J2ジュビロ磐田から後藤啓介を買取オプション付きの1年間のレンタル移籍で獲得したことを発表。クラブの公式SNS上では新天地でのユニフォーム姿を披露し、インタビューにも答えて話題となっている。\n■【動画】「いい笑顔!」「爽やかすぎ」と反響! ベルギー名門アンデルレヒトへの移籍決定の18歳大型FW後藤啓介のユニ姿＆インタビュー■\n現在18歳の後藤は、191cmの高さとスピードを併せ持った大型ストライカー。磐田U-18出身で、高校3年生ながらトップ昇格を果たした今季は2月に高原直泰の持っていた記録を破るクラブ史上最年少得点記録（17歳260日）をマークすると、その後も出番を得てJ2リーグ戦33試合に出場して7得点と活躍。クラブのJ1復帰に貢献した。\n\n ベルギーの首都ブリュッセルを本拠地とするアンデルレヒトは、国内リーグ通算34回の優勝を誇る名門クラブ。1982-83シーズンにはUEFAカップ（現ヨーロッパリーグ）を制覇し、チャンピオンズリーグの常連だった時期も長く、日本のファンにもその名を知られている。過去には森岡亮太（現シャルルロワ）が所属。昨季はリーグ戦11位と“歴史的低迷”を味わったが、今季は15節を終えた時点で2位に付けている。\n\n その名門クラブにJ2から18歳で加わることになった後藤は、すでに現地での練習に参加しており、この日は「紫×白」カラーに背番号「42」「KEISUKE」のナンバー＆ネーム入りのユニフォーム姿を披露。さらにクラブの公式インスタグラムで公開されたインタビューでは、笑顔で自らのプレーの特徴を交えて自己紹介している。\n■「ベルギーでも42を着るのね 頑張って!!」\n新たな挑戦に挑む若者の姿に対し、SNS上では以下のようなコメントが寄せられた。\n\n「いい笑顔!」\n「爽やかすぎ」\n「ベルギーでも42を着るのね 頑張って!!」\n「なぬ、いつの間に海外 しかも一発目からアンデルレヒトはエグいって」\n「後藤くん、アンデルレヒトとかめっちゃ良いやん 一度日本で見ておきたかったけど さわやかパワーで頑張ってほしい」\n\n このレンタル移籍決定に際して、後藤は磐田のクラブを通じて「スクールから数えたら9年間お世話になったクラブを離れるのは寂しいですが、自分が決めた道なので必ず成功できるように頑張ってきます。そして、強い覚悟を持って戦い、プレーし、ファン・サポーターの皆さんにたくさん良い報告ができるように向こうでも頑張ります。」とコメントを発表している。早速、爽やかな笑顔を振りまいている18歳の、欧州という舞台での大きな成長が期待されている。\nサッカー批評編集部
「1番ハーランドに近い選手」元J得点王＆MVP“怪物オルンガ”のACL舞台でのド迫力2得点にJサポーター興奮!「今週末力を貸してくれませんか...」「横浜FCを助けて」の声（サッカー批評Web）,https://news.yahoo.co.jp/articles/b070adbec04cf4b4665aa951a33a75b9d0d885e7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00101546-soccerh-000-1-view.jpg?exp=10800,2023-11-29T05:32:04+09:00,2023-11-29T05:32:04+09:00,サッカー批評Web,soccerh,サッカー批評Web,1164,\n柏レイソル時代のＦＷオルンガ 撮影：中地拓也\n元Jリーグ得点王＆MVPの怪物ストライカーのアジア舞台での2得点にJリーグサポーターが沸いている。\n■【動画】「1番ハーランドに近い選手」「今週末力を貸してくれませんか...」の声! 元J得点王＆MVP“怪物オルンガ”のACL舞台でのド迫力2得点■\n11月27日、28日にアジア各地でAFCチャンピオンズリーグ（ACL）の第5節が行われた。西地区のグループEでは、アルドゥハイル（カタール）が2－0でイスティクロル（タジキスタン）で勝利した。その2得点を決めたのが、元柏レイソルのFWマイケル・オルンガだった。\n\n 4試合を終えて1分け3敗だったアルドゥハイルが、同じく未勝利（2分け2敗）のイスティクロルをホームに迎えた一戦。前半は0－0で折り返すも、後半にオルンガが本領を発揮する。後半2分、右サイドからのクロスをゴール前でDFが頭で触ってコースが変わったボールに反応し、ファーサイドから193cmの長身を活かしたヘディングで先制ゴールを奪う。さらに後半44分、再び右サイドからのクロスに飛び込み、相手DFを吹き飛ばしながらの強烈なヘディング弾。2点とも相手GKが鋭い反応で弾き出すも、VARによって得点が認められた。\n\n ケニア出身のオルンガは、2018年8月に柏に加入すると、2019年のJ2リーグ最終節の京都サンガ戦でJリーグの1試合最多得点記録となる8得点を決めて13―1の大勝劇を演じ、2020年にはJ1で28得点を挙げてリーグMVPに輝いた伝説の助っ人だ。2021年1月に“オイルマネー”に引き抜かれる形となったが、相変わらずの“怪物っぷり”をACLの舞台でも披露した。\n■「相変わらずで何より」\nこの“怪物オルンガ”の2得点をDAZNの日本語公式エックス（旧ツイッター）が取り上げると、以下のような声が寄せられた。\n\n「相変わらずで何より」\n「今のサッカー界で1番ハーランドに近い選手ってオルンガよな笑」\n「今週末日本に来ませんか?1試合だけお願いしたいのですが」\n「今週末力を貸してくれませんか...」\n「横浜FCを助けて」\n\n 最終節を残すのみとなったJ1リーグだが、最下位の横浜FCがJ1残留を果たすためには、最終節で鹿島アントラーズに勝利した上で、17位・柏との得失点差12をひっくり返さなければならない。そのため、一時SNS上で「オルンガ」がトレンド入り。そのタイミングでの2得点に、「1日契約」を夢見るコメントが多く寄せられることになった。\n\n ちなみにオルンガが所属するアルドゥハイルは、勝点を4に伸ばしてグループ3位に浮上するも、1位、2位の可能性が消滅してACL敗退が決定している。\nサッカー批評編集部
