headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
アマゾン「Prime Video」、12月の新着作品は「ザ・スーパーマリオブラザーズ・ムービー」など（ケータイ Watch）,https://news.yahoo.co.jp/articles/f7f7e2417652a86da37fd85b40eb36bae842d1d1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000195-impktw-000-1-view.jpg?exp=10800,2023-11-29T20:02:35+09:00,2023-11-29T20:02:35+09:00,ケータイ Watch,impktw,ケータイ Watch,2148,"\n写真：ケータイ Watch\nアマゾン（Amazon）のプライム会員向けサービス「Prime Video（プライム・ビデオ）」において、12月に配信がスタートする作品が発表された。\n\n 海外映画では、「ザ・スーパーマリオブラザーズ・ムービー」が12月30日から、「ハリー・ポッター」シリーズ全作品と「ファンタスティック・ビーストとダンブルドアの秘密」が12月31日から見放題配信される。\n\n また、コンサート映像「BTS: Yet To Come」が登場。そのほか、アマゾンのオリジナル作品も多数ラインアップされる。\n\n12月の新着予定作品一覧\n映画（国内）\n12月1日「さかなのこ」\n「シュシュシュの娘」\n「スイート・マイホーム」＊独占配信12月8日「禁じられた遊び」＊独占配信\n「ほつれる」＊見放題独占配信12月13日「TELL ME ～hide と見た景色～」12月16日「ラーゲリより愛を込めて」＊見放題独占配信12月18日「ヒノマルソウル～舞台裏の英雄たち～」12月23日「ブラックナイトパレード」＊見放題独占配信12月24日「SEE HEAR LOVE 見えなくても聞こえなくても愛してる ディレクターズカット版」＊独占配信12月27日「ゴーストブック おばけずかん」＊見放題独占配信\n「百花」＊見放題独占配信映画（海外）\n12月1日Amazon Original「キャンディ・ケイン・レーン」＊9時から独占配信12月2日「TAR／ター」＊見放題独占配信12月7日Amazon Original「慌てず騒がず」＊23時半から独占配信12月8日Amazon Original「あなたの、私のクリスマス？ 2」＊9時から独占配信\nAmazon Original「消えたクリスマス～愛の魔法でもう一度～」＊9時から独占配信\nAmazon Original「サンタ・ミ・アモール～ママがサンタに恋をした～」＊9時から独占配信\nAmazon Original「シルバー夢の扉」＊9時から独占配信\nAmazon Original「リトル・バットマンクリスマスの大冒険」＊9時から独占配信12月15日「オペレーション・フォーチュン」＊独占配信\n「THEBATMAN－ザ・バットマン－」＊見放題独占配信\n「スピード」\n「ナイトミュージアム」\n「ナイトミュージアム2」\n「ナイトミュージアム/エジプト王の秘密」12月20日「カンダハル／突破せよ」＊独占配信12月22日Amazon Original「全部、酒のせい」＊3時半から独占配信\nAmazon Original「負けて見つけた幸せのかたち」＊9時から独占配信12月23日「65／シックスティ・ファイブ」＊見放題独占配信\n「フラッグ・デイ父を想う日」\n「ワイルド・スピード／ファイヤーブースト」＊見放題独占配信12月28日「アムステルダム」＊見放題独占配信12月30日「M3GAN／ミーガン」＊見放題独占配信12月31日「ハリー・ポッターと賢者の石」\n「ハリー・ポッターと秘密の部屋」\n「ハリー・ポッターとアズカバンの囚人」\n「ハリー・ポッターと炎のゴブレット」\n「ハリー・ポッターと不死鳥の騎士団」\n「ハリー・ポッターと謎のプリンス」\n「ハリー・ポッターと死の秘宝PART1」\n「ハリー・ポッターと死の秘宝PART2」\n「ファンタスティック・ビーストと魔法使いの旅」\n「ファンタスティック・ビーストと黒い魔法使いの誕生」\n「ファンタスティック・ビーストとダンブルドアの秘密」＊見放題独占配信映画（韓国）\n12月1日「BTS: Yet To Come」＊独占配信アニメ映画（国内）\n12月1日「アイの歌声を聴かせて」アニメ映画（海外）\n12月30日「ザ・スーパーマリオブラザーズ・ムービー」テレビアニメ（国内）\n12月1日「ジョジョの奇妙な冒険 ストーンオーシャン 3」（第25話～第38話）12月15日「ドラえもん」シーズン312月30日「BURN THE WITCH\n#0\n.8」テレビドラマ（海外）\n12月12日Amazon Original「華麗なるファラド家」＊9時から独占配信12月15日Amazon Original「ジャック・リーチャー～正義のアウトロー～」シーズン2＊9時から独占配信12月22日「S.W.A.T.」シーズン4バラエティ（国内）\n12月18日「M-1 グランプリ 2022」12月19日「相席食堂」シーズン7\n「いろはに千鳥」12月22日Amazon Original「HITOSHI MATSUMOTO Presents ドキュメンタル」シーズン13 COMBINED＊独占配信ドキュメンタリー（国内）\n12月1日「生きろ 島田叡 戦中最後の沖縄県知事』＊独占配信ドキュメンタリー（海外）\n12月1日Amazon Original「ヴィクトリアズ・シークレット：ザ・ツアー 2023」＊独占配信音楽\n12月8日「SBS INKIGAYO LIVE in TOKYO』＊独占配信\nケータイ Watch,田中 真悠"
Spotifyが2023年の年間ランキング発表、日本で一番聴かれたのはYOASOBIの「アイドル」（ケータイ Watch）,https://news.yahoo.co.jp/articles/5495e6a888197696b5982c0dcdaf6d2c71de6f79,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000207-impktw-000-1-view.jpg?exp=10800,2023-11-29T22:08:16+09:00,2023-11-29T22:08:16+09:00,ケータイ Watch,impktw,ケータイ Watch,1680,"\n写真：ケータイ Watch\nスポティファイは、音楽配信サービス「Spotify」における年間ランキングを発表した。2023年、日本でもっとも再生された楽曲はYOASOBIの「アイドル」だった。\n【この記事に関する別の画像を見る】\n■ YOASOBIなど高い人気だった2023年\n\n 同社によれば、世界でもっとも再生された音楽は、マイリー・サイラスの「Flowers」。アーティスト別では、テイラー・スウィフトがトップだったという。日本では、YOASOBIの「アイドル」がもっとも再生数が多かった。史上最速で再生回数2億回を達成し、4月14日～7月21日の間、Spotify Japanのデイリーチャートでトップだったという。\n\n SpotifyからSNSへのシェアがもっとも多かったアーティストは、JO1。次いでBE:FIRST、INIがトップ3にランクインしており、熱心なファンが多いアーティストがトップを独占したとしている。\n\n 国内で聴かれた回数が多かったアーティストは、1位がMrs. GREEN APPLE。2位はVaundyだった。トップ10にランクインしたアーティストのうち7組が2年連続でエントリーしており、ヒット曲をきっかけにそのほかの曲も聴きやすいストリーミングの特徴をとらえた結果になった。\n\n■ アニメ以外のJPOPも高まる海外人気\n\n YOASOBIは、海外でもっとも再生された国内アーティストとしてもトップでランクイン。藤井風やXGがそれに続いた。YOASOBIは、人気アニメ「推しの子」のテーマ曲である「アイドル」がヒットした結果、他楽曲も多く聴かれたという。\n\n また、海外でもっとも再生された国内アーティストの楽曲は1位が藤井風の「死ぬのがいいわ」。2位にYOASOBIの「アイドル」、3位には米津玄師の「KICK BACK」がランクインした。\n\n これまで海外で再生される国内アーティストの楽曲はアニメ関連の楽曲が大半だったというが、2023年はトップ10のうち7曲がアニメのタイアップなどがない作品で新しいトレンドが生まれているとの分析が示された。\n\n このほか、90年代のJPOPではネットフリックスのドラマ「First Love 初恋」で再注目された宇多田ヒカルの「First Love」が世界でも人気を集めた。80年代では泰葉の「Fly-day Chinatown」や杏里の「Remember Summer Days」など、いわゆるシティポップの評価が海外で高まっている。\n\n■ 一大コミュニティになったSpotify\n\n Spotifyが日本国内でサービスを開始しておよそ7年。スポティファイ・ジャパン 音楽部門担当の芦澤紀子氏は「音楽ファンだけではなく、エンゲージメントの高いリスナーが集まる一大コミュニティになった」とこれまでを振り返りながら語る。\n\n 若年層を中心に支持を集めており、おおむね1995年生まれ以降を指すいわゆるZ世代での人気が特に高い。過去3年間でZ世代のユーザー数は4倍に成長しており、ほかのソーシャルサービスと比べてもその増加率は高いという。\n\n 近年では、TikTokやYouTube、InstagramなどのSNSで楽曲に触れ、Spotifyで聴かれヒットにつながることが国内外でめずらしくないという芦澤氏。Spotifyは、音楽視聴を取り巻く環境が大きく変わるなか、TikTokとの連携を深めるなどの取り組みを進める。TikTokで視聴した楽曲を、アプリを切り替えずにSpotifyのお気に入りに保存できる機能が米国と英国で提供されており今後、対象地域を拡大していくという。\n\n また、JPOPの魅力を世界に広める取り組みとして、多様なジャンルのJPOPをまとめたプレイリスト「Gacha Pop」の展開や人気アニメとのパートナーシップへの注力を通じて、さらなる音楽の需要を開拓する。\nケータイ Watch,北川 研斗"
Apple、2024年後半にRCSをサポートへ（ケータイ Watch）,https://news.yahoo.co.jp/articles/56c4f0b31831e31d4bfb8147259e6b5826ab2cea,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000128-impktw-000-1-view.jpg?exp=10800,2023-11-29T13:19:22+09:00,2023-11-29T13:19:22+09:00,ケータイ Watch,impktw,ケータイ Watch,573,"\n写真：ケータイ Watch\nアップル（Apple）は、2024年後半に、RCSユニバーサルプロファイルのサポートを追加する方針を明らかにした。iMessageは継続する方針とみられる。\n\n RCS（Rich Communication Services）は、メッセージングサービスの規格のひとつ。アップルによるRCSのサポートは海外で先んじて報じられていたが、今回、本誌にも回答した。\n\n アップルでは「2024年後半に、GSMAによる最新の標準であるRCSユニバーサルプロファイルのサポートを追加することとなりました。RCSユニバーサルプロファイルは、SMSやMMSと比較してより優れた相互運用性を提供できると考えています。これはiMessageと並行して機能するもので、Appleユーザーにとって引き続き最適かつ最も安全なメッセージング体験となります」としている。\n\n RCSは、従来のSMSでは難しかった、グループチャットや大容量の写真などのやりとりなどに対応する。日本ではNTTドコモ、KDDI、ソフトバンクの「＋メッセージ」や楽天モバイルの「Rakuten Link」が、RCSに基づくサービスを提供している。アップルに対してはグーグル（Google）が、RCSの導入を求めていた。\nケータイ Watch,松本 和大"
「Microsoft Copilot」12月1日に提供開始、Windowsにも内包され設定画面の呼び出しやトラブルシューティングにも活用（ケータイ Watch）,https://news.yahoo.co.jp/articles/44c288dcb7388adf72b2937ea556b97766dea71e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000120-impktw-000-2-view.jpg?exp=10800,2023-11-29T13:04:31+09:00,2023-11-29T18:40:29+09:00,ケータイ Watch,impktw,ケータイ Watch,1264,"\n写真：ケータイ Watch\n日本マイクロソフトは、AIチャットボット「Microsoft Copilot」を12月1日に提供を開始する。大規模言語モデル（LLM）を活用したチャット体験や、AIを活用したWeb検索やコンテンツ生成などが体験できる。\n【この記事に関する別の画像を見る】\n「Microsoft Copilot」は、同社の生成AIソリューションを統合したサービスで、これまで提供していた「Bing Chat」と「Bing Chat Enterprise」が改称されたかたち。\n\n 同社個別の製品にも内包され、その際の名称は「Copilot in ＜製品名＞」とされる。たとえば、Windows OSに内包されるものは「Copilot in Windows」と称される。\n\n■ GPT-4が活用された生成AI\n\n Copilotでは、大規模言語モデルのGPT-4や画像生成モデルDALL-E3が活用されるほか、検索エンジン「Bing」のインデックスやランキングから最新かつ信頼できる情報を検出し、結果に反映されるという。\n\n たとえば、検索結果のリンクを辿らなくても、要約された結果を読むだけで内容を理解できたり、正確なキーワードが出せなくても対話形式で検索できる体験が提供される。\n\n また、表現したい内容を言語化できれば、Copilotとの対話でイメージした画像が生成できたり、メール作成時のテンプレートやドラフトなど、ユーザーごとにカスタマイズされた内容をすぐに作成できたりするとしている。\n\n 同社では独自の技術が組み込まれており、「責任あるAIの原則に則って開発されている」とし、安心して利用できるという。\n\n■ 「Copilot in Windows」ではOSの設定との連携も\n\n 「Copilot in Windows」では、OSの設定と連携した機能が利用できる。たとえば、「壁紙を変えたい」というプロンプトを入力すれば、壁紙変更の個人設定画面が表示される。プロンプトの入力は、文字だけでなく音声やペン入力も対応予定だという。\n\n また、インストールされているアプリケーションの連動や、エラーやトラブルが発生した際、Copilotが状況を自動で検知し改善策を提案するトラブルシューティング機能が提供される。たとえば、「音楽再生時に音が出ない」というトラブルを尋ね、Copilotが「ミュートになっている」ことを検知すると、Copilotがミュート解除を提案する。\n\n■ Windows 11でもAI新機能が搭載\n\n Windows 11 2023 Updateでは、先述の「Copilot in Windows」以外にもAIを活用した新機能が多数搭載されている。\n\n たとえば、フォトアプリでは背景ぼかし機能でぼかし量を調整できたり、ペイントではAIによる背景削除機能やレイヤー機能が新たに利用できるようになる。\nケータイ Watch,竹野 弘祐"
「Google Play 大感謝祭」12月12日から、Galaxy端末が当たる企画も（ケータイ Watch）,https://news.yahoo.co.jp/articles/f4af37627688808efba2ac6b2891130a59a7f7ae,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000117-impktw-000-1-view.jpg?exp=10800,2023-11-29T13:01:41+09:00,2023-11-29T13:01:41+09:00,ケータイ Watch,impktw,ケータイ Watch,617,"\n写真：ケータイ Watch\nグーグル（Google）は、「Google Play」においてオンラインイベント「Google Play 大感謝祭」を開催する。期間は12月12日9時～2024年1月9日8時59分まで。事前登録の受付はすでに始まっている。\n【この記事に関する別の画像を見る】\nGoogle Play 大感謝祭のメインコンテンツは、インストール不要の無料ゲーム「DIAMOND VALLEY（ダイヤモンド・バレー）」。ゲーム内で入手できる“ダイヤモンド”を使い、「ウマ娘 プリティーダービー」「原神」「崩壊：スターレイル」をはじめとしたゲームのアイテムや最新スマートフォン、Google Playギフトコードなどを獲得できる。\n\n Google Play 大感謝祭の事前登録に対し、DIAMOND VALLEY上の特典が用意される。また、「Google Play Points」のステータスがプラチナもしくはダイヤモンドの場合、事前登録でもれなく限定Tシャツを受け取れる。\n\n DIAMOND VALLEYにはサムスン電子ジャパンがスポンサーとして協力し、ゲーム内に「\n#PlayGalaxy\n」エリアが設けられる。また、「Galaxy S23 Ultra」「Galaxy Z Fold5」「Galaxy Tab S9 Ultra」が当たるキャンペーンが実施される。\nケータイ Watch,松本 和大"
PayPayの飲食店で最大5％還元、ケンタッキーやかっぱ寿司などで12月1日から（ケータイ Watch）,https://news.yahoo.co.jp/articles/e88d4c233fff885ae501d2184e6fad828ccbbbe5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000105-impktw-000-1-view.jpg?exp=10800,2023-11-29T12:27:16+09:00,2023-11-29T12:27:16+09:00,ケータイ Watch,impktw,ケータイ Watch,727,"\n写真：ケータイ Watch\nPayPayは、対象の飲食店で700円以上を支払うと最大で5％の還元が受けられるキャンペーンを実施する。期間は12月1日～12月28日。\n\n キャンペーン対象の店舗は、ケンタッキーフライドチキンや吉野家、かっぱ寿司、日高屋など。一部の店舗では対象外の場合がある。同キャンペーンでは期間中、対象の飲食店で700円以上（税込）をPayPayで支払うともれなく、1回100ポイント、期間中最大500ポイントを上限に、最大で5％の還元が受けられる。クレジット（旧あと払い）を利用すると最大で10％に還元率が上昇する。\n\n主な対象店舗\n・あきんどスシロー ※店頭・お持ち帰りネット注文対象\n・Uber Eats\n・魚べい\n・大戸屋ごはん処\n・かっぱ寿司\n・カレーハウス CoCo壱番屋\n・キッチンオリジン、オリジン弁当\n・くら寿司\n・ケンタッキーフライドチキン\n・ココス ファミリーレストラン\n・サーティワンアイスクリーム ※店頭・モバイルオーダー対象\n・タリーズコーヒー\n・築地銀だこ\n・デニーズ\n・出前館\n・ドトールコーヒー\n・なか卯 ※ 店頭・モバイルオーダー対象\n・長崎ちゃんぽんリンガーハット\n・はま寿司 ※ 店頭・モバイルオーダー対象\n・日高屋\n・ほっかほっか亭 ※店頭・モバイルオーダー対象\n・マクドナルド ※店頭・モバイルオーダー・デリバリー全て対象\n・松屋 ※松弁ネットも対象\n・ミスタードーナツ ※店頭・ネットオーダー対象\n・モスバーガー ※店頭・モバイルオーダー対象\n・吉野家 ※店頭・PayPayミニアプリ対象\nケータイ Watch,北川 研斗"
「Xiaomi 13T」12月8日発売へ、au／UQ mobileから（ケータイ Watch）,https://news.yahoo.co.jp/articles/c0b2183b028c8f71e56870643a22527dbaa1aaf5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000053-impktw-000-1-view.jpg?exp=10800,2023-11-29T10:02:28+09:00,2023-11-29T10:02:28+09:00,ケータイ Watch,impktw,ケータイ Watch,420,"\n写真：ケータイ Watch\nシャオミ（Xiaomi）は、Androidスマートフォンの新製品「Xiaomi 13T」について、12月8日に発売することを発表した。auとUQ mobileから発売される。また、発売を記念したキャンペーンも実施される。\n【この記事に関する別の画像を見る】\nXiaomi 13Tは、ハイエンドモデルとして発売されるAndroidスマートフォン。チップセットは「MediaTek Dimensity 8200-Ultra」を搭載する。大きさは約76×162×8.7mm、重さは約197g。\n\n バッテリー容量は5000mAhで、67Wの急速充電をサポート。約6.7インチの有機ELディスプレイやメイン5000万画素のトリプルカメラを備える。\n\n 12月8日～2024年1月31日までの購入を対象として、8000円をキャッシュバックするキャンペーンも実施される。\nケータイ Watch,松本 和大"
「J:COM 最強ヤング割」12月から、半年間スマホ料金が月550円など（ケータイ Watch）,https://news.yahoo.co.jp/articles/d8c8f48d3860bdb56daa0b3bc1159ba3f8ceaf12,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000089-impktw-000-1-view.jpg?exp=10800,2023-11-29T12:00:17+09:00,2023-11-29T12:00:17+09:00,ケータイ Watch,impktw,ケータイ Watch,701,"\n写真：ケータイ Watch\nJCOMは、MVNOサービス「J:COM MOBILE」とインターネットサービス「J:COM NET」において、26歳以下の利用者を対象とした「J:COM 最強ヤング割」の提供を12月1日に開始する。\n【この記事に関する別の画像を見る】\n■ J:COM MOBILE\n\n J:COM MOBILEでは、新規申込やプラン移行による就学児以上26歳以下の利用者を対象に、適用月から6カ月間、月々の利用料を毎月1078円割り引く。同居家族も対象となり、1世帯につき最大5回線。\n\n 対象料金プランは、AプランST／SUの5GB、10GB、20GB。テレビやインターネットなど、対象のJ:COMサービスとセットで使うと月間データ容量が増量される「データ盛」も併用可能。\n\n たとえばデータ盛との併用で、5GBプランのデータ容量が10GBになり、6カ月間は550円で利用できる。7カ月目以降は1628円になる。\n\n 受付期間は12月1日～2024年5月31日まで。\n\n■ J:COM NET\n\n J:COM NETでは、新規申込による満15歳以上26歳以下の利用者を対象に、適用月から6カ月間、1Gコースの月々の利用料を割り引く。月額900円で利用できる。\n\n 割引の終了後、22歳以下の利用者には「青春22割」、26歳以下の利用者には「青春26割」が適用される。48カ月目までの利用料は、22歳以下が月額3850円、26歳以下が月額4268円となる。\n\n 受付期間は12月1日～2024年5月31日まで。\nケータイ Watch,松本 和大"
「au PAY」、ネット支払いでPontaポイントが最大10倍還元になるキャンペーン　12月25日まで（ケータイ Watch）,https://news.yahoo.co.jp/articles/d54eba080dcf9c6450b95cdeb4eac75537607c0a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000088-impktw-000-1-view.png?fmt=jpeg&q=85&exp=10800,2023-11-29T11:59:23+09:00,2023-11-29T11:59:23+09:00,ケータイ Watch,impktw,ケータイ Watch,393,"\n写真：ケータイ Watch\nKDDIは、「au PAY（ネット支払い）」で決済をするとPontaポイントの還元率がアップするキャンペーン「ネット支払い感謝祭 冬」を開催する。期間は12月1日～25日まで。\n\n 本キャンペーンでは、対象のオンラインサイトで買い物をする際にau PAY（ネット支払い）で決済をすると、Pontaポイントの還元率が通常0.5％（1ポイント／200円）のところ10倍の最大5％（10ポイント／200円）になる。\n\n 1回の買い物で500円以上をau PAY（ネット支払い）で決済した場合が対象となる。１au IDあたりのポイント還元上限は、1回の決済で1000ポイント、キャンペーン期間全体で2000ポイントとなっている。\n\n なお、キャンペーンに参加するにはキャンペーンサイトからのエントリーが必要となる。\nケータイ Watch,鈴木 妙"
120W急速充電対応の「Xiaomi 13T Pro」、12月8日発売へ（ケータイ Watch）,https://news.yahoo.co.jp/articles/3ac94bd950d59584120f498be6e1a56f8c0b8339,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00000054-impktw-000-1-view.jpg?exp=10800,2023-11-29T10:03:01+09:00,2023-11-29T10:03:01+09:00,ケータイ Watch,impktw,ケータイ Watch,666,"\n写真：ケータイ Watch\nシャオミ（Xiaomi）は、Androidスマートフォンの新製品「Xiaomi 13T Pro」について、12月8日に発売することを発表した。\n【この記事に関する別の画像を見る】\n直販サイトやAmazon.co.jp、家電量販店などでオープンマーケット版が販売される。また、MNOではソフトバンク、MVNOではイオンリテール（イオンモバイル）、インターネットイニシアティブ（IIJmio）、オプテージ（mineo）が取り扱う。\n\n ソフトバンクでは、発売記念キャンペーンが実施される。\n\n Xiaomi 13T Proは、ハイエンドモデルとして発売されるスマートフォン。チップセットとして「MediaTek Dimensity 9200+」を搭載する。ディスプレイの大きさは約6.7インチ（2712×1220）。\n\n バッテリー容量は5000mAhで、120Wの急速充電に対応。19分で100％充電できるとする。\n\n アウトカメラは3眼構成で、メインの広角カメラに約5000万画素の1／1.28インチ大型センサーを備える。\n\n ソフトバンクでは、12月8日～2024年1月31日の購入を対象として、発売記念キャンペーンが実施される。Webサイトで“ガチャ”を回し、ソフトバンクでXiaomi 13T Proを購入して専用ページから応募すると、3万円相当、1万5000円相当、1万円相当のいずれかのPayPayポイントがもれなく付与される。\nケータイ Watch,松本 和大"
