headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
「勝ち点3が絶対必要だった」撃ち合いでドローの甲府、関口正大は試合の入りを反省「ここで出したのが一番良くなかった」（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/4dfb997ba84cbe2f3c20a75f4d076194c228da7e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454332-usoccer-000-1-view.jpg?exp=10800,2023-11-29T23:35:00+09:00,2023-11-29T23:35:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,1304,\nフル出場した関口正大\nヴァンフォーレ甲府のDF関口正大が、メルボルン・シティ戦を振り返った。\n\n29日、AFCチャンピオンズリーグ(ACL)グループH 第5節で甲府はメルボルン・シティと対戦した。\n【動画】宮崎純真が終盤に劇的同点ヘッド！甲府が勝ち点1を掴み取る\nグループ首位で迎えた甲府と勝ち点で並ぶ2位のメルボルン・シティ。勝てばグループステージ突破が決まる中、試合は壮絶な展開となった。\n\n開始5分にメルボルンが先制するも、8分に井上詩音が同点ゴールを記録。43分には鳥海芳樹がネットを揺らし逆転に成功する。\n\nしかし、メルボルンは諦めず、59分、64分と連続ゴールで逆転。甲府は一気に苦しい状況に。それでもホームでゴールを目指す中、85分にはクリスティアーノのクロスから宮崎純真が値千金のヘディングゴール。再び終盤のゴールが決まった甲府は、3-3のドローに終わり首位をキープ。最終節でグループステージ突破をかけて戦うこととなった。\n\nこの試合も先発フル出場を果たした関口は、勝ち点1に終わったことについて「これだけのファン・サポーターが来ていただいた中で、3ポイント取れなかったというのは、率直に申し訳ない気持ちです」と謝罪した。\n\nリーグ戦が終わってからこの試合まで時間が空いた甲府。肉体的には休めた部分もあったが、試合の入り方を間違えたと反省した。\n\n「入りのところでやられてしまったところ。後半もそうですが、試合勘のところもあったと思いますが、入りでフワッとしてしまったのは間違いなくあったと思います」\n\n「それをここで出してしまったというのは一番良くなかったと思います」\n\nまた、3失点を喫した中で相手の右サイドから崩されるシーンが多くあった。関口は試合中に守備を修正できなかったことを悔やんだ。\n\n「1試合を通して僕たちの左サイドのところが上手く守備が機能できなかったというか、ハンドのシーンもそうですがやられるシーンが多くて、上手く修正できなかったというのが今回の結果の要因の1つだと思います。次に向けて時間があるので、しっかり修正したいです」\n\n一方で、負けずに追い付けたことは1つポジティブな材料。ただ、「結果的に見ればそうかもしれないですが、ホームで勝ち点3が絶対必要でしたし、結果によっては今日予選突破を決めようと話していたので、その目標を達成できなかったことは悔しいです」と、満足は全くできていないという。それでも「アジアで戦う上で簡単なゲームは1つもないと思いますし、こういうゲームで勝ち点1を取れたことは良かったと思います」と、最低限の結果になったと語った。\n\n甲府にとっての今季最終戦がACLの最終節。アウェイでのブリーラム・ユナイテッド戦となる。\n\n関口は「課題もいっぱい出たので、しっかり修正して。最終節はもっとタフになると思いますし、アウェイなので」とコメント。「予選突破を自分たちの手でしっかりと決めたいと思います」と、しっかりと勝利してラウンド16行きをつかみたいと意気込んだ。\n超WORLDサッカー！
セルヒオ・リコが落馬事故から約半年ぶりにパリ帰還！　ホームサポーターから温かな歓迎受ける（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/dec38ca463f79d0e5c73fa145f5d61df06ab9201,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454324-usoccer-000-1-view.jpg?exp=10800,2023-11-29T23:16:00+09:00,2023-11-29T23:16:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,437,\nホームサポーターがリコの帰還を祝う\nパリ・サンジェルマンのスペイン人GKセルヒオ・リコが、落馬事故から約半年ぶりにパルク・デ・プランス帰還を果たした。\n【動画】セルヒオ・リコが待望の本拠地帰還\nリコは今年5月末、休暇中のスペインで乗馬中の事故で頭部に重傷を負い、一時人工的な昏睡状態に陥っていた。それでも、8月に退院し、以降は順調な回復を見せている。\n\nこれまで幾度かパリへの渡航の可能性が伝えられたものの、様々な事情で延期されていたが、28日に行われたチャンピオンズリーグ(CL)グループF第5節のニューカッスル戦(1-1)で初めてパリに帰還。\n\n同試合前には本拠地のピッチに立ち、帰還を喜ぶホームサポーターからの声援に感動した様子で応えていた。\n\nなお、先日のインタビューで「最終的な目標は、シーズン終了までにチームと共に準備が整うことだ」と語っていたリコの戦列復帰に関しては、今シーズン最終盤に設定されているとのことだ。\n超WORLDサッカー！
リバプールに痛手…アリソン＆ジョタが数週間の離脱へ（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/4ddefb7a835039bb7c1eceeb892c15436c6f2ef6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454327-usoccer-000-1-view.jpg?exp=10800,2023-11-29T23:45:00+09:00,2023-11-29T23:45:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,666,\n数週間の離脱伝えられるアリソンとジョタ\nリバプールのブラジル代表GKアリソン・ベッカーとポルトガル代表FWジオゴ・ジョタがしばらくの戦線離脱を強いられることになった。\n\nリバプールは30日、ヨーロッパリーグ(EL)のグループE第5節でLASKリンツとのホームゲームに臨む。\n\n同試合に向けた前日会見に出席したユルゲン・クロップ監督は、最新のチームニュースについて言及。直近に行われたマンチェスター・シティ戦で、いずれも筋肉系を痛めた守護神と主力アタッカーがしばしの離脱となる見通しであることを明かした。クラブ公式サイトがドイツ人指揮官の会見コメントを伝えている。\n\n「(LASK戦は)両方ともアウトだ」\n\n「アリの場合はもう少し軽く、様子を見ることになる。だが、それは毎日ではなく、彼は明日も、日曜日も、おそらく再来週もプレーしないだろう。その後は何とか大丈夫なはずだ」\n\n「(アリソンのケガは当初の予想よりも軽傷か？)いや、十分に酷い。十分に酷いものだ」\n\n「ジオゴはもう少し時間がかかるだろう。正確な期間は分からないが、もう少し厳しいだろう。とにかく、状態を見なければならない」\n\nなお、アリソンのケガは最低2週間程度と見られており、今後の公式戦4、5試合を欠場する見込み。ただ、来月17日に予定されるマンチェスター・ユナイテッドとのビッグマッチには間に合う見込みだ。\n\n一方、ハムストリングの損傷も推測されるジョタに関しては、年末か年明けまでの離脱が見込まれる。\n超WORLDサッカー！
ユベントス、ユナイテッド戦で劇的弾のコペンハーゲン18歳ルーニーを視察へ（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/1f22230d383328b4bbd9ba1184c0cd6b9eba9094,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454329-usoccer-000-1-view.jpg?exp=10800,2023-11-29T23:20:00+09:00,2023-11-29T23:20:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,477,\n(写真：Getty Images)\nユベントスがコペンハーゲンのU-21スウェーデン代表MFルーニー・バルドグジ(18)の視察を行うようだ。イタリア『カルチョメルカート』が報じている。\n【写真】白ベースにグレーとピンクで「モンテ・ローザ」を表現したアウェイユニフォーム\nクウェート出身で右ウイングを主戦場とするアタッカーのバルドグジ。U-21スウェーデン代表に飛び級で選出されている将来有望なアタッカーは、今季ここまでデンマークの国内リーグであるスーペルリーガで16試合出場7ゴール、先のチャンピオンズリーグではマンチェスター・ユナイテッド相手に決勝点を奪うなど、注目が集まっている。\n\nそんなバルドグジに対し、ユベントスは29日に行われるCLバイエルン戦にスカウトを派遣するとのこと。\n\nコペンハーゲンとの契約は2025年6月で切れるため、移籍金は比較的安価と見られるが、ナポリでFWクヴィチャ・クワラツヘリアを発掘したクリスティアーノ・ジュントリSDのお眼鏡にかかった新ルーニーをユベントスは確保できるか。\n超WORLDサッカー！
やはり“理不尽”、埼スタラストゲームで劇的決勝ゴールのホセ・カンテがメッセージ「アメージングな気持ち」（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/ffd14f5b4872eeaa76a0d1bf9c93a0f3caf7ad61,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454330-usoccer-000-2-view.jpg?exp=10800,2023-11-29T23:15:00+09:00,2023-11-30T01:30:01+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,1167,\n最後のホームゲームで劇的決勝ゴールのホセ・カンテ\n浦和レッズのFWホセ・カンテが埼玉スタジアム2002でのラストマッチを振り返った。\n【動画】衝撃の一発！ホセ・カンテが浦和サポーターの前で決めた劇的ラストゴール！\n29日、AFCチャンピオンズリーグ(ACL)グループJ 第5節の浦和vs武漢三鎮が埼玉スタジアムで行われた。\n\n今シーズンの明治安田生命J1リーグは残すところ最終節。浦和はアウェイで北海道コンサドーレ札幌との戦いとなり、ホームでの試合はこの試合が最後となる。\n\n勝ち点4で並ぶ両者。負ければグループステージ敗退が決まるという展開の中で、浦和は難しい戦いを強いられる。\n\n序盤からペースは握るもののフィニッシュワークが上手くいかず、チャンスが作れない。それでも37分、PKを獲得するとアレクサンダー・ショルツが落ち着いて蹴り込み先制。しかし、その後にアクシデントが続く。\n\nまずは43分、大畑歩夢がハムストリングを負傷してプレー続行不可能となり関根貴大と交代。さらに前半アディショナルタイムには髙橋利樹が相手選手に激しくぶつかられると、そのまま倒れ込み起き上がれず。一瞬意識が飛んだのか、周りの選手が騒然となり急いで処置がされた中、大久保智明と交代した。\n\n後半も攻めあぐね続けた浦和は68分に同点ゴールを許すことに。勝ち点1では足りない中で、今季限りで引退を表明したホセ・カンテ、そして浦和の退団が決まったアレックス・シャルクを投入。それでもこのまま終わるかと思われた中、90分に“理不尽”が代名詞のホセ・カンテが劇的ゴール。2-1で浦和が勝利を収め、2位に浮上した。\n\n埼玉スタジアムでのラストマッチとなったホセ・カンテ。試合後のインタビューでは勝利を喜んだ。\n\n「素晴らしい勝利だった。ホームでの僕の最後のゲームだった。このように皆さんの前でゴールで終えられて、素晴らしい、アメージングな気持ちだ」\n\nまたしても劇的なゴールを記録したホセ・カンテ。「埼スタでもっとゴールを決めたいのでは？」という質問には、笑いながらも決断したことだと答えた。\n\n「自分で決断したことなので、そこは変わらないが、最後の1年、ここ埼玉スタジアムで皆さんの前で素晴らしい試合をたくさんプレーしたことには満足している」\n\n引退まで残り数試合。リーグ戦、ACL、そしてクラブ・ワールドカップが残っている。\n\n浦和の漢として、最後まで戦い抜くことを語ったホセ・カンテ。ファン・サポーターへメッセージを送った。\n\n「まだまだ試合はたくさん残っている。皆さんと最後まで戦うことが非常に重要だ。リーグもあるし、クラブ・ワールドカップもある。最後まで一緒に戦い抜こう」\n超WORLDサッカー！
直近4試合勝利のない11位ナントがアリストゥイ監督の解任を発表…（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/7419f591a8103328e45316891507cb96bf5e1c7e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454323-usoccer-000-1-view.jpg?exp=10800,2023-11-29T23:00:00+09:00,2023-11-29T23:00:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,416,\n(写真：Getty Images)\nナントは29日、ピエール・アリストゥイ監督(43)の解任を発表した。\n\n今年5月に成績不振で解任されたアントワーヌ・コンブアレ前監督の後任人事が決定するまでの暫定監督に就任したアリストゥイ監督は、今夏に正式監督に就任した。\n【まとめ】海外移籍最新情報を網羅！詳報をチェック\n今季はここまでリーグ・アン13試合が終了し4勝3分け6敗の11位と中位に位置しているが、直近に行われた試合では昇格組のル・アーヴルを相手にゴールレスドローに終わっており、4試合未勝利の状態が続いていた。\n\n首脳陣はこれ以上の状況悪化を防ぐためにアリストゥイ監督の解任に踏み切ったようだ。\n\nなお、後任監督については明かされていないが、多数のフランスメディアは、かつてギャンガンやボルドー、リールなどで監督を務めたジョスリン・グーヴェネック氏(51)の就任が濃厚と報じている。\n超WORLDサッカー！
「1ポイントをポジティブに捉えたい」甲府と打ち合いドローメルボルン・シティ　豪快先制弾のDFタルボット、指揮官ともに共通認識示す（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/287aafdf14ee3c110400e1c7283779b99f57242e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454319-usoccer-000-1-view.jpg?exp=10800,2023-11-29T22:55:00+09:00,2023-11-29T22:55:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,1059,\nACL試合後会見に臨むメルボルン・シティのDFタルボットとヴィドマー監督\nメルボルン・シティ(オーストラリア)のDFカラム・タルボットとアウレリオ・ヴィドマー監督が、打ち合いとなったヴァンフォーレ甲府戦を振り返った。\n【動画】先制点となったタルボットの豪快な左足の一撃！\nメルボルン・シティは29日、AFCチャンピオンズリーグ(ACL)グループH第5節で甲府とのアウェイ戦に臨んだ。\n\n互いに2勝1分け1敗の勝ち点7で迎えた首位攻防戦。メルボルン・シティは試合開始早々の5分にタルボットの強烈な左足の一撃で先手を取ったが、3分後に同点とされると、43分にも被弾。ビハインドで前半を折り返した。\n\nそれでも、折り返しての54分にトルガイ・アルスランのPKで追い付くと、その5分後には右クロスからマリン・ヤコリシュがネットを揺らし、再び前に出た。ただ、最終盤に再び失点を喫し、3-3の引き分けで敵地での90分を終えた。\n\n激しい打ち合いを終えて会見に臨んだ両名は、「強いメンタリティを持ってこのゲームに臨み、3ポイントを狙っていたが、1ポイントを持ち帰れることをポジティブに捉えたい」との共通認識を示した。\n\n先制ゴールのタルボットが「激しい試合で難しかったと思いますが、誰も諦めることなく、後半は私たちの良さが出さました。誰も頭を下げることなく非常に努力し、頑張れたと思います」と胸を張る。\n\nサンフレッチェ広島でのプレー経験もあるヴィドマー監督は1日にメルボルン・シティの指揮官に就任したばかり。「戦術的にも精練されてきたので、これからより良くなるだろう」と、最終節での逆転首位通過に望みを懸けた。\n\n「非常に激しい試合だったと思います。情熱を持ってこのゲームに挑めて、非常に戦術的にも機能してきたと思います」\n\n「遠いところからきて3ポイントを持って帰ることができずに残念ですけれど、1ポイントを取れたことをポジティブに捉えていきたいと思います」\n\nゲームのポイントとなったレオ・ナテル、ヤコリシュのポジション変更については「前半のワイドのところで少し問題を感じていました。それを後半に入れ替えてからは非常に良く機能して、一対一のところでも負けなくなった。3点目も素晴らしいクロスからの点につながったのではないかと思います」と、手ごたえを口にした。\n\n勝ち点を8に伸ばしたメルボルン・シティは12日の最終節で浙江FC(中国)とホームで対戦する。\n超WORLDサッカー！
ポルト戦で負傷交代カンセロは大事に至らず…「アトレティ戦でプレーするのに問題ない」（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/f497afa27d98c2221fc37dbf462f012c85602c2f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454325-usoccer-000-1-view.jpg?exp=10800,2023-11-29T23:01:00+09:00,2023-11-29T23:01:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,562,\nポルト戦で1G1Aの活躍見せたカンセロ\nポルト戦で負傷交代したバルセロナのポルトガル代表DFジョアン・カンセロだが、大事には至らなかったようだ。スペイン『ムンド・デポルティボ』が報じている。\n\nカンセロは28日に行われたチャンピオンズリーグ(CL)グループH第5節のポルト戦に先発出場。左サイドバックのポジションで攻撃の起点を担い、1ゴール1アシストを記録。チームの2-1の逆転勝利、3シーズンぶりの決勝トーナメント進出に大きく貢献した。\n\nただ、同試合の後半終盤にはふくらはぎを痛めてスペイン代表DFアレハンドロ・バルデとの交代でピッチを後にしていた。\n\nバルセロナは次節にアトレティコ・マドリー戦、その次にジローナ戦とラ・リーガでの上位連戦を控えており、右サイドバックの主力の状態が懸念されるところ。\n\nしかし、今回の負傷に関しては深刻なものではなく、違和感や過負荷といった類のものであったという。カンセロ自身も試合後のフラッシュインタビューで「僕のケガは深刻なものではなく、多少の痛みは感じたけど、アトレティ戦でプレーするのに問題ないはずだ」と、自身の状態を説明している。\n\nカンセロは今シーズンここまで公式戦16試合に出場し、3ゴール2アシストの数字を残している。\n超WORLDサッカー！
ユベントスの前線補強はユナイテッドのゴーサイン待ち？ サンチョのレンタルがベターな選択肢に（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/89b3806dc54a7b3bb5ed216671c97d545811301f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454317-usoccer-000-1-view.jpg?exp=10800,2023-11-29T22:58:00+09:00,2023-11-29T22:58:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,703,\nレンタル移籍ならユベントス行きがありえそうなサンチョ\nユベントスのアタッカー補強候補に3選手が挙がっているようだ。イタリア『トゥットスポルト』が報じた。\n【写真】白ベースにグレーとピンクで「モンテ・ローザ」を表現したアウェイユニフォーム\n26日に行われたインテルとの首位攻防戦をドローで終え、セリエAで2位につけているユベントス。今シーズンは欧州カップ戦に参加していないこともあり、このままリーグタイトルを争うことが期待される。\n\nそんな中、ユベントスの強化部門はMFアンヘル・ディ・マリアの退団により減った攻撃の予測不可能性を取り戻したいと考えているようで、1月の前線補強を画策しているとのこと。マンチェスター・ユナイテッドの元イングランド代表MFジェイドン・サンチョ(23)やボローニャのスコットランド代表MFルイス・ファーガソン(24)、以前から関心が噂されるサッスオーロのイタリア代表FWドメニコ・ベラルディ(29)が候補に浮上しているようだ。\n\nしかし、ベラルディに関してはサッスオーロに1月の放出の意思がなく、もうすぐ30歳という年齢を踏まえると金銭面もネックな模様。一方、サンチョの場合はレンタル移籍が現実的で、ユナイテッドが高額な給与の一部を負担することも期待しているようだ。\n\nユナイテッドで3年目を迎えているサンチョは、プレミアリーグ第4節のアーセナル戦でベンチ外となったことをきっかけにエリク・テン・ハグ監督と対立し、ベンチ外が続いている。ユベントスとしては金銭面の問題さえ解決できれば獲得に前向きなようだが、折り合いはつくのだろうか。\n超WORLDサッカー！
イングランド女子リーグ、WSLとWCがFAから独立へ！CEOにはナイキの元取締役ニッキー・ドゥセ氏（超WORLDサッカー！）,https://news.yahoo.co.jp/articles/b8e34d8f074e83e83b92f64093dc338c96044344,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231129-00454294-usoccer-000-1-view.jpg?exp=10800,2023-11-29T22:50:00+09:00,2023-11-29T22:50:00+09:00,超WORLDサッカー！,usoccer,超WORLDサッカー！,883,\n(写真：Getty Images)\nイングランドサッカー協会(FA)は28日、イングランド女子1部のFA女子スーパーリーグ(FAWSL)と2部のFA女子チャンピオンシップ(FAWC)が、FAから独立した新たな体制に移行することを発表した。\n\nイングランド女子のトップディビジョンとして2011年に幕を開けたWSLは、春秋制から秋春制への移行、2部制の導入などを経て今日に至る。\n\n現在はFAの管轄となっているが、2024-25シーズンからはWSLとWCに属する計24クラブを株主とした新組織に管理権が引き継がれ、独立した運営体制となる。\n\n『デイリー・メール』によれば、この新たな協定によって、WSLのクラブは各部門の総収入の75％を獲得することになるほか、放送と商業に関する議決権も所有することになると伝えている。\n\n新組織はまだ正式には設立していないが、NewCoという仮称が充てられ、最高責任者(CEO)にはナイキの元取締役であるニッキー・ドゥセ氏が就任することが発表された。\n\nドゥセ氏スポーツおよび金融の分野に20年以上携わり、経営管理、商業、マーケティング、製品管理にわたる広範な知識を持ち、最高レベルのチームを戦略的に主導し育成してきた実績がある。\n\nWSL、WCの会長を務めるドーン・エイリー氏はFAを通じ、「NewCoの提案に関し、24クラブ満場一致の支持を得られたこと、そしてニッキーを任命できたことを嬉しく思います」と、新機構設立の決定やドゥセ氏の就任に祝辞を送っている。\n\n「彼女は、女子サッカーの力がポジティブな変化とより公平な社会を生み出すという先見の明と、強い熱意とを持ち合わせている人物ですし、女子サッカーには経済的な可能性を実現する大きな機会があることを認識しています。世界が注目するリーグへの、彼女の独創的な貢献を楽しみにしています」\n\n2022年の母国女子ユーロの大成功のみならず、FAWSLも注目を集めるイングランドの女子サッカー。さらなる発展が期待できそうだ。\n超WORLDサッカー！
