headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
ゴルフ場従業員「不審な男を捕まえている」――35歳男を建造物侵入疑いで現行犯逮捕　昨年末にも同じゴルフ場に侵入（南日本新聞）,https://news.yahoo.co.jp/articles/dc389906e39a71b3c474c593aa1ba7c36d74a70b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000009-minami-000-1-view.jpg?exp=10800,2026-08-12T22:05:23+09:00,2026-08-12T22:05:23+09:00,南日本新聞,minami,南日本新聞,230,（写真：南日本新聞社） 鹿児島県警霧島署は１２日、建造物侵入の疑いで鹿児島市東谷山３丁目、無職の男（３５）を現行犯逮捕した。逮捕容疑は１２日午後１時２０分ごろ、霧島市のゴルフ場のクラブハウスに正当な理由なく侵入した疑い。「建物内の施設を利用しようとした」と否認している。 署によると、ゴルフ場の従業員が「不審な男を捕まえている」と署に通報した。男は２０２５年末ごろにも同じゴルフ場のクラブハウスに侵入し、警察官が駆け付ける騒ぎがあった。 南日本新聞 | 鹿児島,[],[]
防犯カメラが捉えたのは…防犯カメラを盗む男――面識ある女性宅　71歳の男を窃盗疑いで逮捕　　（南日本新聞）,https://news.yahoo.co.jp/articles/bc341070ac7454a8ece683da4f4a1dfcc9cdc6df,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000008-minami-000-1-view.jpg?exp=10800,2026-08-12T21:05:22+09:00,2026-08-12T21:05:22+09:00,南日本新聞,minami,南日本新聞,194,（写真：南日本新聞社） 鹿児島県警指宿署は１２日、窃盗の疑いで、指宿市大牟礼４丁目、無職の男（７１）を逮捕した。逮捕容疑は６日午後１０時半ごろ、同市の５０代女性宅に設置された防犯カメラ１台（時価６０００円相当）を盗んだ疑い。 署によると、２人は面識があり、女性が被害届を出した。防犯カメラは屋外にあり、スマートフォンと連動するタイプ。映像などから容疑者を特定した。 南日本新聞 | 鹿児島,[],[]
米国籍の自称教師女、クルーズ船に「大麻錠剤」持ち込んだ――税関、輸入未遂疑いで告発　（南日本新聞）,https://news.yahoo.co.jp/articles/4e08c09485cb11803574112139a709b1dd2c05a9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000007-minami-000-1-view.jpg?exp=10800,2026-08-12T20:45:21+09:00,2026-08-12T20:45:21+09:00,南日本新聞,minami,南日本新聞,374,押収された麻薬＝１２日、鹿児島市南栄５丁目 鹿児島南署と県警組織犯罪対策課は１２日、大麻成分を含む錠剤を持っていたとして、麻薬取締法違反（所持）の疑いで、米国籍の自称教師の女（３４）を緊急逮捕したと発表した。長崎税関鹿児島税関支署は同日、関税法違反（禁制品輸入未遂）の疑いで、鹿児島地検に告発した。 【写真】〈別カット〉押収された麻薬＝１２日、鹿児島市南栄５丁目 同支署や県警によると、容疑者は羽田空港から入国後、クルーズ船で韓国を経由し鹿児島港に入港。７月２６日、支署員が手荷物検査で見つけた。県警が同日、緊急逮捕した。 税関は１２錠（８．９３グラム）を押収し告発した。観光目的で訪日し、錠剤は米国から持ってきたと話しているという。県警は個人で使う目的だったとみて調べる。捜査に支障があるとして、認否を明らかにしていない。 南日本新聞 | 鹿児島,[],[]
「投資するほど利益を生む」…LINEで接触、6300万円詐取疑い――46歳女を逮捕、特殊詐欺の受け子役か（南日本新聞）,https://news.yahoo.co.jp/articles/8854e497dde3702dd2d6fc71b8a9e88dc7f60287,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000006-minami-000-2-view.jpg?exp=10800,2026-08-12T20:35:21+09:00,2026-08-12T21:03:28+09:00,南日本新聞,minami,南日本新聞,535,（写真：南日本新聞社） 鹿児島県警さつま署と県警組織犯罪対策課は１２日までに、氏名不詳者らと共謀し、交流サイト（ＳＮＳ）を介したうその投資金名目で現金計約６３００万円をだましとったなどとして、詐欺と詐欺未遂の疑いで、横浜市栄区、無職の女（４６）を逮捕した。ＳＮＳ型投資詐欺グループの受け子役とみて調べている。認否は明らかにしていない。 逮捕容疑は６月１４日から７月１日の間、ＬＩＮＥ（ライン）のオープンチャットで知り合ったさつま町の５０代男性に「投資するほど利益を生む」とうそのメッセージを送信。町内のスーパーマーケットで１日、現金３００万円をだまし取ろうとした疑い。同様の手口で徳島県小松島市の５０代男性を誘導し、６月１７日に徳島市のホテルで現金２０００万円、２６日に同市のビルで１５００万円をそれぞれだまし取った疑い。６月１９日には、大阪市の６０代女性から同市の公園で現金１２００万円、３０日に１６００万円をだまし取った疑い。 さつま署によると、さつま町の男性が６月１１日に「だまされているのではないか」と署に相談。スーパーに１人で現れたところを張り込んでいた捜査員が現行犯逮捕した。この捜査過程で徳島と大阪の２人に対する詐欺容疑が浮上した。 南日本新聞 | 鹿児島,[],[]
大麻使用疑いで会社員の男(23)逮捕　別事件で浮上、尿検査で陽性（南日本新聞）,https://news.yahoo.co.jp/articles/0e3e8522c6d612e79a84d0471610b1864abba125,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000005-minami-000-1-view.jpg?exp=10800,2026-08-12T20:25:22+09:00,2026-08-12T20:25:22+09:00,南日本新聞,minami,南日本新聞,199,（写真：南日本新聞社） 鹿児島南署は１２日、麻薬取締法違反（使用）の疑いで、鹿児島市小野３丁目、会社員の男（２３）を５日に逮捕したと発表した。逮捕容疑は７月下旬、県内またはその周辺で、大麻を使用した疑い。 大麻使用容疑で女子大生逮捕 鹿児島南署 署によると、別事件の捜査過程で、容疑者に任意の採尿検査をしたところ陽性だった。捜査に支障があるとして、認否は明らかにしていない。 南日本新聞 | 鹿児島,[],[]
午前4時、国道を走るパトカーの前で止まった車…酒気帯び運転疑いで会社役員の男を逮捕　（南日本新聞）,https://news.yahoo.co.jp/articles/edc032f322113fd04886971dc458743606b39d01,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000004-minami-000-3-view.jpg?exp=10800,2026-08-12T20:05:21+09:00,2026-08-12T21:04:22+09:00,南日本新聞,minami,南日本新聞,172,（写真：南日本新聞社） 阿久根署は１２日、道交法違反（酒気帯び運転）の疑いで、出水市大野原町、会社役員の男（５９）を現行犯逮捕した。 逮捕容疑は同日午前４時ごろ、同市折口の国道３号で、基準値を超える酒気を帯びて乗用車を運転した疑い。署によると、パトカーの前を走っていた車が歩道に止まったため、署員が職務質問して発覚した。 南日本新聞 | 鹿児島,[],[]
朝のスーパー、たばこ3箱1400円分盗む――店員が取り押さえ110番　自称清掃作業員の男「間違えて外に出た」　窃盗疑いで逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/96c1ac349a280bcbcc23c1a01ef95487f4c11396,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000003-minami-000-1-view.jpg?exp=10800,2026-08-12T20:00:21+09:00,2026-08-12T20:00:21+09:00,南日本新聞,minami,南日本新聞,186,（写真：南日本新聞社） 鹿児島中央署は１２日、窃盗の疑いで、鹿児島市下竜尾町、自称清掃作業員の男（６１）を現行犯逮捕した。逮捕容疑は１２日午前９時４０分ごろ、市内のスーパーマーケットで、たばこ３箱（価格計１４００円）を盗んだ疑い。 署によると、店の従業員が「万引きした犯人を捕捉している」と１１０番した。容疑者は「間違えて外に出た」と否認している。 南日本新聞 | 鹿児島,[],[]
【速報】【全国高校野球】神村学園、３回戦進出ならず　佐野日大に１－３（南日本新聞）,https://news.yahoo.co.jp/articles/e1308e58b70f92d07dddbba1e7ccad523e75adac,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000002-minami-000-1-view.jpg?exp=10800,2026-08-12T18:35:24+09:00,2026-08-12T18:35:24+09:00,南日本新聞,minami,南日本新聞,117,３回途中から登板し、好投する神村の龍頭＝甲子園 兵庫県西宮市の甲子園球場で開催されている第１０８回全国高校野球選手権大会第８日の１２日、鹿児島県代表の神村学園は佐野日大（栃木）に１－３で敗れ３回戦進出を逃した。 南日本新聞 | 鹿児島,[],[]
九州新幹線・鹿中央―新水俣　17日から6→14往復に増便　８月中の全線再開は困難（南日本新聞）,https://news.yahoo.co.jp/articles/f16418dbddb7108dc152cf1af75e5da467969e71,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260812-00000001-minami-000-3-view.jpg?exp=10800,2026-08-12T12:25:22+09:00,2026-08-12T17:33:34+09:00,南日本新聞,minami,南日本新聞,362,（写真：南日本新聞社） ＪＲ九州は１２日、九州新幹線の鹿児島中央－新水俣（熊本県）間の運行数を１７日から１４往復に増便すると発表した。乗務員の勤務態勢と鹿児島中央駅での車両点検の環境が整ったため。 全席自由席で、川内、出水の各駅に停車する。グリーン車と化粧室、洗面室は利用できない。始発は鹿児島中央午前６時発、新水俣同４６分発。終電は鹿児島中央午後９時０４分発新水俣同３６分着、新水俣午後９時５１分発１０時２２分着。 熊本地震発生以降、熊本の基地に向かえず、車両を点検できない状況が続いていた。同区間は大きな被害はなく、７日から６往復で運行を再開していた。 新水俣－熊本間は防音壁の落下やレールの破断、高架橋の損傷など被害が大きく、８月中の復旧は困難としている。再開時期の見通しは月内に公表する予定。 南日本新聞 | 鹿児島,[],[]
