headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
「スピーカーから音が」訪れた交番で不審な言動――警察官がリュック検査、刃体16.5センチの包丁…曽於署が銃刀法違反容疑で男逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/118310edb2bb9266717e58ea1917db0ad790d521,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260723-00000006-minami-000-2-view.jpg?exp=10800,2026-07-23T20:15:21+09:00,2026-07-23T23:39:26+09:00,南日本新聞,minami,南日本新聞,232,（写真：南日本新聞社） 鹿児島県警曽於署は２３日、銃刀法違反の疑いで、曽於市財部町北俣、無職男（４７）を現行犯逮捕した。逮捕容疑は２３日午後２時ごろ、同市の財部交番内で、刃体約１６．５センチの包丁１本を正当な理由なく携帯した疑い。 署によると、交番を１人で訪れた男が「スピーカーから音が聞こえる」など不審な言動をしたため、警察官が所持品のリュックを検査した。中には包丁以外に野菜や飲み物が入っていた。交番を訪れた理由は不明。けが人はいない。 南日本新聞 | 鹿児島,[],[]
磯海水浴場で死亡の男性は鹿児島市の77歳　家族が確認（南日本新聞）,https://news.yahoo.co.jp/articles/9525494d74c6dd938e4eab8dbdc9710db8b35928,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260723-00000005-minami-000-2-view.jpg?exp=10800,2026-07-23T11:55:21+09:00,2026-07-23T12:05:17+09:00,南日本新聞,minami,南日本新聞,231,（写真：南日本新聞社） 鹿児島市吉野町の磯海水浴場で２２日、海面にあおむけで浮いているのが見つかり、死亡した男性について、鹿児島中央署は２３日、同市上之園町の無職男性（７７）と判明したと発表した。家族が身元を確認した。死因と原因は捜査中。 署は１人で遊泳中だったとみている。署によると、男性は半袖のＴシャツと短パンを着ていた。２２日午後１時半ごろ、沖合約２０メートルの遊泳エリアで浮いているところをライフセーバーが見つけ、浜に引き上げた。 南日本新聞 | 鹿児島,[],[]
夫婦2人暮らしの木造平屋全焼、焼け跡から男女2人の遺体　67歳と79歳の夫婦と連絡取れず　指宿の住宅地（南日本新聞）,https://news.yahoo.co.jp/articles/58753c555e7119aff60c36e8ef776d3c36d1fdce,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260723-00000004-minami-000-2-view.jpg?exp=10800,2026-07-23T10:55:22+09:00,2026-07-23T11:05:28+09:00,南日本新聞,minami,南日本新聞,362,炎を上げて燃える住家＝２３日午前２時すぎ、指宿市湊２丁目 ２３日午前１時４５分ごろ、鹿児島県指宿市湊２丁目、無職男性（６７）方から出火、木造平屋住家１棟約１３０平方メートルを全焼した。焼け跡から男女２人の焼死体が見つかった。この男性と妻（７９）と連絡が取れておらず、指宿署が身元の確認を進めている。 署によると、男性は妻と２人暮らし。付近を通行した人が１１９番した。遺体の死因や、出火原因は捜査中。隣接するアパートの壁などにも一部被害が及んだとみている。 現場は指宿港近くで、県道沿いの住宅地。付近は一時白煙が立ちこめ、駆け付けた警察や消防の車両、避難した近隣住民らで騒然となった。仕事帰りに火災に気付き、１１９番した女性（３４）は「見つけた時には、既に家が３分の１くらい燃えていて驚いた」と話した。 南日本新聞 | 鹿児島,[],[]
所属の自衛隊基地からトロンボーンとピッコロ盗む…　窃盗容疑などで鹿屋市の自衛官を再逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/7f4282b6ba90c10d919cbd4e27b3dc11783f5248,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260723-00000003-minami-000-1-view.jpg?exp=10800,2026-07-23T06:30:24+09:00,2026-07-23T06:30:24+09:00,南日本新聞,minami,南日本新聞,357,（写真：南日本新聞社） 鹿屋署は２２日、所属する自衛隊基地でトロンボーンとピッコロを盗んだとして、建造物侵入と窃盗の疑いで、海上自衛隊鹿屋航空基地（鹿屋市）所属の自衛官の男（２９）＝同市西原３丁目＝を再逮捕した。 再逮捕容疑は２０２５年１０月２２日ごろから２６年５月１５日ごろまでの間、同基地内の音楽部室に侵入し、楽器２点（時価計４０万円相当）を盗んだ疑い。署によると、部室はプレハブで施錠されていた。男は今月９日、廃校での窃盗未遂容疑などで逮捕されていた。 鹿屋基地によると、部室には隊員らがクラブ活動で使う楽器を保管していた。所属する第１整備補給隊司令の本多正敏１等海佐は「隊員が再逮捕されたことは大変遺憾。捜査に協力する」とコメントした。男の処分は、本人への事実確認ができ次第決める。 南日本新聞 | 鹿児島,[],[]
盗んだ高圧洗浄機をリサイクルショップに…建造物侵入と窃盗容疑で男を逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/2c3835abd840c0d98b940db6872acd4211fcee3a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260723-00000002-minami-000-1-view.jpg?exp=10800,2026-07-23T06:30:21+09:00,2026-07-23T06:30:21+09:00,南日本新聞,minami,南日本新聞,218,（写真：南日本新聞社） 薩摩川内署は２２日、建造物侵入と窃盗の疑いで湧水町木場、自称自動車販売員の男（２７）を逮捕した。逮捕容疑は６月２０日午後５時ごろから２３日午後５時２０分ごろまでの間、薩摩川内市の会社の倉庫に侵入し、高圧洗浄機１式（時価１０万円相当）を盗んだ疑い。 署によると、盗まれていることに気付いた被害関係者が７月６日、署に被害を届けた。男は盗んだ高圧洗浄機を同市のリサイクルショップに売却していた。 南日本新聞 | 鹿児島,[],[]
海水浴客か　鹿児島市の磯海水浴場で男性死亡　（南日本新聞）,https://news.yahoo.co.jp/articles/7bf5a21def9f6a8ad6ee5e3c1a9aad7e8bed43aa,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260723-00000001-minami-000-1-view.jpg?exp=10800,2026-07-23T06:00:23+09:00,2026-07-23T06:00:23+09:00,南日本新聞,minami,南日本新聞,528,（写真：南日本新聞社） ２２日午後１時半ごろ、鹿児島市吉野町の磯海水浴場で、海面にあおむけで浮いている身元不明の成人男性が見つかった。男性は病院に搬送され、死亡が確認された。海水浴客とみられる。 鹿児島中央署によると、沖合約２０メートルの遊泳エリアで浮いている男性をライフセーバーが見つけ、浜に引き上げた。海水浴客が「男性が倒れている」と１１０番した。男性は５０〜７０歳代とみられ、半袖のＴシャツ、短パンを着ていたという。署が身元を調べている。 鹿児島地方気象台によると、鹿児島市本港新町の２２日の満潮時刻は午後１時１１分ごろ。波浪注意報は出ていなかった。 ウインドサーフィンをしていた男性（７４）は「浜に戻ったら人が集まっていた。人工呼吸をして、８人がかりで男性は運ばれていった」と述べた。高校３年の男子生徒は「身長が１７０センチほどの自分でも浜から１０メートルくらいで足がつかなくなるところがある。深さに気を付けている」と話した。 磯海水浴場を管理する市スポーツ課によると、２３日以降も通常通り運営する。 第１０管区海上保安本部によると、２０２３〜２５年に県内で遊泳中に事故に遭ったのは２５人。うち死亡・行方不明者は９人だった。 南日本新聞 | 鹿児島,[],[]
