headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,paragraphs,str_count,body
東海大が最多6連覇　ラグビー関東リーグ戦（共同通信）,https://news.yahoo.co.jp/articles/8090cd74a102cf0d5ee8a35254e57d3d70caac84,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000073-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T16:41:23+09:00,2023-11-26T18:58:25+09:00,共同通信,kyodonews,共同通信,1,242,\nラグビー関東大学リーグのリーグ戦で6連覇を果たした東海大の選手たち＝秩父宮\nラグビー関東大学リーグのリーグ戦最終日は26日、東京・秩父宮ラグビー場で行われ、東海大が流通経大に34―31で勝ち、7戦全勝で6年連続13度目の優勝を飾った。6連覇は1999～2003年の関東学院大を抜いて単独最多。流通経大は6勝1敗の2位だった。\n\n 3位の法大を含めた上位3チームが全国大学選手権に進む。日大は東洋大を20―12で破った。\n\n 4位以下は大東大、東洋大、日大、立正大、拓大。
袴田さん「どこまでも勝つ闘い」　浜松市の集会であいさつ（共同通信）,https://news.yahoo.co.jp/articles/6895b9d1eb31184e6f1f361a0eb7f9f01c4ab9e0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000072-kyodonews-000-8-view.jpg?exp=10800,2023-11-26T16:41:05+09:00,2023-11-26T19:59:37+09:00,共同通信,kyodonews,共同通信,1,406,\n浜松市で開かれた死刑廃止を求める集会を訪れ、あいさつする袴田巌さん。右は姉ひで子さん＝25日（支援者の山崎俊樹さん提供）\n1966年に静岡県清水市（現静岡市）でみそ製造会社の専務一家4人が殺害された事件で死刑が確定し、再審公判中の袴田巌さん（87）が25日、地元の浜松市で開かれた死刑廃止を求める集会に現れ「自分の闘いは、どこまでも勝つための闘いだ」とあいさつした。支援者が26日、明らかにした。\nなぜ袴田巌さんは「真犯人」に仕立て上げられたのか 事件の経過を改めてたどって判明した、刑事司法のずさんな実態\n10月に再審公判が始まって以降、袴田さんが公の場で話すのは初めて。\n\n 支援者の猪野待子さんによると、袴田さんは集会の30分前に会場に到着。両手でマイクを握り、30人ほどの参加者に「負けて勝つということではなく、勝って勝つ。どこまでも勝つということを基本として闘いを進んでいます」と語った。
副大臣辞任の神田氏に厳正処分を　地元の自民市議団「看過できず」（共同通信）,https://news.yahoo.co.jp/articles/4e238ffc5504c212dec6b09e3934f74813188b0d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000074-kyodonews-000-7-view.jpg?exp=10800,2023-11-26T16:44:56+09:00,2023-11-26T20:01:13+09:00,共同通信,kyodonews,共同通信,1,434,\n1\n/\n2\n神田憲次・前財務副大臣\n自民党の神田憲次衆院議員について、厳正な処分を求める要請書を党愛知県連の丹羽秀樹会長（中央右）に手渡す党名古屋市議団の横井利明団長（同左）＝26日午後、名古屋市\n自民党名古屋市議団は26日、過去の税金滞納を認め、財務副大臣を辞任した同党の神田憲次衆院議員＝愛知5区＝について、厳正な処分を求める要請書を党愛知県連に提出した。4回にわたり差し押さえを受けたことに関し「到底看過できない。副大臣の辞任のみで国民の理解は得られていない」と批判した。\n岸田首相による「増税メガネへの過剰反応」の深刻さ…過去には減税で退陣した政権も\n神田氏は次期衆院選の公認候補予定者となる5区支部長を務めている。提出後、横井利明市議団長は「団員の中には議員を辞めるべきだと言っている方も、支部長を辞めるべきだと言っている方もいる」と述べた。\n\n 要請書は「このままの状態を放置すれば政治不信が募り、党への信頼も損なわれる」と指摘した。
イクイノックスがG1で6連勝　競馬のジャパンカップ（共同通信）,https://news.yahoo.co.jp/articles/4ac82b2a4057ada2205d39b7f01a9c6166a65f47,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000070-kyodonews-000-5-view.jpg?exp=10800,2023-11-26T16:28:00+09:00,2023-11-26T18:15:45+09:00,共同通信,kyodonews,共同通信,1,289,\n第43回ジャパンカップを制したクリストフ・ルメール騎乗のイクイノックス＝東京競馬場\n第43回ジャパンカップ（26日・東京12R、G1）1番人気のイクイノックス（クリストフ・ルメール騎乗）が2分21秒8で優勝、史上最多に並ぶG1の6連勝を果たすとともに、1着賞金5億円を獲得した。\n\n イクイノックスの総獲得賞金は20億円を超え、アーモンドアイを抜いて歴代1位となった。ルメール騎手はこのレース4勝目、木村哲也調教師は初勝利。\n\n パンサラッサが大逃げを打ち、イクイノックスは3番手を追走。最後の直線の残り200m手前で先頭に立つと、一気に後続を突き放して快勝した。
ドラ1細野「160キロ目指す」　日本ハムが新入団選手8人発表（共同通信）,https://news.yahoo.co.jp/articles/0964a4a08026deb433e1861eb95ef2d80c76de14,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000068-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T16:22:27+09:00,2023-11-26T16:38:55+09:00,共同通信,kyodonews,共同通信,1,460,\n日本ハムの新入団選手発表でポーズをとる細野晴希投手＝26日、エスコンフィールド北海道\n日本ハムは26日、エスコンフィールド北海道で育成選手を含む8人の新入団選手発表を行った。ドラフト1位の細野晴希投手は「エスコン初の160キロを目指して頑張りたい」と抱負を語った。新入団選手は次の通り。\n\n 【ドラフト】1位 細野晴希投手（21）＝東洋大、左投げ左打ち、背番号29▽2位 進藤勇也捕手（21）＝上武大、右投げ右打ち、33▽3位 宮崎一樹外野手（22）＝山梨学院大、右投げ右打ち、36▽4位 明瀬諒介内野手（18）＝鹿児島城西高、右投げ右打ち、65▽5位 星野ひので外野手（18）＝群馬・前橋工高、右投げ右打ち、68\n\n 【育成】1位 浜田泰希内野手（17）＝京都国際高、右投げ右打ち、111▽2位 平田大樹外野手（18）＝滋賀・瀬田工高、右投げ左打ち、112▽3位 加藤大和投手（17）＝岐阜・帝京大可児高、左投げ左打ち、113\n\n 育成3選手はいずれも支度金300万円、年俸260万円。（金額は推定）
韓国、北朝鮮衛星「平和脅かした」と非難（共同通信）,https://news.yahoo.co.jp/articles/be93cd312be420bfc1c32f4f34f491b412df137f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T16:24:27+09:00,2023-11-26T16:40:52+09:00,共同通信,kyodonews,共同通信,1,77,\n【釜山共同】韓国の朴振外相は、日中外相との会談で「北朝鮮は軍事偵察衛星の打ち上げを再度強行し、朝鮮半島と北東アジアの平和と安定を脅かした」と非難した。
鳥インフル、4万羽の殺処分完了　佐賀・鹿島市の養鶏場（共同通信）,https://news.yahoo.co.jp/articles/f6b9a645149f3c539feae6e90953f74729635e22,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000067-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T16:19:29+09:00,2023-11-26T16:37:29+09:00,共同通信,kyodonews,共同通信,1,290,\n佐賀県鹿島市の養鶏場で殺処分作業を進める関係者＝25日午後1時5分（共同通信社ヘリから）\n佐賀県は26日、養鶏場では今季全国初となった高病原性鳥インフルエンザの陽性が確認された同県鹿島市で、飼育されていた約4万羽の殺処分を同日午後完了したと明らかにした。\n\n 当初は26日朝までに殺処分完了の見通しだったが、鶏舎からの搬出に手間取ったという。\n\n 県によると、現場は有明海の干潟に近く、適切な埋却地を確保できないため、死骸は密閉容器に入れて県内の焼却施設で処分される。容器はプラスチック製で、1個で10羽程度を収容。九州各県や国の機関などの協力で6千個超を確保した。
日中韓「世界の平和に貢献を」と中国外相（共同通信）,https://news.yahoo.co.jp/articles/c1aa88776789e2a5348cb201b4deb768747a794c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T16:37:39+09:00,2023-11-26T17:04:51+09:00,共同通信,kyodonews,共同通信,1,84,\n【釜山共同】中国の王毅外相は26日の日中韓外相会談の冒頭で、3カ国の協力に関し「健全で安定した発展を維持し、世界の平和と繁栄のために貢献せねばならない」と表明した。
「親存命のうちに解決を」　拉致被害者の帰国求め集会（共同通信）,https://news.yahoo.co.jp/articles/4e99a7b0925ed12fe756f695a11e93d03c1aa258,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000065-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T16:03:30+09:00,2023-11-26T16:29:56+09:00,共同通信,kyodonews,共同通信,1,348,\n北朝鮮による拉致被害者の帰国を求める「国民大集会」で話す横田早紀江さん（左端）＝26日午後、東京都千代田区\n北朝鮮による拉致被害者の帰国を求める「国民大集会」が26日、東京都内で開かれた。横田めぐみさん＝失踪当時（13）＝の弟で、拉致被害者家族会代表の拓也さん（55）は「高齢な親世代が存命のうちに全拉致被害者が帰国できなければ、解決とは言えない」と訴え、政府に対応を求めた。岸田文雄首相も出席し「早期の首脳会談実現に向け、働きかけを一層強める」と述べた。\n\n 岸田首相は、2002年以降、拉致被害者の帰国が実現していないことに「痛恨の極み。政府としても重く受け止めている」とし、北朝鮮の金正恩朝鮮労働党総書記との会談について「さまざまなルートを通じて働きかけを続けている」とも話した。
競馬ジャパンカップ、イクイノックスが優勝（共同通信）,https://news.yahoo.co.jp/articles/71b55abcfcc7657bf59f5d75f8e34bc5f38c382d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T15:55:11+09:00,2023-11-26T16:11:28+09:00,共同通信,kyodonews,共同通信,1,103,\n競馬のG1レース、第43回ジャパンカップは26日、東京競馬場で行われ、クリストフ・ルメール騎乗で1番人気のイクイノックスが1着で賞金5億円を獲得。G16連勝で、総獲得賞金は歴代1位の20億円を突破した。
防衛相「北朝鮮の発射技術進展」　軍事偵察衛星打ち上げ分析（共同通信）,https://news.yahoo.co.jp/articles/2aeb8c418a21f269454cadd0badde5b7b3e45fff,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000066-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T16:05:29+09:00,2023-11-26T17:08:28+09:00,共同通信,kyodonews,共同通信,1,339,\n視察先の航空自衛隊府中基地で取材に応じる木原防衛相＝26日午後、東京都府中市\n木原稔防衛相は26日、北朝鮮の軍事偵察衛星打ち上げを巡り、発射技術が向上しているとの認識を示した。視察先の航空自衛隊府中基地（東京都）で記者団に分析状況を問われ「ミサイル技術のさらなる進展に加え、衛星打ち上げに一定の技術的進展を得たものと考えられる」と述べた。\n\n 衛星として機能しているかは引き続き分析中とし「仮に偵察衛星を保有、運用するに至った場合、北朝鮮の核・ミサイル運用能力はさらに向上し、わが国や国際社会の平和と安全を一層脅かす恐れがある」と懸念した。\n\n 木原氏は府中基地に拠点を置く「宇宙作戦群」が得た情報も精査したと明らかにし、宇宙領域での作戦能力強化にも意欲を示した。
佐賀県の養鶏場、約4万羽の殺処分終了（共同通信）,https://news.yahoo.co.jp/articles/f5fc61f45be3f213ec255497164c2a7223f6adca,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T15:56:19+09:00,2023-11-26T16:12:54+09:00,共同通信,kyodonews,共同通信,1,64,\n佐賀県は26日、高病原性鳥インフルエンザの陽性が確認された鹿島市の養鶏場について、飼育されていた約4万羽の殺処分を終了した。
琴勝峰が3度目の十両優勝　序二段は大凜山が制覇（共同通信）,https://news.yahoo.co.jp/articles/baee6bc06fe5c9357005a92e8615b4d9092afc3c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000062-kyodonews-000-4-view.jpg?exp=10800,2023-11-26T15:52:20+09:00,2023-11-26T17:32:02+09:00,共同通信,kyodonews,共同通信,1,329,\n十両優勝決定戦 琴勝峰（左）が上手投げで大の里を破る＝福岡国際センター\n大相撲九州場所千秋楽の26日、十両は琴勝峰（千葉県出身、佐渡ケ嶽部屋）が、12勝3敗で並んだ大の里（石川県出身、二所ノ関部屋）との優勝決定戦を制し、昨年初場所以来3度目の優勝を果たした。来場所は2場所ぶりの再入幕が確実。\n\n 序二段は7戦全勝同士の決定戦で20歳の大凜山（愛知県出身、荒汐部屋）が、日大出身で先場所序ノ口優勝の城間（沖縄県出身、尾上部屋）を下して制した。\n\n 幕下は静岡・飛龍高出身で19歳の聖富士（静岡県出身、伊勢ケ浜部屋）、三段目は大昇龍（兵庫県出身、山響部屋）、序ノ口はウクライナ出身の安青錦（安治川部屋）がいずれも7戦全勝で13日目に優勝を決めた。
自見英子氏側、選挙費用の不記載　賃料収入、計165万円（共同通信）,https://news.yahoo.co.jp/articles/2ba284793ff4dcef48604160670d38396507da48,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000059-kyodonews-000-13-view.jpg?exp=10800,2023-11-26T15:34:27+09:00,2023-11-26T17:42:25+09:00,共同通信,kyodonews,共同通信,1,358,\n自見英子氏\n自見英子地方創生担当相の資金管理団体「ひまわり会」が2022年の参院選に関し、自見氏本人から受け取った賃料収入計165万円を政治資金収支報告書に記載していなかったことが26日、分かった。自見氏の事務所は「事務的な誤りで記載が漏れていた。関係法令にのっとり、適切に対応していきたい」とした。\nカネなし、コネなし、地盤なし…それでも上位で初当選 ２５歳の３人は地下アイドル兼職、内定辞退…「なり手不足」の地方議員、何が出馬に駆り立てた？\n自見氏の選挙運動費用収支報告書などによると、自見氏は昨年の参院選に際してひまわり会の事務所を選挙運動のために使用。いずれも「選挙事務所借上料」として、昨年7月11日に145万2千円と19万8千円をひまわり会に支出したが、ひまわり会側は収入に記載していなかった。
日朝間の懸案解決へ決断をと首相（共同通信）,https://news.yahoo.co.jp/articles/fda03cb9dca8781fba610a08fb7bf4d696303b06,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T15:32:08+09:00,2023-11-26T15:48:55+09:00,共同通信,kyodonews,共同通信,1,96,\n岸田首相は、北朝鮮の金正恩氏に対し「大局観に基づき、あらゆる障害を乗り越え、地域や国際社会の平和と安定のため、共に決断していくことを呼びかけたい」と述べ、拉致問題を含む懸案の解決を求めた。
没後30年、安部公房の企画展　本籍地北海道・旭川で（共同通信）,https://news.yahoo.co.jp/articles/e0fd655e3fbe2ea449c8b548b73dd4b7f19bab39,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000061-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T15:42:49+09:00,2023-11-26T15:58:54+09:00,共同通信,kyodonews,共同通信,1,341,\n旭川文学資料館で開かれている企画展「安部公房と旭川」＝18日、北海道旭川市\n「砂の女」「壁」などの作品があり、今年没後30年、来年生誕100周年となる作家安部公房の企画展が旭川文学資料館（北海道旭川市）で開かれている。来年2月29日まで。安部は東京生まれで、本籍を両親の出身地の旧東鷹栖村（現在の旭川市東鷹栖）に置いた。\n\n 「安部公房と旭川」と題し、地元の小学校に通っていた当時や、公演で足を運んだ際の写真など約170点を展示。\n\n 企画に協力した「東鷹栖安部公房有志の会」の柴田望事務局長は「世界的な作家との関わりを知ってほしい」と強調。11月下旬に訪れた旭川市の大沢仁美さん（61）は「ゆかりがあるのは誇らしい。もう一度小説を読んでみようかな」と笑顔を浮かべた。
日朝、トップ同士の関係構築重要と首相（共同通信）,https://news.yahoo.co.jp/articles/b5be9fa0ef59e77148cb118a0bccbb72a0ced9df,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T15:27:14+09:00,2023-11-26T15:43:00+09:00,共同通信,kyodonews,共同通信,1,97,\n岸田首相は、日本と北朝鮮が実りある関係を樹立する必要があるとして「今こそ大胆に現状を変えなければならない。私自身が主体的に動き、トップ同士の関係を構築していくことが極めて重要だ」と強調した。
山下美夢有、連覇で2年連続女王　今季5勝、女子ゴルフ（共同通信）,https://news.yahoo.co.jp/articles/2868163efb4bf35003f776f1aa6945b00c7c5867,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000056-kyodonews-000-5-view.jpg?exp=10800,2023-11-26T15:27:33+09:00,2023-11-26T17:15:49+09:00,共同通信,kyodonews,共同通信,1,428,\n1\n/\n2\n女子ゴルフのツアー選手権リコー杯で2連覇を果たした山下美夢有。ポイントランキングで2年連続の年間女王となった＝26日、宮崎県の宮崎CC\n2連覇を果たし、出場した選手たちからフラワーシャワーを浴びる山下美夢有（手前）＝宮崎CC\nツアー選手権リコー杯最終日（26日・宮崎県宮崎CC＝6497ヤード、パー72）今季最終戦の国内四大大会。22歳の山下美夢有が4バーディー、2ボギーの70で回り、通算10アンダー、278で大会2連覇を果たし、ポイントランキングで2年連続の年間女王となった。連続で女王（賞金トップも含む）の座に就くのは1988年のツアー制度施行後では6人目。\n\n 山下は今季5勝目で通算11勝目。四大大会は通算3勝目とした。賞金3千万円を獲得した。\n\n 高橋彩華が3打差の2位。森田遥が通算6アンダーで3位、古江彩佳とポイント2位の申ジエ（韓国）が5アンダーで4位だった。ポイント3位の岩井明愛は4オーバーで24位。
「日中韓サミットに向け議論」と上川外相（共同通信）,https://news.yahoo.co.jp/articles/03929d512725eb0c13083d540af31e185a67ade4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T15:34:35+09:00,2023-11-26T15:50:57+09:00,共同通信,kyodonews,共同通信,1,79,\n【釜山共同】上川陽子外相は日中韓外相会談の冒頭あいさつで「3カ国の協力を再スタートさせる契機としたい。あり得べき日中韓サミットに向け議論したい」と述べた。
日朝首脳会談実現へ働きかけ強めると首相（共同通信）,https://news.yahoo.co.jp/articles/7b5728ae9d601212c1454d283a639593f450155e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T15:27:00+09:00,2023-11-26T15:42:56+09:00,共同通信,kyodonews,共同通信,1,112,\n岸田文雄首相は26日、東京都内で開かれた北朝鮮拉致問題に関する集会で、金正恩朝鮮労働党総書記との会談に意欲を示した。「さまざまなルートを通じて働きかけを続けている。早期の首脳会談実現に向け働きかけを一層強める」と述べた。
中国「民の乱」再燃を警戒　白紙運動1年、緊張続く（共同通信）,https://news.yahoo.co.jp/articles/2c5d99e7687f8a40e765be8700a53e03afe3ee71,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000054-kyodonews-000-4-view.jpg?exp=10800,2023-11-26T15:24:19+09:00,2023-11-26T15:40:52+09:00,共同通信,kyodonews,共同通信,1,398,\n1\n/\n2\n中国の「ゼロコロナ」政策に反対し、当局への抗議を意味する白い紙を掲げる人たち＝2022年11月、北京（共同）\n中国の「ゼロコロナ」政策に反対し、当局への抗議を意味する白い紙を掲げる人たち＝2022年11月、上海（共同）\n中国各地で厳しい新型コロナウイルス対策に白い紙を掲げて抗議する「白紙運動」が起きてから1年となった。習近平指導部は異例の体制批判にも発展した運動の再燃を警戒。言論統制や監視を強めて「反乱」（中国メディア関係者）の芽をつぶそうと躍起になっており、市民との緊張関係は続いている。\n\n 運動は、習国家主席が固執していた厳格な「ゼロコロナ」政策に明確に反対し、撤回に追い込んだ。「最大の意義は、習氏批判というタブーに切り込んだことだ」。昨年11月26、27日に上海で白紙運動に参加した李厚辰氏（37）＝東京在住＝は、市民の“成功体験”になったと強調する。
バイデン氏、若者離れ課題　イスラエル寄り政策に批判（共同通信）,https://news.yahoo.co.jp/articles/a665a7e867414503b5443d8f92bd3d352a9cbf0c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000053-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T15:18:15+09:00,2023-11-26T16:43:32+09:00,共同通信,kyodonews,共同通信,1,325,\nアメリカのバイデン大統領（ゲッティ＝共同）\n【ワシントン共同】2024年米大統領選で再選を狙う民主党のバイデン大統領が、パレスチナ自治区ガザを巡る情勢でイスラエル寄りの姿勢を取り続けているとして、「Z世代」や「ミレニアル世代」と呼ばれる若者層が批判を強めている。有権者の約4割を占める見通しで、再選戦略を進める上で支持離れの食い止めが課題だ。\n\n 10～20代半ばのZ世代や、それより上で40代初めごろまでとされるミレニアル世代は、民主党支持者が多い。ガザ情勢が長期化してバイデン氏への不満が膨らめば、投票率の低下や、二大政党以外の第3の候補に票が流れることもあり得る。\n\n バイデン氏はイスラエルの自衛権を支持し、停戦には反対の立場。
中島が初の賞金王、鍋谷初優勝　カシオゴルフ最終日（共同通信）,https://news.yahoo.co.jp/articles/d604456ef094b4d8316fa9cba02435ef2df63cfe,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000050-kyodonews-000-4-view.jpg?exp=10800,2023-11-26T14:54:01+09:00,2023-11-26T17:11:10+09:00,共同通信,kyodonews,共同通信,1,360,\n1\n/\n2\n男子ゴルフで賞金王に決まり、ボードを掲げる中島啓太＝26日、Kochi黒潮CC\n通算14アンダーで優勝した鍋谷太一＝Kochi黒潮CC\nカシオ・ワールドオープン最終日（26日・高知県Kochi黒潮CC＝7335ヤード、パー72）中島啓太が9位から68で回り、通算12アンダーの276で4位に入って初の賞金王に決まった。今季獲得賞金は1億7248万円強とし次戦の最終戦、日本シリーズJTカップで逆転される可能性がなくなった。23歳155日での賞金王は18歳の石川遼、21歳の松山英樹に次ぐツアー史上3番目の若さ。\n\n 優勝は68で通算14アンダーに伸ばした27歳の鍋谷太一。初勝利で賞金4千万円を獲得した。米沢蓮と宋永漢（韓国）が1打差の2位で、賞金2位の金谷拓実は10アンダーの7位だった。
日中韓外相会談始まる（共同通信）,https://news.yahoo.co.jp/articles/f985fc01cdffd89f642acfbcc466a1e2776f0d59,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T15:12:47+09:00,2023-11-26T15:28:54+09:00,共同通信,kyodonews,共同通信,1,33,\n【釜山共同】日中韓外相会談が26日午後、韓国・釜山で始まった。
死亡の担ぎ手、移動で転倒か　博多山笠、事故原因検証（共同通信）,https://news.yahoo.co.jp/articles/48a73f452a7b4d773060ad8ada276551410ae549,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000048-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T14:38:27+09:00,2023-11-26T14:54:52+09:00,共同通信,kyodonews,共同通信,1,348,\n総会後に取材に応じる「千代流」総務の川口俊二さん（左）と博多祇園山笠振興会の武田忠也会長＝25日、福岡市\n7月に開かれた福岡の夏祭り「博多祇園山笠」で担ぎ手の男性＝当時（57）＝が死亡した事故で、担ぐ位置を移動する際に転倒し、山車の下に巻き込まれたとみられることが26日、分かった。男性が所属していた「流」と呼ばれるグループが事故原因を検証し、明らかにした。\n\n 事故は7月15日早朝、「追い山笠」の際に起きた。男性は「舁き山笠」と呼ばれる重さ約1トンの山車を担ぐ「舁き手」。博多署によると、胸などを強く打ち出血性ショックで亡くなった。\n\n 所属していた「千代流」の担当者によると、男性が転倒した際、山笠を止めるよう指示を出した人がいたが、かけ声にかき消され、すぐに止まらなかった。
中島啓太が賞金王、鍋谷太一は初優勝（共同通信）,https://news.yahoo.co.jp/articles/5ba863edb77769b9cbdef434dab30a2f7839c29e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T14:36:47+09:00,2023-11-26T14:52:54+09:00,共同通信,kyodonews,共同通信,1,80,\n男子ゴルフのカシオ・ワールドオープンは26日、高知県のKochi黒潮CCで最終ラウンドが行われ、4位に入った中島啓太が初の賞金王を決めた。鍋谷太一が初優勝。
女子ゴルフ、山下美夢有が2年連続年間女王（共同通信）,https://news.yahoo.co.jp/articles/39a835f3684c422918d9ef06eba965ed8e244812,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T14:47:53+09:00,2023-11-26T15:04:52+09:00,共同通信,kyodonews,共同通信,1,93,\n女子ゴルフの今季最終戦、ツアー選手権リコー杯は26日、宮崎県の宮崎CCで行われ、山下美夢有が大会2連覇を果たし、順位に応じて付与されるポイントランキングで2年連続の年間女王となった。
積水化学、2年ぶり優勝　全日本実業団対抗女子駅伝（共同通信）,https://news.yahoo.co.jp/articles/cdd33a2f7f0060092d7db1f088426d45fcff7b76,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000051-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T15:10:17+09:00,2023-11-26T16:24:25+09:00,共同通信,kyodonews,共同通信,1,227,\n1位でゴールする積水化学のアンカー・森智香子＝弘進ゴムアスリートパーク仙台\n全日本実業団対抗女子駅伝は26日、宮城県松島町文化観光交流館前から弘進ゴムアスリートパーク仙台までの6区間、42.195キロで行われ、積水化学が2時間13分33秒で2年ぶり2度目の優勝を果たした。3区の世界選手権マラソン代表、佐藤早也伽が首位に立つと、5区の新谷仁美らの力走で逃げ切った。\n\n 2位は日本郵政グループ、3位がパナソニック、前回覇者の資生堂は4位だった。
積水化学が実業団女子駅伝2年ぶりの優勝（共同通信）,https://news.yahoo.co.jp/articles/4869969616fc98f63668dffec1858c252fd7bf23,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T14:33:16+09:00,2023-11-26T14:48:55+09:00,共同通信,kyodonews,共同通信,1,89,\n全日本実業団対抗女子駅伝は26日、宮城県松島町文化観光交流館前から弘進ゴムアスリートパーク仙台までの6区間42.195キロで行われ、積水化学が2年ぶり2度目の優勝を果たした。
「慰安婦合意尊重する」と韓国外相（共同通信）,https://news.yahoo.co.jp/articles/a33dfe6b66b486ddb53348dcf80b13c31e7d1ec2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T12:49:36+09:00,2023-11-26T16:16:27+09:00,共同通信,kyodonews,共同通信,1,116,\n【ソウル共同】朴振外相は、上川陽子外相が会談で慰安婦問題を巡る韓国高裁判決について「遺憾だ」と述べたことに対し「韓国政府は2015年の慰安婦合意を両国間の公式合意として尊重する」との立場を伝えた。韓国外務省当局者が明らかにした。
山本由伸、週明けに本格交渉へ　12月渡米後に直接面談（共同通信）,https://news.yahoo.co.jp/articles/e99d781e64a83c4c36062f080bb782ca0c44c688,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000045-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T14:09:40+09:00,2023-11-26T14:26:54+09:00,共同通信,kyodonews,共同通信,1,292,\n山本由伸投手\n【ニューヨーク共同】プロ野球オリックスからポスティングシステムで米大リーグ移籍を目指す山本由伸投手について、本格的な交渉が週明けの27日から始まると大リーグ公式サイトが25日、伝えた。獲得を希望する球団と山本側との面談がオンラインで行われる見込み。\n\n 代理人のジョエル・ウルフ氏によると10球団以上が関心を示し、山本は12月上旬のウインターミーティング後に渡米し、最終候補に残った球団と直接面談するという。交渉期間は来年1月4日（日本時間5日）までの45日間。山本は今オフの移籍市場で、エンゼルスからフリーエージェントになった大谷翔平に次ぐ目玉とされている。
上田が入団「息の長い選手に」　ロッテのドラフト1位（共同通信）,https://news.yahoo.co.jp/articles/065595ed5d4e232751ecfd971e8dc0629706438f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000044-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T13:49:32+09:00,2023-11-26T14:39:04+09:00,共同通信,kyodonews,共同通信,1,339,\nロッテに入団が決まり、記者会見に臨む上田希由翔内野手＝26日、神奈川県内のホテル\nロッテがドラフト1位で指名した明大の上田希由翔内野手（22）＝183センチ、96キロ、右投げ左打ち＝の入団が26日、決まった。神奈川県内で交渉し、契約金1億円プラス出来高払い5千万円、年俸1600万円で合意した。即戦力の中軸候補は「たくさんの方に応援される息の長い選手になりたい」と意気込んだ。\n\n 愛知・愛産大三河高から進んだ明大では、1年秋のリーグ戦から4番を務めた。榎康弘アマスカウトグループディレクターは「シュアな打撃で打点を稼げる。開幕からレギュラーとして出てほしい」と期待する。本人は「いつか打撃でタイトルを取りたい。守備はレベルアップしていきたい」と語った。（金額は推定）
