headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
「未来に向けて走れ肥薩線」…吉松－隼人１２日運行再開へ　嘉例川駅に乗客を迎える看板、住民ら手作り（南日本新聞）,https://news.yahoo.co.jp/articles/d10177aaa2d64021fccc14b3cfd9c68ca1d0b972,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260706-00000005-minami-000-2-view.jpg?exp=10800,2026-07-06T20:00:21+09:00,2026-07-06T23:17:30+09:00,南日本新聞,minami,南日本新聞,482,地域住民らが肥薩線再開への思いを込め作った看板＝霧島市隼人町嘉例川の土橋公民館 霧島市隼人のＪＲ嘉例川駅近くの住民らが、肥薩線・吉松－隼人の乗客を迎える看板を手作りして１２日の運行再開を待っている。雨の影響で再開が延期になった分、ホームに掲げるのを楽しみにしている。 【写真】看板作りに励む地域住民ら＝霧島市隼人町嘉例川の土橋公民館 同区間は昨夏の大雨による被害で不通に。ＪＲ九州が復旧工事を進め６月２８日に再開する予定だった。だが１８日からの雨で別の場所の盛り土が崩れ、補修のため延期された。 看板は「嘉例川地区活性化推進委員会」の６人が製作した。再開の延期は決まっていたが、当初の予定通り２７日、駅近くの土橋公民館に集まって作業。縦９０センチ、横３．６メートルの板に、色紙で作った文字やペーパーフラワーを貼り付けた。 「未来に向けて走れ肥薩線」のメッセージには、２０２０年の熊本豪雨以来不通が続く、八代－吉松の再開への思いも込める。竹下郁男委員長（６８）は「列車が通らないと寂しかった。復旧して地域ににぎわいが戻ってくれたら」と話した。 南日本新聞 | 鹿児島,[],[]
１７歳少年飛行兵「死ぬのにお金はいらない」母に１５０円託す…新史料で伝える万世特攻平和祈念館の集大成刊行　戦後80年、２年かけ編集（南日本新聞）,https://news.yahoo.co.jp/articles/38197c976c46cd2b3b01d146b4a2a50088a6caa7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260706-00000004-minami-000-2-view.jpg?exp=10800,2026-07-06T14:30:21+09:00,2026-07-06T23:16:53+09:00,南日本新聞,minami,南日本新聞,552,「戦後８０年をつむぐ 万世特攻平和祈念館」（中央）と既刊２冊 鹿児島県南さつま市の万世特攻慰霊碑奉賛会は「戦後８０年をつむぐ 万世特攻平和祈念館」を発刊した。旧陸軍万世飛行場の変遷や出撃した特攻隊員らの軌跡、展示遺品を紹介する。２０２１年、２３年に続く３冊目。同館に通算１４年勤め、８月末で退職する小屋敷茂さん（７８）が集大成として２年をかけ編集した。 【写真】新刊を持つ小屋敷茂さん。後方は「子犬を抱いた少年飛行兵」の写真＝南さつま市の万世特攻平和祈念館 既刊２冊の内容を補強し、出撃前夜に隊員が過ごした飛龍荘の史料などを加えた。「子犬を抱いた少年飛行兵」として知られる第７２振武隊（しんぶたい）の荒木幸雄少尉（享年１７）が出撃前に兄と面会し、「死ぬのにお金はいらない」として母親に１５０円を託した話を加筆した。新たに寄贈された第１４４振武隊岡田義人大尉（享年２２）が祖母に宛てたはがきも載せた。戦死した２０１人のうち１２６人の史料が集まった。 ６月３日刊行。小屋敷さんは「より多くの人に万世の歴史を知ってほしい」と話す。 Ａ４判３８５ページ、２５００円。同館＝０９９３（５２）３９７９＝で販売する。発刊を記念して８月１１日午前１０時半と午後１時半から講話がある。入館料が必要。 南日本新聞 | 鹿児島,[],[]
かのやカンパチロウのキーホルダー、500個発売したら3カ月で完売――問い合わせ相次ぎ1000個追加　パーツ配置微妙に異なる「お気に入りの1体見つけて」（南日本新聞）,https://news.yahoo.co.jp/articles/4b1c4b99950b1befc5ee987143559617f13a2c7c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260706-00000003-minami-000-2-view.jpg?exp=10800,2026-07-06T12:00:21+09:00,2026-07-06T23:18:15+09:00,南日本新聞,minami,南日本新聞,665,初回入荷分が完売し、再入荷したかのやカンパチロウキーホルダー＝鹿屋市西原３丁目の観光物産総合センター 鹿屋市特産のカンパチがモチーフのキャラクター、市ＰＲ特命係長のかのやカンパチロウのキーホルダーが人気だ。市観光協会が３月に販売を始め、初回入荷分の５００個は３カ月で完売。その後も問い合わせが相次ぎ、６月下旬、追加で１０００個を取り寄せた。 【写真】店頭にずらりと並ぶかのやカンパチロウキーホルダー＝鹿屋市西原３丁目の観光物産総合センター キーホルダーは同協会がキャラ生誕１０周年を記念して製作した。高さ１２センチのぬいぐるみで、デフォルメされたかわいらしい姿が特徴だ。 製作を担当した同協会の吉原菊代さん（５２）は「意外にも、買い求めるのは大人が多い」と説明する。発売直後に熊本市であった熊本県の公式ＰＲキャラクター「くまモン」の誕生日イベントで販売した際、５０個があっという間に完売した。「熱狂的なゆるキャラファンたちに認知してもらえている。頭は魚、体は人間というインパクトがある姿は、一度見たら忘れられないのでは」と語る。 鹿屋市観光物産総合センター（西原３丁目）では、クリアファイルやフォトフレームなどほかのカンパチロウグッズとともに並ぶ。吉原さんはパーツの配置などがそれぞれ微妙に異なるとして、「よく見ると一つ一つ個性がある。お気に入りの１体を見つけて」と話した。 １個１５００円。市内のリナシティかのや観光物産情報コーナー（大手町）、みなと市場（古江町）でも買える。ネット販売にも対応している。 南日本新聞 | 鹿児島,[],[]
暑さ対策で2週間前倒し、ご神幸行列は夕刻から…400年続く鹿児島の夏の風物詩「おぎおんさぁ」　力水浴びて「ソイヤ、ソイヤ」、2500人が練り歩く（南日本新聞）,https://news.yahoo.co.jp/articles/e8b1886cb1fad317e425bd74255a7cce163523e2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260706-00000002-minami-000-1-view.jpg?exp=10800,2026-07-06T11:00:22+09:00,2026-07-06T11:00:22+09:00,南日本新聞,minami,南日本新聞,622,みこしの行列でにぎわう繁華街＝５日、鹿児島市の天文館 鹿児島の夏の風物詩「おぎおんさぁ」本祭が５日、鹿児島市の天文館一帯であった。悪疫退散や商売繁盛を願う伝統行事で４００年以上前から続く。今年は、近年続く酷暑の影響で例年より２週間前倒ししての開催。約２５００人のご神幸行列が電車通りなどを練り歩き、威勢のいいかけ声が繁華街に響いた。 【写真】傘鉾の演技を披露する参列者＝５日、鹿児島市の天文館 これまで日中だったご神幸行列は、涼しくなり始めた午後５時半にアイムビル前を出発した。長さ約１０メートルの傘鉾（かさほこ）や８基の大人みこしなどが約２．５キロ進んだ。担ぎ手らは力水を浴びると気持ちよさそうな表情を見せた。「ソイヤ、ソイヤ」の掛け声に見物客らも手拍子で応え、会場は一体となって盛り上がった。 二番みこしを担いだ薩摩川内市の会社員、長沼康太さん（３０）は２回目の参加。「祭りの雰囲気が好き。去年は暑かったが、風もありちょうどいい。みんなの笑顔が見られて楽しい」と声を弾ませた。華やかな衣装をまとった子どもたちが乗る稚児花籠も観客を魅了した。鹿児島市伊敷台７丁目の阿久根偲愛（しいあ）ちゃん（３）は「ゆらゆら揺られて楽しい」と沿道に手を振っていた。 担ぎ手に負けじと大きな声で声援を送った同市松原町の会社員、尾形亮次さん（４８）は「昼も好きだったが、夜は祭り感がより増していい。いつかみこしを担ぎたい」と笑顔を見せた。 南日本新聞 | 鹿児島,[],[]
JR鹿児島線、信号不具合で一時運行を見合わせ　薩摩松元―伊集院間（南日本新聞）,https://news.yahoo.co.jp/articles/0abbc7fcececd8e71cc619816a17722ac8a46ea2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260706-00000001-minami-000-1-view.jpg?exp=10800,2026-07-06T09:25:23+09:00,2026-07-06T09:25:23+09:00,南日本新聞,minami,南日本新聞,168,（写真：南日本新聞社） ６日午前７時３分ごろ、ＪＲ鹿児島線の薩摩松元駅－伊集院駅間で、信号が正しく表示されない不具合が発生し、上りの普通列車（２両編成）が一時運行を見合わせた。 ＪＲ九州によると、約１時間半後に再開した。後続の上り列車も安全確認しながら運行している。下り列車の運行に影響はない。原因を調べている。 南日本新聞 | 鹿児島,[],[]
