headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
ミニストップの夏スイーツをプロが本気ジャッジ。満場一致合格のひんやりスイーツ全部見せ。「10回以上食べます」（東京バーゲンマニア）,https://news.yahoo.co.jp/articles/9427b6974ecac9022312f79b1a083d7019e4b6e4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260706-00000001-tkybgmnv-000-1-view.jpg?exp=10800,2026-07-06T16:47:15+09:00,2026-07-06T16:47:15+09:00,東京バーゲンマニア,tkybgmnv,東京バーゲンマニア,951,東京バーゲンマニア 2026年7月4日放送の情報バラエティー番組「ジョブチューン～アノ職業のヒミツぶっちゃけます！」（TBS系）の人気ジャッジ企画に、ミニストップが参戦しました。 従業員イチ推しスイーツ10品を、7人のスイーツ職人が合格・不合格でジャッジしました。 結果は、10品中9品が合格。その中から「満場一致」で合格を獲得した5品を紹介します。 プロの心を掴んだ、食材のコントラスト 東京バーゲンマニア ●ハロハロラムネみたいなアイス（388円） パチパチ＆シュワシュワ食感が特長の店内調理スイーツ「ハロハロパチパチラムネ」を、カップアイスで再現した商品。 ラムネアイスでコーティングした爽やかな炭酸氷の上には、チェリーのゼリーソース、黄桃、パイン、ミルクフロートと、トッピングの内容も本家に負けない豪華さです。 「ミュゼ・ドゥ・ショコラ・テオブロマ」の土屋公二氏は、炭酸氷のバランス感やトッピングのフロートの量を評価。「素晴らしい商品設計」とコメントを残しています。 東京バーゲンマニア ●しあわせロールケーキ（235円） 半年かけて一から改良したロールケーキは、生クリームを100％使用したこだわりぶり。 クリームは高脂肪と低脂肪の生クリームをブレンドし、コクがありながらすっきり感のある味わいに。生地は卵の量を増やすことで、濃厚な味わいになっています。 「脂っこさがなく1個食べた後ももたれない」とコメントしたのは、「スイーツガーデン ユウジアジキ」の安食雄二氏。「オリックスホテルズ＆リゾーツ」スイーツ最高責任者の鈴木一夫氏も「クリームの完成度は相当高い。空気の量、軽さの中にものすごく後味がある」と称賛しました。 東京バーゲンマニア ●マンゴーパフェみたいなアイス（388円） 人気の「マンゴーパフェ」をイメージしたカップアイス。糖度の高い「アルフォンソマンゴー」を使ったシャーベットにソース、果肉など、マンゴーを堪能できる5層仕立てです。 甘さ控えめのミルクアイスが、マンゴーの甘さを引き立ててくれます。 「シェ・シバタ」の柴田武氏は、マンゴーの選定と組み合わせに着目。「マンゴーの中にもコントラストがあって食べ飽きない。高級なマンゴーパフェ」「クオリティが高すぎ」と、べた褒めです。,[],[]
サンリオピューロランド、8月1日以降はチケットを最大1000円値上げ。「混雑を見ると仕方ない」「大幅値上げだ」（東京バーゲンマニア）,https://news.yahoo.co.jp/articles/bbc8ea0edecd6e04b6062766a41456e79665c439,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260706-00000000-tkybgmnv-000-1-view.jpg?exp=10800,2026-07-06T07:02:00+09:00,2026-07-06T07:02:00+09:00,東京バーゲンマニア,tkybgmnv,東京バーゲンマニア,625,"東京バーゲンマニア サンリオピューロランドは、2026年8月1日入館分からパスポートチケットの価格と変動価格の幅を改定します。 チケット価格の変動は7段階から10段階に サンリオピューロランドのパスポートチケットは22年4月8日より、来館日によって価格が異なる価格変動制を導入しています。26年7月31日までのパスポートチケット料金は、デイパスポートが大人3900円から5900円、アフタヌーンパスポート（14時から入場）は大人2800円から4000円まで、全7段階あります。 8月1日以降は、デイパスポートが大人3900円から6900円、アフタヌーンパスポートは大人2800円から4600円まで、全10段階に。 変動価格が3つ追加され幅が広くなり、価格は最大1000円の値上げとなります。 今回の価格改定の理由として、サンリオピューロランドは「パスポートの価格帯を増やすことで来場者数の繁閑差をより平準化し、さらなるテーマパーク価値向上に努めてまいります」とコメント。 SNSでは 「あの混雑を見ると仕方ないな」「今のうち行っとかなきゃ」「値上げする前に行っておきたい！」「大幅値上げだ」 など、様々な声が見られます。 発表を受けて、価格改定前に駆け込みで来園する人も増えるかも......？ （C）1990 SANRIO CO., LTD. TOKYO, JAPAN 著作 株式会社サンリオ ※画像は公式サイトより。 （東京バーゲンマニア編集部）",[],[]
