headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
「財布を出せ」姶良の18歳男、10代男性を殴り現金奪う…さらにたばこ押しつけ暗証番号聞き出しATMから50万引き出す―姶良署が強盗傷害と窃盗容疑で逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/5b910a3f4113c047f5b9ffa53d12773e603122e8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260831-00000007-minami-000-1-view.jpg?exp=10800,2026-08-31T23:35:22+09:00,2026-08-31T23:35:22+09:00,南日本新聞,minami,南日本新聞,391,（写真：南日本新聞社） 鹿児島県警姶良署は３１日、強盗傷害と窃盗の疑いで、姶良市の建築作業員男（１８）を逮捕した。男は、暴行を加えたことは認めているが、ほかの容疑は否認している。 逮捕容疑は、７月６日午後６時５０分ごろから同７時５５分ごろまでの間、県内の商業施設の敷地内で、県内の１０代男性に足蹴りや顔面を殴るなどの暴行でけがを負わせ、「財布を出せ」などと言い、現金約８万円やキャッシュカードなどが入った財布（時価約１万円相当）と車両の鍵を奪った疑い。 さらに男は火のついたたばこを男性に押しつけるなどの暴行を加え、暗証番号を聞き出し、同日午後７時半ごろ、県内の金融機関が管理するＡＴＭから現金５０万円を引き出し盗んだ疑い。男性は打撲など約３週間のけがを負った。 署によると、２人は顔見知り。７月１４日に男性が被害届を出した。防犯カメラ映像などから特定した。 南日本新聞 | 鹿児島,[],[]
県内に泊まって熊本を応援しよう――被災地支援と観光振興の両立へ　関連4団体がキャンペーン（南日本新聞）,https://news.yahoo.co.jp/articles/d5b549728596231d3105512c85837388fd1361d7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260831-00000006-minami-000-1-view.jpg?exp=10800,2026-08-31T21:45:21+09:00,2026-08-31T21:45:21+09:00,南日本新聞,minami,南日本新聞,443,熊本応援キャンペーンを説明する実行委員会の淵村文一郎代表（中央）＝３１日、鹿児島県庁 鹿児島県内の観光関連４団体で構成する実行委員会は１日から、県内への宿泊を通して熊本地震の被災地を応援するキャンペーンを始める。地震で打撃を受ける鹿児島の観光・宿泊施設の利用を呼びかけ、宿泊客に義援金を募る。 【写真】キャンペーンのチラシとステッカー 県内のホテル・旅館など約３５０施設が参加。各施設のフロントに特製ステッカーを貼った募金箱を設置する。宿泊施設側も売り上げの一部を寄付金として上乗せし、日本赤十字社を通じて被災地へ届ける。１０月末まで。 実行委員会の淵村文一郎代表（県ホテル旅館生活衛生同業組合理事長）は３１日県庁で会見し「繁忙期の８月にキャンセルが相次ぎ、打撃を取り戻すのは難しい」と説明。９月の九州新幹線全線再開や国が始める支援策「九州応援割」に触れ、「今後は県外からの旅行者も広く迎え入れ、九州全体の観光産業の回復と被災地支援の両立を目指したい」と語った。 南日本新聞 | 鹿児島,[],[]
肝付町の事業所、介護報酬355件91万円を不正受給――鹿児島県が請求上限7割の行政処分（南日本新聞）,https://news.yahoo.co.jp/articles/6ea849b6a7e4442108db696b55a84b5beb439d64,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-08-31T21:35:21+09:00,2026-08-31T21:35:21+09:00,南日本新聞,minami,南日本新聞,464,鹿児島県は３１日、介護報酬約９１万８０００円を不正請求したとして、肝付町の「Ｒａｓｔｙ」が運営する訪問介護事業所「ヘルパーステーションＣＲＯＷＮ」に対し、１０月１日から６カ月、指定効力の一部停止処分にすると発表した。期間中の介護報酬請求上限を７割に制限する。 介護保険室によると、出勤簿で勤務時間外や出勤していない日に訪問したとしたり、雇用関係にない人がサービスを提供したとする記録を作ったりして、介護報酬を不正に受給した。法人が運営する有料老人ホームの業務に当たっていた職員が、同じ時間帯にサービスを提供したとするケースもあり、２０２４年９月〜２５年６月に計３５５件・９１万８６８４円の不正請求を確認した。 県は情報提供を受け、２５年１２月〜２６年４月に監査を４回実施。保険者は肝付、鹿屋、錦江の３市町で不正請求額に加算金を上乗せして返還金を求める見通し。 Ｒａｓｔｙの代表取締役（４５）は取材に、「意図的に水増しや架空請求をしたわけではない。書類のダブルチェックなどで再発防止に努めたい」と説明した。 南日本新聞 | 鹿児島,[],[]
SNS投資話で500万円詐取疑い――66歳運送業の男「証券会社社員」装い…　県警逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/c171baecf1530ce306c115934c5b3e4b22648cdf,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260831-00000004-minami-000-1-view.jpg?exp=10800,2026-08-31T16:35:21+09:00,2026-08-31T16:35:21+09:00,南日本新聞,minami,南日本新聞,419,（写真：南日本新聞社） 鹿児島中央署と県警組織犯罪対策課は３１日、交流サイト（ＳＮＳ）を介したうその投資金名目で現金約５００万円をだまし取ったなどとして、詐欺と詐欺未遂の疑いで、静岡県富士市、運送業の男（６６）を逮捕したと発表した。匿名・流動型犯罪グループの受け子役とみている。 逮捕容疑は氏名不詳者らと共謀し７月１３〜２４日、ＳＮＳで虚偽の投資広告を閲覧した奈良県の６０代女性に「投資額が増えれば利益も増える」などとうそのメッセージを複数回送り、証券会社社員を装って県内の飲食店駐車場で現金５００万円をだまし取った疑い。同様の手口で鹿児島市の５０代男性から現金４００万円をだまし取ろうとした疑い。 署によると７月１８日、鹿児島市の男性が「詐欺被害にあった」と署に相談。２９日に男性宅に１人で現れた容疑者を捜査員が現行犯逮捕した。捜査過程で奈良の詐欺容疑が浮上し、今月２０日に再逮捕した。認否は明らかにしていない。 南日本新聞 | 鹿児島,[],[]
ふらつく車を警官が発見…酒酔いと無免許運転の疑いで38歳女逮捕　13年前に免許取り消し処分（南日本新聞）,https://news.yahoo.co.jp/articles/bfb1973a244099f644d0229962d64fcc37af8f89,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260831-00000003-minami-000-1-view.jpg?exp=10800,2026-08-31T10:35:21+09:00,2026-08-31T10:35:21+09:00,南日本新聞,minami,南日本新聞,252,（写真：南日本新聞社） 鹿児島県警奄美署は３１日、道交法違反（酒酔いと無免許運転）の疑いで、いずれも自称で奄美市名瀬長浜町、無職の女（３８）を現行犯逮捕した。逮捕容疑は同日午前０時２０分ごろ、同市名瀬朝仁新町の県道で、無免許で呼気１リットル当たり０．５ミリグラム以上の酒気を帯び、軽乗用車を運転した疑い。 署によると、巡回中の警察官がふらつきながら走る車を発見し、職務質問した。車は同乗していた知人男性名義で、男性にも話を聞いている。女は２０１３年に免許取り消し処分を受けていた。 南日本新聞 | 鹿児島,[],[]
いちき串木野の岩場から飛び込み、中高生3人溺れ死亡　危険な場所…でも「遊び場」に　識者「子ども目線で検証を」（南日本新聞）,https://news.yahoo.co.jp/articles/ccf866c6d295d98e267149240fe73f7abfc1de93,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260831-00000002-minami-000-2-view.jpg?exp=10800,2026-08-31T06:00:26+09:00,2026-08-31T06:46:42+09:00,南日本新聞,minami,南日本新聞,1028,岩場の沖で捜索する船。中高生は岩場の先端付近で飛び込んだとみられる＝２９日午前１１時５分、いちき串木野市西島平町 いちき串木野市の照島神社近くの海岸で男子中高生４人が溺れ、３人が死亡した事故は、地元で危険と知られる岩場から飛び込んで起きた。水難学会によると、子どもだけで遊びながら水難に遭う例は高所からの飛び込みが大半という。識者は「どういう経緯で入ってしまったか、子ども目線で検証することが不可欠だ」と訴える。 【写真】〈悼む人が次々と〉事故現場近くで手を合わせる女性＝３０日午後４時ごろ、鹿児島県いちき串木野市西島平町 事故が起きた岩場は、神社を抜けて数分歩いた先にあり、ごつごつとした岩が目立つ。干潮時に飛び込んだとされ、岩場の高さは水面から約２メートルで、水深は４〜７メートルだった。 串木野海上保安部は２９日夜、「遊泳禁止区域ではない」と当初の説明を訂正。「禁止」は条例で定める必要があるが、市にはなかったと説明した。ただ、市関係者は「海水浴場ではなく、安全に泳げる場所ではない」との認識だ。 一方、地元住民らによると、この岩場や堤防では中高生らが飛び込んで遊ぶ場所が複数ある。「危ない」だけに度胸試しとして遊ぶことが多いという。 水難学会によると、子ども同士で水難に遭った過去の例は高低差のある場所に集中。遊びながら無意識のうちに危険な所に入り込んでしまうケースが多いという。 今回の事故の場合、発生時は１．５メートルの波でうねりもあった。ただ、飛び込みを始めた時間帯は干潮時。中高生も当初は釣り目的で訪れていたが、海に入って次々に溺れた経緯がある。 学会の斎藤秀俊理事（６３）は「どのように飛び込んだか、子ども目線に立った検証が重要」と強調する。助けようとして相次いで溺れる「多重水難」で、子ども３人が亡くなったケースは２０２３年７月に福岡で女児３人が川の深みにはまった事故以来といい、重大な事故と指摘する。 再発防止には「子どもだけで海や川に行かないのが大原則」とした上で、「自然の中で遊ぶ体験自体は大切で、完全に止めることも難しい。釣りであれば『ライフジャケットがなければダメ』といったルールの徹底が必要」と話す。 さらに、水に落ちた際には背中を下にして浮かぶ「背浮き」といった対処方法の教育も必要とし、「日や時間、場所によって異なる海の危うさをしっかり教え、どのように遊ぶか、大人とともに考えてほしい」と語った。 南日本新聞 | 鹿児島,[],[]
いちき串木野市、男子中高生3人死亡から一夜――海岸に花や飲み物、無念さに手を合わせる人々（南日本新聞）,https://news.yahoo.co.jp/articles/06f4a565e337e9c29981b76f637f0e3b30972366,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260831-00000001-minami-000-2-view.jpg?exp=10800,2026-08-31T06:00:23+09:00,2026-08-31T06:45:20+09:00,南日本新聞,minami,南日本新聞,532,〈悼む人が次々と〉事故現場近くで手を合わせる女性＝３０日午後４時ごろ、鹿児島県いちき串木野市西島平町 鹿児島県いちき串木野市の沖合で、男子中高生３人の死亡が確認されてから一夜明けた３０日、現場近くの海岸には花や飲み物が供えられた。無念さを思い、海に向かって手を合わせる人の姿があった。 道中の車内のラジオで詳しい現場を知ったという霧島市の男性会社員（４８）は「自分にも１８歳になる娘がいる。親を思うといたたまれない。元気に夏休みを過ごしていただろうに」と声を詰まらせた。 ウオーキングで現場近くをよく訪れるという鹿児島市の４０代女性高校教師は「毎年、学校でも海の事故には気をつけるよう言っている。自分の生徒だったらと想像すると、胸が痛い」と海を見つめた。 いちき串木野市教育委員会の相良一洋教育長は南日本新聞の取材に、「これまでも夏休み前に『子どもだけで海や川で遊ばないように』と指導していた。３人の命が失われたことは極めて残念だ」と話した。その上で、「岩礁地帯が多いことや離岸流の発生など、海の危険性を十分理解させるような指導を徹底したい」と述べた。 必要に応じて各校にスクールカウンセラーを派遣し、子どもの心のケアにあたる考えも示した。 南日本新聞 | 鹿児島,[],[]
