headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
自宅倉庫全焼、住人逃げだし無事（南日本新聞）,https://news.yahoo.co.jp/articles/bbd7bc8c0611f3df0c879efdd89511f0f02f725a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000010-minami-000-1-view.jpg?exp=10800,2026-05-16T22:45:22+09:00,2026-05-16T22:45:22+09:00,南日本新聞,minami,南日本新聞,132,（写真：南日本新聞社） １６日午後３時ごろ、霧島市隼人町松永の無職男性（６８）方の倉庫から出火、鉄骨平屋２７平方メートルを全焼した。 鹿児島県警霧島署によると、男性は妻と娘の３人暮らし。出火当時、男性と娘が家にいたが、逃げ出して無事だった。 南日本新聞 | 鹿児島,[],[]
宿題プリントのはずが…特別支援学級の児童３人の実態票を別クラスで誤配布　障害の状況や住所などが記載、印刷時に混入か　鹿児島市（南日本新聞）,https://news.yahoo.co.jp/articles/ed17d4b4fbb84363ab71a0f6da12146e90f5f828,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000009-minami-000-1-view.jpg?exp=10800,2026-05-16T20:30:22+09:00,2026-05-16T20:30:22+09:00,南日本新聞,minami,南日本新聞,363,〈資料写真〉鹿児島市役所 鹿児島市は１５日、市立小学校で特別支援学級に在籍する児童３人の実態票が誤って配布され、児童と保護者計６人分の個人情報が漏えいしたと発表した。 ▶鹿児島県警、情報漏えい事件の捜査資料開示請求に「不開示」…審査会が資料提出要求も一部黒塗り 市教育委員会学務課によると、実態票には児童や保護者の氏名のほか、住所や障害の状況などが記載されていた。４月２８日、同学級の担任が実態票をプリンターで印刷した際、３人分が別のクラスの教員が印刷していた宿題プリントに交ざったという。 この教員は、混入に気付かないまま３０日に自分の学級で配った。同日、受け取った児童の保護者から学校に連絡があり判明した。 学校は５月１日午後までに誤配布した全ての実態票を回収し、情報が漏えいした保護者に謝罪した。 南日本新聞 | 鹿児島,[],[]
高台の団地で深刻な高齢者の「交通難民化」――鹿児島市の医療法人と福祉法人が無料の買い物支援バス　皇徳寺台地区でモデル運行（南日本新聞）,https://news.yahoo.co.jp/articles/7f5b785ece28228f65fcdeb225f32bb57acc2db2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000008-minami-000-1-view.jpg?exp=10800,2026-05-16T20:00:22+09:00,2026-05-16T20:00:22+09:00,南日本新聞,minami,南日本新聞,1180,買い物支援バス「らくっど」からショッピングセンター前に降り立つ利用者＝鹿児島市皇徳寺台２丁目 ６５歳以上が無料で使える買い物支援バス「らくっど」が、鹿児島市の皇徳寺台地区に登場した。現在は１０人乗りのワゴン車で毎週火、金曜日に運行し、毎回３～６人程度が乗車。運行から１カ月が過ぎ、常連の利用者も出てきた。運転免許返納などで外出に困っている住民のために、地元の医療法人と社会福祉法人が共同で運行する。 ▶タクシーの乗務員になったら年間12万円、バスなら24万円を2年間あげます――指宿市が奨励金事業 コロナ前と比べて乗務員が半減 バスは電話による予約制で皇徳寺団地に住む人が対象。高台の集会所６カ所を回り、商業施設や飲食店が集まるショッピングプラザに到着する。１時間待機し、買い物を終えた人を各集会所まで送る仕組みだ。 らくっど事務局の川野耕矢さん（４４）によると、谷山北ブロック地域ケア推進会議が中山、皇徳寺台、星ケ峯、桜ケ丘地区の課題について調査する中で、高齢者の「交通難民化」の深刻さが浮かび上がった。対策として、団地内の買い物支援バスの構想が生まれ、モデル地区として皇徳寺団地で運行することになった。 ◆弾力的運用が強み 地元の上原クリニックグループと、特別養護老人ホーム清谿園（せいけいえん）などを運営する恵心会がボランティア運行する。同クリニック法人本部統括マネジャーでもある川野さんは「お世話になってきた地元への貢献」という。両法人とも施設のデイサービスなどで送迎バスを持ち、車両や運転士を弾力的に使える強みもある。 ただし、利用できるのは一人で歩けて、店内の移動や支払いなど買い物が自分でできるのが条件。乗車時や買い物中の介助はしない。申込時に住所氏名のほか、緊急連絡先や世帯状況、かかりつけ医の記入を求め、不測の事態に備える。 ◆車中の会話も楽しみ 福祉関係者らでつくる同地域ケア推進会議も、周知活動などで後押しする。運行開始前には、コミュニティー協議会を通じてパンフレットと申込書を回覧したほか、店側もポスターの掲示などで協力した。 乗降場所の集会所は、団地西側の山手側で長年住んでいる住民が多い。ショッピングプラザは団地東側の低地部で、山手から出かけるにはバス停まで歩くこと自体が高齢者には困難だった。 利用者は買い物だけでなく、車内での会話も楽しんでいる。５月１２日に利用した塩田和子さん（８９）は「数年前に車を手放して不便になった。人と会うことも少ないので出かける機会ができ、ありがたい」と笑顔を見せた。 らくっど事務局は、利用者が増えればバスを大型化する計画も視野に入れている。川野さんは「利用者の声に耳を傾け、行き先の追加も検討したい。地域と行政、企業が一体となった地域共生のモデルになればと思う」と話した。 南日本新聞 | 鹿児島,[],[]
【速報】ハンドボール・リーグＨ女子　ブルーサクヤ鹿児島、ホームで快勝　大阪に30－18（南日本新聞）,https://news.yahoo.co.jp/articles/7b2108b62449e833b28a06d3cd8843563a5726d5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000007-minami-000-1-view.jpg?exp=10800,2026-05-16T15:35:25+09:00,2026-05-16T15:35:25+09:00,南日本新聞,minami,南日本新聞,163,前半、シュートを決めるブルーサクヤの笠井＝桷志田体育館 ハンドボール・リーグＨ女子のブルーサクヤ鹿児島は１６日、霧島市の桷志田体育館で大阪ラヴィッツと対戦し、３０－１８（１１－７、１９－１１）で勝利した。通算成績は１３勝３敗３分け。 ブルーサクヤは２３日、同体育館でハニービー石川とリーグ最終戦を戦う。 南日本新聞 | 鹿児島,[],[]
84歳の元左官職人　自宅ビルを1人で改装して子ども食堂オープン　作業中に思わぬ事故、左大腿骨を骨折したが諦めなかった…（南日本新聞）,https://news.yahoo.co.jp/articles/861a32113c0dc556df9810d6393a870d388b2907,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000006-minami-000-1-view.jpg?exp=10800,2026-05-16T11:30:21+09:00,2026-05-16T11:30:21+09:00,南日本新聞,minami,南日本新聞,722,オープンした子ども食堂「ちいきカフェＧｏｏｄＤａｙけいあん」で食事を楽しむ子どもたち＝鹿児島市伊敷２丁目 ■かお・鹿児島市の伊敷小学校区で初の子ども食堂をオープンさせた福森茂樹さん 【写真】伊敷小校区で初の子ども食堂オープンさせた福森茂樹さん 「お世話になった地域へ恩返し」が形になった。自宅ビルの１階部分を改装し、鹿児島市立伊敷小学校区では初めてとなる子ども食堂を４月にオープン。店名の「ちいきカフェＧｏｏｄＤａｙけいあん」は、近くの公園に墓がある禅僧・桂庵玄樹（けいあんげんじゅ）から取った。月１回、１０食限定で昼食を提供する。 左官業の腕前を生かして、店内のほとんどを手作りした。カーテンで囲われた空間は、秘密基地を思わせる。初回は大盛況で「子どもたちの笑顔を見ることができ、ほっとした。健やかに育つ姿をみんなで見守りたい」と喜ぶ。 数年前から、高齢者や町内会のメンバーが集う場所をつくろうと構想を練っていた。１人でリフォームに取り組んでいた２０２４年３月に思わぬ事故に見舞われた。仕事をしている最中にフェンスを抱えたまま後方に転倒。受け身を取ることができず、左大腿（だいたい）骨を骨折して約４カ月入院した。 退院後、歩けるまでに回復すると「リハビリを兼ねて」リフォームを再開した。作業中に、店の前を通る登下校中の子どもたちと、あいさつを交わすことも多かった。「子ども食堂なら大勢の人が楽しめるのでは。かわいい子どもたちの力になりたい」と方針を転換した。 けがを機に左官業は“引退”した。現在は、ミステリー小説を読んだりグラウンドゴルフを楽しんだりと自由気ままな時間を過ごす。子ども食堂の上階で、妻と暮らす８４歳。 南日本新聞 | 鹿児島,[],[]
日本彫刻界の重鎮が手がけた６作品が並ぶ鹿児島市の文化公園　サッカースタジアム計画のあおり受け、先行きが懸念（南日本新聞）,https://news.yahoo.co.jp/articles/36a1cefdf9f87f456e16f044adc6ec570ab87996,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000005-minami-000-1-view.jpg?exp=10800,2026-05-16T11:00:22+09:00,2026-05-16T11:00:22+09:00,南日本新聞,minami,南日本新聞,862,文化公園中央に据えられた圓鍔勝三氏作の「朝の調」＝鹿児島市与次郎２丁目 鹿児島市与次郎２丁目の文化公園に六つの彫刻が立っている。芸術文化の拠点を象徴するモニュメントとして１９８３年の開園時から親しまれてきた。だが、市が整備を目指す多機能複合型サッカースタジアム計画のあおりを受け、先行きが懸念されている。この機に、日本彫刻界を代表する重鎮が手がけた秀作の数々に注目したい。 【写真】松田尚之氏作の「白光に浴す」 正面入り口から石畳を歩くと、圓鍔（えんつば）勝三氏の「朝の調」が出迎える。金色に輝く女性像４体の躍動感が目に焼き付く。そこから隣接する市民文化ホール（川商ホール）へ向かう途中に、木下繁氏の「望」と松田尚之氏の「白光に浴す」が立つ。公園奥のかつて噴水があった場所には、いずれも金色の富永直樹氏の「断」と晝間（ひるま）弘氏の「雄気」が並び、さらに右へ歩くと木立を背に北村治禧（はるよし）氏の「麗新」が姿を現す。 改めて正面から眺めると、作家個々の作風を楽しめるとともに、互いに干渉しないよう程よい間隔で配置されている。 作者はいずれも故人で、圓鍔氏と富永氏は後の文化勲章受章者、他の４人も日本芸術院会員に名を連ねた大家ぞろいだ。「第一級の作品を集めようとした当時の意気込みが分かる」と美術関係者は評価する。 オープン直前の８３年元日付「かごしま市民のひろば」が、市民文化ホールとともに「文化の鐘を高らかに」と誇らしげに紹介したのもうなずける。開園から４３年、像はすっかり周囲の風景に溶け込んでいる。 ここに来て文化公園に注目が集まるのは、市がスタジアム候補地を、移転予定の「鹿児島サンロイヤルホテル」跡地と、県立鴨池公園内の庭球場に絞ったからだ。鴨池公園が建設地に選ばれれば、庭球場を文化公園に移設する可能性が高い。市は二つの候補地を対象に、５月末までに立地可能性調査を終える予定だ。 かつて高らかに鳴らされた「文化の鐘」をどう引き継ぐのか、文化公園とともにモニュメントの行く末が気にかかる。 南日本新聞 | 鹿児島,[],[]
鹿児島県北薩振興局の官製談合事件　県が実態把握に向け職員アンケート実施へ　無記名で公共工事に関わる土木や農政部署（南日本新聞）,https://news.yahoo.co.jp/articles/b30f81c489e9a1da13a377e9a8690829c0473737,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000004-minami-000-2-view.jpg?exp=10800,2026-05-16T07:30:21+09:00,2026-05-16T08:20:58+09:00,南日本新聞,minami,南日本新聞,410,（写真：南日本新聞社） 鹿児島県北薩地域振興局が２０２１年に発注した工事を巡る官製談合事件を受け、県は１５日、再発防止策の一環として無記名での職員アンケートを行うことを明らかにした。 調査は土木部を中心に農政や林業など公共工事に関わる部署も含めて実施する。同様の事案の有無に加え、周囲でＯＢや業者からの働きかけを見聞きしていないかなどを尋ね、実態把握に努める。 県はほかにも、土木部を対象にコンプライアンス意識向上のための研修を開く。外部からの働きかけがあった際は上司に報告し組織で対応するよう徹底する。 事件は県発注の工事の一般競争入札を巡り、同振興局の元技術主幹（６０）が２１年７月、長崎県の会社に落札させようと県庁ＯＢで別会社の取締役を介して秘密事項である工事の設計金額を会社社員に伝え、公正な入札を妨害したとされる。元技術主幹は罰金８０万円の略式命令を受け、県は４月、懲戒免職処分にした。 南日本新聞 | 鹿児島,[],[]
部活遠征で「安全対策」通知　鹿児島県教委――高校生バス死亡事故受け（南日本新聞）,https://news.yahoo.co.jp/articles/c7c4d4d1f9fa570a7f61f1510f01e02b8819213d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000003-minami-000-1-view.jpg?exp=10800,2026-05-16T07:10:22+09:00,2026-05-16T07:10:22+09:00,南日本新聞,minami,南日本新聞,365,（写真：南日本新聞社） 福島県郡山市の磐越自動車道で男子高校生１人が死亡したマイクロバス事故を受け、鹿児島県教育委員会は１５日、中学校や高校の運動部活動での引率について、安全対策を実施し事故防止を図るよう求める通知を出した。対象は県内の全市町村教委、教育事務所、県立学校。 通知では、学校長らに対し（１）対外試合への参加は公共交通機関の利用を原則とする（２）顧問らがレンタカーや自家用車を使用する場合は、車両の保険契約状況や運行時間・距離の把握を徹底する－などとしている。県教委は１９９５年と２００７年に同様の通知を出している。 私学を管轄する県学事法制課も１５日、県内の全私立学校の設置者と小中高校長に通知を出した。各学校の「危機管理マニュアル」に基づき、部活動遠征での児童生徒の適切な安全確保を求めた。 南日本新聞 | 鹿児島,[],[]
51歳女性教諭 わいせつ行為で懲戒免職　鹿児島県教委（南日本新聞）,https://news.yahoo.co.jp/articles/f10d4293a7541f6e073dff38c6d86ed5256f8be4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000002-minami-000-2-view.jpg?exp=10800,2026-05-16T07:00:21+09:00,2026-05-16T19:38:30+09:00,南日本新聞,minami,南日本新聞,532,（写真：南日本新聞社） 鹿児島県教育委員会は１５日、県内でわいせつ行為をしたとして、北薩地区の県立学校の女性教諭（５１）を懲戒免職とするなど計３件の処分を発表した。管理監督が不十分だったとして同校の女性校長（５７）を減給１カ月とした。ほかにパワーハラスメントに当たる言動があったとして、熊毛地区の中学校の男性教頭（５３）を戒告にした。本年度の懲戒処分は初めて。 県教委教職員課によると、北薩地区の教諭は２０２４〜２５年度にかけて、県内の知人に対し、わいせつ行為や不必要な身体的接触をした。教諭は「認識の甘さから生じた極めて不適切な行為だった」と話している。県教委は「被害者の人権に配慮すべき事情がある」として事案の詳細は公表しなかった。校長は今年３月上旬に事案を知ったが、十分な事実確認や調査をせず県教委への報告が同月下旬に遅れた。 熊毛地区の教頭は２５年１０月下旬、勤務先の校長室での会議中、強い口調で発言し、同席していた同校の講師に精神的苦痛を与えた。他の職員も講師に向けられた不適切な言動だと感じたという。 １５日、県内の全市町村教委と県立学校に対し、教職員がわいせつ行為やハラスメントを起こさないよう指導の徹底を求める通知を出した。 南日本新聞 | 鹿児島,[],[]
屋久島沖米オスプレイ墜落、機長特定せず書類送検　第10管区海上保安本部　米側から機長氏名明かされず（南日本新聞）,https://news.yahoo.co.jp/articles/7d88918fe6420f48f0295923fe4e52e73c28d3b8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260516-00000001-minami-000-2-view.jpg?exp=10800,2026-05-16T00:25:21+09:00,2026-05-16T08:22:23+09:00,南日本新聞,minami,南日本新聞,859,回収した機体の残骸を米軍に引き渡す海上保安官ら＝２０２３年１２月３日、屋久島町の安房港 屋久島沖に２０２３年１１月、米軍横田基地（東京）所属の空軍輸送機ＣＶ２２オスプレイが墜落し、全搭乗員８人が死亡した事故で、第１０管区海上保安本部は１５日、航空危険行為処罰法違反と業務上過失致死容疑で、人物を特定できないまま、操縦していた機長を鹿児島地検に書類送検した。 【写真】屋久島沖米オスプレイ墜落、機長特定せず書類送検 第10管区海上保安本部 米側から機長氏名明かされず １０管によると、米側に捜査の協力を申し入れたが、機長の氏名は明かされなかった。 １０管は現場の状況確認や残骸の写真、米側の事故調査報告書を精査するなどして捜査を続けてきた。米軍関係者への聴取や機体の残骸を直接捜査したかどうかについては「回答を差し控える。所要の捜査を終えたため送致した」と答えた。 日米地位協定は、米軍人の公務中の犯罪に米側の１次裁判権を認め、日本当局の捜査に対し容疑者特定など具体的な協力を義務付けてはいない。地位協定１７条の合意議事録は「（日本側は）米軍の財産について、捜索、差し押さえ、検証する権利を行使しない」とし、米側が同意すれば「この限りでない」と定める。 事故は２３年１１月２９日午後２時４０分ごろ発生。岩国基地（山口）から嘉手納基地（沖縄）に向かう途中で屋久島の東海岸沖約２キロに墜落した。国内でのオスプレイの死亡事故は初めてで、米軍は一時、全てのオスプレイの飛行を世界中で停止した。 米空軍が２４年８月に公表した事故調査報告書は、左ローターの変速機が破損したことと警告灯が複数回点灯したにもかかわらず予防着陸しなかった操縦士の判断を原因と結論付けた。 書類送検容疑は、氏名不詳の機長は機体の変速機の故障警報が発生したにもかかわらず、速やかに最寄りの着陸可能な場所へ緊急着陸する業務上の注意義務があるのに飛行を続け、変速機の損傷によって屋久島沖にオスプレイを墜落させ、搭乗員７人を死亡させた疑い。 南日本新聞 | 鹿児島,[],[]
