headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
「70万円になります」SNSに車の写真と共に送られたメッセージ――40代男性は現金を手渡したが、車は届かず、連絡取れず…自動車販売修理業の男を詐欺容疑で逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/25f68e622d8fadcb35adaaba73aeb830cfbe3621,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260817-00000006-minami-000-2-view.jpg?exp=10800,2026-08-17T21:25:24+09:00,2026-08-17T23:20:28+09:00,南日本新聞,minami,南日本新聞,272,（写真：南日本新聞社） 鹿児島西署は１７日、詐欺の疑いで、鹿児島市原良７丁目、自動車販売修理業の男（３９）を逮捕した。 逮捕容疑は２０２５年５月７日、中古車を販売するように装い、交流サイト（ＳＮＳ）で車の写真や「７０万円になります」などのうそのメッセージを同市の４０代男性に送り、同１９日に現金５６万円を手渡しで受け取りだまし取った疑い。 署によると、男性は男の客で、車の購入を依頼していた。車が届かず連絡が取れなくなったため、２５年８月に警察に被害を届け出た。 男は「だまし取るつもりはなかった」と容疑を否認している。 南日本新聞 | 鹿児島,[],[]
昼間の交差点近くで乗用車に追突――48歳の会社員男を酒酔い運転容疑で逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/99a46a3e92fe1e8c43c7d2dd680bc927088d0935,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260817-00000005-minami-000-1-view.jpg?exp=10800,2026-08-17T20:45:21+09:00,2026-08-17T20:45:21+09:00,南日本新聞,minami,南日本新聞,203,（写真：南日本新聞社） 鹿児島南署は１７日、道交法違反（酒酔い運転）の疑いで、鹿児島市紫原３丁目、会社員の男（４８）を現行犯逮捕した。逮捕容疑は同日午後０時５５分ごろ、近くの市道で、呼気１リットル当たり０．５ミリグラム以上の酒気を帯び、軽トラックを運転した疑い。 署によると、信号のある交差点の手前で、７０代男性が運転する乗用車に追突する事故を起こして発覚した。男性が１１０番した。 南日本新聞 | 鹿児島,[],[]
「福岡は空襲の標的、朝鮮は安全だ」父の言葉で渡った平壌…赤レンガの洋館、豊かな食卓、楽しかったのは2年間だけ――日本舞踊で見送った特攻隊員の白いスカーフは今も忘れられない【証言 語り継ぐ戦争】（南日本新聞）,https://news.yahoo.co.jp/articles/4827eb0e34f799c69c31c57b24c5a7b274f6edb5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260817-00000004-minami-000-2-view.jpg?exp=10800,2026-08-17T16:30:21+09:00,2026-08-17T18:04:28+09:00,南日本新聞,minami,南日本新聞,1396,日本舞踊「娘道成寺」の舞台姿。中央が浜川量子さん（１９４５年撮影、浜川さん提供） ■浜川（旧姓島本）量子さん（９５）東京都練馬区＝２回続きの㊤ 【写真】（上）日本舞踊「娘道成寺」の舞台姿。中央が浜川量子さん（１９４５年撮影【預Ｓ注意】、浜川さん提供【預Ｅ注意】）（下）１９４３年４月、平壌の官舎に並ぶ島本家。左端が量子さん（いずれも浜川量子さん提供） 太平洋戦争が始まった時、種子島出身の父は九州帝国大（現九州大）の医学部に勤めていた。しばらくして平壌医学専門学校への赴任の話が持ち上がった。長兄が名門中学に合格したばかりで、教育熱心だった母は反対した。乗り気だった父は「八幡製鉄所がある福岡は空襲の標的になる。朝鮮は内地より安全だ」と説得した。１９４２（昭和１７）年５月、兄を校長宅に預け、家族６人で平壌に渡った。私は１１歳だった。 平壌で暮らした官舎は、丘の麓にある赤れんがの洋館だった。庭には池があり、広い応接間や畳の座敷を備えた立派な家で穏やかな生活を送った。アカシアの花の甘い香りを思い出す。栗拾いやマツタケ狩り、キムチ作りといった季節の行事を楽しみ、日本舞踊を習い始めた。初めての冬は厳しい寒さに驚いたが、スケートのとりこになった。部屋のオンドル（床暖房）が暖かかった。 既に配給制となっていた内地とは違い、食品も豊富だった。正月には父の学生が大勢やって来て、母はお節料理をふるまった。４３年頃までは戦争の影も薄く、小学校に通った２年間は楽しく過ごした。 ４４年に高等女学校に進学してからは、急速に戦時色が濃くなっていった。スカートが禁止されてもんぺになった。本土空襲が始まり、福岡に残っていた兄も朝鮮に呼び寄せられた。２年生になると、授業らしい授業はほとんどなくなった。体操の授業は軍事教練となり、防空壕（ごう）を造るために木の伐採や運搬、穴掘りもした。重労働だった。軍の慰問で日本舞踊を要請されることが多くなった。 ある時、出発を控える特攻隊員のために舞ってほしいと航空隊に招かれた。飛行場にある格納庫のような場所で心を込めて踊った。隊員は１４歳だった私とそれほど年齢の変わらないように見えた。つらい光景だった。泣けば非国民と言われる。涙をこらえて「藤娘」や「娘道成寺」を披露した。飛び立つ隊員の襟元で風にひらめいていた白いスカーフが、今も忘れられない。 終戦の年の５月、父は軍医として南方に出征した。ひっそりとした出発だった。８月に入ると、平壌にもＢ２９が飛来するようになったが、決まって午前１０時に数機がはるか上空を通過するだけだった。警戒警報のサイレンが鳴ると授業を中断し、校庭の防空壕に避難を繰り返した。いつも１時間もしないうちに警戒解除のサイレンが鳴った。命の危険は感じなかった。 ８月１５日はサイレンではなく「校庭に出るように」とアナウンスがあり、校長先生から自宅待機を指示された。思いがけず授業と労働から解放され、皆はしゃぎ気味だった。「さようなら、また明日ね」と何げなく交わしたあいさつが、今生の別れとなった。 帰り道の静けさが異様だった。自宅の茶の間に家族で集まり、玉音放送を聞いた。陸軍航空士官学校を志願していた兄は泣いていたが、私は実感が湧かず、「明日から学校はどうなるのだろう」と考えていた。 （２０２６年８月１４日付紙面掲載） 南日本新聞 | 鹿児島,[],[]
南九州道八代南IC―田浦IC　18日午前6時ごろ通行止め解除――八代JCT―八代南ICは解除見込み立たず（南日本新聞）,https://news.yahoo.co.jp/articles/be88392cbdef70da1b5a62103dea5667e735c4d2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260817-00000003-minami-000-1-view.jpg?exp=10800,2026-08-17T15:05:24+09:00,2026-08-17T15:05:24+09:00,南日本新聞,minami,南日本新聞,149,（写真：南日本新聞社） 西日本高速道路は１７日、熊本地震の影響で通行止めとなっていた南九州自動車道の八代南ＩＣ（インターチェンジ）－田浦ＩＣ間を、１８日午前６時ごろ解除すると発表した。 八代ジャンクション（ＪＣＴ）－八代南ＩＣ間は通行止めが続き、解除の見込みは立っていない。 南日本新聞 | 鹿児島,[],[]
空き家に侵入、せいろや窓のサッシなど時価計14万5000円相当盗んだか――不審車両への職務質問で容疑浮上（南日本新聞）,https://news.yahoo.co.jp/articles/cb6b537b079785066e866356565ce68b686c1c67,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260817-00000002-minami-000-1-view.jpg?exp=10800,2026-08-17T14:30:21+09:00,2026-08-17T14:30:21+09:00,南日本新聞,minami,南日本新聞,225,（写真：南日本新聞社） 曽於署は１７日、邸宅侵入と窃盗の疑いで、本籍霧島市、住所不定の無職の男（５７）を逮捕した。 逮捕容疑は１日午前２時ごろ、曽於市の畜産業女性（７９）が管理する空き家に侵入し、せいろや窓のサッシ、網戸など（時価計１４万５０００円相当）を盗んだ疑い。同日、女性が被害届を出していた。 １６日午後３時ごろ、曽於市内の空き地に不審な車両が止まっていると通報を受けた警察官が、車に乗っていた男に職務質問し発覚した。 南日本新聞 | 鹿児島,[],[]
別事件で捜査――大麻草所持容疑で男逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/444d56588612d46d7a2f1cb166b1067169c397d6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260817-00000001-minami-000-1-view.jpg?exp=10800,2026-08-17T14:15:22+09:00,2026-08-17T14:15:22+09:00,南日本新聞,minami,南日本新聞,143,（写真：南日本新聞社） 鹿児島南署は１７日、麻薬取締法違反（所持）の疑いで、鹿児島市小野３丁目、会社員の男（２４）を７月２９日に現行犯逮捕したと発表した。 逮捕容疑は７月下旬、自宅で若干量の大麻草を所持した疑い。署によると、別の薬物事件で家宅捜索をして発覚した。 南日本新聞 | 鹿児島,[],[]
