headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
鹿児島市の横断歩道、青信号を渡る78歳男性が軽乗用車にはねられ…約3時間後に死亡（南日本新聞）,https://news.yahoo.co.jp/articles/3eb3706d7b7503fd8a83f21e6a28f2f69bb643ac,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260913-00000005-minami-000-1-view.jpg?exp=10800,2026-09-13T23:55:27+09:00,2026-09-13T23:55:27+09:00,南日本新聞,minami,南日本新聞,278,（写真：南日本新聞社） １３日午後４時ごろ、鹿児島市下福元町の国道２２５号福平中前交差点で、横断歩道を渡っていた近くの無職男性（７８）が、南九州市方向から来た軽乗用車にはねられ、搬送先の病院で約３時間後に死亡した。 鹿児島南署は同日、過失運転致傷の疑いで、鹿児島市の無職男性（７５）を現行犯逮捕した。軽乗用車は容疑者が運転しており、「人をはねた」と話しているという。 現場は見通しの良い片側１車線の直線で信号機がある。同署によると、目撃情報やドライブレコーダーの記録から、横断歩道は青信号だったとみられる。目撃者が１１０番通報した。 南日本新聞 | 鹿児島,[],[]
【速報】J3鹿児島ユナイテッド、今季初のリーグ3連勝 敵地で滋賀に2－1（南日本新聞）,https://news.yahoo.co.jp/articles/6c0a14aaf4509b2b640240d53f3e0ef17442aa1f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260913-00000004-minami-000-2-view.jpg?exp=10800,2026-09-13T20:45:21+09:00,2026-09-13T20:47:15+09:00,南日本新聞,minami,南日本新聞,158,前半、相手と競り合う鹿児島の田中（左）＝平和堂ＨＡＴＯスタジアム（京都新聞社提供） 明治安田Ｊ３は１３日、第６節があった。鹿児島ユナイテッドＦＣは滋賀県彦根市の平和堂ＨＡＴＯスタジアムで滋賀に２－１で勝ち、今季初のリーグ３連勝とした。 次節は１９日、鹿児島市の白波スタジアムで栃木ＳＣと戦う。 南日本新聞 | 鹿児島,[],[]
屋久島町の殺人疑い　８４歳の男を鹿児島地検に送検…男は「事件のことはよくわからない」（南日本新聞）,https://news.yahoo.co.jp/articles/9a12366628869d2f788f7ba8658880eae375e97c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260913-00000003-minami-000-1-view.jpg?exp=10800,2026-09-13T18:45:22+09:00,2026-09-13T18:45:22+09:00,南日本新聞,minami,南日本新聞,413,鹿児島地検に送検される男＝１３日午後１時５０分ごろ、鹿児島市の鹿児島中央署 屋久島署は１３日、８０歳の男性を棒のようなもので殴って殺害したとして、殺人の疑いで逮捕した無職の男（８４）＝屋久島町中間＝を鹿児島地検に送検した。 送検容疑は１１日午前６時２０分〜同３５分ごろまでの間、同町栗生の空き地で、近くの大工男性（８０）の頭などを棒のようなもので複数回殴り殺害した疑い。男は「事件のことはよくわからない。弁解することはない」などと供述している。 県警によると、同日午前６時２５分、通行人が「男２人がけんかしているようだ」と近くの駐在所に通報した。男性はあおむけに倒れ、搬送先の病院で同１１時ごろ死亡した。頭や顔に傷が集中していた。死因などは捜査中。 通行人が、男が棒のようなものを持っているのを目撃していることなどから県警は凶器と判断。現場近くに棒のようなものが複数見つかっており、詳しい特定を進める。 南日本新聞 | 鹿児島,[],[]
霧島市の男、弁護士紹介で「着手金15万円を」…実は相談せず、返すタイミング失い逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/82f94288f959208c35ad16b828cb459c1704a0c6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260913-00000002-minami-000-1-view.jpg?exp=10800,2026-09-13T17:35:21+09:00,2026-09-13T17:35:21+09:00,南日本新聞,minami,南日本新聞,291,（写真：南日本新聞社） 霧島署は１３日、詐欺の疑いで、本籍霧島市、住居、職業不詳の男性（３３）を逮捕した。逮捕容疑は２０２５年４月１９日、同市のコンビニエンスストア駐車場で、以前から弁護士紹介の相談を受けていた同市の３０代女性に「知り合いの弁護士事務所に相談した。着手金３０万円のうち１５万を払うので残りを払ってほしい」などと持ちかけ、現金１５万円をだまし取った疑い。署によると、支払い後も手続きが進まなかったため、女性が同年８月に被害届を出していた。男性は「弁護士に相談したがうまく話が進まなかった。お金を返すタイミングを失っていた」と容疑を否認している。 南日本新聞 | 鹿児島,[],[]
〈続報〉屋久島で84歳男が80歳大工を殺害…屋久島署と鹿児島県警捜査１課が容疑で男逮捕…棒で殴る？　生活道の脇、住民「何が？」（南日本新聞）,https://news.yahoo.co.jp/articles/4114dbbfab05cb0a001f6d256423ec2333f7c68c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260913-00000001-minami-000-1-view.jpg?exp=10800,2026-09-13T07:00:23+09:00,2026-09-13T07:00:23+09:00,南日本新聞,minami,南日本新聞,1021,事件現場となった空き地＝１２日、屋久島町栗生 屋久島署と県警捜査１課は１２日、８０歳の男性を棒のようなもので殴って殺害したとして、殺人の疑いで、屋久島町中間、無職男（８４）を逮捕した。「事件のことはよくわからない」とする一方、「弁解することはない」などと供述している。死因は捜査中。 【写真】〈続報〉屋久島で84歳男が80歳大工を殺害…屋久島署と鹿児島県警捜査１課が容疑で男逮捕…棒で殴る？ 生活道の脇、住民「何が？」 逮捕容疑は１１日午前６時２０分ごろから同３５分ごろまでの間に、同町栗生の空き地で、近くの大工男性（８０）の頭などを棒のようなもので複数回殴って殺害した疑い。 捜査１課によると、１１日午前６時２５分、現場を通った男性が「男２人がけんかをしているようだ」と、近くの駐在所に通報し発覚。署員が現場に向かうと、男性があおむけに倒れ、男は近くに立っていた。２人とも顔などに出血があり病院に搬送され、男性は搬送先で午前１１時ごろ死亡した。男は命に別条はなかった。 ２人の関係は捜査中。男性の傷は上半身に複数あり、頭や顔に集中していた。通報した男性が、男が棒のようなものを持っているのを目撃していることなどから、県警は凶器と判断。近くに棒のようなものが複数見つかっており、詳しい特定を進め、トラブルの有無など動機を調べる。 現場は栗生診療所から西に約６０メートル。 ◇ 屋久島町の大工男性（８０）が殺害され、殺人容疑で同町の無職男（８４）が１２日に逮捕された事件。現場は栗生集落の生活道路の脇にある小さな空き地だった。「何もない場所で早朝から２人に何があったのか」。住民は驚き真相解明を願った。 現場は県道から宅地へと抜ける幅約３メートルの道路に接した空き地。住民によると休耕地で、集落の７０代男性は「通り抜けることはあっても、立ち止まるような場所ではない」と話す。 複数の住民によると、男性は朝夕の散歩を日課にしていた。男は約２キロ離れた隣の中間集落に居住するが、栗生の商店で朝に買い物をする姿が度々目撃されている。事件当日の午前６時ごろ、現場付近で口論するような声を聞いたという証言もある。 栗生集落は人口約３４０人。男性を知る７０代男性は「おとなしい人。トラブルでもあったのだろうか」と肩を落とした。別の７０代男性は「集落で警察沙汰が起きることはめったにない。緊急車両が何台も来て騒然とし驚いた」と話した。 南日本新聞 | 鹿児島,[],[]
