headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
「睡眠」で脳の老化は遅らせられる？（日経グッデイ）,https://news.yahoo.co.jp/articles/e0aa13b8f59984c1f64cb72655c863f94734ff76,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-59367589-gooday-000-1-view.jpg?exp=10800,2026-05-18T11:00:00+09:00,2026-05-18T11:00:00+09:00,日経グッデイ,gooday,日経グッデイ,1834,"【問題】脳と睡眠について、以下のうち正しいものはどれでしょう。 この記事では、今知っておきたい健康や医療の知識をQ＆A形式で紹介します。ぜひ今日からのセルフケアにお役立てください！ ●「脳と睡眠」に関する問題 【問題】脳と睡眠について、以下のうち正しいものはどれでしょう。 （1）15分程度のうたた寝では脳は休まらない （2）睡眠中に脳内の老廃物が排出されやすくなる （3）記憶の定着はレム睡眠中に起こる （4）認知症予防に「睡眠は5時間」が推奨されている 正解は、（2）睡眠中に脳内の老廃物が排出されやすくなる です。 ●脳の老化を抑えるには？ 人間の脳は加齢とともに萎縮し、思考や判断、会話やコミュニケーション、記憶のコントロールといった「高次認知機能」が低下していきます。 ですが、同じ年齢でも老けて見える人、若々しく見える人がいるように、脳においても、萎縮が速く進んでしまう人がいる一方で、ゆっくりと進む人もいます。萎縮、つまり脳の老化のスピードには個人差があり、50代、60代、70代と年を重ねていくほどその差は大きくなっていくのです。なぜなら、そこには長年積み重ねた日々の「生活習慣」が大きく関わっているからです。 では、すでに50代、60代、70代になっている人が脳の老化スピードを遅らせたいと思っても手遅れなのでしょうか。脳の発達や加齢のメカニズムを研究する東北大学加齢医学研究所教授の瀧靖之氏は「手遅れではありません。脳には『可塑性』と呼ばれる変化し続ける力があります。いくつになっても脳に刺激を与えることで、神経細胞同士をつなぐ情報伝達回路のネットワークを強化したり、新たなネットワークを広げたりすることが可能です」と話します。 さらに、記憶をつかさどる海馬では、年齢にかかわらず神経細胞が新たに作られる神経新生が起きることも分かってきています。脳はいくつになっても、成長できるのです。脳を若く保って認知機能の低下を防ぎ、いつまでもはつらつと生きる理想のシニア像を目指すのは、今からでも遅くありません。 ●睡眠は「脳の掃除」 何時間寝るといい？ 脳の可塑性や海馬の神経新生を促し、脳を若く保つためには運動、食事、睡眠などの生活習慣が重要となりますが、今回は中でも脳と睡眠との関係について紹介しましょう。 睡眠は、日中の活動での脳の疲労やストレスを取り除いたり、脳の神経細胞のネットワークを効率化したり、記憶を定着させたりする役割を果たしています。そのため、「睡眠不足が続くと、脳の可塑性や海馬の神経新生が抑えられ、海馬の萎縮につながります」（瀧氏） どの程度の睡眠時間をとればいいのかは個人差があるため一概には言えません。ですが、様々な疫学調査を踏まえると、7時間前後の睡眠時間を確保することが将来的な認知症のリスクを下げると言われています（＊1）。 その背景の1つに、睡眠中に、脳内の老廃物の一種でアルツハイマー型認知症の原因物質とされる「アミロイドβ（ベータ）」が排出されやすくなることが挙げられます（＊2）。睡眠は、記憶の定着のためだけでなく、脳の掃除のためにも重要なのです。 こうした老廃物の除去や記憶の定着は、「ノンレム睡眠」の最中に起こっているといいます。「ノンレム睡眠」と夢を見る「レム睡眠」は約90分の周期で繰り返されており、ある程度ノンレム睡眠の回数を重ねることが重要です。そのため、ショートスリーパーは、脳の健康の観点からはあまりよくないと言えます。 「年齢を重ねてくると、平均睡眠時間が短くなったり、睡眠の連続性が低下したりする『断片化』が起こってきます。そうした人は、昼間の活動量や運動量を高めることで、夜に眠りやすくなります。また、昼寝の習慣がある人は、夜の睡眠の妨げとなる長時間や夕方にはしないように注意しましょう。15分程度のうたた寝なら、脳を休め、その後の作業効率を高める効果があります」（瀧氏） 脳の老化を防ぐ睡眠のコツ7時間前後の睡眠時間を確保する睡眠時間が短い、もしくは夜中に何度も目が覚める人は、日中の活動量や運動量を増やす昼寝は15分程度に収める。夕方にはしないように注意する ＊1 Chen JC, et al. Alzheimer's ＆ Dementia. 2016; 12(1): 21-33. ＊2 Xie L, et al. Science. 2013; 342(6156): 373-377.",[],[]
