headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
顧客4人にウソ重ねた営業次長…預金口座から払い戻し、800万円だまし取る――「信用金庫への信頼揺るがした」懲役3年判決　鹿児島地裁（南日本新聞）,https://news.yahoo.co.jp/articles/fc0fee60b4dc7cb86db29dcc3d43029ce4fb7444,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000010-minami-000-2-view.jpg?exp=10800,2026-05-18T20:44:21+09:00,2026-05-18T23:26:11+09:00,南日本新聞,minami,南日本新聞,351,（写真：南日本新聞社） 鹿児島信用金庫の顧客４人から計約８００万円をだまし取ったとして、詐欺の罪に問われた本籍和泊町、住所不定、元谷山支店営業次長の無職の男（４６）の判決公判が１８日、鹿児島地裁であり、中市達也裁判官は懲役３年（求刑同４年）を言い渡した。 中市裁判官は判決理由で、顧客に適当な説明をして預金口座から払い戻しをさせ、自らのために利用したと指摘。「卑劣で悪質な犯行。信用金庫に対する顧客の信頼を揺るがした。結果は重大で、被害弁償もされていない」と述べた。 判決などによると、２０２０年６月〜２１年６月の間、融資の手続きや返済を担当した顧客４人に、それぞれ現金を払い戻す申請書を記入させ、別の職員に提出。職員には顧客に現金を渡すように装い、計７９６万円をだまし取った。 南日本新聞 | 鹿児島,[],[]
「行ったことない場所、たくさんあった」―野田中生徒が地元史跡巡り　学年ごとコース分け、住民が案内（南日本新聞）,https://news.yahoo.co.jp/articles/9a5b4e51250aea38cc2c4d0bcfd0a293a2d5e012,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000009-minami-000-2-view.jpg?exp=10800,2026-05-18T20:00:22+09:00,2026-05-18T23:25:39+09:00,南日本新聞,minami,南日本新聞,509,地域の人から説明を受けながら地元の施設などを巡る生徒＝鹿児島県出水市野田町上名 鹿児島県出水市の野田中学校（１００人）の生徒が９日、地域住民の案内で地元の史跡や施設などを巡った。今後、それぞれ追究したいテーマを決め、年間学習で深めていく予定だ。 まち歩きは総合学習の一環。学年ごとにコースを分け、それぞれ３０人超が参加した。１年生は武家屋敷群がある熊陳地区、２年生は野田郷駅周辺、３年生は駅より北の地区を中心に歩き、橋口靖一さん（７２）ら野田地区コミュニティ協議会のメンバーが案内した。 ２年生は神社などの史跡のほか、川の湧水や農産物の直売所などを見学した。学校近くの野田運動場では「かつて武士が武芸を鍛錬する場で、戦後も『調練場』と呼ばれ親しまれた」などと説明を受けた。生徒は熱心に聞きながら、写真に収めるなどしていた。 ２年の松下昂暉さんは「今まで行ったことのない場所がたくさんあった。瓦屋根の家や石碑が多いのが興味深かった」と話した。 指導する杉安駿斗教諭（２６）は「地元の方と一緒に取り組めたのはありがたい。まち歩きを通じて気になることや疑問を見つけ、地域でも発表できれば」と期待した。 南日本新聞 | 鹿児島,[],[]
環境相に改めて謝罪要求「多くの患者を傷つけた」　水俣病支援者ら申し入れ　（南日本新聞）,https://news.yahoo.co.jp/articles/1878d97886d29472b2d5b7ce8800bc390723e16c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000008-minami-000-1-view.jpg?exp=10800,2026-05-18T19:35:22+09:00,2026-05-18T19:35:22+09:00,南日本新聞,minami,南日本新聞,508,環境省職員と面会後、会見する松永幸一郎さん（右）と加藤タケ子さん＝１８日、東京・霞が関 石原宏高環境相が、障害福祉の拡充を求める水俣病患者の要望に対応する意向を示した後、一転して「（本人が）目の前にいたので発言したが現実は難しい」と態度を翻したことを巡り、水俣病被害者・支援者連絡会の被害者７団体は１８日、石原氏に謝罪を求める要望書を環境省側に提出した。支援者らが東京都内で会見し「多くの患者を傷つけた」と訴えた。 要望書では、「苦しみ続ける被害者を冒涜（ぼうとく）するものであり、決して許されることではない」と指摘。「軽率な発言や対応」を反省し、公の場で謝罪するよう求めた。 石原氏は４月３０日、水俣市で胎児性患者の金子雄二さん（７０）と面会した際、市の障害者支援事業を巡る要望を受け「私から市長に話す」と応じた。しかし、その後の記者会見で「現実は難しい」などと述べた。 面会に同席した支援者の加藤タケ子さん（７５）と、認定患者の松永幸一郎さん（６２）は１８日、環境省職員に申し入れた後、会見を開いた。市の制度利用の壁を念頭に「患者の障害の原因は、加齢ではなく水俣病によるもの」と強調した。 南日本新聞 | 鹿児島,[],[]
「防災庁設置とともに火山防災強化を」――自民議連が対策加速化求め大会　10年で予算1000億円確保求める（南日本新聞）,https://news.yahoo.co.jp/articles/2ddfaf6b3ee35f72162ac9b95856f5a6c8c23688,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000007-minami-000-1-view.jpg?exp=10800,2026-05-18T19:25:24+09:00,2026-05-18T19:25:24+09:00,南日本新聞,minami,南日本新聞,480,政府に決議を手渡す自民党火山噴火予知・対策推進議員連盟の古屋圭司会長（右から３人目）＝１８日、東京・永田町 自民党の火山噴火予知・対策推進議員連盟は１８日、火山防災対策の加速化を訴える大会を東京・永田町で開いた。政府の火山調査研究推進本部（火山本部）が昨年３月決定した総合基本施策の中間取りまとめを踏まえ、今後１０年間で約１０００億円の予算確保を求めた。 【写真】火山防災加速化大会であいさつする下鶴隆央・鹿児島市長＝１８日、東京・永田町 大会は火山防災強化推進都道県連盟と火山防災強化市町村ネットワークも共催し、調査研究や人材育成、普及啓発などに関する９項目を決議した。「防災庁設置とともに火山防災の強化につなげ、災害時と日常時の対策を融合するフェーズフリーも前進させることが求められる」とした。 大会には市町村ネットワーク会長の下鶴隆央・鹿児島市長も出席した。桜島の大規模噴火で大量軽石火山灰があった場合に備え、住民避難のための拡散予測シミュレーターの構築などを進めていると紹介。「大規模噴火でも犠牲者ゼロの実現を目指す」と述べた。 南日本新聞 | 鹿児島,[],[]
夢見て来日、パン工場で3年…母が稼ぐのは子どもの学費――フィリピン人技能実習生が書いた日本語エッセー、文芸誌に掲載（南日本新聞）,https://news.yahoo.co.jp/articles/a2ae7bb69e1a574334db18bf8f3549911ca7aa2a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000006-minami-000-1-view.jpg?exp=10800,2026-05-18T16:20:21+09:00,2026-05-18T16:20:21+09:00,南日本新聞,minami,南日本新聞,742,日本語でエッセーを執筆したフィリピン人のグロリビナ・エヴァラロザさん＝鹿児島県垂水市南松原町の市立図書館 鹿児島県垂水市で働くフィリピン人技能実習生のグロリビナ・エヴァラロザさん（４７）が、日々の暮らしを日本語のエッセーにまとめた。作品は市内有志が年１回発行する文芸誌「七岳（ななっだけ）」の最新号に掲載されている。同誌に外国人の執筆者が参加したのは初めてという。 グロリビナさんは子どもの頃から日本で仕事をするのが夢だった。働きながら大学を卒業して現地の日系企業の工場などに勤めた後、２０１０年に初めて来日し、千葉県のパン工場で３年ほど勤務。２４年に再来日し、垂水市内の畜産関係の会社で働く。「自分が苦労した分、子どもには学びに集中してほしい」と、稼いだお金は２人の子どもの学費に充てている。 語学力向上のため、市地域おこし協力隊の高櫻健一さん（４１）が開く日本語教室に通う。文章を書く課題で書き上げた「詩のような」文を読んだ高櫻さんから投稿を勧められたという。 「自分には絶対に無理だと思ったが、断り切れなかった」と笑う。元となる文を英語で執筆し、翻訳アプリを使ったり、高櫻さんの添削を受けたりしながら日本語に訳した。「執筆したおかげでたくさんの言葉を学んだ」と話す。 エッセーでは、寂しく、仕事も大変という第一印象だった垂水が、父の言葉や職場の上司との関わり、自然が作り出す風景によって「第二の故郷」へと徐々に変化していく過程を描いた。「町の真の美しさはそれを故郷と呼ぶ人々の中にある」と結んでいる。 グロリビナさんは「他に文章を書く才能がある外国人も多くいると思う。完璧な文章ではないが、いろいろな人の協力で貴重な機会をもらって感激している」と話した。 南日本新聞 | 鹿児島,[],[]
【速報】鹿児島レブナイズ新監督にカミノ氏　アシスタントコーチから昇格　バスケットボールB2（南日本新聞）,https://news.yahoo.co.jp/articles/aea02af4010d1bb4bf51d66d78f225156d8a4cc7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000005-minami-000-1-view.jpg?exp=10800,2026-05-18T15:15:26+09:00,2026-05-18T15:15:26+09:00,南日本新聞,minami,南日本新聞,456,アシスタントコーチから監督に昇格するカミノ氏＝西原商会アリーナ（クラブ提供） バスケットボールＢリーグ２部（Ｂ２）の鹿児島レブナイズは１８日、２０２６〜２７年シーズンの監督に、今季アシスタントコーチを務めたマティアス・カミノ・ロペス氏（３５）が内部昇格で就任すると発表した。 【写真】今季、カレロ氏の下でアシスタントコーチを務めたカミノ監督（左）＝西原商会アリーナ（クラブ提供） カミノ氏はスペイン出身。デンマークでプロチームや世代別代表の監督などを務めた。２５〜２６年シーズンにレブナイズに加入。同じスペイン出身のフェルナンド・カレロ・ヒル監督を支え、チームの２年連続プレーオフ進出に貢献した。 監督を巡っては今季終了後、チームを３シーズン率いたカレロ氏の退任が決まった。クラブは後任について、１４日にあった会見で「カレロ氏のスタイルを引き継ぎながら、新たな色を出せる人材」と説明していた。 カレロ氏がチームに浸透させたスペイン語の合言葉「バモス（行くぞ）」が継承されるかも注目される。 南日本新聞 | 鹿児島,[],[]
生理休暇→「ウェルネス休暇」に変えたら利用増―鹿児島県内の企業、名称見直し広がる　性別を問わず、不妊治療にも適用（南日本新聞）,https://news.yahoo.co.jp/articles/f3667e5fd276f5e754bed5125f1aa0c3f189c7dd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000004-minami-000-1-view.jpg?exp=10800,2026-05-18T11:40:21+09:00,2026-05-18T11:40:21+09:00,南日本新聞,minami,南日本新聞,1009,生理休暇を「ウェルネス休暇」に改めた鹿児島銀行。項目を選択して申請する＝４月、鹿児島市 就業が著しく困難な場合に取得できる女性の「生理休暇」について、名称を見直す動きが鹿児島県内で進みつつある。直接的な表現を避けて取りづらさを軽減するのが狙いだ。適用範囲を広げ、性別を問わず利用できる制度にした企業も出てきた。 鹿児島銀行（鹿児島市）は２０２３年４月、生理休暇を「ウェルネス休暇」に改めた。女性従業員は約１０００人で、改称前の利用は年２～５人程度だったが、２３年度２４人、２４年度３３人、２５年度４２人と増えた。 さらに、不妊治療や健康診断の再検査にも適用範囲を拡大。性別不問とし、男性の利用も年々増えている。人事部の西丸綾香調査役は「生理という直接的な名称を変えたことで利用のハードルが下がったようだ。従業員の健康管理への意識も高まった」と話す。 このほか同市の南風病院も２４年、「ウェルネス休暇」を導入。生理では年５日間は有給で休めるようになり、利用者が大幅に増えたという。鹿児島県は今年４月、生理休暇を「健康管理休暇」に改称した。 生理休暇は１９４７年の労働基準法の制定時に定められ、従業員が希望すれば認めるよう使用者に義務付ける。だが、取得率は低迷し、厚生労働省の２０２０年度調査では０．９％だった。鎮痛剤などで不調時に対処できるようになった一方、個人差があり、我慢するケースは少なくない。 企業によって制度の手厚さも異なる。県の２５年度調査では回答した５０５事業所のうち、有給休暇とするのは３割台にとどまった。 国は４月施行の改正女性活躍推進法で、「女性の健康上の特性」に配慮することを明記。企業に職場での支援や理解を促す。 こうした中、生理への理解を深めようと取り組む企業もある。 霧島市の建設業、ヤマグチは昨年度、生理痛を疑似体験する研修会を開いた。電気刺激装置で下腹部の鈍痛を再現。参加者からは「この痛みを感じながら仕事するのはつらい」などの感想が寄せられた。総務課の迫間彩夏さん（２７）は「生理以外にも、季節や年齢の関係で体調不良になることは誰でもあり得る。社員の相互理解につながってほしい」と期待する。 県内の人事担当者からは「女性の間でも生理の痛みや症状に対する理解の差がある」との声も聞かれる。休みやすい雰囲気づくりには、制度整備だけでなく、一人一人の理解が欠かせない。 南日本新聞 | 鹿児島,[],[]
立ち入り禁止エリア探検、車掌業務の体験も―肥薩おれんじ鉄道がファン向け体験イベント「大人の鉄道学校」（南日本新聞）,https://news.yahoo.co.jp/articles/187075b61d67a14f98f9557c7ef763efc46e8e10,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000003-minami-000-1-view.jpg?exp=10800,2026-05-18T10:40:21+09:00,2026-05-18T10:40:21+09:00,南日本新聞,minami,南日本新聞,574,車両を整備する検修庫で説明を聞く参加者＝１６日、出水市上鯖渕 鉄道ファン向けの体験型イベント「大人の鉄道学校」が１６日、肥薩おれんじ鉄道の出水駅（出水市）周辺であった。県内外の１４人が、普段立ち入ることができない場所で撮影や体験を楽しんだ。 【写真】車掌（右）に教わりながら仕事を体験する参加者 午前は立ち入り禁止の留置線で車両を撮影。行き先の表示が、特別運行で使われた「鹿児島中央」「枕崎」のほか、イベント用の「出水基地」などに次々変えられた。午後は、構内を移動する車両に乗り、操車係が手旗で指示を出す様子を見学。車両整備の検修庫では、車両課の中島太さん（５１）が作業や部品を細かく説明し、車掌業務や連結部分を動かす体験もあった。 浜松市の長田光弘さん（５３）は鉄道ファン仲間の子、渡邊拓也さん（１２）を連れて参加し「愛情を持って運行しているのが分かり、さらに親しみを持てた」。企画した営業部兼車掌の谷口惣一郎さん（２４）は「期待以上の反応。新たな企画も考えたい」と手応えを口にした。 ３０、３１日も午前１０時～午後３時にあり、両日定員３０人（最少１２人で実施）。出水駅構内に停車する「おれんじ食堂」で食べる特製の和食付きで税込み９８００円。１０日前の２０、２１日午後４時締め切り。予約センター＝０９９６（６３）６８６１。 南日本新聞 | 鹿児島,[],[]
「警戒レベル4までに必ず避難を」――新防災気象情報28日スタート、4災害で表現統一　専門家「まずレベルの色を覚えて」（南日本新聞）,https://news.yahoo.co.jp/articles/2af7021486db4a34e06840c77e18a405c317ebc7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260518-00000001-minami-000-1-view.jpg?exp=10800,2026-05-18T06:00:21+09:00,2026-05-18T06:00:21+09:00,南日本新聞,minami,南日本新聞,812,新たな防災気象情報の説明や活用について学ぶ県民防災講演会＝１７日、姶良市西餅田の姶良公民館 気象庁と国土交通省が２８日から提供を始める新しい防災気象情報は、４種類の災害（河川氾濫、大雨、土砂災害、高潮）ごとに、相当する警戒レベルと警報などの名称を併記し、表現を統一した。直感的に避難を判断してもらう狙いで、「警戒レベル４までに必ず避難を」と呼びかける。１７日、鹿児島県姶良市で県民向けの防災講演会があり、鹿児島地方気象台職員ら専門家３人が情報の受け取り方や活用方法を説明した。 【写真】新たな防災気象情報が一目で分かる一覧表 気象庁によると、危険度は高い順にレベル５の「特別警報」、４の「危険警報」、３の「警報」と続く。「早期注意情報」は災害の恐れがある数日前から１日前に出して注意を促す。市町村はこの情報などを参考に「高齢者等避難」や「避難指示」を発令する。 登壇した気象台の山口健司次長（５９）は運用開始の背景を「避難するタイミングが分かりにくいという課題があった」と説明。「高齢者や避難に時間を要する人は『レベル３』で動いてほしい。『レベル４』は危険な場所から全員避難すべきだ」と呼びかけた。 気象庁ではこれまでに、土砂災害や浸水害、洪水災害の危険度を色で確認できる「キキクル」をウェブサイトで公開しており、今回の新情報の色とも対応する。気象防災アドバイザーで志布志市総務課の黒川晃危機管理監（５４）は「視覚的に素早く理解するため、まずはレベルの色を覚えて」と強調した。 県地域防災アドバイザーの村野剛さん（６４）＝垂水市＝は各レベルに応じ、自分自身の避難行動を想定しておくよう求めた。「地域力の高まりが防災力の向上につながる。地域住民で話し合って防災マップを作ったり、街歩きをして実情を把握したりして万全な備えを」と訴えた。 気象台は公式ユーチューチャンネルで新情報の解説動画を公開している。 南日本新聞 | 鹿児島,[],[]
