headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
【イースタン・リーグ】DeNA先発は22年ドラ2・吉野光樹！楽天は瀧中瞭太が先発登板！＜スタメン＞（イージースポーツ）,https://news.yahoo.co.jp/articles/a9495b87463e75cb03698d14d9c6d029de6e3535,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010005-elevenspo-000-1-view.jpg?exp=10800,2024-05-24T17:11:55+09:00,2024-05-24T17:11:55+09:00,イージースポーツ,elevenspo,イージースポーツ,398,\n横須賀スタジアム\n5月24日(金)、横須賀スタジアムにてイースタン・リーグ公式戦「横浜DeNAベイスターズ vs 東北楽天ゴールデンイーグルス」の一戦が行われる。\n両チームのスタメンは以下の通り。\nイースタン・リーグ | 5月24日(金) DeNA vs 楽天\nDeNA\n1番(右) 度会隆輝\n2番(中) 梶原昂希\n3番(左) 楠本泰史\n4番(三) 井上絢登\n5番(DH) 大田泰示\n6番(一) 蓮\n7番(二) 粟飯原龍之介\n8番(捕) 九鬼隆平\n9番(遊) 石上泰輝\n先発 吉野光樹\n\n\n楽天\n1番(中) 中島大輔\n2番(三) フランコ\n3番(捕) 堀内謙伍\n4番(一) 安田悠馬\n5番(DH) 黒川史陽\n6番(二) 永田颯太郎\n7番(左) 大河原翔\n8番(遊) 澤野聖悠\n9番(右) 吉野創士\n先発 瀧中瞭太\nEASY SPORTS,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010005-elevenspo-000-1-view.jpg?pri=l&w=640&h=360&exp=10800'],"['https://news.yahoo.co.jp/articles/a9495b87463e75cb03698d14d9c6d029de6e3535/images/000', 'https://easysports.jp/video/119752']"
【DeNA】1番(右)で先発出場の度会が3安打猛打賞と躍動！先発・吉野は5回1失点・7奪三振！〈ファーム〉（イージースポーツ）,https://news.yahoo.co.jp/articles/8cb1790ff7eeac01892af780fe3f85e556be51ba,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010006-elevenspo-000-1-view.jpg?exp=10800,2024-05-24T21:48:16+09:00,2024-05-24T21:48:16+09:00,イージースポーツ,elevenspo,イージースポーツ,494,\n〇DeNA 2-1 楽天●\nDeNA・度会隆輝 選手\n横須賀スタジアムで行われたイースタン・リーグ「DeNA vs 楽天」の一戦。\n\n試合は初回から動く。\nDeNA先頭・度会選手が楽天・瀧中投手のほぼ真ん中へのストレートをレフトへ運び、2ベースヒットに。\n後続が連続ゴロで倒れ2アウト3塁とするも、打率3割越えをキープ中の4番・井上選手がセンターへのタイムリーヒットを放ち、ルーキーの度会選手・井上選手の2人で先制点をあげる。\nイースタン・リーグ | 5月24日(金) DeNA vs 楽天\n続く2回、先頭・7番の粟飯原選手のヒットなどでノーアウト満塁のチャンスを迎えると、打席には1番・度会選手。\n1打席目と同じストレートをセンター前へ弾き返し、2-0とリード。\nしかし3回以降追加点を奪えず、これが試合を決める一打となった。\n今日度会選手は4打数3安打、1打点と猛打賞の活躍で1軍再昇格へ向けて猛アピールした。\n\n一方楽天は、4回にフランコ選手に今季第2号ホームランが飛びだすも、投打が噛み合わず得点を挙げることができなかった。\nEASY SPORTS,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010006-elevenspo-000-1-view.jpg?pri=l&w=640&h=360&exp=10800'],"['https://news.yahoo.co.jp/articles/8cb1790ff7eeac01892af780fe3f85e556be51ba/images/000', 'https://easysports.jp/video/119752']"
【イースタン・リーグ】ヤクルト先発は山野太一 4番(右)澤井廉！ 西武先発は浜屋将太！＜スタメン＞（イージースポーツ）,https://news.yahoo.co.jp/articles/f67c1a9b58d6a94bee6d244aa1e111eaa4e55d64,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010003-elevenspo-000-1-view.jpg?exp=10800,2024-05-24T13:29:14+09:00,2024-05-24T13:29:14+09:00,イージースポーツ,elevenspo,イージースポーツ,373,\nヤクルト戸田球場\n5月24日(金)、ヤクルト戸田球場にてイースタン・リーグ公式戦「東京ヤクルトスワローズ vs 埼玉西武ライオンズ」の一戦が行われる。\n両チームのスタメンは以下の通り。\nイースタン・リーグ | 5月24日(金) ヤクルト vs 西武\nヤクルト\n1番(中)並木秀尊\n2番(遊)伊藤琉偉\n3番(左)太田賢吾\n4番(右)澤井廉\n5番(二)宮本丈\n6番(一)三ツ俣大樹\n7番(捕)橋本星哉\n8番(DH)フェリペ\n9番(三)西村瑠伊斗\n先発 山野太一\n\n西武\n1番(左)奥村光一\n2番(中)モンテル\n3番(DH)長谷川信哉\n4番(三)渡部健人\n5番(二)山野辺翔\n6番(一)陽川尚将\n7番(遊)川野涼多\n8番(捕)野田海人\n9番(右)古川雄大\n先発 浜屋将太\nEASY SPORTS,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010003-elevenspo-000-1-view.jpg?pri=l&w=640&h=359&exp=10800'],"['https://news.yahoo.co.jp/articles/f67c1a9b58d6a94bee6d244aa1e111eaa4e55d64/images/000', 'https://easysports.jp/video/119749']"
【イースタン・リーグ】オイシックス先発は目黒宏也！ロッテ先発は大谷輝龍！＜スタメン＞（イージースポーツ）,https://news.yahoo.co.jp/articles/3fe230328a4704647c11c5607e7be933a5e8bfd5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010002-elevenspo-000-1-view.jpg?exp=10800,2024-05-24T12:54:02+09:00,2024-05-24T12:54:02+09:00,イージースポーツ,elevenspo,イージースポーツ,385,\n長岡市悠久山野球場\n5月24日(金)、長岡市悠久山野球場にてイースタン・リーグ公式戦「オイシックス新潟アルビレックスBC vs 千葉ロッテマリーンズ」の一戦が行われる。\n両チームのスタメンは以下の通り。\nウエスタン・リーグ | 5月24日(金) オイシックス vs ロッテ\nオイシックス\n1番(右)藤原大智\n2番(遊)田中俊太\n3番(左)小池智也\n4番(一)中山翔太\n5番(DH)髙山俊\n6番(二)園部佳太\n7番(中)知念大成\n8番(三)小西慶治\n9番(捕)島崎太一\n先発 目黒宏也\n\nロッテ\n1番(DH)平沢大河\n2番(中)愛斗\n3番(三)上田希由翔\n4番(左)山口航輝\n5番(右)山本大斗\n6番(一)井上晴哉\n7番(二)金田優太\n8番(捕)植田将太\n9番(遊)勝又琉偉\n先発 大谷輝龍\nEASY SPORTS,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010002-elevenspo-000-1-view.jpg?pri=l&w=640&h=358&exp=10800'],"['https://news.yahoo.co.jp/articles/3fe230328a4704647c11c5607e7be933a5e8bfd5/images/000', 'https://easysports.jp/video/119747']"
【阪神】井坪が先制2ラン！伊藤将、青柳の完封リレー！＜ファーム＞（イージースポーツ）,https://news.yahoo.co.jp/articles/596824249288ed5e59405cca0ccfc62eb9fcd174,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010004-elevenspo-000-2-view.jpg?exp=10800,2024-05-24T16:28:03+09:00,2024-05-24T16:41:44+09:00,イージースポーツ,elevenspo,イージースポーツ,384,\n○阪神2－0オリックス●\n先制2ランを放った阪神・ 井坪陽生選手\n5月24日(金)、阪神鳴尾浜球場にて行われたウエスタン・リーグ公式戦「阪神タイガース vs オリックス・バファローズ」の一戦。\nウエスタン・リーグ | 5月24日(金) 阪神 vs オリックス\n阪神は2回裏、二死一塁から7番・井坪陽生選手がレフトスタンドへ2ランを放ち先制に成功する。これが決勝点となった。\n\n投げては先発・伊藤将司投手が6イニングを投げ無失点の好投。ヒットは6回の1本のみに抑えるなど付けいる隙を与えなかった。\n2番手で登板の青柳晃洋投手も3回無失点被安打0の好投。1軍で2ケタ勝利経験を持つ2投手の完封リレーで阪神がカード初戦を勝利した。\n\n敗れたオリックスは先発の川瀬堅斗投手が6回2失点の投球を見せるも一発に泣き、打線も沈黙した。\nEASY SPORTS,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010004-elevenspo-000-2-view.jpg?pri=l&w=640&h=359&exp=10800'],"['https://news.yahoo.co.jp/articles/596824249288ed5e59405cca0ccfc62eb9fcd174/images/000', 'https://easysports.jp/video/119745']"
【ウエスタン・リーグ】阪神先発は伊藤将司！オリックス先発は川瀬堅斗！＜スタメン＞（イージースポーツ）,https://news.yahoo.co.jp/articles/49dcb8f99a184affa117f54367558a61f516dfa0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010001-elevenspo-000-1-view.jpg?exp=10800,2024-05-24T12:12:15+09:00,2024-05-24T12:12:15+09:00,イージースポーツ,elevenspo,イージースポーツ,369,\n阪神鳴尾浜球場\n5月24日(金)、阪神鳴尾浜球場にてウエスタン・リーグ公式戦「阪神タイガース vs オリックス・バファローズ」の一戦が行われる。\n両チームのスタメンは以下の通り。\nウエスタン・リーグ | 5月24日(金) 阪神 vs オリックス\n阪神\n1番(二)髙寺望夢\n2番(一)遠藤成\n3番(DH)片山雄哉\n4番(三)佐藤輝明\n5番(左)野口恭佑\n6番(右)小野寺暖\n7番(中)井坪陽生\n8番(捕)長坂拳弥\n9番(遊)山田脩也\n先発 伊藤将司\n\nオリックス\n1番(二)野口智哉\n2番(中)元謙太\n3番(DH)頓宮裕真\n4番(右)杉本裕太郎\n5番(一)山中尭之\n6番(左)池田陵真\n7番(三)大里昂生\n8番(遊)上野響平\n9番(捕)福永奨\n先発 川瀬堅斗\nEASY SPORTS,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010001-elevenspo-000-1-view.jpg?pri=l&w=640&h=361&exp=10800'],"['https://news.yahoo.co.jp/articles/49dcb8f99a184affa117f54367558a61f516dfa0/images/000', 'https://easysports.jp/video/119745']"
【ウエスタン・リーグ】中日先発は岡田俊哉！5番(三)で高橋周平が実戦復帰！広島先発は日髙暖己！＜スタメン＞（イージースポーツ）,https://news.yahoo.co.jp/articles/f5f92c209fd426d44b673f82b76adf24d0788871,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010000-elevenspo-000-1-view.jpg?exp=10800,2024-05-24T12:09:39+09:00,2024-05-24T12:09:39+09:00,イージースポーツ,elevenspo,イージースポーツ,407,\nナゴヤ球場\n5月24日(金)、ナゴヤ球場にてウエスタン・リーグ公式戦「中日ドラゴンズ vs 広島東洋カープ」の一戦が行われる。\n中日はふくらはぎの肉離れで戦列を離れていた高橋周平選手が5番・サードで実戦復帰。\nウエスタン・リーグ | 5月24日(金) 中日 vs 広島\n両チームのスタメンは以下の通り。\n\n\n\n中日\n1番(中)尾田剛樹\n2番(二)樋口正修\n3番(DH)ブライト健太\n4番(一)石川昂弥\n5番(三)高橋周平\n6番(捕)石橋康太\n7番(左)加藤翔平\n8番(右)後藤駿太\n9番(遊)ロドリゲス\n先発 岡田俊哉\n\n広島\n1番(二)佐藤啓介\n2番(右)田村俊介\n3番(一)シャイナー\n4番(左)堂林翔太\n5番(DH)磯村嘉孝\n6番(中)久保修\n7番(遊)韮澤雄也\n8番(三)内田湘大\n9番(捕)清水叶人\n先発 日髙暖己\nEASY SPORTS,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240524-00010000-elevenspo-000-1-view.jpg?pri=l&w=640&h=359&exp=10800'],"['https://news.yahoo.co.jp/articles/f5f92c209fd426d44b673f82b76adf24d0788871/images/000', 'https://easysports.jp/video/119738']"
