headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
肥薩おれんじ鉄道エンジンに不具合、走行不能で6本運休　出水－川内間（南日本新聞）,https://news.yahoo.co.jp/articles/570ec1462317b458fa3f6d6f6d0bcb2d0b985c6d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000014-minami-000-1-view.jpg?exp=10800,2024-12-14T21:55:22+09:00,2024-12-14T21:55:22+09:00,南日本新聞,minami,南日本新聞,166,（写真：南日本新聞社） １４日午前１０時１０分ごろ、薩摩川内市の肥薩おれんじ鉄道草道駅で、八代発川内行きの普通列車が発車する際にエンジンが止まる不具合を起こし、走行不能になった。おれんじ鉄道によると、出水－川内間で普通列車６本が運休し、最大２時間１６分遅れた。故障車両を出水駅までけん引し、原因を調べている。 南日本新聞 | 鹿児島,[],[]
海上タクシーで帰宅途中の会社員男性、下船後に岸壁から転落し溺死　瀬戸内（南日本新聞）,https://news.yahoo.co.jp/articles/a8a7e1e132777a06ebec594e62b13ca87eff9c6b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000013-minami-000-1-view.jpg?exp=10800,2024-12-14T21:45:21+09:00,2024-12-14T21:45:21+09:00,南日本新聞,minami,南日本新聞,208,（写真：南日本新聞社） １３日午後１０時５分ごろ、鹿児島県瀬戸内町瀬相の瀬相港内の岸壁から、同町の会社員男性（６６）が転落し、搬送先の病院で間もなく死亡した。死因は溺死とみられる。 古仁屋海上保安署によると、男性は職場の同僚４人と同町古仁屋から自宅に帰るため海上タクシーに乗っていた。港で下船し、上陸直後に転落した。同僚が救助し１１９番した。同署や瀬戸内署は、男性が誤って転落したとみている。 南日本新聞 | 鹿児島,[],[]
初めての出会い以来首ったけ…藤井竜王も負けを認める「砂むし」好きの佐々木八段、指宿市の観光大使に委嘱（南日本新聞）,https://news.yahoo.co.jp/articles/e3ccd4d4210e36091692ac0b471fbafd71ecdecc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000012-minami-000-2-view.jpg?exp=10800,2024-12-14T21:30:22+09:00,2024-12-14T23:15:26+09:00,南日本新聞,minami,南日本新聞,665,プロ棋士志望の小学生から記念品を受け取る佐々木勇気八段（左）＝指宿市の指宿白水館 鹿児島県指宿市は、将棋の第３７期竜王戦七番勝負で藤井聡太竜王（２２）に挑戦した佐々木勇気八段（３０）を「指宿観光大使」に任命した。同市の指宿白水館で１０日に委嘱式があり、盾や名刺が贈呈された。佐々木八段は「将棋で活躍することが一番のＰＲになると思うので、実力向上に努めたい」と意気込みを語った。 【写真】指宿観光大使の名刺には、佐々木勇気八段が砂むし温泉を楽しむ様子が刷られている＝指宿市の指宿白水館 佐々木八段は埼玉県出身。２０１７年に、藤井聡太四段（当時）のデビュー公式戦３０連勝を阻止し注目を集めた。１８年に大盤解説の仕事で同市を訪れた際、砂むし温泉の大ファンに。以来、プライベートも含めて１０回近く訪れているといい、藤井竜王も「（砂むしでは）佐々木八段にはかなわない」と認めるほどだ。 観光大使の名刺には砂むし温泉の説明と、砂の中で笑みを浮かべる本人提供の写真が印刷された。委嘱式で、打越明司市長は「棋士としても、大使としても活躍してくれることを期待する」と激励。指宿長太郎焼のコーヒーカップや、砂むし温泉２施設の招待券なども贈った。 奨励会入りを目指す同市の山川小学校４年塩手遥之さんは、記念品のＴシャツを手渡し「プロ棋士になっていつか対戦したい」と宣言。佐々木八段は年齢を尋ね「それまで（自分も）頑張らないと」と笑顔で応じた。塩手さんは「優しく話しかけてもらい、一番好きなプロ棋士になった」とうれしそうに語った。 南日本新聞 | 鹿児島,[],[]
緊急着陸の米軍輸送機CMV22オスプレイ奄美空港を離陸　3週間駐機、点検や部品交換終える（南日本新聞）,https://news.yahoo.co.jp/articles/28d7e4e714a694d685d920bb8edc01dd985711f6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000011-minami-000-2-view.jpg?exp=10800,2024-12-14T21:00:21+09:00,2024-12-15T12:08:05+09:00,南日本新聞,minami,南日本新聞,615,奄美空港に約３週間駐機していた米海軍輸送機のＣＭＶ２２オスプレイ＝奄美市の奄美空港 奄美空港（鹿児島県奄美市笠利）に緊急着陸し、約３週間駐機していた米軍輸送機ＣＭＶ２２オスプレイ１機は１４日午後２時３分、部品の交換を終えて離陸した。九州防衛局は「米軍の運用に関わるため行き先は公表できない」と説明している。 【写真】奄美空港に駐機する米軍輸送機ＣＭＶ２２オスプレイ 県港湾空港課によると、同日午後０時１９分、同局から「必要な整備を終え、本日離陸する」と連絡があった。不具合の詳細や交換した部品について、同局は「米側との関係を踏まえ、回答は控える」と答えた。県は同日、国に原因究明の徹底と再発防止を要請した。 ＣＭＶ２２は、１１月２１日午後４時１分に緊急着陸した。事前の空港使用届は出ていなかった。同局によると、米側は「警告灯が表示されたため予防着陸した」と説明している。所属は米カリフォルニア州のノース・アイランド海軍航空基地。１２月６日には関係者２人が右側のエンジン付近を調べる様子が見られた。 米海軍航空システム司令部は６日、米軍が使用する全オスプレイの一時的な運用停止を提言。米国で予防着陸した事案を受けた措置としている。在日米海兵隊は１１日、ＭＶ２２オスプレイの飛行を再開した。 奄美空港には１１月１４日にも米軍普天間飛行場（沖縄県宜野湾市）所属のＭＶ２２オスプレイ１機が緊急着陸し、同日離陸した。 南日本新聞 | 鹿児島,[],[]
【速報】B2鹿児島レブナイズ14勝目　ホームで愛媛に99－88（南日本新聞）,https://news.yahoo.co.jp/articles/e3c49af59954121dd4369b20c4a321febf51b3a8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000010-minami-000-1-view.jpg?exp=10800,2024-12-14T19:35:22+09:00,2024-12-14T19:35:22+09:00,南日本新聞,minami,南日本新聞,217,前半、シュートを打つレブナイズのリチャードソン＝薩摩川内市のサンアリーナせんだい バスケットボールＢリーグ２部（Ｂ２）西地区２位の鹿児島レブナイズは１４日、薩摩川内市のサンアリーナせんだいで同地区最下位の愛媛と対戦した。９９－８８で勝ち、２連戦の初戦を飾った。通算１４勝８敗。 【写真】前半、相手陣内にボールを運ぶレブナイズの藤本＝薩摩川内市のサンアリーナせんだい １５日は午後１時から同会場で愛媛と再戦する。 南日本新聞 | 鹿児島,[],[]
優れるな、異なれ…就任7年目で初、王者・神村の8連覇を阻み全国高校サッカーの扉を開いた　41歳監督の思いと素顔に迫る（南日本新聞）,https://news.yahoo.co.jp/articles/40acc2fce0c37aa833ef4622cc3e5c79139bdeb3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000009-minami-000-1-view.jpg?exp=10800,2024-12-14T18:03:21+09:00,2024-12-14T18:03:21+09:00,南日本新聞,minami,南日本新聞,684,新田祐輔氏 ■「かお」 全国高校サッカー選手権に挑む鹿児島城西の監督、新田祐輔（にった・ゆうすけ）さん 【写真】〈関連〉全国高校サッカー選手権県予選決勝の後半、粘り強く守る鹿城西イレブン＝白波スタジアム 鹿児島城西高校のチームカラー青のパーカを着た指揮官は、交代選手を熱い抱擁でピッチに送り出す。「信頼と尊敬の念を伝えるため。握手よりお互いの気持ちも伝わる」。期待に応えた選手が１１月の全国高校サッカー選手権県予選で優勝。２８日に開幕する選手権に監督として初めて出場する。 同校卒業生で、選手、コーチとして全国大会に出場した。だが、２０１８年に監督に就いてからはライバルの神村学園に阻まれ続けた。 多彩な攻撃が特長の相手に対し「異なる武器がないと勝てない」と守備を極めることに活路を見いだす。それでも、夏の県総体決勝で先制しながら１点差で敗れるなど、思うように結果は出なかった。遠征先で全国区の指導者にチームづくりや戦術について教えを請い、練習を見てもらうこともあった。 選手権県予選決勝の相手も神村。組織的な守備で１点を守り切り、磨いた堅守速攻のスタイルが最高の舞台で結実した。「神村がいなければこんなにサッカーを勉強することもなかった。７年もかかってしまったが諦めずに続けて良かった」と振り返る。「卒業生が少しずつチームのレベルを上げてくれた」と感謝した。 週１回、県内の小中学生を同校に集めて開くサッカー教室が癒やしになっている。「勝敗に関係なく、サッカーは楽しいと再確認させてくれる」と笑う。日置市伊集院に妻、２男１女と暮らす。４１歳。 南日本新聞 | 鹿児島,[],[]
基地完成は3年遅れ…重機転落死など事故相次ぐ馬毛島　国が安全管理体制を強化、事故詳細は明かさず（南日本新聞）,https://news.yahoo.co.jp/articles/60d73a7c391db23ab0e0c951c28b8c68d986e92a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000008-minami-000-1-view.jpg?exp=10800,2024-12-14T17:03:22+09:00,2024-12-14T17:03:22+09:00,南日本新聞,minami,南日本新聞,545,（写真：南日本新聞社） 鹿児島県西之表市馬毛島への米軍機訓練移転を伴う自衛隊基地整備を巡り、防衛省は１３日、県や種子島１市２町に４月以降、報告した発生事故の件数は約１０件だと明らかにした。作業員による種子島内での交通事故なども含むとしたものの内容や詳細は示さなかった。 【写真】〈馬毛島の変化を写真で比べる〉北側上空から見た馬毛島。左は２０２３年１月１２日撮影、右は２４年１月８日撮影＝いずれも本社チャーター機から 野党国会議員でつくる「沖縄等米軍基地問題議員懇談会」が国会内で開いた関係省庁ヒアリングで、担当者が報告した。 馬毛島では１０月、スリランカ国籍の男性が重機運転中に穴に転落し死亡する事故が発生。１１月にも輸送船から船員男性が海に投げ出されけがをするなど事故が相次いでいる。国土交通省担当者は「安全管理に関する人員を死亡事故発生前の１５人から２７人体制に増員した」と説明した。 防衛省は９月、基地の完成時期が当初計画より約３年遅れの２０３０年３月末を見込むと発表した。立憲民主党の川内博史議員（衆院鹿児島１区）は当時の防衛相に工期延長の可能性が説明された時期を確認。担当者は「７月中旬、工事完了時期が２９年度末になる可能性があるとの報告をした」と答えた。 南日本新聞 | 鹿児島,[],[]
鹿児島県警の集中審査を生配信　16日に幹部3人を参考人招致　県議が要望、県議会常任委初のネット中継（南日本新聞）,https://news.yahoo.co.jp/articles/99cad8148580fb8f0f8f62d2dd5b89279c5477ba,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000007-minami-000-2-view.jpg?exp=10800,2024-12-14T11:47:21+09:00,2024-12-14T11:56:49+09:00,南日本新聞,minami,南日本新聞,329,（写真：南日本新聞社） 鹿児島県議会は、相次ぐ県警不祥事を集中審査する１６日の総務警察委員会をインターネットで中継する。常任委員会のネット中継は初めて。枕崎署員の盗撮事件などを巡り、県警幹部３人を参考人招致して開く。 【写真】〈関連〉鹿児島県警の集中審査が行われる県議会全員協議会室 県議会事務局によると、「時間をかけている県警不祥事の議論が県民に届いていない」とする議員の要望を受け、中継を決めた。機材のある全員協議会室で開き、傍聴席も３０席設ける。 委員会は午前１０時から。中継は県議会ホームページの「注目情報」から見ることができる。盗撮事件のほか、霧島署員のストーカー事案、捜査書類の廃棄を促す内部文書に関わった３人を招致する。 南日本新聞 | 鹿児島,[],[]
論理的思考が高い人ほど「斎藤氏は陥れられた」と考える傾向…社会心理学者が捉えた〝異変〟　兵庫県知事選（南日本新聞）,https://news.yahoo.co.jp/articles/44cef7c468157c4c9d423b5306d7066c4247ac82,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000006-minami-000-1-view.jpg?exp=10800,2024-12-14T11:12:21+09:00,2024-12-14T11:12:21+09:00,南日本新聞,minami,南日本新聞,619,イメージ 斎藤元彦氏が再選した１１月の兵庫県知事選で、論理的思考が得意な兵庫県民ほどネットメディアの情報を信頼する傾向だった－。鹿児島大法文学部の大薗博記准教授（４３）＝社会心理学＝らのグループが、選挙後に行ったアンケート調査から分析したところ、全国とは異なる結果となった。 【写真】大薗博記氏 調査は１１月２１、２２日にオンラインで実施し、兵庫県民３８４人、兵庫を除く全国３３９人から有効回答を得た。論理的思考力を測る二つのテストのほか、「大手メディアは意図的にネガティブな印象操作をした」「斎藤氏は既得権益層に改革を阻まれた被害者だ」などについて質問した。 テスト結果と質問への回答の相関関係を分析したところ、全国では斎藤氏への評価と論理的思考の関連はあまり出なかった。一方、兵庫県民は論理的思考力が高いほど「大手メディアの印象操作」と新聞やテレビに不信を抱き、「斎藤氏は被害者だ」と考える傾向が弱いながらもみられた。これまでの研究では論理的思考が苦手な人ほど陰謀論的言説を信じやすい結果だったが、逆の傾向となった。 大薗准教授は「リテラシーの低い人が、交流サイト（ＳＮＳ）に踊らされて斎藤氏を支持したという一部の言説とは逆の傾向になり、極めて興味深い」と解説。兵庫県政を巡る問題や新旧メディアの影響、選挙や民主主義などについて考える材料にしてほしいとしている。調査結果は投稿サイト「ｎｏｔｅ」に公開している。 南日本新聞 | 鹿児島,[],[]
インフルエンザいよいよ…25校で学年、学級閉鎖　12日から県内全域に流行発生注意報発令中　鹿児島（南日本新聞）,https://news.yahoo.co.jp/articles/abd7bfaea6634abd6d25bbc556be33e9bbfcc8b6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000005-minami-000-1-view.jpg?exp=10800,2024-12-14T10:33:21+09:00,2024-12-14T10:33:21+09:00,南日本新聞,minami,南日本新聞,268,（写真：南日本新聞社） 鹿児島県は１３日、９～１３日にインフルエンザで鹿児島市、指宿、加世田、伊集院、川薩、姶良、志布志、鹿屋、西之表、名瀬の各保健所管内の小学校８校、中学校１校で学年閉鎖、小学校１２校、中学、高校各２校が学級閉鎖したと発表した。 医薬品が足りない…メーカー不正やコロナ禍に10月からの制度改正が追い打ち、後発薬は特に不足する恐れ ２～８日の県内８９定点医療機関からの報告数は１０４５人で、１定点当たり１１．７４人。１０．００人の基準を超え、県は１２日から県内全域に流行発生注意報を発令している。 南日本新聞 | 鹿児島,[],[]
諏訪之瀬島で噴火1回　噴煙は1100ｍまで上がる（南日本新聞）,https://news.yahoo.co.jp/articles/04f57a3452e372565aaf5ed028ce7f5e67aef958,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20241214-00000004-minami-000-1-view.jpg?exp=10800,2024-12-14T08:30:22+09:00,2024-12-14T08:30:22+09:00,南日本新聞,minami,南日本新聞,150,噴煙を上げる諏訪之瀬島の御岳（資料写真） 鹿児島県十島村・諏訪之瀬島の御岳で13日、噴煙量が中量以上の噴火が1回あった。福岡管区気象台によると、噴煙の高さは最大1100メートル。大きな噴石の飛散は確認されていない。噴火警戒レベルは２（火口周辺規制）。 【写真】九州の主な活火山 南日本新聞 | 鹿児島,[],[]
