headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
銃刀法違反容疑で現行犯逮捕　薩摩川内署（南日本新聞）,https://news.yahoo.co.jp/articles/1e331666cc64ed54685c67371ffe00eda7be8bac,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000009-minami-000-1-view.jpg?exp=10800,2026-06-19T23:45:24+09:00,2026-06-19T23:45:24+09:00,南日本新聞,minami,南日本新聞,262,（写真：南日本新聞社） 薩摩川内署は１９日、銃刀法違反の疑いで、薩摩川内市青山町、無職の男（２２）を現行犯逮捕した。 逮捕容疑は同日午前３時５０分ごろ、同市の隈之城交番敷地内で刃体約１１センチのおの１本を正当な理由なく携帯した疑い。 署によると同日未明、無人の交番を訪れた男が外壁に設置された戸外電話から「おのを持った人がいる」と署に連絡。駆けつけた署員がおのを持った男を発見し、３時間ほど説得を続けた末に確保した。けが人はなかった。「拳銃で撃ってもらおうと思って刃物を持っていった」と供述している。 南日本新聞 | 鹿児島,[],[]
不同意わいせつ容疑で再逮捕  鹿児島県警（南日本新聞）,https://news.yahoo.co.jp/articles/dc3c4f290828c5ac050f0e9bfa3e37c2622113e0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000008-minami-000-1-view.jpg?exp=10800,2026-06-19T23:45:21+09:00,2026-06-19T23:45:21+09:00,南日本新聞,minami,南日本新聞,220,（写真：南日本新聞社） 鹿児島県警は１９日、不同意わいせつの疑いで、鹿児島市清水町、無職の男（４８）を再逮捕した。 再逮捕容疑は５月２２日午後６時ごろ、県内の公園で２０代女性の体を触るわいせつな行為をした疑い。 県警によると、女性が１１０番し、目撃者への聞き取りなどで特定した。男は「記憶がない」と容疑を否認している。飲酒していたとみられる。公園で下半身を露出したとして公然わいせつ容疑で６月８日に現行犯逮捕された。 南日本新聞 | 鹿児島,[],[]
高校生が考案したタコライス、地元レストランで夏の季節メニューに――トマト、パプリカ、ズッキーニ…野菜たっぷり、学校名物の豚みそも使用（南日本新聞）,https://news.yahoo.co.jp/articles/9112c9021008ff5ee6e2d9c83dbd593bd03666ec,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000007-minami-000-1-view.jpg?exp=10800,2026-06-19T20:30:22+09:00,2026-06-19T20:30:22+09:00,南日本新聞,minami,南日本新聞,641,「野彩のつるりんタコライス」を試食する鶴翔高校生ら＝鹿児島県阿久根市琴平町 鹿児島県阿久根市の鶴翔高校生と同市のレストランが、地元産野菜をふんだんに使った料理「野彩（やさい）のつるりんタコライス」を考案した。夏の季節メニューとして、夏至の２１日から提供する。試食した生徒たちは「健康的で見た目もきれい」とＰＲしている。 【写真】完成した「野彩のつるりんタコライス」 同校では毎年、情報ビジネス系列の３年生が地域の特性を生かした商品を開発している。 本年度は「季節の野菜と肉料理の店ジオ」（琴平町）の協力で、１４人が料理企画に挑戦。計３０品から坂元愛夢（あむ）さんのタコライスが選ばれた。料理名の「つるりん」は鶴翔高のマスコットの名前から取った。 「野菜がたっぷりで、この店に合う。彩りも良い」とジオ店主の堂之下晃一さん（４０）。トマトやパプリカ、ズッキーニなどの野菜に同校名物の豚みそやスパイスを加えたひき肉を載せ、食べ応えある一皿に仕上げた。チリソースをかければ味の変化を楽しめる。 １７日に生徒代表の３人が同店で試食。「おいしい。罪悪感なく食べられる」「いろんな味が楽しめる」と歓声が上がった。 坂元さんは「大好きなタコライスで、１日分の野菜が取れたらいいと考えた。ダイエット中の人も満足できるはず。ＳＮＳ映えも狙った」と話した。 １２００円（高校生以下千円）でスープ付き。９月頃まで提供する予定。営業は午前１１時～午後３時、午後６時～１０時、木曜定休。 南日本新聞 | 鹿児島,[],[]
雨を気にせず遊具で大はしゃぎ　日置「わんぱくキッズDAY」初開催　家族連れ３５０人が楽しむ（南日本新聞）,https://news.yahoo.co.jp/articles/6d0fa15d488da57da8d959661ec68ddde62600c0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000006-minami-000-1-view.jpg?exp=10800,2026-06-19T20:15:21+09:00,2026-06-19T20:15:21+09:00,南日本新聞,minami,南日本新聞,457,「ＨＩＯＫＩわんぱくキッズＤＡＹ」で、用意された遊具を楽しむ子どもたち＝日置市伊集院のフラゴラアリーナ日置 雨天時も親子で安全に遊べる「ＨＩＯＫＩわんぱくキッズＤＡＹ」が１４日、鹿児島県日置市伊集院のフラゴラアリーナ日置で初めて開かれた。小雨が降る中、市内外の家族連れら約３５０人が次々と訪れ、用意されたジャングルジムなどで歓声を上げて楽しんだ。同じ会場で２１日も実施する。無料。 子育てを応援する「こどもまんなか宣言」をしている市が、未就学児らと保護者を対象に実施。館内には滑り台やボールプール、ハンドルを左右に動かして操作するプラズマカーなどの遊具が並び、子どもたちが元気よく体を動かしてはしゃいでいた。授乳やおむつ替えのスペースも準備された。 長女と訪れた同市伊集院の自営業、藤原愛子さん（３５）は鹿児島市や姶良市の子育て交流館などを利用しているという。「室内で思いきり走り回れる場所や遊び場が日置にはないので、子どものストレス発散になった。常設の施設があれば、ありがたい」と話した。 南日本新聞 | 鹿児島,[],[]
梅雨に入って頭痛が…、気圧が下がって体調が…、仕事も家事も手につかない…専門医は「気象病」「天気痛」と呼び、鹿児島でも患者が相次ぐ――「頭痛日記」で自己管理を（南日本新聞）,https://news.yahoo.co.jp/articles/45a435af66635df85fc6a0cd1781716162541e17,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000005-minami-000-1-view.jpg?exp=10800,2026-06-19T14:30:21+09:00,2026-06-19T14:30:21+09:00,南日本新聞,minami,南日本新聞,954,「予防療法も検討してほしい」と話す横山俊一医師＝鹿児島市の南風病院 梅雨本番を迎え、鹿児島県内では前線の影響で天候不順が続いている。特にこの時季は、気圧の変化によって不調を引き起こす人が増える傾向にある。最近は「気象病」「天気痛」とも呼ばれ、専門家は注意を呼びかけている。 【写真】（図解）梅雨の頭痛対策 日本頭痛学会専門医で南風病院（鹿児島市）の横山俊一脳神経外科部長（７０）によると、６月に入って頭痛を訴える人が定期的に診察に訪れている。雨が続いた今週も、新患を含めて患者が相次いだ。中には「元々頭痛持ちで、最近特にひどい」と話す人もいたという。 横山医師によると、気象病（天気痛）は正式な病名ではない。気圧や湿度など気象の変化で起きる心身の不調の総称だ。気圧の変化と症状の関係は完全には解明されていないが、低気圧によって頭痛を訴える人は多い。 大半は片頭痛と考えられる。片頭痛は働き盛りの世代に多く、女性に目立つ。寝込んだり動けなかったりして、仕事や家事に支障をきたす人もいる。 原因はストレスや睡眠の過不足、月経、におい、運動などさまざまだ。台風や低気圧などの気象の変化で悪化する場合もある。 予防には、誘因となる要素を可能な限り避けることを心掛ける。まずは規則正しい生活が大切だ。横山医師によると、市販薬の服用は頭痛をはっきり自覚できた段階が望ましい。「痛くなりそうな時に予防的に使うと、飲む回数が増え、薬の使用過多で頭痛になる恐れがある」と注意を促す。鎮痛薬を月１０日以上使用する人には、頭痛専門医の受診を勧める。 さらに、片頭痛が週１日以上ある場合は、予防療法の検討も提案する。「片頭痛の治療は大きな変革期を迎え、良い薬が次々と出ている」と横山医師。注射薬は月１回で安全性や効果が高いものがある。漢方薬も選択肢に挙げた。 症状と向き合う上では、「頭痛日記」のような記録を付けることが推奨される。症状の起きた日時や痛みの程度、薬の服用を記載する。どんな頭痛に悩んでいるか把握でき、医師の治療時にも役立つという。 横山医師は「片頭痛は病気で、たかが頭痛と軽視しないことが大切。悩んでいる人は相談してほしい」と呼びかける。県内の専門医は、日本頭痛学会ホームページで確認できる。 南日本新聞 | 鹿児島,[],[]
日米共同訓練、鹿児島を含む全国各地で展開へ――民間港から弾薬搭載車、米無人艇で物資輸送…島しょ防衛想定し自衛隊約7300人、米軍約2300人が参加（南日本新聞）,https://news.yahoo.co.jp/articles/c7eafff028a4ce2b7fd7a50260f7602a207383c5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000004-minami-000-2-view.jpg?exp=10800,2026-06-19T11:30:22+09:00,2026-06-19T13:11:58+09:00,南日本新聞,minami,南日本新聞,934,（写真：南日本新聞社） 自衛隊と米軍による共同訓練が、鹿児島を含む全国各地で始まる。陸自と米海兵隊の「レゾリュート・ドラゴン」は２０日から、陸海空自と米インド太平洋軍、同志国の「バリアント・シールド」は２２日からある。県内では本土、奄美大島、徳之島に展開する。民間港から弾薬搭載車を運び、米無人艇を使った物資輸送もある。 レゾリュート・ドラゴンは九州・沖縄で実施する。防衛省陸上幕僚監部によると自衛隊約７３００人、米軍約２３００人が参加する。島しょ防衛を想定し、部隊の連携と共同対処能力向上が狙い。３０日まで行う。 計画では、鹿児島市の鹿児島港谷山１区で２０日、弾薬搭載車や１２式地対艦誘導弾の車両を自衛隊海上輸送群（広島県呉市）の輸送艦「にほんばれ」に積み、奄美市の名瀬港へ向かう。志布志市の志布志港からも名瀬港に向けて輸送艦「ようこう」でコンテナを運ぶ。 ３港は、自衛隊や海上保安庁が平時から迅速、円滑に利用できる「特定利用港湾」に指定されている。 徳之島では演習場ではない「生地（せいち）」で無人機訓練をする。伊仙町の犬田布岬で日米それぞれが無人偵察機を操り、情報収集する。米軍の半潜水型無人艇「ＡＬＰＶ」が同町前泊漁港で物資輸送に当たる。徳之島町の徳之島ヘリポートもしくは町総合運動公園で米軍ヘリが離着陸する。 ◇ バリアント・シールドは米国主催の多国間軍事演習。統合幕僚監部によると、日本や米グアム島、ハワイ州を含む西太平洋の広範囲で行う。インド太平洋地域での抑止力・対処力強化を目的に７月１日まである。 鹿屋市の海上自衛隊鹿屋航空基地には、米軍ミサイル発射装置「タイフォン」と高機動ロケット砲システム「ハイマース」を一時展開する。鹿屋基地に持ち込まれるのはいずれも初めてとみられる。タイフォンは射程約１６００キロの巡航ミサイル「トマホーク」を搭載できる。両装備は９月の日米訓練「オリエント・シールド」でも使い、１０月中旬まで鹿屋基地に置く。 陸自と米海兵隊、米空軍計３２０人が奄美市と龍郷町の生地で訓練する。同市のあやまる岬観光公園では日米が無人偵察機で情報収集。陸自は近くの旧奄美空港で１２式地対艦誘導弾による対艦戦闘を想定する。 南日本新聞 | 鹿児島,[],[]
楽しみにしてたスケボー施設…７月着工し完成は２７年度末――鹿児島市、総工事費約６億９０００万円かけて鴨池公園に整備（南日本新聞）,https://news.yahoo.co.jp/articles/dd933656f28dc4ea63a27a997053d7bf65361a93,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000003-minami-000-1-view.jpg?exp=10800,2026-06-19T11:00:22+09:00,2026-06-19T11:00:22+09:00,南日本新聞,minami,南日本新聞,549,７月に着工予定のスケートボード等専用施設のイメージ図（鹿児島市提供） 鹿児島市議会は１８日、自民、公明、立憲社民無所属、市民連合、無所属の５議員が個人質問した。市は、鴨池公園内緑地（与次郎２丁目）に整備を計画しているスケートボード等専用施設について、今年７月に着工予定と報告した。２０２７年度末の使用開始を目指す。総工事費は約６億９０００万円。 【写真】楽しみにしてたスケボー施設…７月着工し完成は２７年度末――鹿児島市、総工事費約６億９０００万円かけて鴨池公園に整備 専用施設は、平和リース球場近くの約２８００平方メートルに計画しており、アーバンスポーツが楽しめる。市スポーツ課によると、２６年度は３人制バスケットボールコート、ブレイキン用ステージや管理棟を建設する。２７年度はスケートボードや自転車ＢＭＸの競技エリアを初心者と中・上級者向けに分けて整備する。大部分は屋外で、屋根の設置は利用状況を踏まえて検討するという。 施設運営に向けて市は、これまでに競技団体の要望を聞き取ってきたほか、民間事業者から活用アイデアを募る「サウンディング型市場調査」を計画。「アーバンスポーツを盛り上げる拠点にしたい」としており、２７年度に指定管理者の公募や市民への周知を進める方針だ。 南日本新聞 | 鹿児島,[],[]
架空の経費1億円計上し、脱税1200万円――補助金1000万円も詐取か…共犯者は海外へ　鹿児島のコンサル役員41歳を起訴、再逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/2bcbe1c3d399e2168d23105faf4a49498036629c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000002-minami-000-2-view.jpg?exp=10800,2026-06-19T07:00:21+09:00,2026-06-19T10:47:13+09:00,南日本新聞,minami,南日本新聞,554,（写真：南日本新聞社） 架空の経費を計上し約１２００万円を脱税したとして、鹿児島地検は１８日、消費税法違反と地方税法違反の罪で、鹿児島市のコンサル会社と、住居不定、同社役員の男（４１）を起訴した。同日、中小企業向けの補助金約１０００万円をだまし取った詐欺などの疑いで、被告を再逮捕した。 2億2700万円…「生涯かけても弁償無理です」――着服に手を染めた経理責任者 漏らした本音 熊本国税局との合同捜査。起訴状などによると、コンサル会社「グローバルHRテクノロジー」会計責任者だった被告は共犯者と共謀し、２０２１年７月１日から２２年６月３０日までの間、１億円以上の架空の経費を計上。後の確定申告で、納めるべき消費税約２５０万円の納付を免れ、さらに約９５０万円分の還付を受けたとされる。 熊本国税局によると、被告は２４年６月から同社の代表取締役に就任。還付金は事業資金に充てていた。共犯者は海外に移住しており、地検は外務省に旅券返納命令を要請している。 再逮捕容疑は、２０２３年６月ごろ、独立行政法人「中小企業基盤整備機構」に対し、システム構築などを２２００万円で発注するとした虚偽の事業計画書を提出し、現金１０００万円をだまし取ったなどの疑い。地検はいずれの認否も明らかにしていない。 南日本新聞 | 鹿児島,[],[]
東光展が開幕、具象表現の世界を堪能　28日まで鹿児島市立美術館（南日本新聞）,https://news.yahoo.co.jp/articles/fb661236428f4415b7ad0e74a67253124dee6e7e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260619-00000001-minami-000-1-view.jpg?exp=10800,2026-06-19T06:00:23+09:00,2026-06-19T06:00:23+09:00,南日本新聞,minami,南日本新聞,516,東光展のオープニングセレモニーでテープカットする関係者＝１８日、鹿児島市立美術館 第９２回東光展（東光会、南日本新聞社主催）が１８日、鹿児島市立美術館で開幕した。今春東京で開催された本展からの巡回作と、地元作家の作品を加えた約８０点を展示している。来場者は作者の個性が光る具象表現の世界を堪能した。２８日まで（２２日休館）。 【写真】個性豊かな作品を鑑賞する名山小学校の児童たち＝１８日、鹿児島市立美術館 開場式があり、テープカットで開幕を祝った。式後には、同会鹿児島支部・鹿光会会長の武田信雄さん（８３）が展示品を解説。「自分の感性に合った作品を自由に見てほしい」との言葉に、名山小学校６年生６１人が聞き入っていた。 会場では卓上の日用品を捉え時が止まったかのような静物画や、森の中の水辺を鮮やかな緑で描いた風景画など親しみやすい題材を紹介。昨年死去した野間隆さんと伊集院豪さんの遺作も並んでいる。 友人の作品を見に訪れた山下正俊さん（７０）＝神奈川県＝は「近づくと描き込みのすごさを感じた。制作は大変だったのではないか。絵が好きでないとできない」と話した。 一般８００円、中高生５００円、小学生以下無料。 南日本新聞 | 鹿児島,[],[]
