headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
映画館ない町、２人に１人が高齢者…福井出身の33歳監督が2カ月に1回、鹿児島・南大隅町役場で上映会――「老い」テーマに笑顔届ける（南日本新聞）,https://news.yahoo.co.jp/articles/cdb3ad5e6ad73968ebb9deabba7c1908a79a0965,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000009-minami-000-1-view.jpg?exp=10800,2026-06-13T20:30:21+09:00,2026-06-13T20:30:21+09:00,南日本新聞,minami,南日本新聞,671,２カ月に１回のペースで、「老い」をテーマにした映画上映会を開く山下大裕監督＝鹿児島県南大隅町役場 鹿児島県南大隅町在住の映画監督山下大裕さん（３３）が２カ月に１回のペースで、町役場で映画の上映会を開いている。映画館がなく、２人に１人が高齢者の町で「老い」を中心テーマに明るくユーモアのある作品を提供。多くの観客を笑顔にしている。 【写真】大勢の観客が訪れ、人気の映画上映会＝鹿児島県南大隅町役場 福井県敦賀市出身の山下さんは２０１７年、母親の実家がある南大隅に地域おこし協力隊として移住し、２３年に町を舞台とした映画「ひとしずく」を製作した。身近な場所で映画に触れる環境をつくろうと、昨年４月、任意団体「南大隅映画協会」を立ち上げ、上映会を始めた。 昨年度は、認知症がテーマの「ペコロスの母に会いに行く」を皮切りに六つの作品を上映。今月７日には本年度最初の上映会があり、１０２歳で先日亡くなった佐藤愛子さん原作で、口は悪いが、ユーモアたっぷりの女性の姿を描いた「九十歳。何がめでたい」を流した。 今回からスクリーンを１５０インチから１８０インチに拡大して、席にクッションを置くなど配慮した。 料金は一律１５００円（前売り券１２００円）で、午前と午後の２回合わせて１６４人が来場。地元の増永信一さん（７８）は「何度も来ており、今回も面白かった。次回作も楽しみ」と話した。 山下さんは「多くの人に足を運んでもらえれば、定期開催ができる。映画を見る機会を、みんなで守っていければ」と語る。同協会＝０７０（４３２１）８８１５。 南日本新聞 | 鹿児島,[],[]
サッカー日本代表「公認すし」販売――垂水市のグローバル・オーシャン・ワークス　地元産養殖ブリなどネタにこだわり「鹿児島の食文化を発信したい」（南日本新聞）,https://news.yahoo.co.jp/articles/032359f0f9ecdc3bfc55f0b7ada64fdf315d5605,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000008-minami-000-3-view.jpg?exp=10800,2026-06-13T14:30:21+09:00,2026-06-13T15:49:13+09:00,南日本新聞,minami,南日本新聞,610,日本サッカー協会公認のすしセット「ＳＵＳＨＩ ＢＬＵＥ ＥＬＥＶＥＮ」（１１貫入り） 鹿児島県垂水市の水産物加工・販売会社グローバル・オーシャン・ワークス（ＧＯＷ）は、日本サッカー協会公認のすしセット「ＳＵＳＨＩ ＢＬＵＥ ＥＬＥＶＥＮ」の販売を国内外で始めた。自社産の養殖ブリなどネタにこだわり、提供先も絞り込んだ限定品。担当者は「鹿児島や日本の食文化を発信したい」と意気込む。 【写真】限定品のすしセットを手に取る買い物客＝鹿児島県垂水市浜平の海鮮よかもん市場 日本代表の応援と水産加工品の販路拡大を目指して、５月に同協会とライセンス契約を締結。来年３月末の契約終了まで、サッカー日本代表のオフィシャル商品として販売する。 すしネタは全て県産の魚介類を使用する。日本代表選手のステッカーが貼られたパッケージが目印で、１１貫（１３９３円）と１５貫（１８９０円）の２種類。県内で購入できるのは、垂水市浜平の道の駅「たるみずはまびら」の敷地内にある「海鮮こだわりの店よかもん市場」のみ。このほか、関東圏や米国のスーパーで提供する。 ５月３１日は、たるみずはまびらで特別販売会を開催。元日本代表の前園真聖さん＝薩摩川内市出身＝が登壇し、鹿児島の食やサッカーの魅力を語った。ＧＯＷの田島康臣取締役（４７）は「北中米ワールドカップの開幕が近づく中、県産すしを食べて日本代表を応援してもらえたら」と話した。 南日本新聞 | 鹿児島,[],[]
【速報】ブルーサクヤ鹿児島、富山を破り決勝進出　　ハンドボール・リーグH女子プレーオフ（南日本新聞）,https://news.yahoo.co.jp/articles/892f7c7088568b39c634d6c08e913ed442e6ee16,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000007-minami-000-1-view.jpg?exp=10800,2026-06-13T12:45:21+09:00,2026-06-13T12:45:21+09:00,南日本新聞,minami,南日本新聞,142,前半、シュートを決めるブルーサクヤの竹内＝国立代々木競技場第一体育館 ハンドボール・リーグＨ女子プレーオフ準決勝が１３日、東京都の国立代々木競技場であり、ブルーサクヤ鹿児島はアランマーレ富山に３１－２４で勝利し、決勝に駒を進めた。 決勝は１４日、同会場である。 南日本新聞 | 鹿児島,[],[]
ステンレスが反射する周囲の環境と光…松山智一さん「Side Effects Hope」寄贈――イサム・ノグチ、オノ・ヨーコも並ぶ作品展、霧島アートの森で28日まで（南日本新聞）,https://news.yahoo.co.jp/articles/20ca0cd12fbb75a15412857c18d15df5546e091c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000006-minami-000-2-view.jpg?exp=10800,2026-06-13T11:30:22+09:00,2026-06-13T11:43:23+09:00,南日本新聞,minami,南日本新聞,564,寄贈された松山智一さんの「Ｓｉｄｅ Ｅｆｆｅｃｔｓ Ｈｏｐｅ」＝鹿児島県湧水町の霧島アートの森 鹿児島県湧水町の霧島アートの森は、２８日まで新所蔵作品展を開いている。米ニューヨークを拠点に活躍する現代美術家・松山智一さんの立体作品が昨年秋に寄贈され、３年ぶりに開催。既存のコレクションを含め１７点を展示する。 【写真】会場に展示されているオノ・ヨーコらの作品＝湧水町の霧島アートの森 新たに加わったのは高さ１．８メートルの騎馬像「Ｓｉｄｅ Ｅｆｆｅｃｔｓ Ｈｏｐｅ」。ステンレス素材を用いることによって周囲の環境や光を取り込み反射させ、現代的な多重性を表現しているという。 １０日には寄贈した大阪市のアパレル会社社長、竹中治郎さん（６８）への感謝状贈呈式があった。竹中さんは「鹿児島は親友の父の出身地ということもあり、思い入れがある。たくさんの方に見てもらいたい」と話した。 札幌市から旅行で訪れた工藤美紀さん（５１）は「格好良くてきれい。屋外で展示しても、細工からきれいな景色が透けて見えそう」と話した。会場にはイサム・ノグチ、オノ・ヨーコ、篠原有司男ら著名アーティストの作品も並び、訪れた人を引きつけている。 月曜休園。一般４００円、高大生２８０円、小中生２００円、幼児以下、７０歳以上の県民は無料。 南日本新聞 | 鹿児島,[],[]
棚田保全会のメンバーに教わりながら代かき――中学生31人が肥料まき、耕運機操作…最後は腰のひもとりゲームで全身泥だらけ「地域の人たちに感謝」　鹿児島・出水市（南日本新聞）,https://news.yahoo.co.jp/articles/4191dc4ab6a02388c23dc5d3b9598a153ca3e4f5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000005-minami-000-2-view.jpg?exp=10800,2026-06-13T11:00:22+09:00,2026-06-13T11:42:38+09:00,南日本新聞,minami,南日本新聞,524,田んぼでレクリエーションを楽しむ生徒＝鹿児島県出水市上大川内の正現地区棚田 鹿児島県出水市の大川内中学校１～３年生３１人が、近くにある正現地区の棚田で代かきをした。恒例のレクリエーションもあり、泥だらけになって楽しみながら田んぼの土をならした。 【写真】生徒に耕運機の使い方を教える地域住民＝鹿児島県出水市大川内の正現地区棚田 生徒は棚田保全会メンバーに教わりながら、学校農園約１アールで田植えから収穫までを体験する。収穫祭では例年、おにぎりを地域の人に振る舞う。 ９日にあった代かきでは３年生が肥料をまき、井手上正弘会長（７３）の指導で手押し式の耕運機を動かして全体をならした。３年の中塩陽真（はるま）さんは「重くて曲がるタイミングを取るのが難しかった」と振り返り、井手上さんは「耕運機を使った記憶が残り、将来米作りに興味を持つきっかけになればうれしい」と話した。 最後は教員も加わり、腰の後ろに付けたひもを取り合うゲームで全身泥だらけになりながら田んぼを走り回った。最後の米作りになる３年山元柚菜さんは「みんなで遊べるように企画し楽しむことができた。地域の人たちがいつも田んぼの手入れをしてくれてありがたい」と感謝した。 南日本新聞 | 鹿児島,[],[]
面識のない女性にわいせつ行為をしようとして逃走――60歳無職の男逮捕、不同意わいせつ未遂容疑　鹿児島県警（南日本新聞）,https://news.yahoo.co.jp/articles/95f154aa89e5533b580c535582b12ce128870492,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000004-minami-000-3-view.jpg?exp=10800,2026-06-13T10:45:22+09:00,2026-06-13T15:44:58+09:00,南日本新聞,minami,南日本新聞,191,（写真：南日本新聞社） 鹿児島県警は１２日、不同意わいせつ未遂の疑いで、鹿児島市桜島武町、無職男（６０）を逮捕した。逮捕容疑は、１２日午後、市内の屋内で、県内の３０代女性にわいせつな行為をしようとした疑い。 県警によると、２人に面識はない。女性が「わいせつ被害に遭いそうになった」と１１０番した。現場から男は逃走しており、防犯カメラ映像の精査などで特定した。 南日本新聞 | 鹿児島,[],[]
新体育館設計提案　本港区エリア景観デザイン協が桜島の眺望確保を確認（南日本新聞）,https://news.yahoo.co.jp/articles/3ac169fb091add21987c9a5b6f7fe6a9ac3774b3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000003-minami-000-2-view.jpg?exp=10800,2026-06-13T08:00:22+09:00,2026-06-13T20:47:00+09:00,南日本新聞,minami,南日本新聞,563,新総合体育館の設計者提案について景観やデザインを確認した協議会＝県庁 鹿児島港本港区（鹿児島市）の建築物が景観ガイドラインに沿っているかを確認、調整する同港区エリア景観・デザイン協議会が１２日、県庁であった。県がドルフィンポート跡地に計画する新総合体育館の事業者提案を巡って、桜島の眺望が確保されていることなどを確認した。 【写真】大屋根でつながれた新総合体育館のイメージ図（鹿児島県提供） 協議会は有識者や県・市職員ら１１人で構成。設計にあたる梓設計・ＳＵＥＰ・東条設計共同企業体（ＪＶ）が、メイン、サブアリーナを大屋根でつなぐ提案について説明した。 両アリーナ間に屋根の谷の部分を配置し、市街地側からの桜島の眺望を考慮。屋根の高さは最高３８メートルで、市景観計画の制限（４５〜６０メートル以下）内に収まるとしている。屋根の下に設ける広場により、市街地から海側へ通り抜けられ、回遊性が確保できるとする。 委員からは北ふ頭エリアなどとの回遊性向上や、屋外空間の活用に向けた取り組みを求める意見が出た。「広場が周辺をつなぐ重要な空間となる。まちづくり協議会などとの連携を検討してほしい」との声も出た。梓設計九州支社の加野正知部長は「設計段階で検討する県民参加のワークショップで、意見を求めたい」と話した。 南日本新聞 | 鹿児島,[],[]
徳之島空港で戦闘機訓練　16〜17日、F15ら計6機（南日本新聞）,https://news.yahoo.co.jp/articles/d36b7fb4a2b543994b794c0fbf8bf04c6ae2cc65,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000002-minami-000-3-view.jpg?exp=10800,2026-06-13T07:30:24+09:00,2026-06-13T20:47:56+09:00,南日本新聞,minami,南日本新聞,395,（資料写真）航空自衛隊Ｆ１５戦闘機＝２０２３年１１月、天城町浅間の徳之島空港 航空自衛隊南西航空方面隊司令部（那覇市）は１６〜１７日、天城町の徳之島空港で、空自那覇基地（同市）所属のＦ１５戦闘機４機とＴ４練習機２機の離着陸訓練をする。車輪を接地後すぐに離陸する「タッチ・アンド・ゴー」や給油を行う。空自から連絡を受けた鹿児島県が１２日発表した。 【写真】（資料写真）空自のＴ４練習機＝６月１０日、霧島市の鹿児島空港 空自によると、１６日は４機のＦ１５と２機のＴ４がタッチ・アンド・ゴーなどを実施する。１７日は１機のＴ４が行い、駐機場で給油や点検もする。空自は２月にも同様の離着陸訓練をした。 徳之島空港は、自衛隊や海上保安庁が平時から迅速、円滑に利用できる「特定利用空港・港湾」に指定されている。県は６月１２日、住宅上空を極力避けて飛行することなどを口頭で要請した。 南日本新聞 | 鹿児島,[],[]
八重山風力発電計画　希少種保全へ再調査を要望　鹿児島市の市民団体（南日本新聞）,https://news.yahoo.co.jp/articles/9b3c55712f9998fe6869c36af20d35b47d1f627f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260613-00000001-minami-000-1-view.jpg?exp=10800,2026-06-13T07:30:21+09:00,2026-06-13T07:30:21+09:00,南日本新聞,minami,南日本新聞,497,担当者に要請書を手渡す八重山こいやまを守る会の谷山亮共同代表（左）ら＝県庁 鹿児島市と薩摩川内市にまたがる八重山周辺の風力発電計画を巡り、住民らでつくる「八重山こいやまを守る会」は１２日、計画地で希少植物が確認されたことを受け、適切な保全や追加調査などを求める要請書を県に提出した。県議会にも陳情書を出した。 会の谷山亮共同代表（４８）によると、県指定希少野生動植物のカンランや環境省レッドリスト「絶滅危惧IＡ類」に分類されるミドリムヨウランを発見。県や専門家とも確認したという。 谷山共同代表は「再生可能エネルギー推進を反対するわけではない。生物多様性の保全と開発の両立へ、慎重な検討と透明性の高い手続きをお願いしたい」と話した。 計画では事業者の「かごしま郡山風力合同会社」（鹿児島市）が、１７０ヘクタールに高さ最大１５９メートルの風車８基を整備。国は昨年１０月、建設に向けた環境影響評価（アセスメント）の評価書を確定し計画を容認した。 県は１１月に景観形成ガイドラインに適合していると判断した。事業者は今年９月に着工予定。２０２８年１０月に営業運転の開始を見込む。 南日本新聞 | 鹿児島,[],[]
