headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
九州新幹線博多―熊本31日再開　九州自動車道復旧見通せず（南日本新聞）,https://news.yahoo.co.jp/articles/16e44b63e571a42261ca88a2f633732ebd167e65,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260730-00000005-minami-000-1-view.jpg?exp=10800,2026-07-30T23:35:26+09:00,2026-07-30T23:35:26+09:00,南日本新聞,minami,南日本新聞,423,（写真：南日本新聞社） ＪＲ九州は３０日、九州新幹線の筑後船小屋（福岡県）－熊本間の運行を３１日に再開すると発表した。余震の影響で１日延期した。博多－熊本間がつながる。熊本－鹿児島中央間は高架橋の防音壁など設備の損傷が２００カ所以上あり、３１日は点検や復旧作業を進める。 鹿児島と福岡、熊本を結ぶ高速バスは３１日まで運休する。日本航空グループは福岡－鹿児島の臨時便を計画しており、３１日８便、８月１、２の両日は各１０便。 九州・南九州の各自動車道では、九州道の松橋ＩＣ（インターチェンジ）－えびのＩＣ、南九州道の八代ＪＣＴ（ジャンクション）－田浦ＩＣで通行止めが続く。 西日本高速道路は東九州道への迂回（うかい）を勧めている。担当者は「復旧工事に着手する前段階で解除のめどは立っていない。余震が続く中、安全を確保しながら進める必要があり、時間がかかる」と説明した。 長島町と熊本県天草市を結ぶフェリーの利用者も増えている。 南日本新聞 | 鹿児島,[],[]
大麻使用容疑で女子大生逮捕　鹿児島南署（南日本新聞）,https://news.yahoo.co.jp/articles/badd96de68e184bf769a785dc02ff78af3fba0ff,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260730-00000004-minami-000-2-view.jpg?exp=10800,2026-07-30T16:45:29+09:00,2026-07-30T18:20:00+09:00,南日本新聞,minami,南日本新聞,168,（写真：南日本新聞社） 鹿児島南署は３０日、麻薬取締法違反（使用）の疑いで、鹿児島市鴨池１丁目、大学生の女（２２）を２３日に逮捕したと発表した。逮捕容疑は７月上旬、同市内またはその周辺で大麻を使用した疑い。 署によると、「薬物を使用しているかもしれない」と情報提供があり、尿検査をしたところ大麻成分が検出された。 南日本新聞 | 鹿児島,[],[]
【熊本地震】DMAT、トイレカー…鹿児島から被災地へ支援続く　募金箱設置の動きも広がる（南日本新聞）,https://news.yahoo.co.jp/articles/20f8bfd5911cb23135e958c2218e74ae52ea1721,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260730-00000003-minami-000-1-view.jpg?exp=10800,2026-07-30T07:00:22+09:00,2026-07-30T07:00:22+09:00,南日本新聞,minami,南日本新聞,655,日本製紙八代工場（熊本県八代市）に向かうトイレカー（薩摩川内市消防局提供） 震度７を観測した熊本地震から一夜明けた２９日、鹿児島県からは医療や消防、給水などの支援チームが相次ぎ被災地に入った。被害の大きかった熊本県八代市では、消防隊が懸命の捜索を続けた。 【写真】曽於市が設置した義援金箱＝２９日、同市役所本庁 鹿児島県の災害派遣医療チーム（ＤＭＡＴ）は２８日夜から、各医療機関の１１隊が順次出発。県内１６の消防本部からは、緊急消防援助隊計１３３人が八代市に到着した。煙突が倒壊し、要救助者が出ている日本製紙八代工場で救助活動に当たった。 薩摩川内市は、今年３月に導入したトイレカーと、スポットクーラー５台を八代市に派遣した。トイレカーは初の災害派遣で、工場そばにある消防隊の宿営地に設置。隊員が使用し、被災者にも貸し出す。市消防局警防課の上園秀課長（５２）は「被災者は大変な思いをしている。熊本県民の生命や財産を守るため、引き続き懸命に活動に当たる」と力を込めた。 日置市は、災害時の相互応援協定を結ぶ熊本県宇土市にペットボトルの飲料水計３トンや発電機６台、扇風機９台を届けた。 給水車も被災地に向かった。日本水道協会鹿児島県支部によると、２９日に姶良市と出水市が派遣。３０日には霧島、鹿屋両市の車両も出発する。 このほか、鹿児島、姶良、霧島、鹿屋、曽於、南さつまの６市は２９日、義援金箱を本庁などに設置した。垂水市は３０日に設ける。薩摩川内市、いちき串木野市、大崎町も予定している。 南日本新聞 | 鹿児島,[],[]
志布志の松林で雑草燃える――５時間半後に鎮火、焼失面積と出火原因は調査中（南日本新聞）,https://news.yahoo.co.jp/articles/f799803c4c0a9c36d451c2d23fa141d54b6cc0ee,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260730-00000002-minami-000-1-view.jpg?exp=10800,2026-07-30T00:30:21+09:00,2026-07-30T00:30:21+09:00,南日本新聞,minami,南日本新聞,172,消火活動をする関係者＝２９日、志布志市有明町野井倉 ２９日午後０時５分ごろ、鹿児島県志布志市有明町野井倉の日南海岸国定公園内の松林で、一帯に自生する雑草などが燃えた。 志布志署によると、約５時間半後に鎮火した。人的被害の情報は入っていない。焼失面積や出火原因を調べている。通行人から「枯れ草火災です」と１１９番があった。 南日本新聞 | 鹿児島,[],[]
横断歩道を渡っていたら…信号ある交差点、右折軽トラックにはねられた女性――91歳農業者を現行犯逮捕、志布志署（南日本新聞）,https://news.yahoo.co.jp/articles/d873a86644d6db96b1ed3b43a00f295ff4b47ea4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260730-00000001-minami-000-1-view.jpg?exp=10800,2026-07-30T00:25:22+09:00,2026-07-30T00:25:22+09:00,南日本新聞,minami,南日本新聞,236,（写真：南日本新聞社） ２９日午後６時４０分ごろ、鹿児島県志布志市有明町野井倉の市道と県道が交わる交差点で、横断歩道を歩行中の同市の女性（６３）が軽トラックにはねられた。女性は病院に搬送されたが、容体は不明。 志布志署は同日、自動車運転処罰法違反（過失傷害）の疑いで、運転していた同市有明町伊崎田、農業男（９１）を現行犯逮捕した。署によると、現場に信号機はある。容疑者は市道から県道に右折していた。搬送時、女性に意識はあった。通行人が１１０番した。 南日本新聞 | 鹿児島,[],[]
