headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
鹿児島市の海で見つかった遺体の身元判明　職業不詳の７７歳女性（南日本新聞）,https://news.yahoo.co.jp/articles/89f52695fdd02ccbb37122d5bde12b79c1fd7112,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260811-00000007-minami-000-1-view.jpg?exp=10800,2026-08-11T17:35:21+09:00,2026-08-11T17:35:21+09:00,南日本新聞,minami,南日本新聞,121,（写真：南日本新聞社） 鹿児島市南栄５丁目の岸壁付近の海で１０日に見つかった遺体について、鹿児島南署は１１日、同市和田３丁目の職業不詳の女性（７７）だったと発表した。署によると、知人が身元を確認した。死因などは捜査中。 南日本新聞 | 鹿児島,[],[]
猛暑にモー負けない牛が豪快ジャンプ――宮崎・えびの菅原神社で牛越祭（南日本新聞）,https://news.yahoo.co.jp/articles/02171e2a2d5b52623362866c7e244ad3d08c10e2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260811-00000006-minami-000-1-view.jpg?exp=10800,2026-08-11T16:30:22+09:00,2026-08-11T16:30:22+09:00,南日本新聞,minami,南日本新聞,421,飼い主の誘導で、高さ５０センチの丸太を跳び越える牛＝宮崎県えびの市西川北の菅原神社 牛に丸太を跳び越えさせて、無病息災や五穀豊穣（ほうじょう）を祈願する宮崎県の無形民俗文化財「牛越祭」が７月２８日、えびの市西川北の菅原神社であった。猛暑に負けじと牛たちの豪快なジャンプが繰り広げられ、境内は歓声に沸いた。 西川北地区の農家７軒が飼養する生後３カ月から４歳までの黒牛や乳牛１８頭が高さ５０センチの丸太に挑んだ。引き手に導かれ、華麗な跳躍を見せる牛がいる一方で、押しても引いても跳ぼうとしない牛もおり、観衆の笑いを誘った。 真幸中学校の黒木泰貴教諭（４５）は、教え子宅の牛の引き手を体験。２回目で跳ばすことに成功した。「少し怖かったが、得がたい経験で楽しかった」と感謝していた。 牛越祭保存会の津留誠会長（７５）は「猛暑で夏バテぎみの中、牛も人もよく頑張った。地域の支えで、祭りを継続できていることに感謝したい」と述べた。 南日本新聞 | 鹿児島,[],[]
転倒防止のための体力つくる「ころばん体操」鹿児島県内各地に広げたい――南大隅と薩摩川内の協力隊がタッグ組み普及に力（南日本新聞）,https://news.yahoo.co.jp/articles/42753bb5cbf859717a2e5eec3b2b17b83e1d4473,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260811-00000005-minami-000-1-view.jpg?exp=10800,2026-08-11T11:30:22+09:00,2026-08-11T11:30:22+09:00,南日本新聞,minami,南日本新聞,590,簡単にできる運動を紹介する黒崎喬嗣さん（右から２人目）と尾野真衣子さん（同３人目）＝南大隅町根占の丸峯公民館 転倒防止のための体力づくりをする「ころばん体操」を広めようと、薩摩半島と大隅半島の地域おこし協力隊がタッグを組んだ。南大隅町の黒崎喬嗣さん（３１）と薩摩川内市の尾野真衣子さん（３６）は切磋琢磨（せっさたくま）しながら、高齢者らに体を動かす大切さを伝えている。 黒崎さんは、２人に１人が６５歳以上の町で健康づくりや、誰でもできる「ゆるスポーツ」の普及啓発に力を入れている。 ころばん体操は音楽に合わせて手や足を動かすもので、椅子に座りながらできるのが特徴。岡山県津山市の事業を参考に県内各地で取り組まれている。薩摩川内市では「はんとけん体操」として、尾野さんが普及に励んでいる。 ２人は７月２２日、南大隅町の丸峯公民館で開かれたサロンに出席。週に１回は集まって体操に取り組んでもらおうと、７０～９０代の住民１０人に体操を続ける意義を丁寧に説明した。茶飲み話にも花を咲かせた。 住民の武田ミノリさん（８１）は「通院中の人もいて日程を合わせるのは難しいかもしれないが、前向きに話し合っていきたい」と理解を示した。 尾野さんは「黒崎さんは丁寧に話し合い、住民に安心感を与えていると感じた。今後も連携を深めながら、県内各地に体操を広げていきたい」と語った。 南日本新聞 | 鹿児島,[],[]
震災2週間、九州道不通で物流に異変――迂回路は「所要2、3時間増」、鹿児島のドライバー「１日も早く復旧を」（南日本新聞）,https://news.yahoo.co.jp/articles/97e5ecad0da0b098a1b8e767d98f9b54b5d1e976,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260811-00000004-minami-000-1-view.jpg?exp=10800,2026-08-11T06:30:21+09:00,2026-08-11T06:30:21+09:00,南日本新聞,minami,南日本新聞,1152,（写真：南日本新聞社） 熊本地震から１１日で２週間を迎えた。九州自動車道の不通が続き、物流への影響は長期化している。２０１６年に北九州市と宮崎市がつながった東九州自動車道が迂回路の役割を担うものの、鹿児島県内の運送事業者は「直後は助かったが、所要時間が延び常態化は厳しい」「お盆の帰省ラッシュでさらに配送が遅れそうだ」と先行きを懸念する。 【写真】志布志港からフェリーに乗り込むトラック。１０年前と比べ、輸送ルート切り替えの動きは目立たない＝１０日、志布志市 野菜や食肉などを運ぶＪＡ物流かごしま（鹿児島市）は発災直後、東九州道を使うルートに切り替えた。幹線事業部の早稲田一剣部長は「大動脈が不通になったので、迂回路の存在はありがたかった」と振り返る。 九州道の松橋（まつばせ）インターチェンジ（ＩＣ）－えびのＩＣは通行止めが続き、再開は８月後半の見通しだ。 西日本高速道路によると、地震前日の７月２７日、熊本、福岡県境の九州道・みやま柳川ＩＣ－南関ＩＣの通行量は２万２８２８台。発災翌日２９日は２万５５２台と約１割減った。一方、宮崎県側の東九州道・門川南スマートＩＣ－日向ＩＣは２７日の３１８９台に対し、２９日は２倍以上の７１５５台に増えた。 ただ、発災２週間で変化もみられる。 曽於市の東九州道・末吉財部ＩＣ付近の国道１０号は鹿児島、宮崎を結ぶバイパスのように機能する。近くの給油所の担当者はトラック通行量についてこう話す。「震災直後は多かったが、徐々に落ち着いてきた」 ＪＡ物流かごしまも現在は九州道と一般道を組み合わせるなど、少しでも速く到着できるルートを模索しながらトラックを走らせる。早稲田部長は「東九州道だと２、３時間余計にかかり、配送遅れが常態化してしまう。応急的には使えるが、代替道路には不便」と話し、「帰省ラッシュも重なる。とにかく１日も早い九州道復旧を」と求めた。 １６年の熊本地震直後の志布志港は、運送各社が輸送ルートを陸から海に切り替える動きで混乱した。しかし今回は、そうした動きは目立たない。同港発着の大阪や東京便は、２４年４月の運転手の労働時間規制強化以降、普段から利用する事業者が増えているからだ。 マルエーフェリー南九州支店（志布志市）の二見寛史支店長（６４）は「地震直後は２０件ほど問い合わせがあったが、１０年前の地震と比べれば５分の１以下」と話す。問い合わせの減少は各荷主の輸送ルートの多角化が一因とみる。「前回を教訓にどこもリスク分散を進めている」 商船三井さんふらわあ志布志支店でも問い合わせは少ない。宮原健一支店長補佐（５４）は「事業継続計画（ＢＣＰ）の策定が進んだのだろう。災害関連の問い合わせがあればできる限り協力したい」と話した。 南日本新聞 | 鹿児島,[],[]
【速報】H3ロケット9号機、打ち上げ成功――測位衛星「みちびき」6機目、予定軌道に投入（南日本新聞）,https://news.yahoo.co.jp/articles/0880f96cf20f0962a2bbb14716f4759d1bd63761,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260811-00000003-minami-000-3-view.jpg?exp=10800,2026-08-11T05:05:25+09:00,2026-08-11T06:22:16+09:00,南日本新聞,minami,南日本新聞,355,闇夜を切り裂くように上昇するＨ３ロケット９号機＝１１日、南種子町の種子島宇宙センター 宇宙航空研究開発機構（ＪＡＸＡ）は１１日午前４時２３分、国産基幹ロケット「Ｈ３」の９号機を鹿児島県南種子町の種子島宇宙センターから打ち上げた。約２９分後に、搭載していた政府の準天頂衛星「みちびき７号機」を予定軌道でロケットから分離し、打ち上げは成功した。 【写真】上昇するＨ３ロケット９号機＝１１日午前４時２３分、南種子町の種子島宇宙センター 「みちびき」は、カーナビなどに位置情報を提供する日本独自の衛星測位システム。他国の衛星に頼らず、安定して位置情報を提供できるよう政府は７機に増やす計画を進めている。今回で６機目。 「Ｈ３」は６月に試験機として打ち上げた６号機に続き、２回連続の成功となった。 南日本新聞 | 鹿児島,[],[]
【速報】H3ロケット9号機、打ち上げ――闇夜に轟音、空へ（南日本新聞）,https://news.yahoo.co.jp/articles/eb06aba5d16aade3a27aecf7c87e6945d1d967ab,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260811-00000002-minami-000-3-view.jpg?exp=10800,2026-08-11T04:35:21+09:00,2026-08-11T06:21:19+09:00,南日本新聞,minami,南日本新聞,264,上昇するＨ３ロケット９号機＝１１日午前４時２３分、南種子町の種子島宇宙センター 宇宙航空研究開発機構（ＪＡＸＡ）は１１日午前４時２３分、国産基幹ロケット「Ｈ３」９号機を鹿児島県南種子町の種子島宇宙センターから打ち上げた。機体は轟音とともに、闇夜を切り裂くように上昇した。政府の準天頂衛星「みちびき７号機」を搭載している。 ＪＡＸＡは６月、Ｈ３試験機（６号機）を発射し、８カ月ぶりに打ち上げに成功した。この日打ち上げた９号機は、固体燃料の主エンジン２基、固体燃料の補助ロケットが２基の標準型「２－２形態」。 南日本新聞 | 鹿児島,[],[]
海に女性が浮いている…70代くらいの身元不明者――近くの船の船員が通報（南日本新聞）,https://news.yahoo.co.jp/articles/9c1ee363ffb44b7e2183547a262d2d48bbd034ba,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260811-00000001-minami-000-1-view.jpg?exp=10800,2026-08-11T00:05:24+09:00,2026-08-11T00:05:24+09:00,南日本新聞,minami,南日本新聞,228,（写真：南日本新聞社） １０日午後６時１５分ごろ、鹿児島市南栄５丁目の南栄６号倉庫から東側の岸壁付近の海で、身元不明の女性があおむけの状態で浮いているのが見つかった。鹿児島南署によると女性は７０歳代くらいで、身長約１５０センチの中肉。白髪交じりで、薄青地に白の縦じまの半袖シャツ、ベージュの長ズボンを着用し黒の靴を履いていた。近くに停泊していた船の船員が１１０番し、搬送先の病院で死亡が確認された。同署が身元や死因などを調べている。 南日本新聞 | 鹿児島,[],[]
