headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
鹿児島市立美術館で南日本ジュニア美術展…園児から高校生500点、みずみずしい感性が来場者の目を楽しませる（南日本新聞）,https://news.yahoo.co.jp/articles/81d24670244630576bae252160ecea3fd0b74fcd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260918-00000005-minami-000-2-view.jpg?exp=10800,2026-09-18T21:35:21+09:00,2026-09-18T23:48:53+09:00,南日本新聞,minami,南日本新聞,518,個性あふれる作品が並ぶ会場＝１８日、鹿児島市立美術館 第１９回南日本ジュニア美術展（南日本新聞社主催、昴特別協賛、フォーエバー協賛）が１８日、鹿児島市立美術館で始まった。県内の園児から高校生までの入賞入選作５００点を展示。みずみずしい感性で描かれた絵画や自由な発想から生み出された立体作品が、来場者の目を楽しませている。 【写真】個性あふれる作品が並ぶ会場＝１８日、鹿児島市立美術館 開場式では、最高賞の南日本新聞社賞に輝いた鹿児島純心女子高校３年の藤崎碧衣さんらがテープカットをして開幕を祝った。受賞作「過ぎてゆく」は幼い頃と現在の自画像を描いた心象画。「落ち着いた色合いのグラデーションで時間の流れを表現した。これからも自分の感情を描いていきたい」と笑顔で話した。 毎年来場する同市の川上絵利子さん（４９）は「子どもがどんな思いで絵を描いているかを考え、楽しみながら鑑賞した。中高生の作品から成長が感じられた」と感心していた。 同展は２７日まで（２４日休館）。入場料は一般・大学生１０００円、高校生以下無料。２０日午後２時から、同館で南日本美術展第２６回海老原賞受賞者の美坂康太郎さんによる作品解説会がある。 南日本新聞 | 鹿児島,[],[]
小学校2校でインフルエンザ学級閉鎖――加世田、名瀬保健所管内　鹿児島県内の報告患者数は前週比26人増の274人（南日本新聞）,https://news.yahoo.co.jp/articles/32b1c9bd40b01d16d60d20949701f68d98623de7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260918-00000004-minami-000-1-view.jpg?exp=10800,2026-09-18T18:35:22+09:00,2026-09-18T18:35:22+09:00,南日本新聞,minami,南日本新聞,136,（写真：南日本新聞社） 鹿児島県は１８日、１４〜１８日にインフルエンザで加世田、名瀬保健所管内の小学校２校で学級閉鎖したと発表した。 ７〜１３日に県内５７定点医療機関から報告された患者数は、前週より２６人増の２７４人。１定点当たり４．８１人だった。 南日本新聞 | 鹿児島,[],[]
酒酔い運転容疑で保育士の女逮捕――駐車中の車両に接触（南日本新聞）,https://news.yahoo.co.jp/articles/e5532539c2b20240209360230d50ff0142281ed9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260918-00000003-minami-000-2-view.jpg?exp=10800,2026-09-18T16:05:24+09:00,2026-09-18T23:47:44+09:00,南日本新聞,minami,南日本新聞,191,（写真：南日本新聞社） 鹿児島県警霧島署は１８日、道交法違反（酒酔い運転）の疑いで、霧島市国分中央６丁目、保育士の女（５５）を逮捕した。 逮捕容疑は１７日午前９時ごろ、同市隼人町真孝の市道で、酒に酔った状態で乗用車を運転した疑い。 署によると駐車中の車両に接触し、事故の関係者が１１０番した。呼気１リットル当たり０．５ミリグラム以上のアルコールが検出された。 南日本新聞 | 鹿児島,[],[]
麻薬使用、所持容疑で男逮捕――「何も話すことはない」と否認（南日本新聞）,https://news.yahoo.co.jp/articles/b45e0519ae979325135dc1319458d27c853cb13e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260918-00000002-minami-000-1-view.jpg?exp=10800,2026-09-18T13:30:22+09:00,2026-09-18T13:30:22+09:00,南日本新聞,minami,南日本新聞,209,（写真：南日本新聞社） 鹿児島県警薩摩川内署は１８日、麻薬取締法違反（使用、所持）の疑いで、本籍川崎市の住所不定、無職の男（２３）を８月２４日と９月７日に逮捕したと発表した。 逮捕容疑は６月下旬、鹿児島県薩摩川内市またはその周辺で麻薬を使用し、同市で若干量の大麻と麻薬を所持した疑い。 署によると、男は「何も話すことはない」と否認している。６月に窃盗容疑で逮捕され、尿検査で陽性反応が出ていた。 南日本新聞 | 鹿児島,[],[]
