headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
全銀システムの大規模障害、「真の原因」明らかに--全銀ネットとNTTデータが発表（CNET Japan）,https://news.yahoo.co.jp/articles/66e8f933f2e737000a1a4cbb79b7bcb85f210e21,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212251-cnetj-000-10-view.jpg?exp=10800,2023-12-01T18:18:00+09:00,2023-12-01T20:04:18+09:00,CNET Japan,cnetj,CNET Japan,954,\n全銀システムの大規模障害、「真の原因」明らかに--全銀ネットとNTTデータが発表の画像\n全国銀行資金決済ネットワーク（全銀ネット）とNTTデータは12月1日、10月10日～11日に発生した全銀システムの大規模障害の真の原因を明らかにした。\n\n 全銀システムは、日常の振込や送金をリアルタイムで処理するシステムで、国内のほぼすべての預金取扱金融機関が利用している。10月のシステム障害では三菱UFJ銀行、りそな銀行など10行で、他行宛の振り込みができないなどの障害が丸2日間継続した。\n\n 障害は、全銀システムの中継コンピューターを新機種「RC23シリーズ」へ交換し、その後営業運用を開始した直後に発生した。RC23シリーズ内の「銀行間手数料を処理するためのインデックステーブル」が破損しており、同テーブルを参照する際の処理でエラーが生じたためだ。\n\n 中継コンピューターは東京と大阪に1台ずつ、冗長化として設置されていたが、2台同時に新機種のRC23シリーズに切り替えたため、2台ともにソフトウェア障害が発生。冗長化としての役割を果たせなかった。\n\n なお、破損していたインデックステーブルは、中継コンピュータ起動時にテーブルの初期設定値を保持するロードファイルから展開されることになっていた。発表によると、このロードファイルを生成するプログラムのテーブル作成処理に不具合があったという。具体的には、展開時にメモリ上に一時的に確保する作業領域が不足していた。\n\n なぜ作業領域の不足が発生したのか。発表によると、RC23シリーズの開発ではOSバージョンアップに伴い、ロードファイル生成時に使用する4つのテーブルのうち、1つのテーブルのサイズを拡張していた。\n\n なお、ロードファイルの生成プログラムは、一時的に確保した領域に、まとめて4つのテーブルを展開する仕様となっていた。しかし、NTTデータの開発プロセスにおける製造工程では、各テーブルが個別に展開されるものと誤って理解されており、一時的に確保する作業領域の拡張を行っていなかった。\n\n また、NTTデータ内の製造有識者による修正内容の再検証においても、拡張の必要性を指摘できなかった。結果、大規模障害の発生に至った。
大和ハウス工業、「プレミスト那覇新都心 ザ・パークフロント 」全4タイプをVRモデルルームで案内（CNET Japan）,https://news.yahoo.co.jp/articles/9f833b7fd6feb85a5f2c6137aac5c0baf5a8b669,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212248-cnetj-000-1-view.jpg?exp=10800,2023-12-01T15:37:00+09:00,2023-12-01T15:37:00+09:00,CNET Japan,cnetj,CNET Japan,708,\n大和ハウス工業、「プレミスト那覇新都心 ザ・パークフロント 」全4タイプをVRモデルルームで案内の画像\n大和ハウス工業は12月1日、同社が建設中の分譲マンション「プレミスト那覇新都心 ザ・パークフロント」について、12月2日より、全4タイプをVRモデルルームで案内すると発表した。\n\n 本マンションは、沖縄県那覇市おもろまちに、2025年2月に完成を予定する、地上5階建て、総戸数16戸の物件。新都心公園に隣接し、大型複合商業施設や、教育・医療・金融などの生活利便施設も近接する。\n\n 高い断熱性能と省エネ性能を備えたZEH-M仕様のマンションで、全戸が南東向き。間取りはゆとりの73.50平米から104.33平米で、全台平面の駐車場に、大型車やEV車対応スペースも設けている。\n\n 今回、本マンションのモデルルームをVRで用意し、応接室「新都心サロン」の大型モニターやPC、タブレット端末で提案する。大和ハウス工業によると、これまでの分譲マンションの販売では、一部の住戸を再現したモデルルームを案内するため、確認できる間取りにも限りがあったという。\n\n 本マンションでは、全4タイプのモデルルームをVRで作成し、それぞれ間取りの住戸をバーチャルで確認することができる。設計図を基に書き起こしたVRの住戸に、現地からの眺望写真をCG合成することで、位置や階数によって変わる眺望も再現し、大型モニターで体感することが可能だ。\n\n 大和ハウス工業は、実際の住戸を再現するモデルルームの建設・解体がないため、CO2排出量を抑制でき、事業全体での脱炭素にもつながるとしている。\n\nプレスリリース
「さとふる」で提供する「PayPay商品券」、京都府が導入--都道府県で初（CNET Japan）,https://news.yahoo.co.jp/articles/6d8518103886a96c0861b69692f6297b087d9d08,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212250-cnetj-000-2-view.jpg?exp=10800,2023-12-01T17:17:00+09:00,2023-12-01T18:18:27+09:00,CNET Japan,cnetj,CNET Japan,423,\n「さとふる」で提供する「PayPay商品券」、京都府が導入--都道府県で初の画像\nPayPayとさとふるは12月1日、ふるさと納税サイト「さとふる」にて、京都府内の対象店舗や施設で利用できる電子商品券型の返礼品「PayPay商品券」の提供を開始すると発表した。\n\n PayPay商品券は、特定の市町村だけでなく、地場産品の基準を満たす商品、サービスを提供する対象地域内の店舗で利用できる。\n\n 京都府の返礼品となるPayPay商品券は、寄付額3000～50万円までの全9種類。寄付額の3割の金額（900～15万円分）をPayPay商品券として、対象となる京都府内の店舗・施設で利用可能だ。\n\n 2022年11月のPayPay商品券の提供開始以来、都道府県単位での導入は初になるという。また、さとふるで返礼品として発行できるPayPay商品券の導入自治体は、12月1日時点で計533自治体になったとしている。\n\nプレスリリース
世界スマホ市場、第4四半期の出荷は7.3％増で低迷からやっと脱出--今後は鈍いペースで成長（CNET Japan）,https://news.yahoo.co.jp/articles/4c3361a9d93a45ec0fa752ff104582dbc7a7193e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212239-cnetj-000-1-view.jpg?exp=10800,2023-12-01T16:20:00+09:00,2023-12-01T16:20:00+09:00,CNET Japan,cnetj,CNET Japan,752,\n世界スマホ市場、第4四半期の出荷は7.3％増で低迷からやっと脱出--今後は鈍いペースで成長の画像\nIDCは、世界スマートフォン市場に関する見通しを発表した。2023年第4四半期の出荷台数を前年同期比7.3％増とし、以前の予測から上方修正した。\n\n 上方修正の理由として、IDCは前期に状況がやや改善したことや、メーカーなどが積極的な姿勢を見せたことを挙げた。\n\n 2023年通期の出荷台数は、11億6000万台で前年比3.5％減。ただし、以前は同4.7％減と予測しており、こちらも上方修正した。\n\n 市場の改善は続き、2024年は前年比3.8％増とした。その後は、2027年まで1ケタ台前半のペースでゆっくりと拡大し、5年間の年平均成長率（CAGR）は1.4％と予想する。\n\n IDCは、やっと低迷から抜け出したものの、出荷台数はパンデミック前を下回っているうえ、市場が成熟した結果、これまでと異なる低成長ペースと長期化した買い換えサイクルの時代に入る、と見込む。\n\n 一方、平均販売価格（ASP）はパンデミック前よりかなり高い状態のままだ。IDCは、高価格モデルの販売が全地域で増え続けていることから、2023年のASPを前年比5.5％増の438ドル（約6万4872円）とした。ここから次第に安くなって2027年には396ドル（約5万8652円）まで下がると見込むが、それでも以前の予想より高いままだという。\n\n OS別では、iOSの方がAndroidよりマクロ経済の困難に打ち勝つ力が強く、前年比0.6％増となる。これに対し、Androidは同4.4％減。2023年のASPは、iOSが1038ドル（約15万3738円）、Androidが292ドル（約4万3248円）。
世界スマホ市場、2023年の出荷はこの10年で最低水準の11億6000万台--第4四半期からは回復（CNET Japan）,https://news.yahoo.co.jp/articles/590962400d480492ddb3c8aaf0374a0b297e997b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212245-cnetj-000-2-view.jpg?exp=10800,2023-12-01T16:29:00+09:00,2023-12-01T17:49:59+09:00,CNET Japan,cnetj,CNET Japan,458,\n世界スマホ市場、2023年の出荷はこの10年で最低水準の11億6000万台--第4四半期からは回復の画像\nCounterpoint Technology Market Researchは、世界スマートフォン市場に関する見通しを発表した。2023年の出荷台数は11億6000万台で、前年比5％減と見込む。この約10年間の最低水準まで落ち込むという。\n\n 2013年の出荷台数は10億4900万台で、これに比べると11％多い。ただし、ピークだった2017年の15億5900万台からは26％の減少だ。\n\n 一方で回復の兆しはあり、2023年第4四半期の出荷は前年同期比3％増の3億1200万台と予想している。\n\n 地域別では、北米と欧州は今後も低迷が続く。それに対し、中国のほか、中東およびアフリカ（MEA）やインドなどの新興市場は成長基調に戻り、第4四半期以降の世界市場を牽引する。\n\n 2023年末には在庫状況が改善することから、2024年の出荷台数を前年比3％増の11億9900万台と予想する。
イタンジとJBRが提携--「申込受付くん」から24時間駆けつけサービスを提供（CNET Japan）,https://news.yahoo.co.jp/articles/a495331a2a980cf444ec76b0894bad3fff42d407,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212235-cnetj-000-1-view.jpg?exp=10800,2023-12-01T12:49:00+09:00,2023-12-01T12:49:00+09:00,CNET Japan,cnetj,CNET Japan,715,\nイタンジとJBRが提携--「申込受付くん」から24時間駆けつけサービスを提供の画像\nイタンジは12月1日、同社の不動産関連ウェブ入居申込システム「申込受付くん」を通じて、ジャパンベストレスキューシステム（JBR）の24時間駆けつけサービス「安心入居サポート」の提供を開始すると発表した。\n\n イタンジの「申込受付くん」は、入居希望者がウェブ上で入力した申込に必要な情報や申込手続きの進捗を、賃貸不動産管理会社、賃貸不動産仲介会社、家賃債務保証会社、保険会社などに連携し、申込書提出から審査までのやりとりを効率化することができるシステム。\n\n 一方、JBRの「安心入居サポート」は、賃貸住居における水回りや鍵、電気設備など生活の緊急トラブル発生時に、24時間365日対応する駆けつけサービスで、ガス・給湯器のトラブルや、健康・医療相談サポートについての電話相談にも応じる。\n\n 今回の提携により、不動産管理会社は、「申込受付くん」を通じた入居者への「安心入居サポート」の提案から契約までが可能となる。入居中の緊急トラブル時はJBRが対応するため、管理会社は賃貸住宅のトラブルに対応する業務の負担が軽減する。\n\n 入居者は、管理会社から送られてくるメールの案内に沿って、「申込受付くん」上に表示される必要な申込情報を入力して契約手続きをすることで、24時間365日、「安心入居サポート」サービスを利用することができる。\n\n なお、「申込受付くん」上の入居者情報のうち、「安心入居サポート」の申込に必要な情報はJBRのシステムと連携されるため、重複する情報を別途登録することなく申込書データの作成が可能となる。
会話型生成AI「Google Bard」、2023年多かった使い方は？--グーグルが10位まで紹介（CNET Japan）,https://news.yahoo.co.jp/articles/500c2c299983c685b7748bc4cf6a4ecf871d14e6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212148-cnetj-000-3-view.jpg?exp=10800,2023-12-01T12:01:00+09:00,2023-12-01T15:27:43+09:00,CNET Japan,cnetj,CNET Japan,2723,\n会話型生成AI「Google Bard」、2023年多かった使い方は？--グーグルが10位まで紹介の画像\nグーグルは12月1日、試験運用中の会話型生成AIサービス「Google Bard」の活用方法ランキングを発表した。\n\n Bardの提供を開始した2023年5月から11月までの期間における日本語でのランキングや、各活用方法における詳細や最新機能も含めたTips、英語のランキングとの比較とともに紹介している。\n\n情報収集、専門トピックの相談が最多\n\n 日本語のランキングでは、調べ物や相談など情報を幅広く調べる「情報収集」に関する活用方法が多くランクイン。「水の沸点は、気圧によって変わりますか？」や「sin 90度=？」など、単一・複数の明確な答えを探す「事実に関する調べもの」が1位となっている。\n\n 2位には、「セキュリティ対策を強化したいのですが、どのような対策をすればよいでしょうか？」など、歴史、文学、経済や最新のテクノロジーの説明など、専門的な領域における相談を含めた「専門的なトピックの相談」がランクイン。\n\n 9位には、「七転び八起きの他の言い方教えて」など、特定の意味を持つ単語や説明に基づいて、固有の名称を調べる辞書の逆引き検索のような「言葉を調べる」使い方がランクインした。\n\n 一般的に、Bardを情報収集に利用する場合は、質問している背景や目的、状況などを説明文に加えると、質問に沿った回答を得やすい。\n\n 例えば、「冬休みで習得できることを教えて」という質問を、「小学校4年の子供に冬休みの理科の研究で最適な10テーマ」と自分の状況や背景を詳しく伝えると、より精度の高い回答が得られる。一般的な情報検索と異なり、前回の会話の文脈を理解することも特徴のため、先程の会話の続きとして、「その中から2週間でレポート作成するまでに最適のテーマとスケジュールは？」など、続けて会話をすることで、検索テーマについての深掘りが可能だ。\n\nプログラミング、翻訳といった専門的な使い方も上位に\n\n 3位には「プログラミング」、4位には「翻訳」と、専門的な使い方も上位にランクインしている。\n\n プログラミング分野では、「音声ファイルをMP3形式に変換するためのPythonのコードを作成して」や「以下のHTMLコードのバグを修正して」など、コード作成から作成したコードの説明とそれに対する修正案の提案、「Googleスプレッドシートで、ある範囲で値が『参加希望』を数える関数教えて」などの関数まで、コードの作成・理解・修正全般における活用方法がみられたという。\n\n 翻訳では、「ontologicalを日本語にして」など、特定の単語の翻訳だけでなく、「次の日本語の文章をビジネス英語にして」や、「『帯に短したすきに長し』を中国語と韓国語で3つずつ例をだして翻訳して」など、状況や言語ごとでの使い分けでも活用されている。\n\n 5位の「文章の編集」や10位の「文章を完成させる」など、文章作成時のアイデアやサポートも多くみられたという。\n\n 「文章の編集」では、「以下の文章の流れや構成を修正／分かりやすくしてほしい」や「表現を自然にして」など、全体的な流れや言い回しといった文章の修正に活用されたほか、「以下を仕事の取引先に送る丁寧なビジネスメールにして。『今年もありがとうございました。来年もよろしくお願いいたします。1月8日から出社します。』」など、ビジネスシーン等状況に合わせた文章の作成などでも活用されたという。\n\n 日本語だけでなく、「下記の英語の文法を確認して」や「この英語の文章をビジネス英語／プレゼンテーション用にして」など、多言語での修正での活用もみられたとしている。\n\n 「文章を完成させる」では、「以下の文章の続きを補完してほしい」や「以下の文章をより充実したものにしてほしい」など、途中から言葉が浮かばない時や内容が不十分な際に文章作成をサポートしている。例えば、「お世話になった先生に年賀状を書いてます。続きを考えてください。-昨年もお世話になりました。同窓会で久しぶりにお会いできて、嬉しかったです。今年は…」などと質問すると、Bardが文章の続きを回答するという。\n\n なお、Bardは、回答の長さや口調を5つのオプション（短くする、長くする、シンプル、カジュアル、または専門的な表現にする）に変更できる機能を搭載する。これにより、ビジネスメールを作成してという質問の回答をワンクリックで長くしたり、短く簡潔にしたりできるようになる。\n\n 6位の「雑談・おしゃべり」では、「久しぶりに会う友達と英語で話すための練習相手になって」や「ラーメン食べたい」など、会話の相手にする活用方法がランクインした。\n\n 7位にランクインした「新たな見解を得る」では、「カツ丼は卵とじかソース派か」や「2つのグループに分けてディベートして、たいやきは頭から食べるか尻尾から食べるか？」など、多様な視点から特定のトピックを分析するために使われている。\n\n 8位の「要点をまとめる」の質問では、「下記の文章をまとめて」や「関ケ原の戦いについて理解を深めるために質問を10個考えて」など、文章や特定のトピックの要点をまとめる使い方がランクイン。\n\n 質問もしくは、回答への続きとして「それぞれの答えと合わせて表でまとめて。」と付け加えると表で回答を表示でき、それをそのままほかのドキュメントにコピーできるという。\n\n また、Bardの機能を使うことで、もっと簡単に得たい回答が取得できる。例えば、「Google Lens」を活用すると写真での質問が行えるため、花の写真から花の種類や育て方を調べることが可能。「冬休みに行く日光2泊3日の旅行でおすすめの場所を写真つきで紹介して」など、写真付きの回答を得られる。\n\n英語との比較も\n\n 日本語の活用ランキングでは、情報収集に関連する活用方法が上位にランクインしているが、英語では事実の確認とともにプログラミングによく使われており、情報収集と技術的な作業に活用されている。また、文章などの要約や文章を完成させるためにも使われていたという。\n\n グーグルは、想像していた以上にさまざまな使われ方をしており、これからもユーザーが便利で楽しく使えるように、新機能の提供や役立ち情報を案内していくとしている。\n\n【12月1日15時27分更新】\n 記載内容、画像を一部変更しました。
ADDress、「多拠点生活」から「多拠点コミュニティ」サービスへ--海外展開も開始（CNET Japan）,https://news.yahoo.co.jp/articles/847a17489c97f5ce3be6cd9c36977f7ceffb3d99,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212194-cnetj-000-2-view.jpg?exp=10800,2023-12-01T12:31:00+09:00,2023-12-01T18:05:32+09:00,CNET Japan,cnetj,CNET Japan,1183,\nADDress、「多拠点生活」から「多拠点コミュニティ」サービスへ--海外展開も開始の画像\n定額制の全国多拠点生活サービス「ADDress」を運営するアドレスは11月30日、メディア向け戦略発表会を開催。「多拠点生活」サービスから「多拠点コミュニティ」サービスへ、コンセプトを大幅にリニューアルしたと発表した。さらに2024年春には、アジア、米国、欧州にもADDressの拠点を広げ、海外でもサービスを開始する予定だ。\n\n アドレスは2018年に創業し、サブスクリプションモデルの多拠点居住プラットフォームとして、翌2019年4月からサービスを開始。2023年1月にチケット制で月2泊分の滞在から利用できる新料金プランを発表し、多拠点居住をよりライトに楽しめるようにした。これによりユーザー層の裾野が広がり、会員は子育てや家族の介護など、日々の暮らしの気分転換やリフレッシュ休暇として、ADDressを利用できるようになったという。\n\n 今回、ここに新プランとして、月額980円（税込）のコミュニティプランが加わる。プラン内容は、会員制SNS「ADDress＋（アドプラ）」への参加、累計6カ月ごとに1泊分のチケットが付与される積み立てADDress、各地の食事会への参加権、部活動への参加となる。\n\n 背景には、全国にADDressの家を基点とした地域コミュニティが育ってきたことがある。家の管理や会員の暮らしをサポートするADDressの家守（やもり）を通して、会員が地域を知ったり、ボランティア活動に参加したりと、さまざまな交流が生まれているという。新プランの提供によって、これまで宿泊を伴う利用でしか体験できなかった地域の人との交流やイベントへの参加が、日帰りの利用でも行えるようになる。\n\n 新プラン開始にあたって、ADDressは「街守（まちもり）」を新設する。街守は、地域の人と交流の機会をつくり、会員と地域の橋渡し役となって、ADDress+で地域情報を発信。イベントや食事会の告知、参加者の募集をADDressのコミュニティ内で行うという。\n\n また、2024年春から開始する海外展開では、海外在住の日本人が家守となり、空き部屋を提供する。初めて訪れる国でも現地に住む日本人の家に滞在できたり、現地のことを詳しく知っている日本人から、おすすめの情報を教えてもらえる。展開が確定しているのは、アジア、米国、欧州などの15拠点。ほか、30カ国の展開予定エリアがあるという。\n\n アドレスで代表取締役社長を務める佐別当隆志氏は、「国内移動をするかのごとく、台湾やニュージーランドへ行く人は間違いなくいる。そういった会員をベースに、アウトバンドの人たちを広げていく役割を、我々がリーダーシップをとって担いたい」とコメントした。
BMWとメルセデス、中国でEV急速充電網を共同展開へ--2026年には1000カ所超、約7000基（CNET Japan）,https://news.yahoo.co.jp/articles/9b1cdc603f7bee0a51e77699bbc1c621211efd01,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212225-cnetj-000-1-view.jpg?exp=10800,2023-12-01T12:11:00+09:00,2023-12-01T12:11:00+09:00,CNET Japan,cnetj,CNET Japan,363,\nBMWとメルセデス、中国でEV急速充電網を共同展開へ--2026年には1000カ所超、約7000基の画像\nBMWの中国合弁会社BMW Brilliance Automotiveと、Mercedes-Benzの中国法人Mercedes-Benz Group Chinaは、中国で電気自動車（EV）用の急速充電網を共同展開するために合弁会社を設立する。\n\n 充電ステーションの開設は、まずバッテリーEV（BEV）やプラグインハイブリッド車（PHEV）が多く使用されている地域を対象に、2024年から行う計画。2026年末までに、中国各地で1000カ所以上のステーションを設け、約7000基の充電器を運用するとしている。\n\n 展開する充電ステーションでは、BMW車およびMercedes-Benz以外のEVも充電可能。
「Android」「Wear OS」「Google TV」に11の新機能が追加へ（CNET Japan）,https://news.yahoo.co.jp/articles/43f946db09e538206f82dc3d6bc6c30c650d1e1a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231201-35212224-cnetj-000-1-view.jpg?exp=10800,2023-12-01T11:50:00+09:00,2023-12-01T11:50:00+09:00,CNET Japan,cnetj,CNET Japan,1494,\n「Android」「Wear OS」「Google TV」に11の新機能が追加への画像\nGoogleは、「Android」をより使いやすく便利なエコシステムにするための取り組みを続けている。そのためスマートフォンやタブレット、スマートウォッチ、テレビに新しい機能が続々と登場している。\n\n 間もなく公開されるアップデートでは、これらのデバイスをより簡単に、さまざまな方法で楽しんだり活用したりできる11の新機能が追加される。\n\n1. 「Emoji Kitchen」スタンプ用の新しい絵文字\n Androidのデフォルトのキーボードアプリ「Gboard」をアップデートすると、Emoji Kitchenスタンプ用の新しい絵文字を組み合わせて使えるようになる。ユーザーは、Gboardで好みの絵文字を組み合わせ、スタンプとしてシェアできる。\n\n2. 「Voice Moods」\n Googleの「メッセージ」アプリに、Voice Moodsという新しいベータ機能が登場した。この機能を利用すると、ボイスメッセージに背景や今の感情を表す絵文字を追加できる。\n\n3. Googleの「メッセージ」アプリのリアクションが強化\n この機能もベータ版だが、（マンネリ感のあるサムズアップ絵文字ではなく）画面に大きくアニメーション表示される絵文字をリアクションに追加できるようになる。\n\n4. 「Google TV」に新たな無料チャンネルが登場（米国のみ）\n Google TVに10種類の新しい無料チャンネルがまもなく追加される。提供される番組は、映画、スポーツ、ゲームなどさまざまだ。\n\n5. 「Wear OS」からコントロールできるスマートホームデバイスが増加\n Wear OSで電源を入れたりドックにセットしたりできるデバイスがさらに増える。対応する掃除機やモップをスマートウォッチからコントロールすることも可能になる。\n\n6. スマートホームデバイスに外出や帰宅を伝える\n Wear OSで、外出や帰宅をスマートホーム機器に伝え、自動で照明をつけたり消したりできるようになる。\n\n7. Wear OS向け「Googleアシスタント」のルーティン\n ルーティンを作成すると、「Google、これから出勤するよ」などと言えば、そうしたコマンド用に作成したルーティンを実行できるようになる。\n\n8. ログインのセキュリティが向上\n ウェブサイトやアプリのFIDO2セキュリティキーにカスタムPINを設定し、複雑なパスワードを入力しなくてもログインできるようになる。\n\n9. 「スナップショット」での日常管理\n Android搭載端末のホーム画面にあるスナップショットは、必要な時に必要なものを表示する。Wear OSのアップデートにより、スマートウォッチの文字盤にそれと同様の情報を表示できるようになる。\n\n10. AIによる画像説明\n Androidの「TalkBack」ツールではAIを活用して画像の説明を生成できるようになり、視覚障害者も利用しやすくなる。\n\n11. 「自動字幕起こし」の機能追加\n 自動字幕起こし機能では数週間のうちに、対応言語が増えるだけでなく、通話中に（返信メッセージを入力して）返事もできるようになる。これによって、相手の声を聞いたり声で返事したりしなくても、電話の受け答えが可能になる。\n\nこの記事は海外Red Ventures発の記事を朝日インタラクティブが日本向けに編集したものです。
