headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
福岡の幼い3人が奪われた飲酒運転事故から20年…鹿児島県警が九州一斉取り締まり 酒気帯び2件含む14件摘発（南日本新聞）,https://news.yahoo.co.jp/articles/1cbcf516fffa21ec5df0f3a71d070ed5a33fb3d9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260826-00000007-minami-000-2-view.jpg?exp=10800,2026-08-26T21:25:29+09:00,2026-08-26T22:06:17+09:00,南日本新聞,minami,南日本新聞,389,（写真：南日本新聞社） 福岡市の「海の中道大橋」で２００６年８月、飲酒運転の車に追突され、幼い子ども３人が死亡した事故から２０年となった２５日夜から２６日朝にかけて、鹿児島県警は県下一斉取り締まりをした。酒気帯び運転２件を含む１４件を摘発した。逮捕者はいなかった。 福岡県警が主体となり、九州７県警で初めて一斉に実施した。鹿児島県警は県内３１路線で行い、２３警察署と交通機動隊、高速道路交通警察隊の約１８０人を動員した。 県警交通指導課によると、違反は酒気帯び運転のほか整備不良２件、信号無視１件、一時不停止などの違反が９件あった。同課の中元賢治理事官は「死亡事故は毎年発生している。飲酒運転の撲滅に向け、継続的な取り締まりを強化する」と話した。 ２０２６年は７月末までに酒酔い運転７件（前年同期比８件減）、酒気帯び運転２２１件（同２５件減）を摘発した。 南日本新聞 | 鹿児島,[],[]
【速報】【速報】サッカー天皇杯 J3鹿児島ユナイテッド、J2新潟下し初の3回戦進出（南日本新聞）,https://news.yahoo.co.jp/articles/925d7ced05891a8a6104a33e9488da3ee3c17826,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-08-26T21:05:21+09:00,2026-08-26T22:09:26+09:00,南日本新聞,minami,南日本新聞,145,サッカーの第１０６回天皇杯全日本選手権（日本サッカー協会、Ｊリーグ主催、共同通信社、ＮＨＫ共催）は２６日、各地で２回戦があった。鹿児島県代表のＪ３鹿児島ユナイテッドＦＣは新潟市のデンカビッグスワンスタジアムでＪ２新潟に４－０で快勝し、クラブ初の３回戦進出を果たした。 南日本新聞 | 鹿児島,[],[]
【台風18号】奄美27日明け方まで強風域か――2人けが、伊仙町で住家2棟半壊（南日本新聞）,https://news.yahoo.co.jp/articles/fc348f00a4b9bea0033e52fe472ee074b212e3e2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260826-00000005-minami-000-1-view.jpg?exp=10800,2026-08-26T20:55:22+09:00,2026-08-26T20:55:22+09:00,南日本新聞,minami,南日本新聞,623,台風１８号の強風で屋根が一部損壊した住家＝２６日、大和村今里 強い台風１８号は２６日、鹿児島県の沖永良部島付近を通過し、奄美地方は風速２５メートル以上の暴風域を抜けた。瀬戸内町で７０代女性が骨折の重傷を負うなど、この台風で２人がけがをした。住家は伊仙町で２棟が半壊、同町と大和村、与論町で２２棟が一部破損の被害を受けた。鹿児島地方気象台によると、奄美全域は２７日明け方までに風速１５メートル以上の強風域を抜ける見通し。 【写真】土砂崩れで通行できなくなった町道＝２６日、伊仙町伊仙（町役場提供） 県災害対策本部などによると、女性は階段から転落して右手首を骨折。奄美市の４０代男性が風にあおられて自転車で転倒し、頭にけがをした。瀬戸内町や天城町、徳之島町で断水している。停電は最大約３万９５００戸に上り、２６日午後７時現在、約２万５０００戸で続く。犬田布中学校（伊仙町）は校舎が床上浸水した。 気象台や県によると、奄美地方で線状降水帯が発生した２５日深夜、徳之島町下久志で１時間に１０７ミリの猛烈な雨を観測。２５日夜は天城町で５４．５メートル、伊仙町で４４．３メートルの最大瞬間風速を観測し、それぞれ観測史上最高を更新した。２７日明け方にかけて、土砂災害や強風に注意するよう呼びかけている。 ２７日も一部の海の便で影響が残る見込み。 台風１８号は２６日午後６時現在、沖縄県・久米島の北約２４０キロを時速１５キロで北西に進む。 南日本新聞 | 鹿児島,[],[]
路上で「耳の手術代50万円貸して」と声かけられ……面識ない70代男性、1年で約3700万円振り込む――詐欺容疑で女逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/9369a885afc8ba57b448c82e765628e9592831fe,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260826-00000004-minami-000-1-view.jpg?exp=10800,2026-08-26T20:30:21+09:00,2026-08-26T20:30:21+09:00,南日本新聞,minami,南日本新聞,428,（写真：南日本新聞社） 手術費用や家賃などを借りる名目で、鹿児島市の７０代男性から現金計約３７００万円をだまし取ったとして、鹿児島中央署は２６日、詐欺の疑いで、東京都日野市多摩平１丁目、無職の女（３２）を逮捕した。署によると「だまし取った金もあるが、生活に困って借りた金もある」と容疑を一部否認している。 逮捕容疑は２０２３年２月下旬から２４年２月下旬までの間、男性に対し、対面や携帯電話のメッセージで「出勤できず家賃を払えない」「携帯電話代として３万円貸してほしい」などとうそを言い、約２２０回にわたって計約３７００万円をだまし取った疑い。 署によると、２３年２月下旬、当時鹿児島県内に住んでいた女が県内の路上で、面識のない男性に「耳の手術代が足りないから５０万円貸してほしい」と声をかけた。以後、手渡しで１回、後は全て女名義の個人口座に金を振り込ませた。 女と連絡が取れなくなり不審に思った男性が２４年５月に署に被害届を出した。 南日本新聞 | 鹿児島,[],[]
【速報】鹿県最賃64円増の1090円　地方審議会答申　１０月２５日発効見通し　（南日本新聞）,https://news.yahoo.co.jp/articles/2b9653b74db6faeb7f2fdbf56fd2367524783241,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-08-26T16:55:23+09:00,2026-08-26T16:55:23+09:00,南日本新聞,minami,南日本新聞,182,鹿児島地方最低賃金審議会（会長・川口俊一社会保険労務士）は２６日、２０２６年度の鹿児島県の最低賃金（最賃）を現行の１０２６円から６４円引き上げ、１０９０円とするよう、永野和則鹿児島労働局長に答申した。 上げ幅は現行制度となった０２年度以降、過去最高だった２５年度に次ぐ大きさ。３年連続で５０円超のアップとなる。１０月２５日に発効する見通し。 南日本新聞 | 鹿児島,[],[]
深夜の路上に「不審者」…通報で警察官が駆けつけ職務質問、鞄から包丁のようなもの――「護身用に持っていた」 32歳会社員を現行犯逮捕　銃刀法違反容疑、鹿児島中央署（南日本新聞）,https://news.yahoo.co.jp/articles/fd7c5a83c5a741523765dc7e229a07c04f64bd68,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260826-00000002-minami-000-1-view.jpg?exp=10800,2026-08-26T11:35:22+09:00,2026-08-26T11:35:22+09:00,南日本新聞,minami,南日本新聞,213,（写真：南日本新聞社） 鹿児島中央署は２６日、銃刀法違反の疑いで、鹿児島市甲突町の会社員男（３２）を現行犯逮捕した。逮捕容疑は同日午前２時５分ごろ、同町の路上で、正当な理由なく刃体約１６センチの包丁のようなものを携帯した疑い。 同署によると午前１時３５分ごろ、通行人から「不審者がいる」と１１０番があった。駆けつけた警察官が、１人でいた男に職務質問し発覚した。「護身用に持っていた」と容疑を認めている。 南日本新聞 | 鹿児島,[],[]
【速報】【台風18号】奄美地方、昼前にかけて線状降水帯発生恐れ（南日本新聞）,https://news.yahoo.co.jp/articles/54e3c16f33e641372825afd14514f24b30eeb65f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260826-00000001-minami-000-1-view.jpg?exp=10800,2026-08-26T09:05:22+09:00,2026-08-26T09:05:22+09:00,南日本新聞,minami,南日本新聞,103,（写真：南日本新聞社） 鹿児島地方気象台は２６日、強い台風１８号の影響により、奄美地方で同日昼前にかけて線状降水帯が発生し、大雨災害発生の危険度が急激に高まる可能性があると発表した。 南日本新聞 | 鹿児島,[],[]
