headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
鹿屋市の住宅火災、遺体は住人の８３歳女性と判明　鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/31763471aa4cbec6b187a36d9762f288aa5867b4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240106-00069285-mbcnewsv-000-3-view.jpg?exp=10800,2024-01-06T18:25:00+09:00,2024-01-06T18:27:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,260,\n鹿屋市できのう５日、住宅１棟が全焼し１人が遺体で見つかった火事で、遺体はこの家に住む８３歳の女性と判明しました。\n\nこの火事は５日午前６時すぎ、鹿屋市東原町で木造平屋の住宅１棟が全焼し、焼け跡から１人が遺体で見つかったものです。\n\n警察が遺体の身元を調べていましたが、ＤＮＡ鑑定などの結果、この家に住む竹川トシ子さん（８３）と判明しました。\n竹川さんは夫と息子との３人暮らしで、夫と息子は、火事に気づき避難しました。\n\n警察は竹川さんの死因や出火原因などを調べています。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240106-00069285-mbcnewsv-000-3-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/31763471aa4cbec6b187a36d9762f288aa5867b4/images/000']
フェリーとしま２火災、左側エンジンから燃料噴き出し引火か　焼けた配線も　鹿児島・十島村（MBC南日本放送）,https://news.yahoo.co.jp/articles/478071b8f2ab46421c357dfd36b1dfec6858172b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240106-00069283-mbcnewsv-000-4-thumb.jpg?exp=10800,2024-01-06T15:38:00+09:00,2024-01-06T15:41:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,465,\nMBC南日本放送\n先月、十島村の悪石島沖で起きた「フェリーとしま２」の火災で、当時、フェリーの左側のエンジンから何らかの原因で燃料が噴き出し、引火したとみられることが分かりました。\n\n十島村の村営船・フェリーとしま２は先月２９日、悪石島沖を航行中にエンジンのある機関室から火が出ました。\n乗客・乗員あわせて２９人にけがはありませんでした。\n\n関係者によりますと、火災の直前、乗組員が機関室で、左右のエンジンのうち左側のエンジンから、燃料の重油が霧状に噴き出しているのに気づいたということです。\n機関長に伝えようと機関室をいったん離れると、エンジンから火と煙が出て、燃料に引火したとみられる状態でした。\n\nエンジンのまわりでは、電気の配線などが焼けていたということです。引き続き、鹿児島海上保安部が火災の詳しい原因を調べています。\n\n十島村によりますと、フェリーとしま２の今後の運航は未定で、三島村の「フェリーみしま」による年明け最初の代船運航があす７日、予定されています。\nMBC南日本放送 | 鹿児島,[],[]
４月上旬並みの暖かさ　鹿児島市１８．９度、徳之島２２．４度　あす７日は気温↓（MBC南日本放送）,https://news.yahoo.co.jp/articles/7541c231d1fb136b2abcdea988b453918d1c6b1b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240106-00069282-mbcnewsv-000-2-view.jpg?exp=10800,2024-01-06T15:30:00+09:00,2024-01-06T15:31:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,290,\nきょう６日の鹿児島県内は、南から暖かい空気が流れ込み、各地で気温が上昇しています。\n\n各地の最高気温は午後３時までに、県本土で\n▼鹿児島市１８．９度\n▼日置市東市来１８．８度\n▼さつま町柏原１８．４度\n▼枕崎市１８．２度\n\n奄美地方でも\n▼徳之島・天城町２２．４度\n▼与論島２２．２度\n\nなど、多くの地点で３月中旬から４月上旬並みの暖かさとなっています。\n\nあす７日は一転、寒気が流れ込むため、予想最高気温は、鹿児島市・西之表市で１３度、鹿屋市で１２度と、県本土・種子島・屋久島地方を中心に５度前後下がる見込みです。\nMBC南日本放送 | 鹿児島,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240106-00069282-mbcnewsv-000-2-view.jpg?pri=l&w=640&h=360&exp=10800'],['https://news.yahoo.co.jp/articles/7541c231d1fb136b2abcdea988b453918d1c6b1b/images/000']
「みんなの顔久しぶりに見た」鹿児島市・はたちの集い　５類移行後初、新たな門出祝う（MBC南日本放送）,https://news.yahoo.co.jp/articles/90b54624efc8253d44c5505ca735013074a3cc1d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240106-00069284-mbcnewsv-000-5-thumb.jpg?exp=10800,2024-01-06T17:51:00+09:00,2024-01-06T17:55:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,475,\nMBC南日本放送\nあさって８日の成人の日を前に、鹿児島市できょう６日、従来の成人式にあたる「はたちの集い」が開かれました。\n\n鹿児島市の「はたちの集い」には、今年度、２０歳を迎えるおよそ３０００人が出席し、冒頭、能登半島地震の犠牲者に黙とうをささげました。\n\n今年は新型コロナが５類に移行して初めての開催で、出席者の多くがマスクを外して参加しました。\n\n「大人としての自覚を持ち、責任ある社会人として歩んでいく決意をここに誓います」\n\n会場の外では同級生らとの再会を喜んだり、記念写真を撮ったりする姿が見られました。\n\n（学生）\n「マスクがあるのとないのとでは、印象が違って、みんなの顔を久しぶりに見られたので久しぶりだなと感じた」\n\n「まずは大学の卒業、資格の習得を頑張りたい」\n\n「人に頼られて頑張りたい。（仕事で）ありがとうと言われることがあったが、これからもっとありがとうという言葉を聞きたい」\n\n県内では今年度、県出身者も含めておよそ１万７６００人が２０歳を迎えます。\nMBC南日本放送 | 鹿児島,[],[]
薩摩川内市で消防出初式　能登半島地震念頭に「災害への備え訴えていく」　鹿児島（MBC南日本放送）,https://news.yahoo.co.jp/articles/388d6cdb1893dd3b5daa008a9019b584f10b5501,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240106-00069286-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-01-06T19:01:00+09:00,2024-01-06T19:01:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,397,\nMBC南日本放送\n薩摩川内市で、恒例の消防出初式がありました。\n\n薩摩川内市の川内川河川敷で行われた消防出初式には、市消防局と消防団のあわせておよそ６２０人が参加しました。\n\n（薩摩川内市 田中良二市長）「市民の安全・安心を確保するため、防災体制の維持・改善に努める」\n\n式では消防車両や隊員・団員の行進のほか、地元の「火けし保存会」などによる昔ながらの腕用ポンプを使った消火演技もありました。\n\n消防局は元日の能登半島地震も念頭に、市民への防災への呼びかけを改めて進めるとともに、消防団のなり手不足にも対応していきたいとしています。\n\n（薩摩川内市消防局 石原浩之局長）\n「防災講話などの中で、（市民に）災害に備える必要性を今後、訴えたい」「地域によっては非常に消防団の確保が難しいところもある。消防団の再編にも力を入れていきたい」\nMBC南日本放送 | 鹿児島,[],[]
若者の投票率、年代別で最低　はたちの集いで投票呼びかけ「自分も行かなきゃ」　鹿児島市（MBC南日本放送）,https://news.yahoo.co.jp/articles/a81a0b9d3e64e391fc17d4222fa35bb311e401cb,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240106-00069281-mbcnewsv-000-1-thumb.jpg?exp=10800,2024-01-06T12:18:00+09:00,2024-01-06T12:18:00+09:00,MBC南日本放送,mbcnews,MBC南日本放送,447,\nMBC南日本放送\n今年、県知事選など選挙が相次いで予定される中、きょう６日鹿児島市の「はたちの集い」の会場で、若者に投票を呼びかける啓発活動がありました。\n\n今年、県内では春に鹿児島市議選、夏に県知事選のほか、鹿児島市を含む６市町村で首長選挙が予定されています。\n\n選挙が相次いで予定される中、６日鹿児島市の「はたちの集い」の会場では、学生ボランティアや県選挙管理委員会などが選挙の大切さを伝えるチラシや、カイロを配り、投票を呼びかけました。\n\n（受け取った人）\n「自分も（投票に）行かなきゃなと」\n「はたちになったから政治とか気にして生きていけたら」\n\n（学生投票率１００％をめざす会 中村莉奈会長）\n「若者の投票率が低いので、１人でも多くの人に投票に行こうと思ってほしい気持ちを込めて渡している」\n\n去年４月に行われた県議選では、１８歳から２４歳の投票率は２０％台と、年代別で最も低く、若者の投票率の向上が課題となっています。\nMBC南日本放送 | 鹿児島,[],[]
