headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
フォークダンスを楽しむ動画が１５００万回再生　出水中央高教諭が撮影――体育祭、部活、文化祭…学校生活の一コマを音楽と字幕で表現（南日本新聞）,https://news.yahoo.co.jp/articles/d3664af811fce0b1b9a84d68d169b0c49a39d48d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260702-00000007-minami-000-1-view.jpg?exp=10800,2026-07-02T20:30:27+09:00,2026-07-02T20:30:27+09:00,南日本新聞,minami,南日本新聞,881,１０００万回以上再生のインスタ動画。楽しそうにフォークダンスを踊る３年の茂原大毅さんを「本校のダンスマスター」と紹介している 鹿児島県出水市の出水中央高校の交流サイト（ＳＮＳ）インスタグラムの投稿が人気を集めている。生徒がフォークダンスを楽しむ動画２本の再生回数はそれぞれ１５００万、１０００万超え。教諭たちが生徒の自然な表情を撮ろうと工夫を重ね、校長と教頭も毎日のように投稿するなど情報発信に活用している。 【写真】人気のインスタ動画を撮影している女性教諭メンバー 同校公式インスタグラムのフォロワーは約２万９０００人。井脇恵美さん（４８）ら看護学科、医療福祉科で教える女性教諭３人が撮影、投稿の中心となっている。学校生活の一コマや部活、体育祭や文化祭などの行事の様子を撮影し、字幕や音楽を付け編集する。 ４月にあった体育祭では３年生恒例のフォークダンスの練習と本番を撮影。普通科３年の茂原大毅さんら男子生徒が照れずに楽しむ様子を「こういう男子と踊りたい」「知り合いの時とそうでない時の違い」などと字幕を付けてユニークに紹介した。 最近はフォークダンスを踊る学校が珍しいことから動画は注目を集めた。２０２１年夏に同校インスタが始まって以来３０本以上が１００万回再生を超えたが、１５００万超えは初めて。井脇教諭らは「学校生活を楽しむ普段の飾らない姿を届けたいと思っている。自由で明るい生徒たちの良さが表情に出ていた時は再生回数が多い」と話す。 管理職も負けていない。宮原義文校長（６４）は３年前の就任時から校舎前に置いたホワイトボードに偉人やスポーツ選手、漫画の登場人物などの名言「本日の人言」を毎日書き続けている。山下秀雄教頭（５９）が近くにいた生徒に声をかけて一緒に撮影するなどして毎日インスタグラムにアップしている。 「いいね」の数は動画に及ばないが、宮原校長は「落ち込んだり、迷ったりしている生徒が一歩を踏み出せるような一言が見つかればとの思いで続けている」と話す。 同校の公式インスタグラムのアカウント名は「ｉｃｈｓ１９５０」。 南日本新聞 | 鹿児島,[],[]
ニセ社長から振り込み指示――2法人の経理だまされ、計1550万円詐欺被害（南日本新聞）,https://news.yahoo.co.jp/articles/4ddc44a82e7f89422436009c99b6ec45a1fea05f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260702-00000006-minami-000-1-view.jpg?exp=10800,2026-07-02T20:10:21+09:00,2026-07-02T20:10:21+09:00,南日本新聞,minami,南日本新聞,458,（写真：南日本新聞社） 鹿児島県警は２日、社長を装ったメールで社員をだまし、指定口座に現金を振り込ませる詐欺があったと発表した。県内２法人が計１５５０万円をだまし取られた。県警は「ニセ社長による詐欺があると社内で共有し、送金ルールを確認して」と呼びかけている。 組織犯罪対策課によると６月中旬〜下旬、県内２法人の経理担当者宛てに、社長を名乗る人物から「業務に関するＬＩＮＥ（ライン）グループを作って」などと社用メールが届いた。その後、偽の社長からラインのメッセージで「先方に支払いがある。会社の口座から支払って」と指示があり、両法人の経理担当者はそれぞれ５５０万円、１０００万円を指定口座に振り込んだ。 ５５０万円を詐取された法人では後日、担当者が本物の社長から振り込みの指示があり詐欺に気づいた。１０００万円の被害に遭った法人では担当者が送金後に社長と連絡し、発覚した。 組織犯罪対策課の浜崎茂樹理事官は「実際に送金する際は、事前に社長に確認するなど対策を取ってほしい」と注意を促している。 南日本新聞 | 鹿児島,[],[]
児童ポルノ製造容疑で再逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/214105c5da78acb5314f0991af1ccf2486dc0bba,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260702-00000005-minami-000-1-view.jpg?exp=10800,2026-07-02T20:00:22+09:00,2026-07-02T20:00:22+09:00,南日本新聞,minami,南日本新聞,179,（写真：南日本新聞社） 鹿児島県警は２日、県青少年保護育成条例違反と児童買春・ポルノ禁止法違反（製造）の疑いで、奄美市名瀬真名津町、無職の男（４４）を再逮捕した。 再逮捕容疑は５月下旬、県内の屋内で１８歳未満と知りながら１０代女性にみだらな行為をし、スマートフォンで撮影して児童ポルノを製造した疑い。 県警によると、男は黙秘している。 南日本新聞 | 鹿児島,[],[]
闇バイト侵入盗が相次ぐなか、鹿児島県警が防犯カメラやインターホン購入に最大３万円補助…ギフトカードで半額還元（南日本新聞）,https://news.yahoo.co.jp/articles/e390d5d59817d1a170a143a0f9c3932105208738,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260702-00000004-minami-000-2-view.jpg?exp=10800,2026-07-02T14:30:21+09:00,2026-07-02T16:02:05+09:00,南日本新聞,minami,南日本新聞,331,（写真：南日本新聞社） 闇バイトによる住宅への侵入盗などが全国的に相次いでいることを受け、鹿児島県警は１日から、住宅用防犯設備の購入支援を始めた。防犯カメラや録画機能付きインターホンなどが対象で、３万円を上限に購入・設置費の半額にあたるギフトカードを贈る。 特殊詐欺対策として、自動録音など防犯機能付き電話機の購入支援（上限５０００円）も実施する。いずれも県内販売店での購入・設置に限り、対象期間は４月１日から２０２７年１月２９日まで。１世帯につき１回利用でき、予算上限の約２５００万円に達し次第終了する。 県警ホームページから書式を入手し、同１月２９日までに郵送か持参する。事務局＝鹿児島市鴨池新町１４の１０、０９９（８２１）０１８８。 南日本新聞 | 鹿児島,[],[]
尿検査で覚醒剤成分→家宅捜索でケタミン発見――解体業の31歳男、覚醒剤使用とケタミン所持の疑いで逮捕　鹿児島中央署（南日本新聞）,https://news.yahoo.co.jp/articles/9c74c86fc28836b786348027491d21e38a0c1d0e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260702-00000003-minami-000-1-view.jpg?exp=10800,2026-07-02T13:55:22+09:00,2026-07-02T13:55:22+09:00,南日本新聞,minami,南日本新聞,285,（写真：南日本新聞社） 鹿児島中央署は２日、覚醒剤取締法違反（使用）と麻薬取締法違反（所持）の疑いで、６月９日までに鹿児島市鴨池２丁目、解体業の男（３１）を逮捕したと発表した。逮捕容疑は４月上旬、県内またはその周辺で覚醒剤を使った疑い。５月下旬に自宅でケタミン若干量を所持した疑い。 署によると、別事件の捜査過程で４月上旬に薬物使用の疑いが浮上し、尿検査したところ、覚醒剤成分が検出された。逮捕後の家宅捜索でケタミンを発見した。男は「気持ちを落ち着かせるために使っていた」とケタミン所持容疑は認めているが、「覚醒剤は使っていない」と否認している。 南日本新聞 | 鹿児島,[],[]
鹿児島夏の風物詩、六月灯始まる――八坂神社に１９露店、ヨーヨー釣りや射的に親子連れらにぎわう（南日本新聞）,https://news.yahoo.co.jp/articles/dc796c843be45482339af9defacd68848a552908,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260702-00000002-minami-000-2-view.jpg?exp=10800,2026-07-02T13:00:21+09:00,2026-07-02T16:01:13+09:00,南日本新聞,minami,南日本新聞,400,大勢の来場者でにぎわう八坂神社の六月灯＝鹿児島市清水町 本格的な夏の訪れを告げる六月灯が１日、鹿児島市清水町の八坂神社を皮切りに始まった。境内には１９の露店が並び、浴衣や甚平を身にまとった親子連れらでにぎわった。８月にかけて県内各地で開かれる。 【写真】浴衣姿でヨーヨー釣りを楽しむ子どもたち＝鹿児島市の八坂神社 水入りの風船を持ち上げる「ヨーヨー釣り」や射的には列ができるほどの人気ぶり。制服姿の高校生は友人と串を食べながら雰囲気を楽しみ、小学生は汗をかきながらかき氷を頬張っていた。射的屋の浜川佐津子さん（７１）は「親子や兄弟で競う人が多い。今年も夏が始まった」とうれしそうに語った。 シンガポールから帰国中で、祖母が用意した甚平を着た別府薫さん（８）は「初めてヨーヨー釣りを見た。二つ取れてよかった」と笑った。 ※六月灯、夏祭りの日程は本紙カレンダー面に掲載しています。 南日本新聞 | 鹿児島,[],[]
「尾びれがないのに、ゆっくり上手に進む」――かごしま水族館、マンボウが「大水槽デビュー」…体重83キロの新入りはバブルリング芸も披露（南日本新聞）,https://news.yahoo.co.jp/articles/1c8b3b2812a7292bbd0cc58d4b093e3df69ac29f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260702-00000001-minami-000-3-view.jpg?exp=10800,2026-07-02T11:30:21+09:00,2026-07-02T14:11:06+09:00,南日本新聞,minami,南日本新聞,553,黒潮大水槽を元気に泳ぐマンボウ＝鹿児島市のかごしま水族館 鹿児島市のかごしま水族館の黒潮大水槽にマンボウ１匹が仲間入りした。大水槽に移して約１カ月となった６月３０日、ジンベエザメやエイなどと一緒に泳ぎ、元気そうな姿を見せていた。水槽での展示は、１９９７年の開館以来初めて。 昨年１２月に内之浦漁港（肝付町）の定置網にかかり、約半年間は水族館前のイルカ水路で飼育されていた。体長１メートル１４センチ、体重８３キロ。“大水槽デビュー”後は、餌を食べない時期もあったが飼育員らの努力のかいもあり、環境に慣れたようだ。「人懐っこい性格」で、口から気泡の輪を吹き出す「バブルリング」を見せることもあるという。 県内では、冬に岸近くに現れることが多い。開館する数カ月前に一度大水槽に搬入したことがあったが、マンボウの動きに驚いたカツオが壁に衝突するなど飼育面で苦戦した。 以降はほぼ毎年、水路で飼育し展示した後、水温が上がる夏前に海に放していた。他の水族館から「水温が２４度くらいであれば、ジンベエザメと一緒に生活できる」との情報を得て、今回の展示にこぎ着けた。 魚類展示係の築地新光子主査は「尾びれがないのに上手に進む姿を見てほしい。ゆっくり泳ぐので写真も撮りやすい」と来館を呼びかけている。 南日本新聞 | 鹿児島,[],[]
