headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
ワゴン車と乗用車が正面衝突、７人搬送…命に別条なし、鹿児島県曽於市（南日本新聞）,https://news.yahoo.co.jp/articles/7571ec538d0237d918eb84ccc20e00a19b897f5a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260721-00000008-minami-000-1-view.jpg?exp=10800,2026-07-21T20:15:24+09:00,2026-07-21T20:15:24+09:00,南日本新聞,minami,南日本新聞,186,（写真：南日本新聞社） ２１日午前１１時ごろ、鹿児島県曽於市末吉町南之郷の県道で、宮崎県三股町の内装業男性（３９）のワゴン車と、愛知県小牧市の会社員男性（６８）が運転する乗用車が正面衝突した。 曽於署によると、ワゴン車の２人と乗用車の５人の計７人が病院へ搬送されたが、全員命に別条はない。現場は片側１車線の緩やかなカーブ。署が事故原因を調べている。 南日本新聞 | 鹿児島,[],[]
台湾籍22歳、逮捕4回目…警察官なりすまし「あなたに逮捕状が出ている」――奈良と愛知の80代女性、敷地内に置いた現金750万円と500万円持ち去られる　鹿児島県警（南日本新聞）,https://news.yahoo.co.jp/articles/89e02da2a8514d29fc6f454887921fe20067875b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260721-00000007-minami-000-2-view.jpg?exp=10800,2026-07-21T18:25:24+09:00,2026-07-21T19:49:28+09:00,南日本新聞,minami,南日本新聞,419,（写真：南日本新聞社） 鹿児島中央署と県警組織犯罪対策課は２１日、詐欺の疑いで、台湾籍、住所不定、大学生男（２２）を再逮捕した。逮捕は４回目。県警は匿名・流動型犯罪グループ（匿流）の受け子役とみて調べる。 再逮捕容疑は、２月上旬から下旬までの間、氏名不詳者らと共謀し、警察官になりすまして、奈良県大和郡山市と、愛知県みよし市の８０代女性に「あなたに逮捕状が出ている」「口座の金を調べる必要がある」などとうその電話をかけ、被害者方敷地内にそれぞれ現金７５０万円、５００万円の入った袋を置かせて持ち去った疑い。 署によると、別事件の捜査過程で発覚した。男は「大和郡山市に行ったことは間違いなく、現金を受け取ったと思う。みよし市に行ったのは覚えていないが、行ったのであれば現金を受け取るためだと思う」と供述している。同様の手口で現金入りの袋を持ち去ったり、持ち去ろうとしたりした疑いで今月７日までに逮捕、起訴されていた。 南日本新聞 | 鹿児島,[],[]
指宿枕崎線　指宿－山川間の運行再開　ＪＲ九州…普通列車8本運休、2本遅延で約250人に影響（南日本新聞）,https://news.yahoo.co.jp/articles/7c539cb140e068ded8c3545b0b135cf38ec0ea87,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260721-00000006-minami-000-1-view.jpg?exp=10800,2026-07-21T17:45:23+09:00,2026-07-21T17:45:23+09:00,南日本新聞,minami,南日本新聞,177,（写真：南日本新聞社） ＪＲ九州によると、線路設備の不具合で運転を見合わせていた指宿枕崎線の指宿（鹿児島県指宿市）－山川（同）間は、２１日午後４時４０分ごろ運行を再開した。同日午後１時１５分ごろから点検と復旧作業を行うため運転を見合わせていた。 普通列車８本が運休、普通列車２本に１７〜１５分の遅延が生じ、約２５０人に影響が出た。 南日本新聞 | 鹿児島,[],[]
パチンコ台に置き忘れた財布、戻ったら消えていた…元アルバイト従業員逮捕――現金7万7000円とカード4枚、3万円相当の財布ごと盗んだ疑い　鹿児島県警薩摩川内署（南日本新聞）,https://news.yahoo.co.jp/articles/206148b6ef0b156563abdd3c6ffebe08c55051c6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260721-00000005-minami-000-2-view.jpg?exp=10800,2026-07-21T16:25:31+09:00,2026-07-21T20:42:05+09:00,南日本新聞,minami,南日本新聞,262,（写真：南日本新聞社） 鹿児島県警薩摩川内署は２１日、窃盗の疑いで、薩摩川内市永利町、タクシー運転手男（３６）を逮捕した。逮捕容疑は、２０２５年１２月４日午後６時４０分ごろ、同市のパチンコ店で、現金約７万７０００円とキャッシュカードなど４枚が入った同市の２０代男性の財布（時価３万円相当）を盗んだ疑い。 署によると、男性が同日、「パチンコ台に財布を置いて離れたところなくなった」と１１０番した。防犯カメラの映像などから特定した。男は当時、同店のアルバイト従業員だった。「盗んでいない」と否認している。 南日本新聞 | 鹿児島,[],[]
JR九州　指宿枕崎線　指宿－山川間で運行見合わせ　線路に不具合（南日本新聞）,https://news.yahoo.co.jp/articles/527d29f0814f3f8d3756d72157c0940e13551766,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260721-00000004-minami-000-1-view.jpg?exp=10800,2026-07-21T14:35:23+09:00,2026-07-21T14:35:23+09:00,南日本新聞,minami,南日本新聞,111,（写真：南日本新聞社） ＪＲ九州によると、２１日午後１時１５分ごろから、指宿枕崎線の指宿（鹿児島県指宿市）－山川（同）間の運転を見合わせている。線路設備の不具合が発見され、点検と復旧作業を行うため。 南日本新聞 | 鹿児島,[],[]
通報した本人が容疑者に――「侵入者捕まえた」男、覚醒剤使用の疑いで緊急逮捕　鹿児島中央署（南日本新聞）,https://news.yahoo.co.jp/articles/655e6ac7827c389443d604333f7d1015d4a0f238,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260721-00000003-minami-000-1-view.jpg?exp=10800,2026-07-21T10:45:22+09:00,2026-07-21T10:45:22+09:00,南日本新聞,minami,南日本新聞,185,（写真：南日本新聞社） 鹿児島県警鹿児島中央署は２１日、覚醒剤取締法違反（使用）の疑いで、鹿児島市真砂本町、無職男（４６）を６月２９日に緊急逮捕したと発表した。逮捕容疑は６月下旬、県内で覚醒剤を使用した疑い。 署によると、６月２９日に男から「自宅に男が侵入し、捕まえている」と１１０番があった。現場に駆けつけたがその事実はなく、尿検査で発覚した。 南日本新聞 | 鹿児島,[],[]
トラブルで腹が立ち、女性宅の車に投石――運転席ドアを壊した疑いで、37歳無職の男を逮捕　鹿児島県警薩摩川内署（南日本新聞）,https://news.yahoo.co.jp/articles/55a1e6217aef3e35a10484d2b2af2bcc477c234b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260721-00000002-minami-000-2-view.jpg?exp=10800,2026-07-21T10:35:23+09:00,2026-07-21T18:19:30+09:00,南日本新聞,minami,南日本新聞,167,（写真：南日本新聞社） 鹿児島県警薩摩川内署は２０日、器物損壊の疑いで、薩摩川内市高城町、無職男（３７）を逮捕した。逮捕容疑は同日午後３時１５分ごろ、県内の５０代女性宅に駐車中の乗用車に投石し、運転席ドアを損壊した疑い。 署によると、被害者から１１０番があった。男は「トラブルで腹が立った」と容疑を認めている。 南日本新聞 | 鹿児島,[],[]
漁船から転落か　58歳男性死亡  薩摩川内市の川内港（南日本新聞）,https://news.yahoo.co.jp/articles/00d53af886859924cfa783e87d1c4a0211fcd16b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260721-00000001-minami-000-1-view.jpg?exp=10800,2026-07-21T07:00:21+09:00,2026-07-21T07:00:21+09:00,南日本新聞,minami,南日本新聞,295,（写真：南日本新聞社） ２０日午前９時ごろ、鹿児島県薩摩川内市の川内港京泊地区の岸壁で、男性１人が海中転落したと、近くにいた人から１１９番があった。消防隊員が岸壁に倒れていた同市の漁業男性（５８）を市内の病院に搬送したが、間もなく死亡が確認された。 串木野海上保安部によると、下船作業中だった遊漁船員が、同８時５０分ごろ、１０メートルほど先で男性がはしごを使って岸壁に上ったのを目撃した。その後、岸壁上で倒れて意識不明となった。はしご近くには男性所有の漁船が停泊していた。男性の衣服はぬれており、串木野海保は、船から海に転落した可能性を含め、原因や死因を調べている。 南日本新聞 | 鹿児島,[],[]
