headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
鹿児島ユナイテッドFC村主監督、２０２６～２７シーズンも指揮　J2昇格目指す（南日本新聞）,https://news.yahoo.co.jp/articles/0a40e648d9c46e0a6ba1f2635664448f43eb73f8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260611-00000008-minami-000-3-view.jpg?exp=10800,2026-06-11T20:35:25+09:00,2026-06-11T22:35:34+09:00,南日本新聞,minami,南日本新聞,351,村主博正監督 Ｊ３鹿児島ユナイテッドＦＣ（鹿児島Ｕ）は１１日、村主博正監督（４９）と契約を更新したと発表した。８月に開幕する２０２６〜２７年シーズンでＪ２昇格を目指す。 静岡県出身。２５年に退任した相馬直樹氏の後任として鹿児島Ｕ監督に就いた。Ｊ２・Ｊ３百年構想リーグは、豊富な運動量と高強度の守備を武器に西Ｂ組で１２勝６敗。順位決定戦では新潟、秋田のＪ２勢を相次ぎ破って４０チーム中５位の好成績を収めた。 指導者としては２２年に当時Ｊ３に初参入したいわきを監督就任１年目で優勝に導きＪ２昇格を果たした。２４年はコーチとして岡山のＪ１昇格に貢献した。 クラブを通じ「Ｊ３優勝、Ｊ２昇格を達成するため、課題を克服し、強い集団になるよう日々努力する。共に戦いましょう」とコメントした。 南日本新聞 | 鹿児島,[],[]
落ちている空箱発見→防犯カメラで窃盗被害に気付き届け出→警察官が男を発見、職務質問――容疑男は当時、このハンディファンを携帯していた（南日本新聞）,https://news.yahoo.co.jp/articles/c8022915bcd7bab2bc8eb97018596e20e6715479,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260611-00000007-minami-000-2-view.jpg?exp=10800,2026-06-11T20:35:22+09:00,2026-06-11T22:32:12+09:00,南日本新聞,minami,南日本新聞,302,（写真：南日本新聞社） 鹿児島県警薩摩川内署は１１日、窃盗の疑いで薩摩川内市入来町副田、自称飲食店従業員の男（２５）を逮捕した。逮捕容疑は５月２８日午後４時半ごろ、同市のディスカウント店で陳列されていたハンディファン１台（価格約３９００円）を盗んだ疑い。 署によると、翌２９日に店内を巡回した従業員が落ちている空箱を見つけ、防犯カメラを確認して被害に気付き、署に届け出た。６月１１日午前６時ごろ、署員が防犯カメラに映っていた人物と顔が似ている男を川内駅ロータリーで発見し、職務質問した。男は当時、このハンディファンを携帯していた。「お金を使うのがもったいなかった」と供述している。 南日本新聞 | 鹿児島,[],[]
議場が音楽ホールに――霧島市議会が初コンサート、「天井高くて音が響く」…市民からは毎月開催望む声（南日本新聞）,https://news.yahoo.co.jp/articles/7d56ef55ef92741f2fad1dd3dbf3840a5c9ecef7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260611-00000006-minami-000-1-view.jpg?exp=10800,2026-06-11T20:00:21+09:00,2026-06-11T20:00:21+09:00,南日本新聞,minami,南日本新聞,392,伸びやかな音色と歌声を響かせる入来慶子さん（左）と小城龍征さん＝８日、霧島市議会本会議場 鹿児島県霧島市議会は８日、初めての「議場コンサート」を開いた。議会を身近に感じてもらおうと、定例会開会に合わせて企画。議員と市民ら約１６０人が、本会議場いっぱいに響く調べを堪能した。 【写真】初めての議場コンサートで満席の会場＝８日、霧島市議会本会議場 この日の日程を終えた後の昼休みに議場を開放した。立ち見客も出る中、ともに同市出身のピアニスト入来慶子さんとテノール歌手の小城龍征さんが登場。「オーソレミオ」「見上げてごらん夜の星を」など７曲を披露し、曲が終わるたびに大きな拍手を受けた。 観客はスマートフォンで動画を撮ったり、じっと聴き入ったりして楽しんだ。同市国分松木から訪れた東暁さん（７１）は「天井が高くドーム状で音がよく響く。毎月あったらうれしい」と話した。 南日本新聞 | 鹿児島,[],[]
暴行容疑で会社役員の男逮捕――30代と20代男性の腹や顔を殴る…男は一部否認（南日本新聞）,https://news.yahoo.co.jp/articles/184490cc3e93da1925f688a713c69916231d7e17,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260611-00000005-minami-000-1-view.jpg?exp=10800,2026-06-11T19:30:22+09:00,2026-06-11T19:30:22+09:00,南日本新聞,minami,南日本新聞,199,（写真：南日本新聞社） 鹿児島南署は１１日、暴行の疑いで鹿児島市下福元町、会社役員の男（５２）を逮捕した。 逮捕容疑は９日午後１時半ごろ、市内の屋内で、同市の３０代と２０代の男性２人に対し、腹や顔を殴るなどの暴行を加えた疑い。 署によると、３人は面識がある。男性２人が同日、署に被害を届け出た。男は「暴力を振るったのは間違いないが、違う部分がある」と容疑を一部否認している。 南日本新聞 | 鹿児島,[],[]
薩摩藩の馬追い儀式が起源…４００年以上続く垂水の伝統行事「おろごめ」　旧暦の端午の節句に安全祈願し肉弾戦（南日本新聞）,https://news.yahoo.co.jp/articles/2c31cde182d4e02819e5d38c9fabd5f47d409b53,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260611-00000004-minami-000-1-view.jpg?exp=10800,2026-06-11T14:00:22+09:00,2026-06-11T14:00:22+09:00,南日本新聞,minami,南日本新聞,495,力いっぱい取っ組み合う柊原小学校の児童たち＝垂水市柊原地区の海岸 子どもの健やかな成長を願う伝統行事「おろごめ」が６日早朝、鹿児島県垂水市柊原地区の海岸であった。ふんどしを締めた柊原小学校の児童３０人が、砂浜に掘った穴の中で元気に取っ組み合った。 【写真】手製ののぼり旗とたいまつを手に町を練り歩く柊原小学校の児童たち＝垂水市柊原地区の海岸 藩政時代、武士が放牧馬を苙（おろ）と呼ばれる囲いに追い込んで優秀な馬を捕まえ、薩摩藩に献上した年中行事「苙馬追」に由来する。苙に見立てた約３メートル四方、深さ約２メートルの穴を海岸に掘り、上級生が下級生を穴の外に追い出す。旧暦の端午の節句あたりに行い、４００年以上続くとされる。 同日午前３時半、手製ののぼり旗やたいまつを持った児童らは、地区公民館近くの山に登って安全を祈願。その後海岸に移動し、武士役の５、６年生が馬役の１～４年生と激しい肉弾戦を繰り広げた。駆けつけた保護者や地域住民は、熱い声援で子どもたちの奮闘を後押しした。 初めて武士役を務めた６年の江口愛輝さんは「応援を受けながら戦うのが楽しかった」と笑顔だった。 南日本新聞 | 鹿児島,[],[]
ツルの羽数調査66年、ボランティアガイドも　　出水市の義務教育学校・鶴荘学園　環境大臣賞、２回目の受賞（南日本新聞）,https://news.yahoo.co.jp/articles/e2698ba9a47148e53e876f6ef0b8a53bf6986a75,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260611-00000003-minami-000-1-view.jpg?exp=10800,2026-06-11T12:30:22+09:00,2026-06-11T12:30:22+09:00,南日本新聞,minami,南日本新聞,561,環境大臣表彰を喜ぶ鶴荘学園の生徒ら＝出水市の同校 鹿児島県出水市の義務教育学校・鶴荘学園が、２０２６年度の野生生物保護功労者表彰（環境省、日本鳥類保護連盟主催）で環境大臣賞を受けた。ツルの羽数調査を長く続けてきた活動や特設教科「ツル科」での学習などが評価された。同校の受賞は２２年度に続き２回目。 ５月の愛鳥週間に合わせて実施し、本年度は全国の９個人・５団体を表彰。県内では他に大和小学校（大和村）が文部科学大臣賞を受けた。鶴荘学園は羽数調査のほか、家族構成分散調査やボランティアガイド活動、調査成果の発表などの活動が評価された。 学園は１７年に荘小学校と荘中学校が統合し発足。近くの干拓地が国内最大のツルの越冬地で、中学生に当たる７～９年生は、前身の荘中時代から６６年間続くツルクラブのメンバーとして羽数調査に参加している。また、特設教科に「ツル科」があり９年間でツルの生態などを幅広く学ぶ。 昨年度クラブの副部長を務めた生徒会長の９年高瀬夏美さんは「先輩たちがいろいろな取り組みを長く続けて今があることを実感した。今年も９年生が引っ張って頑張りたい」。顧問の森永成一教諭（５８）は「上級生の姿を見ながら責任感を持って取り組むのが良い伝統。これからも課題を解決しながらつないでいければ」と話した。 南日本新聞 | 鹿児島,[],[]
早男と早乙女ら７０人、五穀豊穣願い御田植祭　薩摩川内市の新田神社　県無形民俗文化財の奴踊りも奉納（南日本新聞）,https://news.yahoo.co.jp/articles/e92b13803e59cae7c231b27ea438fcb32798f903,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260611-00000002-minami-000-2-view.jpg?exp=10800,2026-06-11T10:45:23+09:00,2026-06-11T10:50:41+09:00,南日本新聞,minami,南日本新聞,420,御神田に苗を植える早男と早乙女＝７日、薩摩川内市の新田神社 鹿児島県薩摩川内市の新田神社で７日、入梅前の日曜日に行う伝統行事「御田植祭」があった。市民が神前で清められた苗を植えるのに合わせ、苗に虫や病気がつかないよう邪気を払う「奴（やっこ）踊り」が保存会によって奉納され、五穀豊穣（ほうじょう）を祈願した。 【写真】奴踊りを奉納する「宮内町奴振り踊り保存会」＝薩摩川内市の新田神社御神田 神事の後、白装束姿の早男やあさぎ色の衣に身を包んだ早乙女ら約７０人が御神田へ移動。運んだ苗を一列ずつ丁寧に植え付けた。 その隣で同市宮内町、樋脇町倉野の保存会が県無形民俗文化財に指定されている奴踊りを奉納。すげがさや法被を身に着けた男性が約３メートルの奴竿（さお）を回し、田植歌に合わせて踊った。 宮内奴振り踊り保存会の土器手正之さん（４６）は「毎年奉納すると田植えの時期がきたと感じる。今年も良いコメができてほしい」と話した。 南日本新聞 | 鹿児島,[],[]
「知人から隠れるために建物に入った」――18歳少年が医療施設侵入容疑で逮捕、正当な理由なく侵入した疑い（南日本新聞）,https://news.yahoo.co.jp/articles/ce6146e6dcc1c9adddb0298e9d4bd8c062a8d686,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260611-00000001-minami-000-3-view.jpg?exp=10800,2026-06-11T09:55:27+09:00,2026-06-11T12:28:31+09:00,南日本新聞,minami,南日本新聞,194,（写真：南日本新聞社） 鹿児島中央署は１１日、正当な理由なく鹿児島市内の医療施設に入ったとして、同市に住む無職の少年（１８）を建造物侵入容疑で現行犯逮捕した。 逮捕容疑は、同日午前６時25分ごろ、同施設に侵入した疑い。署によると、施設職員から１１０番があった。駆け付けた署員と職員が建物内を捜索し発見した。少年は「知人から隠れるために建物に入った」と供述している。 南日本新聞 | 鹿児島,[],[]
