headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
【熊本震度7】九州新幹線の車内や駅構内で13人けが　九州自動車道通行止めで高速バスも全便運休（南日本新聞）,https://news.yahoo.co.jp/articles/b9c1ed0449b8a2dae17cba09586c0a0f1b2f3646,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000010-minami-000-3-view.jpg?exp=10800,2026-07-28T22:45:27+09:00,2026-07-28T23:56:24+09:00,南日本新聞,minami,南日本新聞,499,運行状況を知らせる掲示板＝２８日午後７時半ごろ、鹿児島市のＪＲ鹿児島中央駅 熊本県で２８日に震度７を観測した地震の影響で、鹿児島県内の鉄道や高速バスが終日運行を見合わせるなど、交通は大きく乱れた。 【写真】在来線の運転見合わせを伝える電光掲示板＝２８日午後６時４０分ごろ、鹿児島市のＪＲ鹿児島中央駅 ＪＲ九州によると、九州新幹線は地震後の運行を終日取りやめ、県内の在来線も全線が一時ストップした。鹿児島中央発着の新幹線３本が駅間や構内で停車、３００人以上が車内に取り残されている。新幹線車内や駅構内で計１３人がけがをした。肥薩おれんじ鉄道は川内－八代間の全線で運転を見合わせ、２９日も運休する。 九州自動車道は２８日午後４時半ごろから、植木インターチェンジ（ＩＣ）－栗野ＩＣの上下線で通行止めとなった。西日本高速道路九州支社によると、その後、鹿児島県内の区間は開通し、植木ＩＣ－えびのＩＣで通行止めが続いている。 九州道の通行止めに伴い、鹿児島と熊本、福岡を結ぶ高速バスは２８日夕から運転を取りやめており、２９日も全便運休が決まった。 鹿児島空港は一時的に滑走路を閉鎖した。 南日本新聞 | 鹿児島,[],[]
（詳報）熊本で震度7　鹿児島県内でけが人1人、建物の被害も相次ぐ（南日本新聞）,https://news.yahoo.co.jp/articles/42c61a9b71d0d984bd64bab099496435c5fc32a2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000009-minami-000-1-view.jpg?exp=10800,2026-07-28T22:15:28+09:00,2026-07-28T22:15:28+09:00,南日本新聞,minami,南日本新聞,655,地震で棚が移動し、物が散乱したフロア＝２８日午後５時１０分ごろ、薩摩川内市役所南別館 熊本県で２８日に震度７を観測した地震で、鹿児島県内は薩摩川内市とさつま町、長島町で震度５強を観測した。震度５弱は阿久根市と出水市、いちき串木野市、伊佐市、湧水町だった。その後も北薩を中心に余震が続いた。薩摩川内市によると、生後２カ月の女児が、揺れで落下したテレビに当たり軽いけがを負った。鹿児島地方気象台は臨時会見を開き「落石や崖崩れなど土砂災害の危険が高まっている」と呼びかけた。 【写真】激しい揺れでベランダが崩落した民家＝２８日午後６時５分ごろ、長島町川床 県や各自治体などによると、さつま町の県北部児童相談所の窓ガラスが割れたほか、長島町開発総合センターの天井の一部が崩れた。北薩地域の公立高校３校と特別支援学校１校で窓ガラスが割れたり壁にひびが入ったりした。霧島市の一部地域で地震の影響とみられる水道水の濁りが見つかり、市は飲用を控えるよう呼びかけた。 気象台と県は、震度５強を観測した県内３市町について、地盤の緩みを考慮し、土砂災害関連の警報や注意報の発表基準を通常の８割に引き下げる暫定運用を始めた。 県内のその他の震度は次の通り。 震度４ 鹿児島市、枕崎市、日置市、霧島市、南さつま市、姶良市、薩摩川内市甑島▽震度３ 指宿市、南九州市、鹿屋市、垂水市、曽於市、志布志市、大崎町、東串良町、錦江町、肝付町、三島村▽震度２ 南大隅町、屋久島町▽震度１ 西之表市、中種子町、南種子町、十島村 南日本新聞 | 鹿児島,[],[]
【速報】九州自動車道えびのー栗野が通行可能に（南日本新聞）,https://news.yahoo.co.jp/articles/42c95ad9a22771cb960c262711726934d27c9a51,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000008-minami-000-1-view.jpg?exp=10800,2026-07-28T20:55:31+09:00,2026-07-28T20:55:31+09:00,南日本新聞,minami,南日本新聞,132,（写真：南日本新聞社） 西日本高速道路によると、熊本で発生した地震の影響で通行止めになっていた九州自動車道のえびのインターチェンジ（IC）ー栗野ICの通行止めは２８日午後８時半過ぎに解除された。 植木ICーえびのICは通行止めが続いている。 南日本新聞 | 鹿児島,[],[]
【速報】【熊本で震度7】九州新幹線は終日運行取りやめ（南日本新聞）,https://news.yahoo.co.jp/articles/635eccc28f614e542052531d859d22c00f92014f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000007-minami-000-3-view.jpg?exp=10800,2026-07-28T19:55:25+09:00,2026-07-28T21:13:49+09:00,南日本新聞,minami,南日本新聞,120,（写真：南日本新聞社） JR九州によると、２８日発生した地震の影響で九州新幹線は終日運行を取りやめている。 鹿児島県内の在来線は、鹿児島本線の伊集院ー川内を除き運行を再開した。 （午後９時１３分に内容を更新しました） 南日本新聞 | 鹿児島,[],[]
鹿児島と熊本、福岡結ぶ高速バス運休　29日も全便運休（南日本新聞）,https://news.yahoo.co.jp/articles/cfe448e8116e4541d962408702c0a17088f18109,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000006-minami-000-1-view.jpg?exp=10800,2026-07-28T18:45:37+09:00,2026-07-28T18:45:37+09:00,南日本新聞,minami,南日本新聞,102,（写真：南日本新聞社） 熊本県で最大震度７の地震があり、九州自動車道の一部が通行止めになった影響で、鹿児島と熊本、福岡を結ぶ高速バスは２８日夕方から運休した。２９日も全便運休する。 南日本新聞 | 鹿児島,[],[]
【速報】【熊本で震度7】鹿児島県内の交通情報（南日本新聞）,https://news.yahoo.co.jp/articles/9a0942e5ffb28407de977ce071e51c7430435c1a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000005-minami-000-3-view.jpg?exp=10800,2026-07-28T17:25:31+09:00,2026-07-28T17:36:03+09:00,南日本新聞,minami,南日本新聞,330,地震で棚などが散乱する薩摩川内市役所＝２８日午後５時１０分ごろ ２８日午後４時２７分ごろ、熊本県で最大震度７の地震があった。鹿児島県の最大震度は震度５強。 ＪＲ九州のホームページによると、午後４時４０分現在、地震の影響で九州新幹線や在来線で列車の運行を見合わせている。 鹿児島空港は一時的、滑走路を閉鎖した。異常がないことを確認し、航空機の離着陸を再開した。 鹿児島市交通局は運行中の市電の全車両を一時停止した。その後、速度を落として運行を再開した。 西日本高速道路九州支社によると、九州自動車道は午後４時半ごろから植木ＩＣ－栗野ＩＣの上下線で通行止めが続いている。 肥薩おれんじ鉄道は午後４時３５分ごろから全線で運転を見合わせている。 南日本新聞 | 鹿児島,[],[]
【速報】〈情報更新〉熊本県で震度7、鹿児島県は震度5強（南日本新聞）,https://news.yahoo.co.jp/articles/e01a9eb8534e4ee8c16c6d07fe3c65a78271b58b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000004-minami-000-4-view.jpg?exp=10800,2026-07-28T16:45:34+09:00,2026-07-28T17:25:56+09:00,南日本新聞,minami,南日本新聞,327,地震で棚などが散乱する薩摩川内市役所＝２８日午後５時１０分ごろ 気象庁によると、２８日午後４時２７分ごろ、熊本県で最大震度７の地震があった。 鹿児島県の最大震度は震度５強。 九州電力によると、川内原発１、２号機に異常はなく、通常運転を続けている。 鹿児島県内の震度は次の通り。 震度５強 薩摩川内市、さつま町、長島町 震度５弱 阿久根市、出水市、いちき串木野市、伊佐市、湧水町 震度４ 鹿児島市、枕崎市、日置市、霧島市、南さつま市、姶良市、薩摩川内市甑島 震度３ 指宿市、南九州市、鹿屋市、垂水市、曽於市、志布志市、大崎町、東串良町、錦江町、肝付町、三島村 震度２ 南大隅町、屋久島町 震度１ 西之表市、中種子町、南種子町、十島村 南日本新聞 | 鹿児島,[],[]
「日報に落書きされている」…防犯カメラが捉えた同じ町の男――法人事務所に侵入した疑いで逮捕　（南日本新聞）,https://news.yahoo.co.jp/articles/3f3752c3c9f1001e42e5ef1f08501631cfdfb553,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000003-minami-000-1-view.jpg?exp=10800,2026-07-28T13:05:22+09:00,2026-07-28T13:05:22+09:00,南日本新聞,minami,南日本新聞,243,（写真：南日本新聞社） 鹿児島県警瀬戸内署は２８日、建造物侵入の疑いで、瀬戸内町古仁屋大湊の無職男（６１）を逮捕した。逮捕容疑は６月２５日午後９時半～午後１０時半ごろの間、同町の法人事務所に侵入した疑い。 朝7時前の鹿児島中央駅、ベンチに置いた現金10万円入りのバッグが消えた 同署によると、犯行直後に「日報に落書きされている」と事務所代表者から１１０番があった。防犯カメラの映像などから特定した。２人に面識はある。「侵入したのは間違いない」と容疑を認めている。 南日本新聞 | 鹿児島,[],[]
阿久根で震度3　震源は薩摩地方、マグニチュード3.7（南日本新聞）,https://news.yahoo.co.jp/articles/5066507e7e2c6b572e715368a290be1d74838492,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-07-28T11:15:26+09:00,2026-07-28T11:15:26+09:00,南日本新聞,minami,南日本新聞,163,２８日午前９時３９分ごろ、阿久根市で震度３の地震があった。気象庁によると、震源地は薩摩地方で、震源の深さはごく浅い。地震の規模はマグニチュード３．７と推定される。県内のその他の震度は次の通り。 震度２ 薩摩川内市、さつま町▽震度１ 枕崎市、出水市、霧島市、いちき串木野市、伊佐市、長島町、薩摩川内市甑島 南日本新聞 | 鹿児島,[],[]
陸自奄美警備隊の塗料を横領、部下に私有車の塗装させる　隊員2人を停職処分（南日本新聞）,https://news.yahoo.co.jp/articles/3226e107fd1ed22e39cbf18289ec1d12d2314754,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260728-00000001-minami-000-2-view.jpg?exp=10800,2026-07-28T09:45:22+09:00,2026-07-28T11:05:15+09:00,南日本新聞,minami,南日本新聞,336,（資料写真）陸自奄美駐屯地 陸上自衛隊奄美警備隊（鹿児島県奄美市）は２７日、部隊保有の塗料を横領し、部下隊員に私有車の塗装をさせたとして、４１歳と４２歳の２等陸曹２人をそれぞれ停職４日の懲戒処分にした。 警備隊によると、４１歳は２０２３年１月３０日〜２月７日、駐屯地内で塗料を横領し、部下隊員に車を塗装させた。４２歳は同１月３１日、４１歳に頼まれ、同様の手口で別の部下に塗らせた。同２月７日に上司が塗装中の車を見つけ発覚。調べを続けていた。 ４１歳は「同僚の私有車の塗装が気になった。これぐらいは大丈夫だろうと思い横領してしまった」と話しているという。 堀内高志隊長は「誠に遺憾。隊員個々の自覚を促し、再発防止を徹底していく」とのコメントを出した。 南日本新聞 | 鹿児島,[],[]
