headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
全国で猛威振るう鳥インフルエンザ…5季連続発生の鹿児島県、今季はゼロ――地域一帯の防除が奏功「引き続き対策徹底を」（南日本新聞）,https://news.yahoo.co.jp/articles/72741bea519ce2feb021eb9135032475c31ce5b2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000009-minami-000-1-view.jpg?exp=10800,2026-04-03T20:30:22+09:00,2026-04-03T20:30:22+09:00,南日本新聞,minami,南日本新聞,1288,路面を消毒する散水車。今季は毎日実施する＝２０２５年１１月、出水市荘 鹿児島県は、渡り鳥が飛来する１０月から翌年５月を高病原性鳥インフルエンザ対策の強化期間と定めている。２０２４年季（２４年１０～２５年５月）まで５季連続で発生した県内では今季、養鶏の発生はない。生産者を始め関係機関の防除が功を奏した格好だが、全国では３月以降も養鶏場や野鳥の感染が相次ぎ、「いつどこで発生しても不思議ではない」と気を引き締める。 【写真】車両のタイヤを消毒する作業員＝２０２５年１１月、出水市高尾野町下水流 全国の家禽（かきん）の農場では今月１日までに、１５道府県２３件の発生があり、約５５３万羽が殺処分された。昨季は１４道県５１件（殺処分羽数約９３２万羽）で、県内では、出水、霧島両市で計３件が発生し約３２万羽が殺処分された。 県は、昨季の発生傾向や農林水産省の疫学調査を踏まえ、粉じんなどの新たな感染経路への対応や野鳥対策に力を入れる。近年は全国的に同じ農場や地域での再発が続いたため、過去の発生農場二十数カ所をリストアップ。発生日を起点として、約３週間前からの防疫対策徹底を呼びかける。 ◆◆◆ ２１～２４年、４季連続で発生した出水市。ツルをはじめ、ウイルスを媒介する可能性があるカモなどの野鳥が集まる越冬地と養鶏地帯が近接する。今季は、ツルが越冬する荒崎や東干拓で散水車による路面消毒を従来シーズンの週１回から毎日に増加。交通量の多い道路で車両消毒もした。 消毒や不織布シートでウイルス侵入を防ぐ取り組みや野鳥が集まりやすい農場周辺のため池の水抜き、止まり木の除去といった対策も進む。県家畜防疫対策課の藏薗光輝前課長は「地域一体の防疫対策が効果を発揮している」と説明する。 新たな取り組みも進む。鹿児島大学は養鶏大手のマルイ農協（同市）や下水モニタリング企業と昨年１０月、湖沼水でのウイルス検出情報を防疫に生かす共同研究を始めた。出水平野のため池などの水を分析。ウイルスが検出された場合、マルイ農協を通じて系列農場へ警戒アラートを出す。共同獣医学部の小澤真教授は「農場の意識は間違いなく高まる」と期待する。 ◆◆◆ 農林水産省は１月、発生リスクの高い地域を「大臣指定地域」に指定した。指定地域の農場は発生に備え、消毒薬の十分な備蓄のほか、野鳥の生息状況を把握し、ウイルス低減対策を検討・実施することも求められる。鹿児島県では出水市や阿久根市など全国最多の７地域が設定された。 県内養鶏の発生はなかったもののウイルスの検出は続き、２日現在、ねぐらの水を含め３８件。うち１２件は出水市のツルからだった。小澤教授は、同市の感染リスクが高い半面、今季発生がないことに触れ、「防疫体制は他都道府県の参考になる」と評価する。 県内でもっとも遅い感染確認は２月中旬。この時期は、出水平野のツルは既に帰行を始めている。一方で、今季は鹿屋市でヒドリガモでの陽性が確認された。小澤教授は「野鳥の間でウイルスが広がっているのは間違いない。引き続き防疫対策の徹底が必要」と呼びかけた。 南日本新聞 | 鹿児島,[],[]
平日は公用車、土日祝は市民や観光客の足に――南九州市が4人乗り電気自動車2台を貸し出し　スマホアプリで予約・決済（南日本新聞）,https://news.yahoo.co.jp/articles/d1ade3941aa9f4afbe208dacaa618cea0247aba1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000008-minami-000-1-view.jpg?exp=10800,2026-04-03T20:00:21+09:00,2026-04-03T20:00:21+09:00,南日本新聞,minami,南日本新聞,520,南九州市が土日祝日限定で貸し出す電気軽自動車 鹿児島県南九州市は、平日に公用車として使用する４人乗り電気自動車（ＥＶ）２台を、土日祝日と年末年始限定で市民や観光客向けに貸し出す。脱炭素事業の一環。１５分２２０円からで、専用のスマートフォンアプリで予約や決済を行う。 ▶イヤホン危ない、歩道ない道どう走る? 自転車反則金「青切符」制度スタート 市は２０５０年までに二酸化炭素の排出量を実質ゼロにすることを目指す「ゼロカーボンシティ」を宣言しており、市民や観光客の移動手段を確保する狙いもある。３月７日スタート。市によると、同様の取り組みを進める和泊、知名の両町に続き県内３例目。 貸し出すＥＶは、頴娃庁舎裏側駐車場と川辺庁舎川辺分遣所駐車場にそれぞれ１台配置して発着所とする。「ＥＶ Ｃａｒ Ｓｈａｒｉｎｇ」と記された黄緑色のステッカーが目印。 運営はＮＴＴビジネスソリューションズ（鹿児島営業所）が請け負い、市が月額約２４万円で５年間契約する。国の脱炭素関連の交付金を充て、同社の車両購入費に１台当たり８８万４０００円を補助する。専用のアプリは「Ｎ．ｍｏｂｉ」で、会員登録をはじめ、車両の解錠・施錠まで全て完結する。 南日本新聞 | 鹿児島,[],[]
桜島と新幹線が“共演”　熊本地震で傷ついた「つばめ」が海を渡る　鹿児島・北ふ頭に５日朝まで滞在（南日本新聞）,https://news.yahoo.co.jp/articles/a9d1fc2d2002f5c945ccfb839d4af1f2f54c653e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000007-minami-000-3-view.jpg?exp=10800,2026-04-03T14:35:22+09:00,2026-04-03T22:06:11+09:00,南日本新聞,minami,南日本新聞,460,桜島を前に、台船に載り姿を現した九州新幹線つばめの先頭車両＝３日午前８時、鹿児島市の本港新町 ２０１６年４月の熊本地震で被災し、修復が完了した九州新幹線つばめが３日朝、台船に載って鹿児島湾に姿を現した。普段は見られない桜島と新幹線の“共演”に、駆けつけた約２００人の見物客は「おかえり」「ありがとう」と歓声を上げながら出迎えた。 【写真】台船に載り鹿児島湾に姿を現した九州新幹線つばめの先頭車両＝３日午前８時２１分、鹿児島市の本港新町 全線開通１５周年記念企画の一環で、鹿児島を含む九州各地を巡る。鹿児島港本港区北ふ頭には同日午前８時ごろ接岸、天候の関係で５日午前８時まで滞在した後、長崎を目指す。同日日中は、指宿市の道の駅いぶすき付近からも見ることができそうだ。 北ふ頭で、つばめのイラストパネルを掲げて出迎えた鹿児島市の会社員肥後洋平さん（３６）は「震災からの復興を思うと涙が出そう。朝から元気が出た」。ＪＲ九州の秋山健斗さん（３０）は「九州に元気を届けるシンボルになればうれしい」と話した。 南日本新聞 | 鹿児島,[],[]
ギョギョギョ!!　デフォルメされてかわいい――かのやカンパチロウのぬいぐるみキーホルダー完成　生誕10周年記念（南日本新聞）,https://news.yahoo.co.jp/articles/1155cb7b059552cbb2bafd41b39201e50a4d9dea,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000006-minami-000-2-view.jpg?exp=10800,2026-04-03T12:00:21+09:00,2026-04-03T21:54:38+09:00,南日本新聞,minami,南日本新聞,421,自らぬいぐるみキーホルダーを紹介する鹿屋市ＰＲ特命係長かのやカンパチロウ＝同市西原３丁目の観光物産総合センター 鹿児島県鹿屋市特産のカンパチがモチーフのキャラクター、市ＰＲ特命係長かのやカンパチロウのぬいぐるみキーホルダーが完成した。３月２５日に市観光物産総合センター（西原３丁目）で販売が始まり、デフォルメされたかわいらしいマスコットをファンらが買い求めた。 ▶アメリカはブリ、タイではカツオが人気…和食ブーム追い風、県水産物輸出が過去最高額 キャラ生誕１０周年を記念して市観光協会が５００個製作。 販売開始に合わせたイベントもあり、カンパチロウが鹿屋女子高校の生徒や子どもたちと共にＰＲした。同校２年の田中美海さんは「ぷにぷにしていてかわいい。学校のかばんに付けたい」と語った。 同協会の担当者、吉原菊代さん（５１）は「かわいらしく仕上がった。子どもたちに人気が出たらうれしい」と話す。高さ１２センチ。１５００円。 南日本新聞 | 鹿児島,[],[]
すくすく成長中、会いに来てね――鹿児島県鳥・ルリカケスのひな2羽が巣立ち　平川動物公園で2年ぶりに繁殖（南日本新聞）,https://news.yahoo.co.jp/articles/ec248b23cd8551faf9c3869091e18c8afc82d638,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000005-minami-000-1-view.jpg?exp=10800,2026-04-03T11:30:00+09:00,2026-04-03T11:30:00+09:00,南日本新聞,minami,南日本新聞,463,平川動物公園で生まれた２羽のひな（同園提供） 鹿児島市の平川動物公園で、県鳥で国の天然記念物のルリカケスのひな２羽（同園提供）＝が生まれ、巣立ちを迎えた。同園での繁殖は２年ぶりで、飼育するルリカケスは９羽になった。親鳥と共に飛び回る姿が確認できる。 ▶かれんな青紫、株いっぱい――国天然記念物のエヒメアヤメの特別公開始まる 小林インターチェンジ出口付近 4月12日まで ルリカケスは奄美大島、加計呂麻島、請島に生息する。同園によると２月２５日に初めて鳴き声を確認し、３月２０日に巣箱から出てきた。２８日現在の体長は約２０センチ。今後１週間ほどで親鳥と同様の大きさにまで成長する。展示場の地面や隅に隠れていることが多いという。 飼育員が同日、ルリカケスの繁殖や子育てについて来園者に説明した。鹿児島玉龍中学校３年の山口紬さんは「名前の通り、太陽に反射して瑠璃色に光る姿がきれい」と話した。飼育員の山田透生さん（２８）は「野生では見られない成長の過程をぜひ観察して」と呼びかけている。 ＝学校・学年は取材時 南日本新聞 | 鹿児島,[],[]
兼務を解いて、組織体制を強化――鹿児島市立病院が「経営」「医療」のトップ分離　年度始め式で抱負「力合わせて難局乗り越える」（南日本新聞）,https://news.yahoo.co.jp/articles/952575c0bcecd0ee0efb34c38d04f28129355b0f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000004-minami-000-1-view.jpg?exp=10800,2026-04-03T10:45:25+09:00,2026-04-03T10:45:25+09:00,南日本新聞,minami,南日本新聞,447,新しく事業管理者に就任した佐野輝氏（右）と病院長の堀剛氏＝１日、鹿児島市立病院 鹿児島市立病院は１日、事業管理者が経営、病院長が医療に専任する新体制を始動した。経営改善と医療体制の充実を目指す。年度始め式があり、新たに就任した佐野輝事業管理者と堀剛病院長が抱負を述べた。 【写真】就任のあいさつをする佐野輝事業管理者＝１日、鹿児島市立病院 市立病院は１９６９年から病院長を事業管理者とし、運営・経営や医療提供を統括的に行ってきた。人口減少や物価高に対応するため兼務を解き、組織体制の強化を図る。 事業管理者の任期は４年。職員を前に、佐野氏は「鹿児島大学医学部長や学長を務めた。長年運営に携わってきた経験を病院の発展に生かしたい」とあいさつ。堀病院長は「各診療科の目標や考えを聞き取り、事業管理者に届ける役割を担う。力を合わせて難局を乗り越えていきたい」と語った。 病院は給与費と材料費の上昇で２０２４年度は約２６億円の純損失を計上。２年連続赤字で２５年度も赤字を見込む。 南日本新聞 | 鹿児島,[],[]
3億9000万円の負債…浜島印刷（鹿児島市）が破産へ　日進印刷（同市）の子会社が事業引き継ぐ　工場への設備投資で借入金増（南日本新聞）,https://news.yahoo.co.jp/articles/c074368eafb76bad47e232c82166dbd11169ffa0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000003-minami-000-4-view.jpg?exp=10800,2026-04-03T10:45:22+09:00,2026-04-03T12:34:43+09:00,南日本新聞,minami,南日本新聞,425,破産申し立て準備中の浜島印刷旧本社＝２日、鹿児島市上之園町 印刷や製本を手がける浜島印刷（鹿児島市）が、鹿児島地裁への破産申し立て準備をしていることが２日、分かった。東京経済鹿児島支社によると、負債総額は約３億９０００万円。３月３１日に事業を停止し、日進印刷（同市）が子会社として設立した新たな「浜島印刷」に事業を引き継いだ。 ▶住宅メーカー・シースタイルが自己破産へ 負債10億円、従業員は全員解雇 未完工事の扱い未定 旧浜島印刷は１９５９年設立。製本業のほか、企業ポスターやイベント広告も手がけ、９０年以降は売上高４億円を超えた。ただ、工場への設備投資などで借入金が増え、２０１９年ごろからは赤字が続き、事業継続が困難となった。 新会社は全事業を引き継ぎ、４月１日から稼働している。同支社によると、旧会社の従業員数は２５人。日進印刷の担当者は「旧会社の一部の従業員も雇用している。今後もできる限り受け入れたい」としている。 南日本新聞 | 鹿児島,[],[]
鹿児島県北薩地域振興局発注の官製談合事件　情報受け取った業者が1億円で落札　同額がもう1社、最終的にくじで決定（南日本新聞）,https://news.yahoo.co.jp/articles/f1802cb4a19d1bb3473846e7d91e7147b9b65cc6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000002-minami-000-4-view.jpg?exp=10800,2026-04-03T06:00:21+09:00,2026-04-03T10:37:11+09:00,南日本新聞,minami,南日本新聞,622,工事を発注した県北薩地域振興局＝薩摩川内市神田町 鹿児島県北薩地域振興局が２０２１年に発注した工事を巡る官製談合事件で、職員から秘密事項の設計金額を聞いた業者が工事を約１億円で落札していたことが２日分かった。同額で応札があり、最終的に２社間による電子くじで決まったことも判明した。 複数の関係者によると、工事は水産流通基盤整備事業の一環で、長島町の薄井漁港の浮桟橋を新設した。設計金額を聞いたのは長崎県の造船会社で、別の造船会社との電子くじの結果落札した。 鹿児島県によると、金額を漏らしたとされる職員は２月に書類送検された。現在大隅地域振興局に所属している。３月３０日、官製談合防止法違反（入札妨害）の罪で略式起訴された。 入札の経緯を知る工事関係者は「県は単価など判断材料をほとんど公表していた。教科書通り推計すれば入札が同額になることは多く、実際くじで運次第になった」という。「ごくわずかな差の勝負となる中で、楽をしたかったのか。談合はハイリスクローリターンで、業界に悪い印象しか与えない」と語った。 起訴状などによると、職員は、北薩地域振興局建設部が発注した工事の一般競争入札で、長崎県の造船会社に落札させようと、２１年７月２９日、県庁ＯＢで別会社の取締役を介して、秘密事項である工事の設計金額を会社社員に伝え、公正な入札を妨害したとされる。 鹿児島簡裁は処分について「現時点で答えられるものはない」としている。 南日本新聞 | 鹿児島,[],[]
赤信号の車に追突、酒気帯び運転容疑で現行犯逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/a23857fc0ee1629ee29ba4e8b80a331ae12c803a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260403-00000001-minami-000-1-view.jpg?exp=10800,2026-04-03T00:15:21+09:00,2026-04-03T00:15:21+09:00,南日本新聞,minami,南日本新聞,176,（写真：南日本新聞社） 鹿児島県警南九州署は２日、道交法違反（酒気帯び運転）の疑いで南九州市知覧町郡、会社役員の男（７２）を現行犯逮捕した。逮捕容疑は同日午後７時４０分ごろ、同市川辺の市道で、基準値を超える酒気を帯び乗用車を運転した疑い。署によると、赤信号で停車している軽乗用車に追突し発覚した。軽乗用車の運転手が１１０番した。 南日本新聞 | 鹿児島,[],[]
