headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
つるつるした感触、さわやかな香り――伊佐ヒノキの積み木「クミノ」誕生…市が特注、児童クラブやこども園へ貸し出し検討（南日本新聞）,https://news.yahoo.co.jp/articles/a299478b87ace9112a75643a7a11753bd63a2acf,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260701-00000011-minami-000-2-view.jpg?exp=10800,2026-07-01T20:00:22+09:00,2026-07-01T20:46:26+09:00,南日本新聞,minami,南日本新聞,619,さまざまな造形が可能なクミノ＝伊佐市大口の「子ども第三の居場所」 鹿児島県伊佐市が特注した地元産ヒノキの積み木が、さわやかな香りと手触りの良さで好評を得ている。創造性のある遊び方ができ、市は市内の児童クラブや認定こども園へ貸し出しも検討。子どもが木に親しむ「木育」を後押しする。 【写真】木育キャラバンで披露されたクミノの積み木くずし＝伊佐市の菱刈農業者トレーニングセンター 滋賀県の木製玩具メーカーが考案した「クミノ」。長さ１８センチの柱状のピースに二つの溝があり、組み合わせてさまざまな形を作ることができる。 市は木材を多用した子ども支援拠点「子ども第三の居場所」を２月にオープン。備品のおもちゃにも木の良さを生かそうと、屋久島町の木製雑貨工房に伊佐ヒノキのクミノ製作を依頼。材料は伊佐森林組合が提供し、事業費約１３０万円で計１１２０ピースが納品された。 ５月に市内であった木育キャラバンでは大掛かりな積み木くずしが披露され、注目を集めた。ピースの表面には「伊佐ヒノキ」などと刻印され、専用アプリを使ってその刻印（木の種類や産地）をスキャンすると製作経過などを知ることができる。 利用した開陽高校通信制の松永季也さん（１５）＝大口＝は「つるつるした感触がいい。溝をうまく使って想像したものを作っていくのが面白い」。市こども課の神田順香・子育て支援係長は「おもちゃを通じて伊佐の良さを知ってもらえれば」と話した。 南日本新聞 | 鹿児島,[],[]
器物損壊容疑で再逮捕     薩摩川内署（南日本新聞）,https://news.yahoo.co.jp/articles/9a3199e041b61523008d96bd3a30688aa596bb2f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-07-01T17:25:24+09:00,2026-07-01T17:25:24+09:00,南日本新聞,minami,南日本新聞,234,薩摩川内署は１日、器物損壊の疑いで、薩摩川内市入来町副田、飲食店従業員男（２５）を再逮捕した。 再逮捕容疑は、６月１１日午前５時５０分ごろから同６時ごろまでの間、ＪＲ川内駅の多目的トイレの便座除菌用ディスペンサーや、近くの飲食店前でのぼり旗にマッチで火を付け焼損した疑い。 署によると、通行人が１１９番した。容疑者は「火をつけたマッチを消毒液の箱などに近づけて遊んでいたら火が移って燃えた」と一部否認している。同日、窃盗の疑いで逮捕されていた。 南日本新聞 | 鹿児島,[],[]
建造物侵入と窃盗容疑で逮捕  鹿児島南署（南日本新聞）,https://news.yahoo.co.jp/articles/4950f80a305405c2471dfa259e9a7017d5b500e8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-07-01T17:25:21+09:00,2026-07-01T17:25:21+09:00,南日本新聞,minami,南日本新聞,227,鹿児島南署は１日、建造物侵入と窃盗の疑いで、鹿児島市の大学生の少年（１８）を逮捕した。 逮捕容疑は５月１２日午後７時半から同１４日午前７時２０分ごろまでの間、鹿児島市の高校の更衣室に侵入。同校生徒の運動靴１足（時価８０００円相当）を盗んだ疑い。 同署によると、高校側が「生徒の運動靴が盗まれた」と通報。盗まれた靴がフリーマーケットサイトで売られており、容疑者を特定した。同校で同様に物がなくなった例は複数あり、関連がないか調べる。 南日本新聞 | 鹿児島,[],[]
弁当食材は十分加熱、おにぎりはラップで握る、生野菜は入れない、ソースは食べる前に…菌を「つけない・増やさない・やっつける」３原則守って食中毒予防（南日本新聞）,https://news.yahoo.co.jp/articles/c5db6f722455d3e107ca8eebb886fc5cddf398b9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260701-00000007-minami-000-2-view.jpg?exp=10800,2026-07-01T14:00:21+09:00,2026-07-01T20:47:15+09:00,南日本新聞,minami,南日本新聞,889,（写真：南日本新聞社） 鹿児島県内は、最高気温が２５度以上の夏日が続く。気温や湿度が上昇する夏は、細菌による食中毒が増えやすくなる。鹿児島純心女子短期大学（鹿児島市）の鎌田典子准教授（臨床栄養学）に、弁当作りや料理を食べる際の注意点を聞いた。 【写真】（食中毒予防のポイントを見る） 県内では昨年、カンピロバクターや黄色ブドウ球菌など細菌を原因とする食中毒が５件発生。うち４件が６～９月に集中した。 鎌田准教授は「細菌が繁殖しやすい温度は２０～５０度。菌は温度と水分で増えやすくなる」と説明する。 ■弁当 弁当箱はふたのパッキンを外すなど細かい部分まで洗い、よく乾かしておく。丁寧な手洗いをし、調理に取りかかろう。 食中毒の原因菌の多くは、食品の中心部分を７５度で１分間以上加熱すると死滅する。食材は中まで火を通す。卵焼きも半熟を避ける。 食材を熱いまま弁当箱に詰めると、蒸気が出て菌が増殖しやすい。調理後は、料理を載せた皿の下に保冷剤を敷くなどして、なるべく早く冷ます。前日の残り物は一度加熱した後、冷ましてから入れる。 食材は手で直接触らない。おにぎりもラップで握る。水分が多い生野菜は入れず、煮物は汁気を切ってから詰める。ソースやドレッシングは、食べる前にかけるようにしたい。 弁当を持ち運ぶ際は、保冷剤が必要だ。冷たい空気は上から下へと下りていくので、弁当箱の上に置くと効果的だ。 ■２日目のカレー 冷蔵庫で保存した前日のカレーを温め直す時は、しっかり加熱しよう。鎌田准教授は「すぐ火が通ったように感じるが、温度にムラがある場合も多い」と話す。おたまなどで全体をかき混ぜながら温めるのがポイントという。 口をつけたペットボトル飲料は、容器内に細菌が入るので、その日のうちに飲み切ることが大切だ。 しょうゆなどの調味料は、一度開封すると空気中の菌が入るので、開封後は冷蔵庫で保管してほしい。 鎌田准教授は「買い物をする時は、肉や魚を最後に買うのもおすすめ。菌を『つけない』『増やさない』『やっつける』の３原則を守って食中毒を予防して」と呼びかける。 南日本新聞 | 鹿児島,[],[]
10キロ級の巨大カボチャ３個が畑に出現、オレンジ色でずしりと重い――観賞用が紛れ込んだか　鹿児島県霧島市（南日本新聞）,https://news.yahoo.co.jp/articles/a7647de9afe353183c0d362b982f3eff68d25f5a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260701-00000006-minami-000-2-view.jpg?exp=10800,2026-07-01T13:00:21+09:00,2026-07-01T20:48:14+09:00,南日本新聞,minami,南日本新聞,271,大きく育った巨大カボチャ＝鹿児島県霧島市溝辺 鹿児島県霧島市溝辺町竹子の就労継続支援Ｂ型事業所「みのラボ」の畑に大きなカボチャが３個実り、利用者らを驚かせている。 【写真】大きく育った巨大カボチャ＝霧島市溝辺 スーパーなどに出すため、春に「えびす」を５７０本植えたところ、うち１本の実がみるみるうちに膨らみ１０キロ前後に育った。観賞用の品種が紛れ込んでいたらしい。 オレンジ色でずしりと重く、６月２９日に他の出荷用と一緒に収穫した。丸山豊美代表（５６）は「農産物をイベントで売り出す時の飾りにしようかな」と話している。 南日本新聞 | 鹿児島,[],[]
軽自動車を蹴り　器物損壊容疑で男逮捕　志布志署（南日本新聞）,https://news.yahoo.co.jp/articles/3d3a46893fd722f0e088b3257ee0de21a10665bf,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260701-00000005-minami-000-1-view.jpg?exp=10800,2026-07-01T11:55:25+09:00,2026-07-01T11:55:25+09:00,南日本新聞,minami,南日本新聞,155,（写真：南日本新聞社） 志布志署は１日、器物損壊の疑いで、宮崎県都城市菖蒲原町、会社員男（２７）を逮捕した。 逮捕容疑は、５月２４日午前３時半ごろ、志布志市内の駐車場で、同市の２０代女性の軽自動車を蹴って傷をつけた疑い。 同署によると、女性と容疑者に面識はない。女性の関係者が通報した。 南日本新聞 | 鹿児島,[],[]
鹿児島の夏といえば「おぎおんさぁ」　７月３、４日に宵祭、5日に本祭――酷暑の影響で２週間前倒し…400年続く悪疫退散・商売繁盛の祈願　「涼しい夏風のもと楽しく」（南日本新聞）,https://news.yahoo.co.jp/articles/1471a89d0e8872d9b95776ea73b9509897daf8fa,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260701-00000004-minami-000-2-view.jpg?exp=10800,2026-07-01T11:30:23+09:00,2026-07-01T11:45:35+09:00,南日本新聞,minami,南日本新聞,768,「ふれ神輿」で勇壮に天文館を練り歩く三番みこし＝鹿児島市天文館 鹿児島の夏の風物詩「おぎおんさぁ」の宵祭が７月３、４日、本祭が５日に鹿児島市天文館の電車通り一帯で開かれる。江戸時代から４００年以上続くといわれ、悪疫退散、商売繁盛を祈願する。近年続く酷暑の影響で、例年より２週間前倒しして開催する。関係者は「日程は変更したが、それ以外は例年通り。格式ある伝統を変わらず継承していきたい」と意気込む。 「おぎおんさぁ」本祭で電車通り車両通行止め ７月５日午後３～９時 昨年まで日中に行っていた本祭のご神幸行列は、暑さが和らぐ午後５時半に始まる。約２５００人が参加し、アイムビル前を出発。大鉾（ほこ）、祇園傘、稚児花籠、大人みこしや子どもみこしが歩行者天国の約２．５キロを練り歩く。午後７時４５分に終わる予定。冷房車や救護所、給水所を設け、熱中症対策にも力を入れる。 ６月２７日にあったプレイベントの「ふれ神輿」では、三番みこし（天文館商店街振興組合連合会）が天文館一帯を回り、祭りの機運を高めた。担ぎ手の當内拓海さん（２９）＝鹿児島市田上台２丁目＝は「観光やインバウンド客がみこしに興味を持ち、写真を撮ったり話しかけたりしてくれた。本祭を前にＰＲできた」と汗を拭った。 ２６日の商工祈願祭では、関係者や担ぎ手らが祭りの成功を祈った。津曲貞利実行委員長は「涼しい夏風のもと、楽しくにぎやかに担いでもらいたい。終了後の夜は、天文館の街を楽しんでほしい」と話した。 ７月３、４日の宵祭はメイン会場のウオーターフロントパークと、センテラススクエアや八坂神社など八つのサテライト会場である。ステージイベントやみこしの展示、１５０基のスカイランタンを浮かべ夜空を彩るイベントも初めて行う。キッチンカーなどの飲食ブースも出展する。 南日本新聞 | 鹿児島,[],[]
【速報】奄美地方が梅雨明け　昨年より22日遅く　鹿児島地方気象台（南日本新聞）,https://news.yahoo.co.jp/articles/3e73910f91f90a30b46aa4a8e10bc5cffeba6bbb,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260701-00000003-minami-000-5-view.jpg?exp=10800,2026-07-01T11:25:26+09:00,2026-07-01T12:37:57+09:00,南日本新聞,minami,南日本新聞,139,（写真：南日本新聞社） 鹿児島地方気象台は１日、奄美地方が梅雨明けしたとみられると発表した。昨年の６月９日と比べ、２２日遅かった。平年は６月２９日ごろとなっている。 奄美地方の梅雨入りは５月３日発表されていた。 九州南部の平年の梅雨明けは７月１５日ごろ。 南日本新聞 | 鹿児島,[],[]
宮崎北部平野で震度4、鹿児島県内も揺れ（南日本新聞）,https://news.yahoo.co.jp/articles/6ce9edb51fb871d1549bc39508a3ac9254996150,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-07-01T09:35:26+09:00,2026-07-01T09:35:26+09:00,南日本新聞,minami,南日本新聞,243,１日午前８時４０分ごろ、宮崎県延岡市や日向市などで震度４の地震があった。気象庁によると、震源地は同県北部平野部で、震源の深さは約１０キロ。マグニチュードは５．１と推定される。鹿児島県内では伊佐市で震度３を観測した。各地の震度は次の通り。 震度３ 伊佐市▽震度２ 阿久根市、薩摩川内市、霧島市、姶良市、さつま町、長島町、湧水町、曽於市、肝付町▽震度１ 鹿児島市、出水市、いちき串木野市、南さつま市、南九州市、鹿屋市、垂水市、志布志市、大崎町、錦江町、薩摩川内市甑島 南日本新聞 | 鹿児島,[],[]
