headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
女子トイレにスマホ…清掃時に発見、30代と70代女性を撮影した疑い――複数動画を確認、関連捜査　無職の男逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/5641172aba3d7d22b60a081f7a4904b7b182dae9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260819-00000004-minami-000-1-view.jpg?exp=10800,2026-08-19T22:05:26+09:00,2026-08-19T22:05:26+09:00,南日本新聞,minami,南日本新聞,225,（写真：南日本新聞社） 鹿児島県警は１９日、建造物侵入と性的姿態撮影処罰法違反（撮影）の疑いで、いちき串木野市日出町、無職の男（５２）を逮捕した。逮捕容疑は７月上旬、県内の商業施設の女子トイレに侵入し、いずれも県内の３０代女性と７０代女性を設置したスマートフォンで撮影した疑い。 県警によると、関係者がトイレの清掃時にスマホに気付き、届け出た。防犯カメラの映像などから特定した。同様の撮影動画を複数確認しており、関連を調べる。 南日本新聞 | 鹿児島,[],[]
本物よりも半値以下の安い肉に「鹿児島県産」ラベル…差額分で利益得たか――畜産王国の牛肉偽装、詐欺事件へ　元役員は否認（南日本新聞）,https://news.yahoo.co.jp/articles/7d36655b9c92b4e2ffe71278ddebd751acf797df,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260819-00000003-minami-000-2-view.jpg?exp=10800,2026-08-19T22:05:23+09:00,2026-08-19T23:38:33+09:00,南日本新聞,minami,南日本新聞,563,水迫畜産の加工施設から段ボール箱を運び出す県警の捜査員ら＝４月２６日、鹿児島市喜入瀬々串町 ふるさと納税返礼品の牛肉商品を「鹿児島県産」と偽装したとして、水迫畜産（指宿市）の元取締役が１８日逮捕された詐欺・食品表示法違反事件で、偽装した他県産牛肉は鹿児島県産よりキロ単価で半値以下だったことが１９日、県警への取材で分かった。差額分で利益が得られるため、意図的に偽装を行った根拠の一つとみている。 県警は１９日、逮捕した元取締役で社員の男（５５）を鹿児島地検に送検した。「確認不足で、（偽装を）意図的にしたわけではない」と、改めて容疑を否認している。 送検容疑は２０２３年９月８日、他県産の牛肉加工品に「鹿児島県産」のラベルを貼り偽装した商品１２０パック（計６０キロ分）を、鹿児島県内の業者にふるさと納税返礼品として納品。同年１０月３１日、偽装分を含む代金として計約１４５万円をだまし取った疑い。 県警によると、水迫容疑者は当時、食肉加工販売を統括管理し、１人で牛肉の仕入れや在庫管理、原料肉の指定を担当していた。 水迫畜産を巡っては、農林水産省が今年３月、少なくとも２３年から約１年間出荷した計約２７トンで、産地のほか、交雑種やホルスタイン種を「黒毛和牛」と不適正に表示したなどとして行政指導している。 南日本新聞 | 鹿児島,[],[]
サッカー天皇杯１回戦　J3鹿児島ユナイテッドが2回戦進出 J3山口に２－１（南日本新聞）,https://news.yahoo.co.jp/articles/e2a587204abf05c30dc2dd6715519eaae7aff323,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260819-00000002-minami-000-3-view.jpg?exp=10800,2026-08-19T21:05:21+09:00,2026-08-19T23:36:33+09:00,南日本新聞,minami,南日本新聞,204,前半、ゴール前で激しく競り合う鹿児島ユナイテッドＦＣの吉尾ら＝白波スタジアム サッカーの第１０６回天皇杯全日本選手権（日本サッカー協会、Ｊリーグ主催、共同通信社、ＮＨＫ共催）は１９日、各地で１回戦があった。鹿児島県代表のＪ３鹿児島ユナイテッドＦＣは鹿児島市の白波スタジアムでＪ３山口と対戦、２－１で勝利した。 ２回戦は２６日、新潟市のデンカビッグスワンスタジアムでＪ２新潟と対戦する。 南日本新聞 | 鹿児島,[],[]
深夜の寺、本堂から供え物消えた…和菓子とろうそく、5千円相当――防犯カメラが捉えた自称作業員男「泥棒した覚えない」　窃盗など疑いで逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/cf1657950634a08b02199e4f6b2f40e2e6658d6f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260819-00000001-minami-000-1-view.jpg?exp=10800,2026-08-19T20:45:22+09:00,2026-08-19T20:45:22+09:00,南日本新聞,minami,南日本新聞,204,（写真：南日本新聞社） 鹿児島南署は１９日、建造物侵入と窃盗の疑いで本籍南種子町、住所不定、自称建設作業員の男（６２）を逮捕した。逮捕容疑は５月２１日午前１〜２時ごろの間、鹿児島市内の寺の本堂に侵入し、供え物の和菓子とろうそくの２点（時価５０００円相当）を盗んだ疑い。 署によると、寺が同日、被害を届け出た。防犯カメラの映像などから特定した。「寺で泥棒した覚えはない」と否認している。 南日本新聞 | 鹿児島,[],[]
