headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
俳優・石田純一が語る父親としての「覚悟」　東尾理子との結婚前に、娘・すみれからかけられた言葉とは？（AERA with Kids＋）,https://news.yahoo.co.jp/articles/942eae1810c03b7d86e77452643edb4cff874a62,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260923-00291493-aerakidsp-000-1-view.jpg?exp=10800,2026-09-23T11:00:33+09:00,2026-09-23T11:00:33+09:00,AERA with Kids＋,aerakidsp,AERA witg16 Kids＋,1092,石田純一さん（事務所提供） プロゴルファーの東尾理子さんと結婚し、現在は3人の子どもを育てる俳優の石田純一さん。いしだ壱成さん、すみれさんを含めると、5人の父でもあります。子どもたちと公園へ行ったり、キャッチボールをしたりと、ご自身は育児の「遊び担当」だと話します。子育てへの向き合い方や、いしだ壱成さん、すみれさんとの関係など、5人の子どもの父としての思いを伺いました。※前編＜石田純一が明かす、夫婦のかたち 「妻の理子は5人家族をしっかりまとめ上げる、わが家のプロデューサー」＞から続く 【写真】壱成さん、すみれさんも参加した東尾理子さんの誕生日会（ほか全4枚） ■うれしかった長男の言葉とハグ ――長男の理汰郎さんは中学2年生、2人の娘さんも10歳、8歳と、みなさんずいぶん大きくなりましたね。 みんなすごく可愛くて、いい子ですよ。娘たちはまだ小学生ですが、しっかりしているし理子同様、とても強いです（笑）。理汰郎は、友だちの前なんかだと僕に対しても結構クールに振る舞うんだけど、2人のときは「仕事、毎日夜まで大変だね。大丈夫？」なんて言葉をかけてくれて、ギューってハグしてくれます。うれしいですよね……。僕は親父とハグなんて、一度もしたことありませんよ。親父はNHKのアナウンサー（石田武さん）で、とても厳しい人でした。家族の中でも別格の存在で、姉や僕に対しても言葉であれこれ言うのではなく「背中を見て学べ」というタイプでしたね。 ■苦手なアウトドアも子どもと一緒なら楽しい ――理子さんによると、夫婦間の育児分担はなく、主に理子さんがなさっているとのことでしたが…… そんなふうに言ってました（笑）？ まぁ彼女も仕事があるので、いろいろな人の助けは借りていますが、夫婦の間ではそうとも言えるかもしれません。 たしかに僕は「子育て」という面ではあまり貢献できていないかもしれませんが、遊びの場面ではずいぶん活躍しましたよ。子どもたちが小さい頃はよく公園にも連れて行きましたし、理汰郎とは毎日のようにキャッチボールもしました。僕も高校時代は野球部でしたから。 理汰郎の小学校受験を控えて、さまざまな自然体験をさせたいということで、日本全国のいろいろな場所に行きました。理子は下の子の育児が大変な時期だったので一緒に行けないことも多く、僕にリクエストが入るわけですよ。「北海道に3日間行ける？」とか「天然記念物のフクロウを見てきて」とか（笑）。僕は本来、釣りや山登り、ハイキングなどの野外活動にはそれほど興味がないんですが、理汰郎と一緒にした自然体験はどれもすごく楽しかったです。,[],[]
なぜ岡田武史・元サッカー日本代表監督たちは普通科の高校をつくったのか？　愛媛県のFC今治高校 里山校を訪ねた（AERA with Kids＋）,https://news.yahoo.co.jp/articles/5c86f6b06743094e9d5c62866362fc2423e05fc6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260923-00292914-aerakidsp-000-1-view.jpg?exp=10800,2026-09-23T07:00:36+09:00,2026-09-23T07:00:36+09:00,AERA with Kids＋,aerakidsp,AERA witg16 Kids＋,1069,しまなみアースランド（今治西部丘陵公園）で、生徒たちに語りかける岡田武史学園長（写真提供：FC今治高校 里山校） 愛媛県今治市に2024年春に誕生した「FC今治高等学校 里山校」。元サッカー日本代表監督の岡田武史さんが学園長を務め、その名の通りサッカークラブ・FC今治と連携して教育に取り組む高校だ。だが、サッカー選手を育てるための高校ではない。では、なぜサッカークラブが高校に関わることになったのか。その答えを探るため、愛媛県今治市を訪ねた。連載「未来の学びは地方から始まる」FC今治高校編の初回をお届けする。 【写真】学校の教育について議論する岡田さんと教師たち ■アシックス里山スタジアムへ 今治市は愛媛県の北東部、瀬戸内海に面した街だ。しまなみ海道を渡れば、その先は広島県尾道市。そんな海と島々に近い街の高台に、FC今治のホーム「アシックス里山スタジアム」がある。 まず驚いたのは、その開放感だった。スタジアムからは瀬戸内海の青い海と市街地が一望できる。しかも、スタジアム周辺を閉ざすような柵がなく、試合がない日も立ち寄れる開放的な造りになっている。周囲には住民とクラブスタッフがともに育てるぶどう畑が広がり、カフェ、ドッグランなどの施設もある。地域の人がふらりと立ち寄れる広大な公園のようだ。 この日は広場で地域のイベントが開かれていた。家族連れなどが行き交うなかに、FC今治高校 里山校の生徒たちが開く出店もあった。サッカーをあまり知らない私でもなぜかワクワクする。 2023年に開場したこのスタジアムを構想したのが、元サッカー日本代表監督の岡田武史さんだ。岡田さんが当初掲げたテーマは「スポーツ・健康・教育」。試合のある日だけでなく、365日、人が集まる場所を目指したという。 気になったのは、その三つ目だった。サッカースタジアムに「教育」を取り入れた背景をたどっていくと、話は10年以上前までさかのぼる。 ■岡田武史さんは、なぜ今治へ？ 岡田さんがFC今治のオーナーになったのは、2014年10月。サッカー日本代表を2度、ワールドカップで率いた監督が選んだのは、当時、四国リーグにいたクラブだった。なぜ今治だったのか――。当時の発言や、その後のインタビューをたどると、岡田さんの明確な考えが見えてくる。 岡田さんがやりたかったのは、単にチームを強くすることではなかった。育成年代からトップチームまで一貫した方法で選手を育てる仕組みを、自分たちの手でつくること。そのなかで、自分で考え、判断できる選手を育てたいと考えていた。,[],[]
