headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
ニセ警察詐欺の疑いでベトナム学生逮捕　鹿児島県警、匿流の「出し子」とみて捜査（南日本新聞）,https://news.yahoo.co.jp/articles/78f448d632b94784ffbfa5c2040ade9c8d85d8d0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260716-00000007-minami-000-1-view.jpg?exp=10800,2026-07-16T23:05:21+09:00,2026-07-16T23:05:21+09:00,南日本新聞,minami,南日本新聞,382,（写真：南日本新聞社） 警察官を名乗る「ニセ警察詐欺」で現金を引き出したなどとして、鹿児島西署と県警組織犯罪対策課は１６日、詐欺と窃盗容疑でベトナム国籍、住所不定、大学生の男（２２）を６月２５日に逮捕したと発表した。匿名・流動型犯罪グループ（匿流）の出し子とみて調べる。 逮捕容疑は５月下旬から６月上旬までの間、氏名不詳者らと共謀し、鹿児島市の８０代女性に「犯罪に使われたお金かどうか調べる」などとうその電話をかけ、指定口座に現金約２００万円を振り込ませた。同日、大阪府内の金融機関ＡＴＭから約２００万円を引き出した疑い。 同課によると、男は日本の大学に通っていた。６月から、金融機関がより迅速に警察に被害金の動きを知らせる「官民協働型枠組み」が始まっており、大阪の金融機関から情報提供があった。県警が同枠組みを利用して摘発するのは初めて。 南日本新聞 | 鹿児島,[],[]
不同意性交未遂の疑いで男を再逮捕　「全く覚えていない」と否認（南日本新聞）,https://news.yahoo.co.jp/articles/8b6b3e06ade4f5650e9aa5d7f3f9d1938214f6af,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260716-00000006-minami-000-1-view.jpg?exp=10800,2026-07-16T12:55:21+09:00,2026-07-16T12:55:21+09:00,南日本新聞,minami,南日本新聞,188,（写真：南日本新聞社） 鹿児島県警は１６日、不同意性交未遂の疑いで住所不定、本籍川崎市、自称土木作業員の男（２３）を再逮捕した。再逮捕容疑は２０２５年１１月上旬、県内に止めていた車内で、県内の２０代女性に乱暴しようとした疑い。県警によると、２人は面識があり、女性が被害を届け出た。男は「全く覚えていない」と否認している。窃盗容疑で６月に逮捕されていた。 南日本新聞 | 鹿児島,[],[]
うその投資サイトに誘導し1100万円を詐取　受け子役の45歳男を逮捕　南さつま署（南日本新聞）,https://news.yahoo.co.jp/articles/3774426606844e7ebca7c4b63085fc70331b69fc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260716-00000005-minami-000-1-view.jpg?exp=10800,2026-07-16T12:45:21+09:00,2026-07-16T12:45:21+09:00,南日本新聞,minami,南日本新聞,454,（写真：南日本新聞社） 南さつま市の６０代男性から交流サイト（ＳＮＳ）を介した投資・ロマンス詐欺で現金計約１１００万円をだまし取ったとして、南さつま署は１５日、詐欺の疑いで本籍長崎県佐世保市、住所不定、無職の男（４５）を６月２９日に逮捕したと発表した。匿名・流動型犯罪グループ（匿流）の受け子役とみて調べる。 逮捕容疑は氏名不詳者らと共謀し、４月中旬から５月下旬までの間、ＳＮＳから虚偽の投資サイトへ誘導。指定口座に１０回以上にわたって現金計約５６０万円を振り込ませ、５月下旬には追加投資として約５４０万円を男性方で受け取り、計約１１００万円をだまし取った疑い。 同署によると、４月中旬、カリスマ投資家のめいを名乗る女性から、男性の携帯電話にメッセージが届きサイトに誘導された。男性が５月下旬、同署に相談して発覚した。 男は現金の受け取りは認めたが「投資サイトに誘導し振り込ませたことは知らない」と一部否認している。６月８日、別の詐欺未遂容疑で埼玉県警に現行犯逮捕され、勾留中だった。 南日本新聞 | 鹿児島,[],[]
【速報】鹿児島市の国道3号、全面通行止め解除（南日本新聞）,https://news.yahoo.co.jp/articles/1b66b276ae0662f359f156a9bbbf0685ac35eb8e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-07-16T10:05:22+09:00,2026-07-16T10:05:22+09:00,南日本新聞,minami,南日本新聞,120,国土交通省鹿児島国道事務所によると、１６日午前９時４０分ごろ、鹿児島市の国道３号河頭交差点から塚田交差点までの全面通行止めは解除された。路面下に空洞が発見されたとして、１５日午後１０時５０分から通行止めになっていた。 南日本新聞 | 鹿児島,[],[]
鹿児島市小山田の国道3号 「路面下に空洞」全面通行止め（南日本新聞）,https://news.yahoo.co.jp/articles/1265491e3b4afcf49128e9010923565dc8c263fd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-07-16T09:35:23+09:00,2026-07-16T09:35:23+09:00,南日本新聞,minami,南日本新聞,247,国土交通省鹿児島国道事務所は１５日夜、鹿児島市小山田の国道３号で、路面下に空洞があるとして、河頭交差点から塚田交差点までの約１．７キロを全面通行止めにした。迂回路は花野口交差点から小山田西交差点。同事務所は復旧工事を進めており、舗装が終わり次第再開する。 同事務所によると、現場は片側１車線。１５日午後８時３５分ごろ、「側溝の蓋が落下している」と通報があった。同１０時５０分から通行止めにして調査し、路面下に長さ７メートル、幅２メートル、深さ２メートルの空洞を確認した。 南日本新聞 | 鹿児島,[],[]
県警が「事件にならない」と一時不受理…交際女性ら3人から計6000万円をだまし取った男に懲役6年10月　鹿児島地裁（南日本新聞）,https://news.yahoo.co.jp/articles/9ec0a8b90890df80820088a9cc330296a9ca7b7c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260716-00000002-minami-000-2-view.jpg?exp=10800,2026-07-16T06:30:22+09:00,2026-07-16T18:13:39+09:00,南日本新聞,minami,南日本新聞,1102,（写真：南日本新聞社） 銀行員を装い、交際相手の女性ら３人から現金約６０００万円をだまし取り、うち２人にけがを負わせたとして、詐欺と傷害の罪に問われた本籍鹿児島市、住所不定、無職の男（５８）の判決公判が１５日、鹿児島地裁であり、小泉満理子裁判長は懲役６年１０月（求刑同７年）を言い渡した。傷害の一部は暴行罪にとどまるとしたが、詐欺罪１９件はいずれも認定。「被害額は膨大で手口は極めて悪質。刑事責任は重く、相当期間の実刑は免れない」と結論付けた。 3億5千万円を架空計上…納めるべき税免れ、還付金まで得ていた――国税と検察が合同捜査 弁護側は詐欺１９件のうち、交際相手を通じて知人をだましたとされる２件（計８００万円）について「指示していない」と否認。傷害罪は無罪を主張していた。 小泉裁判長は判決理由で、詐欺に関して「被告の提案や指示で預金を促した」とする交際相手の証言は、口座の記録やＬＩＮＥ（ライン）の履歴といった客観証拠と整合し「信用できる」と説明。被告が主導したと認めた。 ２人に対する傷害罪では、うち１人の負傷は被告の行為によるものか「合理的な疑いがある」とし、暴行罪にとどまると判断。もう１人は傷害罪と認定した。 判決によると、被告は２０１７年１１月から２２年３月までの間、銀行員になりすまし、女性３人から現金計約６０００万円を詐取。２２年８月には金の返済を話していた２人に突き飛ばすなどの暴行を加え、うち１人に２週間のけがを負わせた。 ◆ 女性３人から現金約６０００万円をだまし取った詐欺事件は、県警が当初、被害女性の訴えを受理せず「受け渋り」をした経緯がある。詐欺被害に遭い、実刑判決の言い渡しを見届けた女性は「県警は重く受け止めて」と訴えた。 ２人目の被害者だった女性は２２年、鹿児島南署に詐欺被害を申告したが、同署は不受理とした。女性によると、担当した男性警察官は「男女間の貸し借りだ」「事件にならない」と相手にしなかったという。後日、改めて相談した別の警察署が捜査し逮捕した。 女性から苦情を受けた県公安委は南署の対応を「記録の正確性を欠いた」などとして、被害相談者に誠実に対応するよう県警を指導。県警は、事実と異なる苦情処理をした虚偽公文書作成の疑いで、担当した男性警察官を書類送検し、関わった職員１１人を所属長訓戒などとした。送検された警察官はその後不起訴となった。 被害を訴えた女性は公判の傍聴を続けていた。判決後の取材に「詐欺の相談に行ったが相手にされず、警察官に『債務不履行』と突き返された。実刑となったことを県警は重く受け止めてほしい」と語った。 南日本新聞 | 鹿児島,[],[]
焼酎とつまみ、8943円――79歳「お金がない。警察に通報してくれ」…店員が110番、無職男を現行犯逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/ffae68e0d5c35bd9d4ab9ab395012c1939754003,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260716-00000001-minami-000-1-view.jpg?exp=10800,2026-07-16T00:35:21+09:00,2026-07-16T00:35:21+09:00,南日本新聞,minami,南日本新聞,185,（写真：南日本新聞社） 鹿児島県警鹿児島中央署は１５日、詐欺の疑いで、鹿児島市上荒田町、無職の男（７９）を現行犯逮捕した。逮捕容疑は同日午後７時１５分ごろから午後９時１５分ごろまでの間、同市の飲食店でつまみや焼酎などの代金計８９４３円を支払わなかった疑い。 署によると、店員が「『お金がない。警察に通報してくれ』と客が言っている」と１１０番した。 南日本新聞 | 鹿児島,[],[]
