headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
奄美地方で線状降水帯発生（南日本新聞）,https://news.yahoo.co.jp/articles/f97ae00151ae681cb15b7ba1984105fad2d0ccb1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000009-minami-000-1-view.jpg?exp=10800,2026-08-25T23:45:21+09:00,2026-08-25T23:45:21+09:00,南日本新聞,minami,南日本新聞,69,（写真：南日本新聞社） 気象庁は２５日深夜、強い台風１８号の影響により、奄美地方で線状降水帯が発生したと発表した。 南日本新聞 | 鹿児島,[],[]
【台風18号】26日昼前まで奄美暴風域か――線状降水帯が発生（南日本新聞）,https://news.yahoo.co.jp/articles/9bfde2fd186a7b0f094443262c6ec9f4d540bdd7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000008-minami-000-3-view.jpg?exp=10800,2026-08-25T20:35:24+09:00,2026-08-25T23:49:11+09:00,南日本新聞,minami,南日本新聞,723,台風１８号の接近に備え、例年より早めに墓参りする家族連れ＝２５日午前１１時すぎ、奄美市名瀬の永田墓地 強い台風１８号は２５日、鹿児島県奄美地方を暴風域に巻き込みながら、沖永良部島の東側を西寄りに進んだ。鹿児島地方気象台や名瀬測候所によると、２６日未明にかけて奄美地方へかなり接近し、暴風域を抜けるのは奄美北部が２６日の朝、南部が昼前になる見込み。２５日深夜には奄美地方で線状降水帯が発生、災害発生の危険度が急激に高まっているとして厳重警戒を求めている。 ２６日午後６時までに予想される２４時間降水量は多い所で奄美南部２５０ミリ、北部２００ミリ。最大風速は２３〜４０メートル、最大瞬間風速は３５〜６０メートル。波はうねりを伴い、７〜１０メートルと予想される。 奄美地域は２５日が旧盆の入りに当たり、台風に備えて早めに墓参りする人の姿が目立った。奄美市中心部の墓地を訪れた近くの男性（８４）は「先祖を自宅に連れて行く欠かせない行事だ。旧盆の台風は久しぶりだが、墓参りできて良かった」と話した。 県災害対策本部などによると、２５日夕方時点で、奄美５市町の約３万８０００世帯・６万９０００人に避難指示が出た。喜界町の１１７０戸を含む２７７０戸が停電し、空や海の便は欠航が相次いだ。２６日も鹿児島空港発着便は離島を中心に３３便の欠航が決定。フェリーあけぼのなども運休する。 台風１８号は２５日午後５時現在、沖永良部島の東南東約１１０キロにあり、時速２０キロで西北西に進んでいる。中心気圧は９５０ヘクトパスカルで、中心付近の最大風速４０メートル、最大瞬間風速６０メートル。中心から半径１３０キロ以内で風速２５メートル以上の暴風が吹く。 南日本新聞 | 鹿児島,[],[]
不正入手のクレカでトレカ――計3500円相当、店舗販売員を詐欺容疑で逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/2d2cbbdf94822835f08a1f2c311fdc2fadc5ff22,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000007-minami-000-1-view.jpg?exp=10800,2026-08-25T19:30:21+09:00,2026-08-25T19:30:21+09:00,南日本新聞,minami,南日本新聞,246,（写真：南日本新聞社） 鹿児島南署は２５日、詐欺の疑いで鹿児島市坂之上２丁目、店舗販売員の男（２３）を逮捕した。 逮捕容疑は４月３日午後４時５０分ごろ、同市の販売・買い取り会社の店舗で、不正に入手した他人名義のクレジットカードを使って、トレーディングカード１０パックと１セット（価格計約３５００円相当）をだまし取った疑い。 カードの名義人である同市の女性が不正利用に気づき、署に相談した。署によると防犯カメラ映像などで特定した。クレジットカードを入手した経緯を調べる。 南日本新聞 | 鹿児島,[],[]
けがを負わせ、2000円脅し取り、殴り合いをさせる――容疑で16歳の少年2人逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/19581deec0580b0c410e81be34512b24c0984654,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000006-minami-000-1-view.jpg?exp=10800,2026-08-25T19:25:21+09:00,2026-08-25T19:25:21+09:00,南日本新聞,minami,南日本新聞,261,（写真：南日本新聞社） 鹿児島中央署は２５日、傷害と恐喝、強要の疑いで、いずれも鹿児島市の無職少年（１６）と男子高校生（１６）を逮捕した。 逮捕容疑は７月１６日午後１１時から同３５分ごろまでの間、同市の路上や駐車場で、同市の１０代男性の顔や腹を複数回殴ったり蹴ったりして約１週間の頭部打撲症などのけがを負わせ、現金２０００円を脅し取り、その場にいた知人と殴り合いをさせた疑い。 署によると、両容疑者と男性は面識がある。現金を脅し取ったことは男子高校生が、殴り合いをさせたことは２人とも否認している。 南日本新聞 | 鹿児島,[],[]
【速報】【台風18号】奄美地方で線状降水帯発生恐れ――25日夜遅くから26日朝にかけて　（南日本新聞）,https://news.yahoo.co.jp/articles/79e9a0cbad7199200801904e05b3ea105e29ad58,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000005-minami-000-1-view.jpg?exp=10800,2026-08-25T17:35:22+09:00,2026-08-25T17:35:22+09:00,南日本新聞,minami,南日本新聞,107,（写真：南日本新聞社） 名瀬測候所は２５日、強い台風１８号の影響により、奄美地方で同日夜遅くから２６日朝にかけて線状降水帯が発生し、大雨災害発生の危険度が急激に高まる可能性があると発表した。 南日本新聞 | 鹿児島,[],[]
警察官装い6760万円詐欺　受け子役の28歳男に懲役5年判決　鹿児島地裁「事情に酌むべき点ない」（南日本新聞）,https://news.yahoo.co.jp/articles/abafddca4d734b69f683f2396b8f3e96228f3091,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000004-minami-000-1-view.jpg?exp=10800,2026-08-25T15:25:21+09:00,2026-08-25T15:25:21+09:00,南日本新聞,minami,南日本新聞,395,〈資料写真〉鹿児島地裁 特殊詐欺の受け子役を担い、鹿児島県内の７０代女性ら７人から現金計６７６０万円をだまし取ったとして、詐欺などの罪に問われた千葉県市川市行徳駅前３丁目、無職男（２８）の判決公判が２５日、鹿児島地裁であり、小泉満理子裁判官は懲役５年、罰金１５０万円（求刑懲役６年、罰金２００万円）を言い渡した。 小泉裁判官は判決理由で「組織に不可欠で重要な役割を果たした」と指摘。交際相手との間に子どもが生まれ、資金を得るために犯行に及んだが、報酬が得られなかったとする男の供述に酌むべき点はないとした。 判決によると、２０２４年９月下旬から１１月下旬までの間、氏名不詳者らと共謀し、警察官になりすまして、７人にうその電話をかけたり、ＬＩＮＥ（ライン）でメッセージを送ったりして、東京都内のアパートの空き部屋に現金を宅配便で発送させ、計６７６０万円をだまし取った。 南日本新聞 | 鹿児島,[],[]
電気自動車のバッテリー63万円分盗んだ疑い――リサイクル業者に自ら売却か　47歳男を逮捕、鹿児島西署（南日本新聞）,https://news.yahoo.co.jp/articles/3c7f9af553deffac9e37d21f4404b2e149932aec,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000003-minami-000-1-view.jpg?exp=10800,2026-08-25T15:15:24+09:00,2026-08-25T15:15:24+09:00,南日本新聞,minami,南日本新聞,193,（写真：南日本新聞社） 鹿児島西署は２５日、窃盗の疑いで、鹿児島市本名町、運送業の男（４７）を逮捕した。逮捕容疑は昨年１１月２８日午前４時半ごろ、同市の５０代男性が経営する会社の敷地内で、小型電気自動車のバッテリー６３個（時価計６３万円相当）を盗んだ疑い。 署によると、盗品は全て自分でリサイクル業者に売却していた。同日出勤した男性が被害に気付き、署に届け出た。 南日本新聞 | 鹿児島,[],[]
【速報】【台風18号】奄美地方へ25日夜から26日朝にかなり接近か――高波や暴風に厳重警戒を　鹿児島地方気象台（南日本新聞）,https://news.yahoo.co.jp/articles/845d6798108f6fb5c50a4c55577020bd707d39cb,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000002-minami-000-1-view.jpg?exp=10800,2026-08-25T12:05:22+09:00,2026-08-25T12:05:22+09:00,南日本新聞,minami,南日本新聞,642,台風18号の予想進路図（25日午前10時現在）＝気象庁ホームページより 強い台風１８号は、２５日午前１１時現在、沖縄県・南大東島の北西約８０キロにあり、時速２０キロで西北西に進んでいると推定される。鹿児島地方気象台によると、予報円の中心付近を進んだ場合、２５日夜から２６日朝に強い勢力で奄美地方にかなり接近する見込み。うねりを伴う高波や暴風、土砂災害に厳重警戒するよう求めている。 気象台によると、２５日から２６日にかけて奄美地方で予想される波は１０〜１１メートル。最大風速は４０メートル、最大瞬間風速は６０メートルで、一部住家が倒壊する恐れのある猛烈な風が吹く見通し。２６日朝にかけて雷を伴った非常に激しい雨が降り、１時間降水量は多い所で６０ミリと予想される。 種子島・屋久島地方でも、２５日夜から２６日明け方にかけてうねりを伴った高波に警戒が必要だ。最大風速は１５メートル、最大瞬間風速２５メートルが予想されている。 気象庁によると、台風１８号は２５日午前１１時現在、中心気圧９５０ヘクトパスカルで、中心付近の最大風速４０キロ、最大瞬間風速６０キロ。風速２５メートル以上の暴風が中心から半径１６５キロ以内で吹いているとみられる。 ２５日、交通機関は欠航が相次いでいる。海の便はプリンセスわかさ（鹿児島－種子島）、フェリー屋久島２（鹿児島－屋久島）、クイーンコーラルプラス（鹿児島－沖縄）など。空の便は鹿児島空港と奄美地域、沖縄を結ぶ便が軒並み欠航している。 南日本新聞 | 鹿児島,[],[]
〈詳報〉遺体発見から1カ月後急転「殺人事件」に…飲食店経営女性（49）未明に帰宅後、殺害されたか　「料理上手で気さく」過去にトラブル相談も（南日本新聞）,https://news.yahoo.co.jp/articles/00f45216519892376f2ba3c6d99963dd806b9493,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260825-00000001-minami-000-1-view.jpg?exp=10800,2026-08-25T06:00:23+09:00,2026-08-25T06:00:23+09:00,南日本新聞,minami,南日本新聞,1139,女性の遺体が見つかった自宅＝２４日午後４時２０分ごろ、鹿屋市笠之原町 鹿屋市笠之原町で７月２８日、同市の飲食店経営の女性（４９）が自宅で死亡しているのが見つかり、鹿児島県警は２４日、殺人事件と断定し、鹿屋署に捜査本部（本部長・牛垣誠刑事部長）を設置した。死因は窒息死。約５０人態勢で捜査する。 【写真】〈別角度〉女性の遺体が見つかった自宅。四方に防犯カメラが設置されていた＝２４日午後４時半ごろ、鹿屋市笠之原町 捜査本部によると、女性は平屋に一人暮らし。７月２８日午後８時２５分ごろ、連絡が取れなくなった同市内の家族が自宅を訪ねたところ、室内で倒れているのを見つけ、１１９番した。駆け付けた消防隊員がその場で死亡を確認した。 女性は２８日未明まで経営する飲食店にいたことが確認されている。死亡推定時刻は２８日未明〜同日早朝。県警は女性が帰宅後、殺害されたとみている。現場は鹿屋市役所から東に約４キロの住宅地。 女性は２０２３年、トラブルがあったとして鹿屋署に複数回相談をしており、関連がないか調べる。発見時の室内や遺体の状況、トラブルの内容は明らかにしていない。 県警は遺体発見翌日の同２９日に司法解剖したが、当初は詳しい死因が分からなかったという。約１カ月後に殺人と断定したことについて、８月２４日に窒息死と特定できたためと説明している。 ◆ 鹿屋市笠之原町の飲食店経営の女性（４９）が殺害されたことが明らかになった２４日、飲食店や自宅周辺には驚きが広がった。約１カ月前の死亡は周辺で既に知られており、自宅近くで捜査員が集まる様子なども目撃されていた。関係者は「まさか殺人とは」「恨まれる人ではない」と真相解明を願った。 女性は６年ほど前から店を経営し、交友関係も比較的広かったとみられる。仕事終わりの女性を時折乗せ、店にも通っていた代行運転手の４０代男性は「料理上手で明るく、気さく。とても恨まれる人には思えない」と話す。 １週間ほど前に女性の自宅近くを通り、警察官が集まって鑑識作業をするのを見て不思議に思っていた。「なぜこんなことに」と神妙な面持ちで語った。 周辺住民によると、自宅は数年前に新築した。防犯カメラのようなものが家の四方に設置され、「作動中」の張り紙も。空き家が点在し、夜は人通りが少ない。近所付き合いがない人も多いという。 自宅には７月末ごろに警察官が出入りし「何かあったのでは」とうわさになっていた。近くに住む４０代男性は「殺人事件となり驚いている」と話した。 店では６周年イベントを開く予定があった。女性をよく知る男性は「目標だった自分の店を持ち、いろんな人から愛される人。経営も軌道に乗ってきたところで残念」と肩を落とした。 南日本新聞 | 鹿児島,[],[]
