headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
小学5年男児が横断歩道で車と接触し軽傷――車は立ち去り、ひき逃げ容疑で捜査　鹿児島市（南日本新聞）,https://news.yahoo.co.jp/articles/300f5599e06467e3da255e246a4a7db3911e63f3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260511-00000008-minami-000-1-view.jpg?exp=10800,2026-05-11T23:45:22+09:00,2026-05-11T23:45:22+09:00,南日本新聞,minami,南日本新聞,251,小学５年男児と車が接触したとみられる現場付近＝１１日午後９時４５分ごろ、鹿児島市中山２丁目 １１日午後５時ごろ、鹿児島市中山２丁目の県道で、横断歩道を渡っていた鹿児島市の小学５年の男児（１０）が車と接触し、擦過傷の軽傷を負った。車は現場から立ち去り、鹿児島南署は道交法違反（ひき逃げ）の疑いで捜査している。 署によると、現場は見通しの良い片側１車線の直線で、信号はない。車は山田町方面から中山交番方面へ走行していた。男児は下校中ではなく、１人で歩いていた。目撃者が１１０番した。 南日本新聞 | 鹿児島,[],[]
昔の鹿児島港の写真ありませんか？　「NPO法人ゆめみなと」が募集　重要港湾指定120年で来年夏にイベント（南日本新聞）,https://news.yahoo.co.jp/articles/68d8f88d7002538c1a987e2390dab2e03ad3b3d1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260511-00000007-minami-000-1-view.jpg?exp=10800,2026-05-11T20:30:22+09:00,2026-05-11T20:30:22+09:00,南日本新聞,minami,南日本新聞,716,南北２０キロある鹿児島港の一部。手前は大規模改良工事を控える新港区一帯＝２０１０年１２月 ＮＰＯ法人ゆめみなと鹿児島（川畑孝則理事長）は２０２７年夏、鹿児島港の重要港湾指定１２０年を記念したイベントを計画する。パネル展を中心に港の歴史や文化を紹介し、次世代に伝える機会にしたい考え。事務局は「昔の写真や資料があれば提供してほしい」と呼びかけている。 鹿児島港の重要港湾指定は１９０７（明治４０）年。１００周年を迎えた２００７年、ゆめみなとはシンポジウムや講演会を開いた。日本の近代化を先導した鹿児島と港の関わりや役割を振り返り「２１世紀のみなとまち」の在り方を探った。 １２０周年のパネル展は戦前・戦後に分け、時代別の港湾整備、石倉倉庫群、大正・昭和の大改修、高度経済成長期の埋め立てなどで構成予定。川畑理事長は「昔の写真や資料を持っていて、詳しく語れる人が健在なうちに収集したい。実際に港湾作業に従事した人の話も聞ければ」と話す。 横浜、神戸など各港には歴史や成り立ちが分かる資料館が少なくない。全国では３０以上の施設が「みなとの博物館」ネットワーク・フォーラムに加盟する。鹿児島港は本港区から浜平川港区まで南北２０キロ。離島やアジアに開け、交易や交通を支えてきた。関係者には港に特化した資料館を望む声があり、「そのためにもふさわしいコンテンツ（中身）を地道にそろえたい」と川畑理事長。 イベントは２７年７月１６～２５日を見込み、鹿児島港本港区北ふ頭旅客ターミナルが中心。子ども向けアトラクションや飲食コーナーもある。写真・資料は年内いっぱい募集し、原則返却はしない予定。事務局＝０９９（２２７）０１１１。 南日本新聞 | 鹿児島,[],[]
「CM方式」っていったい何？―鹿児島県の新総合体育館整備で導入が決まったこの方式　県民からそんな疑問が南日本新聞に寄せられた（南日本新聞）,https://news.yahoo.co.jp/articles/019af92c09d5f16a969d40fc95fa986eeae44302,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260511-00000006-minami-000-1-view.jpg?exp=10800,2026-05-11T20:00:21+09:00,2026-05-11T20:00:21+09:00,南日本新聞,minami,南日本新聞,1030,鹿児島県が整備を計画する新総合体育館のイメージ 鹿児島県の新総合体育館整備に導入されることになった「ＣＭ方式」っていったい何？－。そんな疑問が南日本新聞に寄せられた。県によると、「コンストラクション・マネジメント（ＣＭ）」事業者は発注側に立って、工程やコスト管理業務を担う第三者。県は月内にも業者を選ぶ予定で、建設にかかる費用を抑える効果を期待している。 【写真】コンストラクション・マネジメント（ＣＭ）方式での新総合体育館整備が計画されるドルフィンポート跡地（中央） ＣＭは１９６０年代の米国で、大規模かつ複雑化する建設プロジェクトを効率的に管理するために誕生した仕組みだ。高度な専門性を持つ事業者が、発注者側に立って設計や施工の各段階で工程、品質、コストなどの管理を担う。 国内では９０年代から民間中心に活用が進んだ。国土交通省は２００２年にガイドラインを策定し、公共事業への導入を推進。国の調査によると、２３年度末までに全国の公共事業（建築）で４３８件の実績がある。 隣の宮崎県では、県立病院の再整備（２５年）で取り入れ、総事業費を約２９億円を削減した。基本構想で１８５億円だった事業費が、基本設計時には３１６億円に膨らみ、実施設計からＣＭ導入を決めた。中核病院として医療や防災機能を低減させないことを前提に、「ＣＭ事業者が発注者の県と設計者との間に入り、意見を交わして設計を変更した」（同県）と説明する。 ＣＭ委託費は、実施設計と本体工事合わせて９１００万円。医療機器の更新や物価上昇もあり、最終的な削減額は目標の５０億円に届かず２９億円に留まったが「効果はあった」という。 鹿児島県は鹿児島港本港区（鹿児島市）のドルフィンポート（ＤＰ）跡地に計画する新総合体育館整備を巡り、ＣＭ方式を導入する。２６年度当初予算には委託費９８６３万円を２８年度までの債務負担行為として設定した。 求める業務は、基本、実施設計での品質管理の徹底や、県の意思決定の支援となっている。新体育館整備は、詳細な建設費が示された段階で改めて建設を判断することになっており、ＣＭの効果に注目が集まる。県議の一部からは、「コスト削減がどの程度見込めるのか分からない」との声も聞かれる。 ＣＭ事業者公募には、県外の３者が参加を申し込んだ。県スポーツ・コンベンションセンター整備課の東俊浩課長は「品質をできるだけ落とさずにコストを減らす役割を期待したい」と語った。 南日本新聞 | 鹿児島,[],[]
桜島、再び山体膨張――多量の降灰伴う噴火に注意　8日は火砕流を確認（南日本新聞）,https://news.yahoo.co.jp/articles/db6c3138b3a6ec52ba02a569321afc99f018bde6,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260511-00000005-minami-000-1-view.jpg?exp=10800,2026-05-11T18:35:27+09:00,2026-05-11T18:35:27+09:00,南日本新聞,minami,南日本新聞,326,（写真：南日本新聞社） 鹿児島地方気象台は１１日、８日の桜島・南岳山頂火口の爆発で、ごく小規模な火砕流が起き、南東側へ約６００メートル流れたと発表した。桜島で火砕流を確認したのは２０１８年６月以来８年ぶり。１０日から再び山体膨張を観測し、気象台は多量の降灰を伴う噴火に注意を呼びかけている。 気象台によると、１０日午後１時ごろから桜島にある傾斜計と伸縮計で地殻変動を観測。８日の現地調査で火山ガス（二酸化硫黄）の放出量は１日当たり２８００トンと多い状態だった。噴火警戒レベルは３（入山規制）が続く。 ８日の爆発は、多量の噴煙が高さ３５００メートルまで上がり、７日から確認されていた山体膨張はいったんおおむね解消した。（伊賀元彦） 南日本新聞 | 鹿児島,[],[]
人手不足は深刻なのに、利用離れが止まらない――ハローワークかごしまが危機感　現状打破へ地元事業者との関係強化（南日本新聞）,https://news.yahoo.co.jp/articles/ff424dd2b5230bdd8ecee1f9d23937dc04bf0f87,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260511-00000004-minami-000-2-view.jpg?exp=10800,2026-05-11T11:00:21+09:00,2026-05-11T14:04:08+09:00,南日本新聞,minami,南日本新聞,919,待合室で開かれるミニ会社説明会＝４月、鹿児島市のハローワークかごしま 深刻な人手不足が続く中、ハローワークかごしま（鹿児島市）の利用離れが進んでいる。求人・求職ともに民間サービスの利用が増えているためだ。危機感を持つハローワークは４月から、地元事業所の魅力発信を強化する取り組みを開始。「身近な職探しの場」としての復権を目指す。 【写真】ハローワークかごしまの利用状況が一目で分かるグラフを見る 同ハローワークの２０２５年度新規求人は前年度比５．７％減（６万４９４８件）と３年連続で減少した。新規求職は２．９％増（３万２２５０人）だったが、１６年度比では２８％減。登録する求職者の就職件数（６９２４件）も１１年度から１５年連続で減少している。 鹿児島労働局によると、インターネットの民間求人・転職サービスを利用する４４歳以下の求職者が増えている。同局は「求職者はスピード感のある活動を求めており、県外就職の一因にもなっている」と分析する。 現状打開に向け、同ハローワークは本年度、国の支援事業を活用し、地域の人材確保に向けた活動を始めた。これまで求人票の受領が主だった地元の求人事業者と積極的に関わり、求職者が仕事を選びやすい環境を整える。 目玉の一つが、毎日開くミニ会社説明会。手続きに来た求職者が事業所の責任者から直接、職場の雰囲気や勤務体制を聞くことができる。履歴書も予約も不要で、５月１１日から本格始動する。 鹿児島市のじげんじ保育園の宮原賢治園長（５２）は４月下旬、ミニ説明会で３人と面談した。「顔を見て話せる安心感は大きい。職員が求職者に積極的に声をかけ、面談に案内してくれる」と喜ぶ。 採用面接とセットで行われることが多い職場見学も、ハローワーク職員が同行し、面接なしで体験できるようになった。さらに事業所と求職者共通の窓口「求人×求職サポートコーナー」を新設。両者をつなぐ専属職員も４人から８人に増員した。 当面は、人手不足が深刻な６分野（医療、介護、保育、建設、警備、運輸）を重点的に支援する。内野和久所長は「求人票の書き方から採用後の相談まで一貫して支援し、待ちの姿勢を変えていく」と意気込む。 南日本新聞 | 鹿児島,[],[]
福島で起きた部活バス事故「人ごとではない」…鹿児島県内の指導者ら、運転の負担軽減で工夫　「ルール順守」改めて誓う（南日本新聞）,https://news.yahoo.co.jp/articles/3add1404e774e6524be4f2dacc56bb8a46437373,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260511-00000003-minami-000-2-view.jpg?exp=10800,2026-05-11T10:40:22+09:00,2026-05-11T14:03:21+09:00,南日本新聞,minami,南日本新聞,868,部所有のマイクロバス。安全のため定期点検が欠かせない＝鹿児島市 福島県郡山市の磐越自動車道で男子高校生１人が死亡したマイクロバス事故を受け、鹿児島県内の部活動関係者もショックを隠せない。県教育委員会は原則として部活遠征の移動手段に公共交通機関の利用を呼びかけているが、利便性やコスト面から指導者がマイクロバスを運転して引率するケースが少なくない。教員や保護者からは「事故は人ごとではない」「行政や学校は指針を作って」との声が上がる。 「大切な命を預かっていると感じながらハンドルを握っている」。樟南高校野球部の山之口和也監督（５９）は語る。年１５回超の県外遠征を組み、部のマイクロバスで移動する。安全のためコーチとの２人体制で運転し、６０～９０分で交代。車両点検も欠かさない。「チーム力強化に県外遠征は必要。時間に余裕を持つことや交通ルール順守など改めて徹底したい」と誓った。 監督として女子ハンドボールの全国大会出場経験がある鹿児島中央高校の庄屋亮二教諭（４８）は、バスを借りて指導陣の運転で遠征したことがある。専門の運転手を雇えば、宿泊費も含め多額の費用がかかるためだ。ただ広島や岡山など遠方の際、福岡に１泊するなど運転に負担がかからないよう工夫した。「保護者にはその分時間や費用がかかると説明した。生徒の安全には代えられなかった」 県教委保健体育課の山元尚史課長は、部活の遠征で貸し切りバスなどを頼む場合について「行程や時間など安全に運行できることを確認してほしい」とした。 マイクロバスでの移動を不安視する保護者もいる。県内でも１９９５年、練習試合に向かう途中に指導者が運転した車が事故を起こした。 鹿児島市の高校バレー部に所属する息子がいる５０代の母親は「（福島県での事故が）わが子だったらと思うといたたまれない」。教員らの運転で遠征する機会が多いといい、「補助席も全部使い、事故が起きたらと心配になる。行政や学校は補助を出したり、指針を作ったりするなど安全対策にもっと気を配ってほしい」と力を込めた。 南日本新聞 | 鹿児島,[],[]
でっかい期待を受け取って――志布志の巨大な名物食で新任教職員をおもてなし　通常の4倍の豆腐、10倍のまんじゅうに圧倒（南日本新聞）,https://news.yahoo.co.jp/articles/242683d65ac3ff615fc781b54b43cb0d52675683,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260511-00000002-minami-000-2-view.jpg?exp=10800,2026-05-11T08:00:21+09:00,2026-05-11T10:41:42+09:00,南日本新聞,minami,南日本新聞,597,巨大まんじゅうにかぶりつく伊崎田学園の教職員＝鹿児島県志布志市有明の伊崎田地区公民館 巨大な名物食で先生たちをおもてなし－。鹿児島県志布志市有明の野神小学校と伊崎田学園に新たに赴任した教職員の歓迎会が１日、それぞれ地元であり、前者は巨大豆腐、後者は巨大まんじゅうが振る舞われた。毎年の恒例行事で、転入教職員は保護者や地域住民らの“でっかい”期待を受け取った。 【写真】通常の４倍サイズの豆腐を味わう野神小学校の教職員＝鹿児島県志布志市有明の野神青少年館 野神青少年館での野神小の歓迎会では、保護者が学校前の「大吉豆腐店」の名物豆腐を用意。１丁が通常の４倍程度ある人気商品を初めて見た教職員５人は、大きさに圧倒されていた。新規採用の江頭結生さん（２２）は一つだけ用意された温やっこが当たった。「びっくりしたけどおいしい。こんなに温かく迎えてもらえてうれしい」と話した。 伊崎田学園の歓迎会は近くの公民館であり、通常の１０個分に相当する「伊崎田まんじゅう」の早食い競争が行われた。転任組の４人は、地域代表の２人と共に「５分以内での完食」に挑戦。たっぷりのあんこに苦しそうな表情を浮かべる人もいたが、４人が達成した。 １番に食べ終えた中学理科担当の本田美章さん（６２）は、「ドクターストップで普段は甘い物を控えているので、うれしくて頑張った。来年もお願いしたい」と笑顔だった。 南日本新聞 | 鹿児島,[],[]
垂水島津家の家臣の末裔らが結成した史談会　100周年記念講演で東川隆太郎さんが登壇　垂水の歴史学ぶ（南日本新聞）,https://news.yahoo.co.jp/articles/c11383a69f0c35b4abdc3efe0a7e882c5a6d7f3e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260511-00000001-minami-000-1-view.jpg?exp=10800,2026-05-11T07:30:21+09:00,2026-05-11T07:30:21+09:00,南日本新聞,minami,南日本新聞,412,垂水の歴史を古文書や史料を基に解説する東川隆太郎さん＝鹿児島県垂水市の市民館 垂水市で郷土史研究などに取り組む垂水史談会の結成１００周年記念講演が同市市民館であった。ＮＰＯ法人「かごしま探検の会」の東川隆太郎さん（５３）が講師で登壇。約６０人が江戸時代以降の古文書から垂水の歴史を学んだ。 講演は４月２６日にあり、幕末から明治期に活躍した薩摩藩士の日記を基に、当時は同市の中俣地区から鹿児島市へ船が出ており、牛根地区には鉱脈があったと紹介。垂水島津家の領地だった都城市高崎町縄瀬には聞きなじみのある名字や地名が多く残っていることも伝えた。 東川さんは「垂水島津家を中心に面白い足跡をたどった地域。地元民こそ歴史を知り、伝えて」と呼びかけた。来場した垂水小学校６年の町田唯さんは「実際に史跡に行き、地域をもっと深く学びたい」と話した。 史談会は垂水島津家の家臣の末裔らが１９２７（昭和２）年に結成した。 南日本新聞 | 鹿児島,[],[]
