headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
錦江町で豚舎１棟全焼（南日本新聞）,https://news.yahoo.co.jp/articles/78708e63aefc9e7013e8a2e9f4fa026798702ffc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260827-00000008-minami-000-1-view.jpg?exp=10800,2026-08-27T21:35:25+09:00,2026-08-27T21:35:25+09:00,南日本新聞,minami,南日本新聞,167,出火した仮屋ファームの豚舎＝２７日午後４時２０分ごろ、錦江町神川 ２７日午後３時ごろ、錦江町神川、仮屋ファームの豚舎から出火、鉄筋２階建て豚舎１棟が焼けた。 ３時間後に鎮火した。錦江署によると、豚舎内には豚数百頭がいた。豚舎は複数ある。けが人はいなかった。 従業員が「豚舎が２階まで燃えている」と１１９番した。 南日本新聞 | 鹿児島,[],[]
九州新幹線　9月18日全線再開（南日本新聞）,https://news.yahoo.co.jp/articles/e2ac1f8b37ecf31e1c667a1c98dfafa096358871,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260827-00000007-minami-000-1-view.jpg?exp=10800,2026-08-27T14:35:24+09:00,2026-08-27T14:35:24+09:00,南日本新聞,minami,南日本新聞,100,（写真：南日本新聞社） ＪＲ九州は２７日、熊本地震の影響で運休が続いている九州新幹線の熊本－新水俣間の再開時期が９月18日になる見通しを明らかにした。再開すると全線復旧となる。 南日本新聞 | 鹿児島,[],[]
「朝まで飲酒し、酒が出るかもしれないと思い逃げた」　鹿児島市で路面電車に当て逃げ疑い、55歳運転手の男逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/0c1d4842366216e24de2b95a081f8f804ec6241b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260827-00000006-minami-000-1-view.jpg?exp=10800,2026-08-27T10:05:32+09:00,2026-08-27T10:05:32+09:00,南日本新聞,minami,南日本新聞,458,（写真：南日本新聞社） 鹿児島市鴨池１丁目の市電の軌道敷内で４日、市電と軽乗用車が衝突し運転手が逃走した事故で、鹿児島中央署は２６日、当て逃げしたとして、道交法違反（事故不申告）の疑いで、本籍広島市、住所不定、自称代行運転手の５５歳男を逮捕した。「朝まで飲酒し、酒が出るかもしれないと思って逃げた」と容疑を認めている。 署によると、車は鹿児島市居住の人物名義で、借りていた容疑者の男のほか、男女２人が同乗していた。通行車両のドライブレコーダーの映像などから２１日までに容疑者の男と特定し、逮捕状を請求。容疑者を名乗る男から２４、２５日、署に出頭する旨の電話があった。２６日午後３時ごろ、署に出頭した。 逮捕容疑は４日午後２時４０分ごろ、同市鴨池１丁目の市道交差点で軽乗用車を運転し、右折しようと軌道敷内に進入し市電と衝突。車両を放置したまま逃走し道路上の危険防止措置を取らず、事故について警察に報告しなかった疑い。同乗の男女２人にも事情を聴く。 現場は右折禁止。事故によるけが人はいなかった。 南日本新聞 | 鹿児島,[],[]
「親に内緒で会いたい」とSNSで連絡　未成年者誘拐の疑いで専門学生の男逮捕（南日本新聞）,https://news.yahoo.co.jp/articles/5305a761bc351fa3a59df03e37e7234e3ac34b89,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-08-27T07:00:21+09:00,2026-08-27T07:00:21+09:00,南日本新聞,minami,南日本新聞,215,鹿児島南署は２６日、未成年者誘拐の疑いで、霧島市隼人町見次、専門学生の男（２０）を現行犯逮捕した。逮捕容疑は２６日午後１時１０分ごろ、県内の路上で、交流サイト（ＳＮＳ）で知り合った県内の１０代女性に「親に内緒で会いたい」という趣旨の連絡をして誘い出し、未成年者と知りながら連れ回した疑い。署によると、同日午前１１時３５分ごろ、男の車に乗り込む様子を女性の父親が目撃し、警察に通報した。女性にけがはなかった。 南日本新聞 | 鹿児島,[],[]
登山中に落雷受け　49歳男性死亡 霧島連山・大浪池（南日本新聞）,https://news.yahoo.co.jp/articles/63228e9a854fbeb5a5dada45d0ee357ac95dca52,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260827-00000004-minami-000-3-view.jpg?exp=10800,2026-08-27T06:30:22+09:00,2026-08-27T13:24:05+09:00,南日本新聞,minami,南日本新聞,277,（写真：南日本新聞社） ２６日午後１時ごろ、霧島市の霧島連山・大浪池登山道で、鹿児島市吉野町の会社員男性（４９）が登山中に落雷を受け、約４時間半後、搬送先の病院で死亡した。上下の服に破れがあり、霧島署は落雷によるショック死とみている。 【写真】【資料写真】霧島市の大浪池登山道 署によると、男性は雨の中、一緒に山に入った知人男性と数メートル離れて歩いていたという。知人の男性は「『ドン』と音がした。身をかがめた後、周囲を見渡すと男性が後方に倒れていた」と話している。 鹿児島地方気象台によると、当時、霧島市には雷注意報が出ていた。 南日本新聞 | 鹿児島,[],[]
匿流受け子か　ペルー籍少年逮捕――50代女性から810万円だまし取った容疑…「現金受け取っていない」と否認（南日本新聞）,https://news.yahoo.co.jp/articles/f930079f6920bf155a234d7e0a96e380d592153b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260827-00000003-minami-000-1-view.jpg?exp=10800,2026-08-27T06:00:25+09:00,2026-08-27T06:00:25+09:00,南日本新聞,minami,南日本新聞,416,（写真：南日本新聞社） 鹿児島南署は２６日、詐欺の疑いで、ペルー国籍の引っ越し作業員少年（１７）＝さいたま市＝を１４日に逮捕したと発表した。匿名・流動型犯罪グループ（匿流）の受け子とみて調べる。 逮捕容疑は６月１８〜２０日、氏名不詳者らと共謀して警察官などになりすまし、鹿児島市の５０代女性にうその電話をかけ現金８１０万円をだまし取った疑い。少年は「現金を受け取っていない」と否認している。 署によると、１８日に郵便局員を名乗る男から女性に電話があった。その後、警察官や検事を装った人物とＬＩＮＥ（ライン）のメッセージや通話でやり取りするようになり、「事件に巻き込まれていないか確認する。資金調査のため貯金を預かる必要がある」と言われた。 女性は２０日、自宅で現金８１０万円を少年に手渡したが、その後連絡が途絶えたため被害届を出した。少年は７月６日以降、詐欺の疑いで警視庁葛西署に３回逮捕され、勾留中だった。 南日本新聞 | 鹿児島,[],[]
夏休み明け、中学3年の男子生徒が自殺…直前の担任の指導は「違法」 市に33万円賠償命令　予見可能性は認めず（南日本新聞）,https://news.yahoo.co.jp/articles/cd436dafca81ceeec68c41709cf19cc5d094123b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260827-00000002-minami-000-1-view.jpg?exp=10800,2026-08-27T06:00:24+09:00,2026-08-27T06:00:24+09:00,南日本新聞,minami,南日本新聞,727,（写真：南日本新聞社） 鹿児島市の公立中学３年の男子生徒＝当時（１５）＝が２０１８年９月、学校で担任から指導を受けた後に自殺し、遺族が市に約６５８０万円の損害賠償を求めた訴訟の判決で、鹿児島地裁は２６日、指導の違法性を認め、３３万円の支払いを命じた。前原栄智裁判長は「正当な指導の範囲を超えていた」とした一方、自殺の予見可能性は認めなかった。遺族側は控訴する方針。 生徒は夏休みの宿題を忘れたとして個別指導を受けた。自殺の引き金になった可能性に争いはなく、違法性や担任らが自殺を予見できたかが争点だった。 判決理由で前原裁判長は「大声でしかったり、威圧的に接したりする必要はなく、教育的効果も期待できない」と指摘。紛失した数学のプリントを当日中に提出するよう求めたことも「担当の教諭が欠勤し再交付を受けられない状況で、不可能を強いるもの」とした。 一方、自殺の予見可能性について「指導が長時間に及ぶものではなく、大声も２、３回にすぎない。生徒が精神的に不安定な面があったとも認められない」などとして、予見できたとは言えないと判断した。 判決後の会見で、原告の母親は「息子の気持ちや不適切な指導に対して司法の理解が足りていない」と訴え、「指導死の問題を多くの人に知ってもらい、なくしたい」と話した。 鹿児島市教育委員会は「判決内容を精査した上で弁護士と協議し、今後の対応を検討する」とコメントした。 判決によると、男子生徒は２学期の始業日、担任から集団指導を受けた後、個別指導で「自分の中でどうも思わないね」などと叱責（しっせき）された。その後、自宅で亡くなっているのが発見された。判決も個別指導が自殺のきっかけになったと認定した。 南日本新聞 | 鹿児島,[],[]
〈鹿屋市女性殺害〉自宅には1人で帰宅か　午前1時半、店近くに代行を呼ぶ　早朝までに窒息死（南日本新聞）,https://news.yahoo.co.jp/articles/97dd5a7080be087a3374ab936931c8723941cfbe,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260827-00000001-minami-000-1-view.jpg?exp=10800,2026-08-27T06:00:21+09:00,2026-08-27T06:00:21+09:00,南日本新聞,minami,南日本新聞,392,女性が殺害された自宅＝２４日午後４時半ごろ、鹿屋市笠之原町 鹿屋市笠之原町の自宅で７月２８日、飲食店経営の女性（４９）が殺害された事件で、女性が同日未明に店の営業を終えた後、代行運転業者を呼び、自宅には１人で帰宅していたことが２６日、関係者への取材で分かった。 関係者によると、女性は７月２８日午前１時ごろ、店近くに代行運転を呼び、約３０分後に男性客１人とともに乗車した。女性宅の数キロ手前で男性客が先に降りた後、午前２時までに１人で自宅に帰ったという。 店から自宅までは約３キロ離れている。県警は女性が２８日未明まで店にいたことを客の証言などから確認。死亡推定時刻は２８日未明〜同日早朝とし、帰宅後に殺害されたとみている。 ２８日夜、家族が倒れている女性を見つけ、１１９番した。県警は８月２４日に死因を窒息死と特定し、捜査本部を設置。５０人態勢で調べている。 南日本新聞 | 鹿児島,[],[]
