headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
【速報】鹿児島レブナイズ3連敗 信州に78－85 バスケB2リーグ（南日本新聞）,https://news.yahoo.co.jp/articles/6a4689c3413ed408320620aba2cc7f416e7bf1c5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260401-00000008-minami-000-1-view.jpg?exp=10800,2026-04-01T21:35:21+09:00,2026-04-01T21:35:21+09:00,南日本新聞,minami,南日本新聞,170,第２クオーター、レブナイズのゲインズがシュートを決める＝西原商会アリーナ バスケットボールりそなＢリーグ２部（Ｂ２）西地区４位の鹿児島レブナイズは１日、鹿児島市の西原商会アリーナで東地区首位の信州と対戦し、７８－８５で敗れた。３連敗となり通算成績は２５勝２７敗。 次節は４、５日、同会場で西地区５位の福岡と対戦する。 南日本新聞 | 鹿児島,[],[]
雨天で準々決勝2試合順延　春の九州高校野球鹿児島県予選（南日本新聞）,https://news.yahoo.co.jp/articles/3fec820ec73181f274bd4875d7326813a3a889ad,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260401-00000007-minami-000-1-view.jpg?exp=10800,2026-04-01T17:35:22+09:00,2026-04-01T17:35:22+09:00,南日本新聞,minami,南日本新聞,304,（写真：南日本新聞社） 第１５８回九州地区高校野球大会鹿児島県予選は１日、鹿児島市の平和リース球場で準々決勝２試合が予定されていたが、雨天のため２日に順延となった。 その後の日程も１日ずつ繰り下げられ３日が休養日、準決勝は４日、決勝と３位決定戦が５日となる。 きょうの試合 ▽準々決勝（平和リース） １０時 川内－徳之島 １２時３０分 鹿屋中央－鹿児島 ◇ 第６７回九州地区高校軟式野球大会鹿児島県予選は１日、鹿児島市のＳｕＭＩｚｅｉ ＰＡＲＫ（鴨池市民球場）で開幕し１回戦１試合を行う予定だったが、雨天のため２日に順延となった。日程は１日繰り下げられ、３日準決勝、５日に決勝がある。 南日本新聞 | 鹿児島,[],[]
中国、香港からの宿泊客は軒並み減、けれど韓国からは5割増えた…なぜ？　春節がずれ台湾は急増（南日本新聞）,https://news.yahoo.co.jp/articles/6ec385d5b188c24b8e2341e198d26dc2d9c3a657,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260401-00000006-minami-000-2-view.jpg?exp=10800,2026-04-01T13:35:22+09:00,2026-04-01T16:31:34+09:00,南日本新聞,minami,南日本新聞,457,〈資料写真〉 鹿児島県は３１日、２月の観光動向調査結果を発表した。県内ホテル・旅館８０施設への海外からの宿泊客数は、前年同月比３２．６％増の３万８１５人となった。直行便の多い韓国に加え、昨年は１月下旬だった中華圏の春節（旧正月）連休が今年は２月中旬だったため、台湾客が増えた。 国・地域別では、１日３往復あるソウル線に加え、１〜３月初旬までの釜山線のチャーター便により韓国が２万２０９６人（前年同月比５０．４％増）で最も多かった。台湾は５３．９％増の４０３５人。直行便の運休が続く中国は４９．０％減の１１４３人、香港は５９．９％減の６８３人だった。 全体の延べ宿泊客数は５．９％増の２５万８５１０人。昨年の新燃岳噴火などを受け県が観光需要喚起策として実施した宿泊割もあり、国内からの宿泊客も好調だった。地区別では、種子島地区は１０．５％前年同月を下回った一方、屋久島は２１．７％、指宿は１３．２％伸びた。 主要観光施設・ドライブイン２４施設への入場者数は７．８％増の３５万７５１７人だった。 南日本新聞 | 鹿児島,[],[]
日本語が分からない、手続きも分からない…増える外国籍児童に苦慮する学校、ようやく配置される指導専門員に込める期待と注文（南日本新聞）,https://news.yahoo.co.jp/articles/c664e052caccb16a7d29e7f640390e71eb257238,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260401-00000005-minami-000-1-view.jpg?exp=10800,2026-04-01T11:37:21+09:00,2026-04-01T11:37:21+09:00,南日本新聞,minami,南日本新聞,1227,山下留美さん（左端）にリサイクルボックスに書かれた日本語の読み方や意味を教わる子どもたち＝出水市の西出水小学校 公立小中学校などに在籍し、日本語指導が必要な外国籍の児童生徒が増加する現状を受け、鹿児島県は２０２６年度、県教育委員会に「日本語指導支援専門員」を１人配置する。先行して日本語教育に取り組む自治体や関係者からは期待や注文の声が上がる。 県教委は今回の事業のため、２６年度当初予算に８４２万円を計上し、義務教育課の会計年度任用職員として専門員を採用した。県内の小中学校に日本語レベルの測定方法や個別指導計画の作成法などを助言し、市町村教委の担当者対象向け研修会なども開く予定だ。 文部科学省の調査によると、対象の児童生徒は２０年前に比べ、全国で約３倍に増加。県内でも小中高校などに在籍する日本語指導が必要な児童生徒数は外国籍、日本国籍を合わせて２３年度は８４人で、近年増加傾向にある。 一方、こうした児童生徒を初めて受け入れる学校では、担任や外国語担当教諭に対応を任せがちだ。 ■□■ 特定技能実習生ら１３３４人（２月１日時点）が暮らし、日本語指導が必要な児童６人が４小学校に通う出水市では２４年度、「多文化共生推進室」を設置。県に先駆け、在住外国人の支援に力を入れる。 市教委学校教育課が講師３人を各校に派遣し個別指導をするほか、月１～２回は西出水小学校で集団指導を実施。担任らとも情報共有し、効果的な支援を話し合う。 ３月１７日にも西出水小【預Ｓ注意】学校【預Ｅ注意】で日本語教室が開かれた。「リサイクルボックスは外国から入ってきた言葉。カタカナで書くよ」。市内各地から集まったネパールやフィリピン出身の子どもたちに、講師の山下留美さん（５７）が説明した。 まだ日本語が拙い児童が公共交通機関を利用するのは難しく、西出水小への送迎はタクシー。学用品の準備や役所での手続きも推進室が支える。山下さんは「出水は恵まれているが、自治体で環境に差があるのはよくない。県全体で体制を整えてほしい」と求める。 ■□■ 両親とも日本語を理解できない家庭は、連絡や各種手続きが滞りやすく、支える側の負担も大きいといった課題もある。出水市教委の関係者からは「手続き書類の簡略化や、『やさしい日本語』への翻訳アプリ導入が助かる」という要望が上がる。学習面のサポートや人材・財源の確保など課題は山積しており、「１人で県全体をみるのは難しいだろう。各自治体にいてもいいくらい」との指摘もある。 県内唯一の公立夜間中学「県立いろは中学校」では２６年度、外国にルーツがある生徒が前年度より５人多い８人になる見通し。授業を受け持つ鮫島伊都子教諭は「生徒それぞれの母語が理解できる専門家がいたら助かる」と歓迎する。 技術・家庭科が専門で、生徒の困りごとに役立つ日本語指導となるよう試行錯誤が続く。「悩み相談や情報交換できる場があれば心強い」と望んだ。 南日本新聞 | 鹿児島,[],[]
西郷どん、犬13匹連れて鰻温泉1カ月湯治…地域おこし協力隊が史実×創作で漫画化――「ご先祖さまも喜んでいる」シャツ保管の住民感動（南日本新聞）,https://news.yahoo.co.jp/articles/ee14c37e4b10015f6f1a84f614d5bfb512895304,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260401-00000004-minami-000-2-view.jpg?exp=10800,2026-04-01T11:11:22+09:00,2026-04-01T11:32:14+09:00,南日本新聞,minami,南日本新聞,679,鰻地区のイベントで、完成した漫画に目を通す住民ら＝指宿市山川成川 明治初期、指宿市山川の鰻温泉に滞在した西郷隆盛のエピソードを題材にした漫画が完成した。同市の地域おこし協力隊員を中心に企画・制作し、鰻地区の住民も資料の提供や鹿児島弁の監修などで協力した。２６日に地区内であったイベントで関係者や市民にお披露目された。 【写真】鰻温泉滞在中の西郷隆盛を描いた漫画の一場面 西郷は１８７４（明治７）年、１３匹の犬を連れて鰻温泉を訪れ、湯治や狩りで１カ月滞在した。漫画では滞在中の暮らしぶりや江藤新平との会談、家主とのやり取りなどの史実に創作を織り交ぜて紹介している。 発案者は、地域おこし協力隊員で鰻地区を担当する柳田優美さん（３６）。自ら集落の歴史について調べるうちに「市民や観光客にも魅力を広く知ってもらいたい」と考え企画した。作画は趣味で漫画を描いている協力隊仲間に依頼し、郷土の資料や書籍を参考に構成を練ってきた。 完成した作品は全２６ページ。お披露目に出席した住民からは「地区の風景や着物の柄が丁寧に描き込まれている」「子どもたちに読んでほしい」と感想が上がった。 西郷が滞在の礼に贈ったシャツを保管する福村喜美代さん（８０）は「漫画になるとは思わず感動した。ご先祖さまも喜んでいると思う」と話した。 柳田さんは「協力隊の仲間や住民の力で想像以上の作品ができた。ぜひ学校などでも活用してほしい」。漫画は、インスタグラムの公式アカウントｕｎａｇｉ．ｋｙｏｕｒｙｏｋｕｔａｉで無料公開中。市役所山川支所地域振興課で印刷物を貸し出す。 南日本新聞 | 鹿児島,[],[]
海に沈む戦闘機「紫電改」　４月８日引き揚げへ作業の安全祈る　阿久根市で祈願祭―遺す会「林喜重大尉見守って」（南日本新聞）,https://news.yahoo.co.jp/articles/1da7bf1fc50f52455542b076f3c8d902dca3ecb8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260401-00000002-minami-000-1-view.jpg?exp=10800,2026-04-01T07:00:21+09:00,2026-04-01T07:00:21+09:00,南日本新聞,minami,南日本新聞,471,引き揚げ作業の安全を祈願する関係者＝３１日、阿久根市折口の石船神社 鹿児島県阿久根市折口の海に沈む旧日本軍の戦闘機「紫電改」の引き揚げに向け、安全祈願祭が３１日、現場近くの石船（いわふね）神社であった。 保存を目指す出水市のＮＰＯ法人「北薩の戦争遺産を後世に遺（のこ）す会」のメンバーや作業員、近くの住民ら約２０人が参列。玉串をささげて作業の安全を祈り、搭乗していた林喜重大尉（戦死後に少佐）の慰霊碑を参拝した。肥本英輔会長（７１）は「無事に成功させ、協力してくれた全国の人たちの気持ちに応えたい。林大尉にも見守っていてほしい」と語った。 同会などによると、作業は４月８日朝に開始の予定。つり上げた機体を台船に載せて出水市へ運び、水槽で塩分を抜きながら保管し、将来は展示を目指すという。 引き揚げを担当する外薗建設工業（薩摩川内市）の永井清巳専務（６６）は、若い頃にもゼロ戦の引き揚げを見たことがある。「人が乗っていたのかと思うと、胸が苦しくなるほどの衝撃を受けた。貴重な戦闘機を損なうことなく引き揚げたい」と話した。 南日本新聞 | 鹿児島,[],[]
鹿児島市バス、４月分燃料確保へ　市交通局、１カ月分を随意契約へ（南日本新聞）,https://news.yahoo.co.jp/articles/9a52a56e7727a54dec590aa74e85d4d69e02e627,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260401-00000001-minami-000-2-view.jpg?exp=10800,2026-04-01T06:00:21+09:00,2026-04-01T10:52:52+09:00,南日本新聞,minami,南日本新聞,318,〈資料写真〉 鹿児島市で市営バスの燃料となる軽油の４月分の入札が２回続けて不調となったことを巡り、市交通局は３１日、随意契約で４月分の燃料を確保できる見通しを明らかにした。３日までに契約を結びたい考え。 同局によると、３月１９、２６日の指名競争入札の不調を受け、参加する１０事業者に随意契約を打診していた。うち１事業者と契約に向けて内容を協議している。購入予定価格は非公表だが、これまでの１リットル平均１２０円は上回るとみられる。当初は契約期間短縮も検討したが、１カ月分を確保できる見込みという。 市営バスの軽油は通常、毎月中旬ごろに翌月分の入札を行う。５月分以降については、入札での契約を再開したいとしている。 南日本新聞 | 鹿児島,[],[]
