headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
屋久島の川にうつぶせ、69歳男性死亡――「職場に来ない」と届け出、捜索中の警察官が発見　（南日本新聞）,https://news.yahoo.co.jp/articles/5042fc06c8c9c5278103a2a6e3bb253723e9ec66,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260821-00000009-minami-000-1-view.jpg?exp=10800,2026-08-21T23:25:22+09:00,2026-08-21T23:25:22+09:00,南日本新聞,minami,南日本新聞,184,（写真：南日本新聞社） ２１日午前９時半ごろ、屋久島町尾之間から北西約３キロの川の岩場で、同町平内、宿泊施設従業員男性（６９）がうつぶせに倒れているのが見つかり、間もなく死亡が確認された。 屋久島署によると、１８日に「職場に出勤してこない」と署に届け出があり、捜索中の警察官が発見した。現場は蛇之口滝の上流。事件と事故の両面で死因などを調べる。 南日本新聞 | 鹿児島,[],[]
高校生たちが見た「シンプルな線のすごさ」――鹿児島市立美術館のブルーナ展2万人突破、記念の来場者に図録と人形（南日本新聞）,https://news.yahoo.co.jp/articles/291d3e83471e8caec0d9135250f89554beef52cd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260821-00000008-minami-000-2-view.jpg?exp=10800,2026-08-21T20:45:21+09:00,2026-08-21T22:05:45+09:00,南日本新聞,minami,南日本新聞,378,２万人目の来場者となった竹ノ内世空さん（中央）ら＝２１日、鹿児島市立美術館 鹿児島市立美術館で開催中の「美術館に行こう！ディック・ブルーナに学ぶモダン・アートの楽しみ方」展（同館、南日本新聞社など主催）の来場者が２１日、２万人を超えた。節目の来場者となった鹿児島純心女子高校１年の竹ノ内世空さんには、図録やミッフィー人形が贈られた。 竹ノ内さんは同級生の溝上咲さん、黒木鈴さん、川崎茜さんと来場。展示作品を見て回り、「シンプルな線でかわいいキャラクターを生み出したブルーナさんは、すごいと思った」と話した。 同展は、「ミッフィー（うさこちゃん）」の生みの親で、絵本作家やグラフィックデザイナーとして活躍した故ブルーナさんの作品約１４０点と、同館の所蔵品２７点を紹介する。３０日まで。一般１４００円、高大生１０００円、小中生８００円。 南日本新聞 | 鹿児島,[],[]
霧島アートの森で落合陽一「天孫帰るってよ？」1万人突破――公立美術館で初個展、10年の集大成…さいたま市の70代女性「知っていたが作品見るの初めて」（南日本新聞）,https://news.yahoo.co.jp/articles/a77ce8a99b04b50c1536539d23a184b2c426e2e3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260821-00000007-minami-000-1-view.jpg?exp=10800,2026-08-21T20:35:23+09:00,2026-08-21T20:35:23+09:00,南日本新聞,minami,南日本新聞,429,入場者１万人目の記念品を受け取る青柳章子さん（右）＝湧水町の霧島アートの森 鹿児島県湧水町の霧島アートの森で開かれている落合陽一さんの個展「天孫帰るってよ？」（鹿児島県文化振興財団、南日本新聞社など主催）は２１日、入場者が１万人を突破し、記念のセレモニーがあった。 １万人目はさいたま市の青柳章子さん（７１）。息子夫婦と孫２人との家族旅行で初来園し、瀬戸口一啓副館長から同展の関連グッズなどが贈られた。章子さんは「落合さんは知っていたが作品を見るのは初めて。ＡＩ（人工知能）と神話を結びつける発想は斬新だった」と笑顔で話した。 同展はメディアアーティスト落合さんにとって、公立美術館で初めての個展。作家活動１０年の集大成となる作品が展示されている。 ９月２３日まで（月曜休園、祝日の場合翌日、９月２１日は開園）。学芸員によるギャラリートークが８月２３日、９月６日の午後２時から開かれる。一般１２００円、高大生８００円、小中生６００円。 南日本新聞 | 鹿児島,[],[]
破袋機への転落防止措置怠った疑いで廃棄物処理業者役員を書類送検（南日本新聞）,https://news.yahoo.co.jp/articles/07aee5ce6b2ea79f77779713c46bee102e5fe662,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-08-21T20:25:24+09:00,2026-08-21T20:25:24+09:00,南日本新聞,minami,南日本新聞,202,鹿児島労働基準監督署は２１日、労働安全衛生法（事業者の講ずべき措置等）違反の疑いで、鹿児島市の廃棄物処理業グリーンジャパンの取締役男性を鹿児島地検に書類送検した。 書類送検容疑は、日置市伊集院の同社工場内でペットボトルの固まりを投入する破袋機に囲いや柵などの転落防止措置を取っていなかった疑い。２０２５年１１月１７日、６０代の従業員男性が作業中、破袋機の開口部から転落し死亡した。 南日本新聞 | 鹿児島,[],[]
献血協力者に「献結印」　鹿児島市の献血ルーム・天文館、９月まで期間限定で配布（南日本新聞）,https://news.yahoo.co.jp/articles/119cb1c9af491f2aa641c54054102fffa0c068fc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260821-00000005-minami-000-1-view.jpg?exp=10800,2026-08-21T11:55:21+09:00,2026-08-21T11:55:21+09:00,南日本新聞,minami,南日本新聞,342,献血ルーム天文館が企画した「献結印」＝９日、鹿児島市 鹿児島市の献血ルーム・天文館では、献血協力者に「献結印」を配っている。９月までの期間限定でデザインは月替わり。職員が「足を運ぶ楽しみをつくりたい」と企画した。好評なら継続する予定だ。 「献血」と「命を結ぶ」という意味を掛けて名付け、７月に始めた。「感謝 献血ルーム天文館」と印字し、背景には和風の絵を掲載する。８月分は花火やうちわをあしらった。 献血ルームにコーナーを設置。イメージキャラクター「けんけつちゃん」の鹿児島版スタンプを押したり、日付を書き込んだりできる。提案した中村遼太郎さん（２９）は「献血が日常にとけ込み、『また行こう』と思ってもらえる企画を今後も考えたい。ぜひ気軽に来てほしい」と話す。 南日本新聞 | 鹿児島,[],[]
指宿のホテルプールで溺死の遺族が検察審査会に申し立て（南日本新聞）,https://news.yahoo.co.jp/articles/201f3e9c064738bab5a2f495d5d0b1bc7f427b3d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260821-00000004-minami-000-1-view.jpg?exp=10800,2026-08-21T10:40:21+09:00,2026-08-21T10:40:21+09:00,南日本新聞,minami,南日本新聞,351,（写真：南日本新聞社） 指宿市のホテルで２０２２年７月、福岡県の女子大学生＝当時（２１）＝がプールで溺れて死亡した事故で、業務上過失致死容疑で書類送検された代表取締役と支配人の不起訴を不服として、遺族が鹿児島検察審査会に審査を申し立てた。同審査会が２０日、書類を受理した。 鹿児島地検は今年１月、「犯罪の成立を認めるに足りる十分な証拠がなかった」として２人を不起訴としていた。 プールは水深が１．３メートルから２メートルに急に深くなる構造。大学生は妹が溺れているのに気づき、助けようとして溺れて亡くなった。遺族側は、注意喚起と監視態勢の整備を怠った過失があったとして、ホテル側に損害賠償も請求。福岡地裁は２５年１２月、約８０００万円の支払いを命じる判決を言い渡し、確定している。 南日本新聞 | 鹿児島,[],[]
志布志市で女性が飼料運搬車にはねられ重体（南日本新聞）,https://news.yahoo.co.jp/articles/e98c6b066aaa6e487837290c656c2b3e67396b82,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260821-00000003-minami-000-1-view.jpg?exp=10800,2026-08-21T10:35:24+09:00,2026-08-21T10:35:24+09:00,南日本新聞,minami,南日本新聞,163,（写真：南日本新聞社） ２０日午後９時半ごろ、志布志市志布志町安楽の県道で、道路を横断していた近くの職業不詳女性（６７）が、宮崎県都城市平塚町、会社員男性（５３）の飼料運搬車にはねられた。女性は顔から出血しており、意識不明の重体。志布志署によると、現場は片側２車線の直線。近くに信号機や横断歩道はない。 南日本新聞 | 鹿児島,[],[]
釣り中の男性、海に転落し死亡　南大隅町佐多（南日本新聞）,https://news.yahoo.co.jp/articles/2227cec774b5b041af9bb4e35568a02b2e32dec5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260821-00000002-minami-000-1-view.jpg?exp=10800,2026-08-21T10:35:21+09:00,2026-08-21T10:35:21+09:00,南日本新聞,minami,南日本新聞,207,（写真：南日本新聞社） ２０日午後１時５０分ごろ、鹿児島県南大隅町佐多辺塚の岩場で、釣りをしていた男性が「釣り中に１人が海に転落した」と志布志海上保安署に通報した。錦江町の男性（７４）が病院に搬送され、間もなく死亡した。 鹿児島海上保安部によると、死亡した男性は男性２人と午前中から釣りに来ていた。救命胴衣は着けていなかった。通報者がすぐ近くの海にうつぶせの状態で浮いている男性を発見した。 南日本新聞 | 鹿児島,[],[]
水迫畜産元取締役の容疑者を釈放　ふるさと納税の牛肉偽装事件で鹿児島県警（南日本新聞）,https://news.yahoo.co.jp/articles/5846b5301fa253fd4948d58b7381e8077a41296b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260821-00000001-minami-000-1-view.jpg?exp=10800,2026-08-21T10:30:21+09:00,2026-08-21T10:30:21+09:00,南日本新聞,minami,南日本新聞,479,水迫畜産の加工施設から段ボール箱を運び出す県警の捜査員ら＝４月２６日、鹿児島市喜入瀬々串町 指宿市の水迫畜産が他県産の牛肉商品を「鹿児島県産」と偽装した疑いがある事件で、詐欺と食品表示法違反容疑で逮捕・送検された同社の元取締役で社員の男（５５）が２０日、身柄を釈放されたことが分かった。県警は任意で捜査を続けるとしている。 容疑者の男は１９日に送検された。「（偽装は）意図的ではない」と否認していた。一般的に身柄を拘束された容疑者は、証拠隠滅や逃亡の恐れがあるとして、地検が勾留を請求。１０日間以内に起訴するかどうか判断する。今回は、地裁が勾留の必要がないと判断したとみられる。 送検容疑は２０２３年９月８日、他県産の牛肉加工品に「鹿児島県産」のラベルを貼り偽装した商品１２０パック（計６０キロ分）を、鹿児島県内の業者にふるさと納税返礼品として納品。同年１０月３１日、偽装分を含む代金として計約１４５万円をだまし取った疑い。 県警によると、男は当時、食肉加工販売を統括管理し、１人で牛肉の仕入れや在庫管理、原料肉の指定を担当していた。 南日本新聞 | 鹿児島,[],[]
