headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
最高峰の高級時計の文字盤はなぜ「エナメル」なのか？【ハンドクラフト文字盤編】（LEON.JP）,https://news.yahoo.co.jp/articles/9969b344cddf147b5dbc9e8666a937bdf7d16e7c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010002-leon-000-1-view.jpg?exp=10800,2024-03-19T11:01:43+09:00,2024-03-19T11:01:43+09:00,LEON.JP,leon,LEON.JP,3067,\n腕時計選びでこだわるべきは、最も目につく「文字盤」。まさしく“時計の顔”だけあって、時計の印象を左右します。今回は、最高峰の高級時計に使われる「エナメル」をはじめとした、ハンドクラフト（職人の手仕事）によって作られる文字盤をまとめて紹介します。\nデキる大人は知っている!? 「腕時計の基礎知識」\n「エナメル」ほか、芸術的な職人技が光る「ハンドクラフト文字盤」を解説\n▲ パテック フィリップはアジアを中心にした地図をクロワゾネエナメルで文字盤中央に描いた。「ワールドタイム 5321」自動巻き、ホワイトゴールドケース、アリゲーターストラップ、3気圧防水。1389万円／パテック フィリップ\n文字盤は、“時計の顔”。だから、オトコの時計選びは何よりも文字盤にこだわるべし。とはいえ、文字盤の種類は多種多様です。そこで文字盤選びに欠かせない基礎知識と、色気のある“モテる顔”な文字盤選びのコツをお伝えしましょう。\n\n第4回では、特に最高峰の高級時計に使われる「ハンドクラフト文字盤」を解説します。\n高級時計、なかでも複雑時計は最高峰の時計職人（時計師）だけが組み立て・調整が可能で、“職人技の結晶”ともいえるメカニズムを備えています。そして、こうした時計には文字盤も中身にふさわしく高級なものをという考えから、最高峰の職人技を使ったものが多く使われます。それこそが、“文字盤の芸術品”ともいえるハンドクラフト文字盤です。\n\n今回は、時計愛好家が「スゴイ！」「素晴らしい」と納得、感心する代表的なハンドクラフト文字盤の種類とその魅力についてお届けします。\n釉薬を焼き付けて生み出される「エナメル文字盤」\n▲ 釉薬を焼き付けて生み出される「エナメル文字盤」\n極細の筆を使ってさまざまな色の釉薬を使い分けて何度も焼成する「エナメル細密画」と、黒や紺の暗いエナメル地に白などの明るい色を重ねて描く「グリザイユ・エナメル」の技法を組み合わせた、ヴァシュロン・コンスタンタン「“レ・ロワヨーム・アクアティック（水の王国）”」シリーズより「レ・キャビノティエ・ミニットリピーター・トゥールビヨン －フライング・ダッチマン（さまよえるオランダ人）－」の製作風景。ユニークピース。\nハンドクラフト文字盤の代表が「エナメル文字盤」。金、銀、銅などの金属にガラス質の釉薬を750～850℃という高温で何度も焼き付けたものです。エナメルは化学的に安定していて、鮮やかな色や深みのある輝きを備えながら、磁器と同様に数百年を経ても変わらない半永久的な美しさを誇ります。日本語では七宝（しっぽう）とも呼ばれます。\n\nただ、エナメルという言葉は、皮革の着色に使われるエナメル塗料や、ステンドグラスやガラス工芸での絵付けに使われる低温エナメル（600℃前後で焼成）にも使われるため、時計の文字盤に使われるエナメルは800℃前後で焼き付けを行うことから「高温エナメル」「グラン・フーエナメル」（フランス語で“偉大な火”という意味）とも呼ばれます。\n\nこの技術はスイスには16世紀頃にフランスから持ち込まれ、ジュネーブで発展しました。しかし20世紀になって一度は失われかけた貴重な技術でもあり、スイスでも現在、最高峰の職人はごくわずかしかいません。\n\nまた、グラン・フー・エナメル文字盤は製作に手間がかかるだけでなく、釉薬の焼き付け工程にも注意が必要です。釉薬の焼成温度は色によって違うため、色の違う釉薬を何種類も使い分ける文字盤では、釉薬ごとに何度も高温のオーブンで焼かなくてはなりません。その際に割れや欠けが起きることは珍しくなく、だからグラン・フー・エナメル文字盤の時計は高価で希少なのです。\n\nさらには「ブラックエナメル文字盤」のように、単色でも製造が非常に難しいものも少なくありません。そういった理由から、現在でも各社がエナメル文字盤の技術開発に取り組んでいます。\n手作業で彫られる「ハンドエングレービング文字盤」\n▲ 現代最高峰のエングレーバーのひとり、ジュネーブ在住のキース・エンゲルバーツの「アルゲンチウム レーザー トゥールビヨン」（参考商品）。ハンドエングレービングと手動のレーザー加工機による彫刻加工が文字盤全面に施されている\n続いて、製作工程のすべてが手作業で、その多くが一点ものの文字盤が「ハンドエングレービング文字盤」。つまり、手彫りの彫刻加工で作られた文字盤です。\n\n職人の手作りなので製作に長い時間がかかり、大量生産もできないため、この文字盤を使った時計は一品もの（ユニークピース）、あるいは数量限定生産や受注生産されるものがほとんどで、価格もそれだけに高価です。また、受注生産の場合は注文主の希望に応じてカスタマイズ可能なのが一般的です。世界で「本当にひとつだけ」の時計が欲しい人にとって、これは究極の文字盤といえるでしょう。\n木を組み合わせて模様や絵を描く「マルケトリー文字盤」\n▲ 2023年に開催された「パテック フィリップ ウォッチアート・グランド・エキシビション 東京2023」のために一品製作された懐中時計。武士の姿がケースバックに、約1000個の木片を組み合わせた木象嵌で描かれている。ユニークピース。参考商品\nフランス語の「マルケトリー」とは、地となる木を模様となる形にくり抜いて、そこにぴったりと違う木を嵌めていき、絵や模様を作る技法のこと。この技法を使った文字盤が「マルケトリー文字盤」です。日本語では「木象嵌」と言います。\n\n天然石や鳥の羽根、花びらなど木以外の素材を使い、寄木細工の技法で作る場合も、時計の世界ではひとまとめに「マルケトリー」と呼んでいます。熟練した職人が時間をかけて手作りするため、この文字盤を使った時計は価格も高価で生産数もごくわずかです。\n日本の伝統技術の結晶「蒔絵文字盤」「螺鈿文字盤」\n▲ 「アートピースコレクション 螺鈿ダイヤル 限定モデル Ref.GCBY997」手巻き、SSケース、クロコダイルストラップ、ケース径37mm、日常生活防水（3気圧）。世界限定60本・製造終了\n漆黒の夜空に無数の星が流れる情景を、幅わずか0.2mmの貝片を漆の中に埋め込んだ螺鈿蒔絵で表現したモデル。文字盤の製作者は、世界的な漆芸家の田村一舟氏。「アートピースコレクション 螺鈿ダイヤル 限定モデル Ref.GCBY997」手巻き、SSケース、クロコダイルストラップ、ケース径37mm、日常生活防水（3気圧）。世界限定60本・製造終了\n高級時計の文字盤として最後に紹介したいのが、日本伝統の装飾技法を使った「蒔絵文字盤」と「螺鈿文字盤」です。\n\nまず蒔絵は、表面に漆で絵や模様を描き、その上から金粉や銀粉などの金属粉や色の付いた粉を蒔き付けて定着させる日本の伝統的な装飾技法のこと。\n\nもうひとつの「螺鈿（螺鈿蒔絵）」も漆を使った日本伝統の装飾技法ですが、これは真珠母貝やその仲間の貝片（＝螺鈿）を漆を塗った地の上に埋め込んだものです。貝片のひとつひとつが漆の中から浮かび上がるように見え、光の当たる角度が変わる度にさまざまな色に煌めきます。\n\nどちらの文字盤も、控え目であると同時に華麗でもある、日本の美意識から生まれた特別なもの。まだ実物を見たことがない方は、ぜひ一度ご覧になることをオススメします。\n文／渋谷康人,"['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010002-leon-000-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010002-leon-001-1-view.jpg?pri=l&w=640&h=512&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010002-leon-002-1-view.jpg?pri=l&w=640&h=418&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010002-leon-003-1-view.jpg?pri=l&w=597&h=640&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010002-leon-004-1-view.jpg?pri=l&w=640&h=362&exp=10800']","['https://www.leon.jp/series/series40', 'https://news.yahoo.co.jp/articles/9969b344cddf147b5dbc9e8666a937bdf7d16e7c/images/000', 'https://news.yahoo.co.jp/articles/9969b344cddf147b5dbc9e8666a937bdf7d16e7c/images/001', 'https://news.yahoo.co.jp/articles/9969b344cddf147b5dbc9e8666a937bdf7d16e7c/images/002', 'https://news.yahoo.co.jp/articles/9969b344cddf147b5dbc9e8666a937bdf7d16e7c/images/003', 'https://news.yahoo.co.jp/articles/9969b344cddf147b5dbc9e8666a937bdf7d16e7c/images/004']"
iPhoneだけで映画を撮る！ 三池崇史監督に『ミッドナイト』制作秘話を聞いた（LEON.JP）,https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-000-1-view.jpg?exp=10800,2024-03-19T08:00:04+09:00,2024-03-19T08:00:04+09:00,LEON.JP,leon,LEON.JP,4975,\n全編iPhoneで撮影されたショートムービー『Midnight（ミッドナイト）』。原作は手塚治虫氏の同名マンガで、主演には賀来賢人さんを迎えた本作は、現在YouTubeなどで好評配信されています。ここでは監督を務めた三池崇史さんにお話を伺いました──。\nPEOPLE NOW\n三池崇史×手塚治虫のショートムービー\n▲ ショートムービー『Midnight（ミッドナイト）』で監督を務めた三池崇史さん\n『クローズZERO』や『殺し屋1』など数々のマンガ作品を実写映画として世に送り出してきた三池崇史監督。その最新のショートムービー『Midnight（ミッドナイト）』が現在、YouTubeなどで無料公開されています。原作は手塚治虫氏の同名マンガ、主人公のミッドナイト役を演じるのは賀来賢人さんという話題性もさることながら、本作は全編「iPhone 15 Pro Max」で撮影が行われたとのこと。\n\nド派手なカーアクションやグリーンバック合成など、スクリーン映画と遜色のない映像はどのように撮られたのか、三池監督に直接伺いました。\niPhoneで撮る方が便利なところもある\n▲ iPhoneで撮る方が便利なところもある\n── 今回の『ミッドナイト』は全編iPhoneで撮影されたとのことですが、初めてオファーを受けた時はどう思われましたか？\n\n三池崇史さん（以下、三池） 全てをiPhoneで撮るというのは勇気がいることだけど、それと同時に楽しみでもありました。実際に今の映画界でもiPhoneで撮ったシーンはたくさん使われていますし、個人的にも新しい「iPhone 15 Pro Max」はどんなふうに変わったんだろうって興味もありましたから。ただ、iPhoneだから特別に何かをやろうといういうよりは、自然体で撮ればいいんじゃないかな、と思いましたね。\n\n── 実際にiPhoneで撮ってみて感じたことは？\n\n三池 映画用のカメラと違って存在感がなくなるので、俳優はやりやすいのかなって感じました。もちろんやりにくい人もいるかもしれませんが、より自然な芝居を撮るにはいいですよね。大きいカメラをしっかり向けて「本番！」って構えるのではなく、「まあ一回撮ってみましょうか」という感じでカジュアルに撮れる。本番だけじゃなくテストの時からカメラを回してそれが良ければ使う、アメリカの映画の撮り方に近いことができたと思います。\n\n── iPhoneで撮った方が良かったシーンはありましたか？\n\n三池 今はSNSが生活に入り込んでいるので日常のシーンはiPhoneで撮った方がリアルですよね。普通の人間の普通の物語というか。そういう自然なシーンはiPhoneで撮る方が便利なところもありました。例えば今回、歌舞伎町で撮影をしたのですが、たくさんの観光客や人がいる中で、三脚を立てて映画用のカメラ機材を構えていると「ああ、撮影してるんだな」って周りに気づかれるのですが、iPhoneだと完全に空気になれますから。街に紛れるんです。そういう便利さは感じましたね。\n後からフォーカスを変えられる「シネマティックモード」\n▲ 後からフォーカスを変えられる「シネマティックモード」\n── 技術的なところではiPhoneのどんな機能を使ったのでしょうか？\n\n三池 フォーカスが後で選択できるので、標準カメラアプリの「シネマティックモード」は多用しました。当初はポイントで使おうと思っていたのですが、少し使ってみると調子が良かったので長いシーンをまるまる「シネマティックモード」で撮ったりもしましたね。人物から人物へのフォーカスのチェンジはすべてこのモードで行なっています。\n\nただ、このモードを使うには一定の光量が必要で、外ロケであれば問題ないんですけど、暗い場所やスタジオだと、中心になる被写体にちょっと強めにライトを当てたりと工夫はしました。とは言ってもフォーカスを変えた時のボケ感も光学レンズに非常に近い感じで不自然さがなく、うまく作られているのには驚きましたね。あんなに薄いレンズなのにどうして？って（笑）。\n\n── 今回の『ミッドナイト』はタクシードライバーが主人公でカーアクションも満載です。動きのある撮影ではいかがでしたか？\n\n三池 iPhoneのスタビライザー（手ブレ補正）はもともと秀逸なのですが、「アクションモード」にすると手持ちで激しく走った時でも全然ブレないんです。それに僕らの感覚だと（ブレ補正を掛けると）画角がもっと狭まるだろうと思っていたんですけど、ちゃんとした画角で撮れる。僕らの工学的な理屈を超えていて面白いなって思いましたね。テクノロジーが我々に合わせてくれるというか、カメラの拡張性が高いなと。本当に進化が早いので、iPhone 16になったらどうなるんでしょうね。\n▲ 「撮った映像をMacにそのままミラーリングできるのは確認作業ですごく助かりました。」（三池）\n── メイキング映像を拝見しましたが、グリーンバックのシーンもありました。こちらもiPhoneで撮影されたのでしょうか？\n\n三池 バイクが回転するところとクルマの中でガスが出る冒頭のシーンの2カットですね。もちろん合成する背景の映像もちゃんとiPhoneで撮ってます（笑）。それと車内のシーンではiPhoneで撮影した映像を巨大なLEDウォールに映し出して、それを実際の背景にして撮ったりもしました。普通はCGで作るようなシーンもiPhoneで撮った現場の映像を流しているんです。\n\n── 機能面では、iPhone 15シリーズはUSB-Cになり、データも扱いやすくなったのでは？\n\n三池 撮った映像をMacにそのままミラーリングできるのは確認作業ですごく助かりました。データのコピーもすぐにできますし、撮影現場でも撮った後の編集現場でも、作業効率がかなり良くなったと思います。\n手塚治虫が原点回帰した作品\n▲ 手塚治虫が原点回帰した作品\n── 原作となった『ミッドナイト』は1986～1987年に発表された手塚治虫さんの晩年の作品です。無免許のタクシー運転手・ミッドナイトが深夜に遭遇する乗客とのさまざまなドラマが描かれています。\n\n三池 作品を最初に読んで感じたのは、ある意味で“新人の描くマンガ”っぽいなと。社会派なテーマもあるのですが、折々に描かれているのは、学校の先生や親に教えられることがすべてじゃなく、実際はどうなんだろうって子供がふと立ち止まって考えて、その答えはそれぞれが見つけるべきだよね、という世界観なんですね。\n\n手塚治虫という誰もが知る大巨匠になり、壮大なテーマも描いてきて、晩年になってどこに戻るのかっていうと“少年に夢と驚きを”という原点に回帰していて。そういうところがなかなかカッコいいなって思いましたね。\n\n── 当時と今の時代背景の違いはどのように表現したのでしょうか？\n\n三池 実際に街やクルマをすべて当時に合わせるわけにはいかないので、ミッドナイトというキャラクターが今の新宿・歌舞伎町に現れる、という設定にしています。ただ、当時も携帯電話が一部で使われていたり、意外と変わっていないことも多いんですよ。\n\nそれにマンガ自体は1話完結型でそれぞれのテーマは普遍的で明確です。一見古典的なように見えて、今の時代にも通じる新しい作品でもあるんです。そういう意味では、30年以上前の原作をiPhoneで実写化するというのは、何か運命的なものを感じました。もし手塚先生が生きていらっしゃっても、iPhoneで撮るという新しい試みを面白がってくれたのではないでしょうか。\nこれからの映画はiPhoneが当たり前に\n▲ これからの映画はiPhoneが当たり前に\n── 改めて監督から今回の作品の見どころやこだわりの映像表現があれば教えていただけますか？\n\n三池 こだわりというか、観ている人にiPhoneで撮ったのを意識させないようにするのが自分の役割だと思うんです。観終わって、「これ全部iPhoneで撮ったんだ。iPhoneがあれば自分も作れるのかな」って思ってもらえればうれしいですね。映画や映画的な動画を作るには、もう皆さんその道具を手に入れて毎日持ち歩いていますよっていうことに気づいてもらいたいですね。\n\n何も台本を書いて役者さんに演技させるんじゃなくて、毎日いつも持っているからこそ切り取れる写真や動画を集めて、それを作品にしていく人たちが増えたらいいなって思ってます。\n\n例えば中学生になって初めて買ってもらったiPhoneで、おじいちゃんとおばあちゃんを主人公に撮るとかね。それって10年、20年経っておじいちゃんおばあちゃんが亡くなってから、ものすごい宝物になるわけじゃないですか。架空の物語をエンタテインメントとして作ることもできるんですけれども、ビジネス的な映画じゃなくても、社会からはそんなに価値がないと思われるものでも、撮っている自分たちにとって、将来ものすごい価値を生み出すというか。尊いもの、お金では買えないものを生み出せると思うんです。\n\n映像の世界でも、もっとピュアな、もっと個人的なものを撮っていって、その中ですごい傑作が生まれるかもわからないですし、その先に映画やテレビのエンターテインメント作品を作っていきたいって人たちが増えると思うんです。iPhoneで育った人たちから、僕らとまったく違った感性を持ったすごい人がどんどん出てきて、わあって何か驚かせてほしいですね。\n\nその刺激を受けると、錆びついた我々も何かパラパラと錆が落ちて、手塚さんのように原点に戻って「これでいいんだよね」って自分の作りたいものを再び作れるんじゃないかと思ってます。\n▲ ショートムービー『Midnight（ミッドナイト）』で監督を務めた三池崇史さん\n── 最後に、今後、監督の撮る作品にもiPhoneは使われるのでしょうか？\n\n三池 使うと思います。というか、もう使わざるを得ないですよね。よりリアルな日常を撮ろうとしたら「これiPhoneで撮った方がいいよね」というふうになりますから。iPhoneを使う・使わないという選択肢の中で、僕だけじゃなく使う人はどんどん増えていくんじゃないでしょうか。\n\n── 本作はもちろん、監督の次回作も楽しみにしています。\n● 三池崇史（みいけ・たかし）\n▲ 三池崇史（みいけ・たかし）\n1960年、大阪府出身。1991年にビデオ映画『突風！ミニパト隊』で監督デビュー。以降、多岐に渡るジャンルで制作活動を行い、海外からも高い評価を受ける。「殺し屋1」（01）や「クローズZERO」（07/09）シリーズ、、「ジョジョの奇妙な冒険 ダイヤモンドは砕けない 第一章」（17）などコミック原作作品の評価も高く、「無限の住人」（17）はカンヌ国際映画祭のアウト オブ コンペティション部門に公式選出された。\n『Midnight（ミッドナイト）』\n▲ 『Midnight（ミッドナイト）』\niPhone」を世界各国で実施しているが、今回日本では“マンガの実写化映画”を撮影。原作は手塚治虫の最後の週刊誌連載作品となった『ミッドナイト』。舞台は夜の東京。悪徳タクシードライバー「ミッドナイト」は、デコトラを運転していた少女「カエデ」と出会う。カエデがある事情で暗殺者に狙われていることを知ったミッドナイトは、彼女と一緒に逃亡。歌舞伎町を駆け抜け、「第5の車輪」を持つ改造タクシーでのカーチェイスを繰り広げる。監督／三池崇史、脚本／渡辺雄介、出演／賀来賢人、加藤小夏、小澤征悦ほか。\nYouTube／iPhone 15 Proで撮影 | ミッドナイト | Apple\n©Tezuka Productions ©Apple.Inc\n写真／前田 晃（Maettico） 取材・文・編集／平井敦貴、編集／森本 泉（ともにWeb LEON）,"['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-000-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-001-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-002-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-003-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-004-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-005-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-006-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-007-1-view.jpg?pri=l&w=640&h=426&exp=10800', 'https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240319-00010001-leon-008-1-view.jpg?pri=l&w=640&h=426&exp=10800']","['https://www.leon.jp/series/series42', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/000', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/001', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/002', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/003', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/004', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/005', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/006', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/007', 'https://news.yahoo.co.jp/articles/3fe6aeef2c91050174e83005ac56acec7ca4505e/images/008']"
