headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body
「やったー！」ヨネダ2000、初のテレビCM出演（お笑いナタリー）,https://news.yahoo.co.jp/articles/33f65aaaa8e9172e767faf696d7ffdc36fcc15a5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000146-natalieo-000-1-view.jpg?exp=10800,2023-11-30T21:35:08+09:00,2023-11-30T21:35:08+09:00,お笑いナタリー,natalieo,お笑いナタリー,800,\nヨネダ2000\nヨネダ2000が、スカパー！の展開する「基本プランポイントプレゼントキャンペーン」のテレビCMに出演。明日12月1日（金）から放送される。\n【動画】ぺったんこ～ アイ！\nスカパー! 基本プラン新規加入者に「スカパー! ポイント」2000ポイントをプレゼントするキャンペーンにちなみ、起用されたヨネダ2000。本編ではテニスコート、画餅の神谷圭介と呉城久美が演じる夫婦の“想像の中”に登場し、「M-1グランプリ2022」で話題となったネタ「餅つき」の中で繰り広げられた「ぺったんこ～」「アイ！」の掛け合いを披露している。\n\nヨネダ2000がテレビCMに出演するのはこれが初めて。愛は「ちょっと自慢しちゃいますよね、さすがにこれは」、誠は「『やったー！』でした、本当に。あのネタを作ってよかったなって、本当に思いました」とコメントしている。本編およびメイキング動画はYouTubeでも公開中。\n\n■ ヨネダ2000 コメント\n愛：もともとCMっていうのはお聞きしていたんですけど、テレビCMっていうのは最初お聞きしてなくて。一昨日ぐらいに急遽「テレビでした」みたいな。だから本当にうれしかったですね。ちゃんとLINEで「やったー！」って打ちました。\n\n誠：めっちゃテンションが上がりました。「やったー！」でした、本当に。あのネタを作ってよかったなって、本当に思いました。\n\n愛：コンビ名に「2000」を付けていてよかったなって。\n\n誠：でも、テレビCMはやっぱりすごいんじゃないか？\n\n愛：ちょっと自慢しちゃいますよね、さすがにこれは。\n\n誠：街中でも言われるんじゃない？ 「スカパー! の人だ！」って。\n\n愛：スカパー! の側の人ね。\n\n誠：ヨネダ2000と知らなくても「スカパー！の人だ！」って言ってもらえれば、うれしいなって思います。
四千頭身石橋が港区女子の兄を演じる、妹のパパ活を心配（お笑いナタリー）,https://news.yahoo.co.jp/articles/95b89c5e236c98c7e3657891f4e30004d81083ab,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000086-natalieo-000-1-view.jpg?exp=10800,2023-11-30T17:00:10+09:00,2023-11-30T17:00:10+09:00,お笑いナタリー,natalieo,お笑いナタリー,312,\n四千頭身・石橋\nYouTubeで配信されているショートドラマ「女盛り考察記」の第18話で、“港区女子”みなみ（大峰ユリホ）の兄・しょうたを四千頭身・石橋が演じる。\n【画像】四千頭身・石橋（他2件）\n先月10月にスタートした「女盛り考察記」は、華やかな東京で生きたい女性たちの現実を描く作品。岡田結実、中村ゆりか、大峰ユリホ、木津つばさ、樫尾篤紀、四千頭身・石橋の6人がさまざまなキャラクターを演じ分けている。\n\n本日11月30日18時に公開される第18話「パパ活女子の末路」では、“パパ活”をしているみなみに対し、石橋演じるしょうたが「歳取った将来はどうするんだ？」と心配。そんな彼にみなみが力説する持論とは。
シソンヌ「元気です」　シソンヌライブ「douze」開幕、全21公演（お笑いナタリー）,https://news.yahoo.co.jp/articles/6d75f13a1336f29c8a088e193e198d1d3b275a14,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000141-natalieo-000-1-view.jpg?exp=10800,2023-11-30T21:00:13+09:00,2023-11-30T21:00:13+09:00,お笑いナタリー,natalieo,お笑いナタリー,1998,\n本多劇場にて、ゲネプロを終えたシソンヌ。\nシソンヌの単独ライブ「シソンヌライブ[douze（ドゥーズ）]」が本日11月30日、東京・本多劇場で開幕した。12月17日（日）まで全21公演が上演される。\n【写真】新作コントを披露するシソンヌ。※ネタバレ注意\n晩夏の開催だった前回から1年以上の期間が空き、毎年恒例のライブを楽しみにしているファンにとっては久しぶりな感じもする今回の公演。普通のようで普通でないキャラクターたちの掛け合いが笑いを誘ってくるコントは、45歳の2人が演じるからこそにじみ出る情緒も味わえる。\n\n本日行われたゲネプロ後、2人に調子を尋ねると、「元気」で「悪くないコンディション」であると答えてくれた一方、加齢をしみじみと感じている様子。しかし歳を重ねて出てきた渋みも自らの魅力になってきたと話した。\n\n会場のチケットは完売しており、本日の初日公演と、12月3日（日）、12月10日（日）、千秋楽公演の配信チケットがFANY Online Ticketにて販売中。\n\n■ シソンヌ コメント\n──「シソンヌライブ」は夏に開催されることが多いので、今回は期間が空いた印象です。お元気でしたか？\n\nじろう：元気ですよ。\n\n長谷川：元気です。まあ、歳は取りましたけど（笑）。\n\n──今日から21公演がスタートします。コンディションは？\n\nじろう：悪くないです。\n\n──「良い」ではない？\n\nじろう：やっぱり、衰えが。記憶力も著しく低下してますし（笑）。\n\n長谷川：年齢的なものは感じました。21公演どうなるんだろうっていう（笑）。毎日どこかしら痛いですからね。あと2人とも、字が見づらくなってきました。\n\nじろう：老眼がひどくて。\n\n──歳を重ねたことはネタの内容にも影響ありますか？\n\nじろう：30代ではたぶんもうちょっとギラついていたというか、面白いこと、すげえことやってやろうと思っていたと思いますけど、やっぱり、田舎っぺなんだなと思いましね。設定が全部田舎っぺの設定というか（笑）。\n\n長谷川：でも年取ったおかげで、味になってきてるんじゃないかなと思いますね。30代だったらやってなかったネタも、今だったらいいんじゃないかなと思えますし。\n\nじろう：「そんなんダサいだろ」ってストップかけそうなネタも、別に気にせずできるのはおじさんになったからですね。\n\n──稽古は順調でした？\n\nじろう：長谷川さんが大変だったと思います。（テレビ番組の）収録に行って、帰ってきて稽古して、みたいな感じだったので。僕も僕で、いざ書き始めたらできるまでがすごく遅くなってしまって。みなさんに迷惑かけたんですけど、（稽古の）ケツに向かってぎゅっと詰めてなんとかやれる状態にはなりました。\n\n──長谷川さんの稽古とほかの仕事のバランスは例年と違いましたか？\n\n長谷川：そうですね。でも逆にリフレッシュになりました。全然違う世界に行って、また帰ってきてだったので。まったく別の脳を使うので、つらくはなかったですね。切り替えができました。\n\n──どんなライブになりそう？\n\n長谷川：「シソンヌっていぶし銀だな」ってなってくれたらいいような気がしますけどね。「大したことないやり取りを延々見てられる」とたまに言っていただくんですけど、その延長線上にあるコントだなと今回は特に感じます。\n\nじろう：なんだろうな……。やっぱり、面白かったと言ってもらえれば。今まで見てくれてる人にも新しい人にも面白かったなと思ってもらえればいいですね。\n\n■ シソンヌライブ[douze]\n日程：2023年11月30日（木）～12月17日（日）\n会場：東京・本多劇場\n料金：配信2500円\n\n□ 公演スケジュール\n11月30日（木）19:00開演（配信あり）\n12月1日（金）19:00開演\n12月2日（土）14:00開演 / 19:00開演\n12月3日（日）14:00開演（配信あり）※中高生限定公演\n12月4日（月）休演日\n12月5日（火）19:00開演\n12月6日（水）14:00開演 / 19:00開演\n12月7日（木）19:00開演\n12月8日（金）19:00開演\n12月9日（土）14:00開演 / 19:00開演\n12月10日（日）14:00開演（配信あり）※小学生親子限定公演\n12月11日（月）休演日\n12月12日（火）19:00開演\n12月13日（水）14:00開演 / 19:00開演\n12月14日（木）14:00開演\n12月15日（金）19:00開演\n12月16日（土）14:00開演 / 19:00開演\n12月17日（日）14:00開演（配信あり）
せやねん！7時間SPでかまいたちが現役若手メンバーとトーク　新喜劇にはカベポ、ダブヒガら（お笑いナタリー）,https://news.yahoo.co.jp/articles/8ee2434246f0f4ae8ee1d479f3385013cf7d969a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000114-natalieo-000-1-view.jpg?exp=10800,2023-11-30T18:12:08+09:00,2023-11-30T18:12:08+09:00,お笑いナタリー,natalieo,お笑いナタリー,883,\n「せやねん！」卒業生のかまいたちが現役メンバーとトーク。\n「せやねん！」（MBS）の7時間半スペシャルが12月2日（土）に生放送される。スタジオにはMCを務めるトミーズをはじめ、チュートリアル徳井、アキナ、スマイル、さや香、ダブルヒガシ、カベポスターといったレギュラーメンバーのほか、番組を卒業したたむらけんじとなかやまきんに君も生出演する。\n【写真】せやねん！新喜劇に出演するチュートリアル徳井、カベポスター、アキナ。\n7時間半SPが今回で5回目ということで、「豪快」をテーマにした企画を多数展開。ロケでは卒業生のかまいたちが現役メンバーのさや香、ダブルヒガシ、カベポスターとトークし、ミキはチュートリアル徳井とパン食い競争、水中大喜利など“豪快三番勝負”を繰り広げる。\n\n大自然の中で新鮮な天然食材を0円でゲットするさや香のコーナー「スーパー新鮮」は「水野真紀の魔法のレストラン」（MBS）とコラボ。「よしたか presents ほんまに豪快なん!?せやねん！メンバー抜き打ち大調査」では霜降り明星がダブルヒガシの豪快プライベートを明かしている。\n\nよしもと新喜劇と「せやねん！」のコラボも。「せやねん！」からはトミーズ、アキナ、小嶋花梨（NMB48）、徳井、ダブルヒガシ、カベポスターが出演する。\n\n■ 今年はみんなで豪快に！せやねん！7時間半SP\nMBS 2023年12月2日（土）9:25～17:00\n※11:45～11:58はJNN ニュース放送。\n＜出演者＞\nトミーズ / たむらけんじ / チュートリアル徳井 / なかやまきんに君 / スマイル / アキナ / さや香 / ダブルヒガシ / カベポスター / 小嶋花梨（NMB48）/ 山中真 、井上雅雄、前田春香（MBS アナウンサー）ほか\n\n□ よしもと新喜劇\nMBS 2023年12月2日（土）12:54～13:54\n＜出演者＞\nトミーズ / チュートリアル徳井 / 小嶋花梨（NMB48） / 吉田裕 / 酒井藍 / すっちー ほか\n\n(c)MBS
ザ・マミィの新ネタライブ開催　スパイシーガーリックとキャプテンバイソンもネタ＆企画（お笑いナタリー）,https://news.yahoo.co.jp/articles/c818e48de4efa6ebaadb5b1db750076f2bad7412,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000093-natalieo-000-1-view.jpg?exp=10800,2023-11-30T18:00:09+09:00,2023-11-30T18:00:09+09:00,お笑いナタリー,natalieo,お笑いナタリー,396,\n「Mommy the Live」チラシ\nザ・マミィの新ネタライブ「Mommy the Live」が12月27日（水）に東京・ユーロライブで開催される。\n\nこのライブではザ・マミィが新ネタ3本をおろし、スパイシーガーリック、キャプテンバイソンが1本ずつネタを披露。3組での企画コーナーも展開される。チケットは明日12月1日（金）正午に先行販売が開始される。\n\n■ Mommy the Live\n日時：2023年12月27日（水）19:00開場 19:30開演\n会場：東京・ユーロライブ\n料金：前売2500円\nチケット：ローソンチケット（Lコード：32459）にて12月1日（金）12:00～12月3日（日）23:59に手数料無料先行販売（Web受付のみ）、12月5日（火）12:00に一般発売。\n＜出演者＞\nザ・マミィ / スパイシーガーリック / キャプテンバイソン
タイムマシーン3号が山崎怜奈とラジオ談義（お笑いナタリー）,https://news.yahoo.co.jp/articles/c05667b2647bd00d03e442fdef3403b177acd91f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000080-natalieo-000-1-view.jpg?exp=10800,2023-11-30T15:52:08+09:00,2023-11-30T15:52:08+09:00,お笑いナタリー,natalieo,お笑いナタリー,451,\n左から眉村ちあき、伊勢鈴蘭、松本わかな、山崎あみ、タイムマシーン3号。\nラジオ番組「山崎怜奈の誰かに話したかったこと。」（TOKYO FM）の12月7日（木）放送回にタイムマシーン3号がゲスト出演する。\n\n12月4日（月）から12月7日（木）までは、山崎怜奈が大好きなラジオについてゲストとトークを繰り広げる「ラジオフレンズWEEK♪」。タイムマシーン3号は「タイムちゃん」（FM FUJI）や「タイムマシーン3号のそろそろ売れてもいいんじゃない？」（CBCラジオ）のパーソナリティとして登場する。どのようなラジオ談義が繰り広げられるのか、ぜひチェックしよう。\n\n■ 山崎怜奈の誰かに話したかったこと。\nTOKYO FM 毎週月曜～木曜 13:00～14:55\n＜出演者＞\n2023年12月4日（月）眉村ちあき\n2023年12月5日（火）伊勢鈴蘭（アンジュルム） / 松本わかな（アンジュルム）\n2023年12月6日（水）山崎あみ\n2023年12月7日（木）タイムマシーン3号
サルゴリラ出演「酒のツマミになる話」児玉が姉の店の話、赤羽は祖母とのエピソード（お笑いナタリー）,https://news.yahoo.co.jp/articles/10c14a2eda4a5b6725c74b4b2e0665e7904a24c8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000072-natalieo-000-1-view.jpg?exp=10800,2023-11-30T15:00:12+09:00,2023-11-30T15:00:12+09:00,お笑いナタリー,natalieo,お笑いナタリー,492,\nサルゴリラ (c)フジテレビ\n明日12月1日（金）放送の「人志松本の酒のツマミになる話」（フジテレビ系）にMCの松本人志とフットボールアワーのほか、ゲストとしてサルゴリラ、朝日奈央、菊川怜、武田真治が出演する。\n【画像】「酒のツマミになる話」のスタジオの様子\n菊川が「最近人生でデビューしたことはありますか？」と出演者たちに問いかけると、サルゴリラ児玉が自身の姉について「コーヒーと“ある食べ物”の専門店を50歳にして始めた」と明かす。いかにも合わなそうなコーヒーと食べ物の組み合わせにスタジオは大盛り上がり。サルゴリラ赤羽は44歳にして、あることでデビューすると明かす。赤羽の祖母とのエピソードの“クズ具合”には一同爆笑。そのほか赤羽の「恥ずかしい思いをした話」、松本の「当たり前に思っていたことの素朴な疑問」といったテーマでもトークが展開される。\n\n■ 人志松本の酒のツマミになる話\nフジテレビ系 2023年12月1日（金）21:58～22:52\n＜出演者＞\nMC：松本人志 / フットボールアワー\nゲスト：朝日奈央 / 菊川怜 / サルゴリラ / 武田真治
カゲヤマ、タイムマシーン3号ら出演「ネタパレ」スカチャン3週勝ち抜きに挑む（お笑いナタリー）,https://news.yahoo.co.jp/articles/33a22fa0c78779038097e49904a7ef3b89a97c64,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000056-natalieo-000-1-view.jpg?exp=10800,2023-11-30T13:05:12+09:00,2023-11-30T13:05:12+09:00,お笑いナタリー,natalieo,お笑いナタリー,481,\nカゲヤマ (c)フジテレビ\n明日12月1日（金）放送の「ネタパレ」（フジテレビ系）で、カゲヤマ、タイムマシーン3号、流れ星☆、ネルソンズがネタを披露する。「キングオブコント2023」準優勝のカゲヤマ、結婚挨拶コントを見せるネルソンズ、そしてタイムマシーン3号と流れ星☆の漫才を見届けよう。\n【画像】「ネタパレ」で3週勝ち抜きを目指すスカチャン\nスタジオのゲストはハライチ岩井とほのか。「ニュースター勝ち抜きパレード!!」ではスカチャンが3週目の勝ち抜きに臨む。スカチャン、家族チャーハン、トワイライト渚の中で最も観覧客とほのかの票を獲得する芸人は誰なのか。\n\n■ ネタパレ\nフジテレビ系 2023年12月1日（金）23:40～24:10\n＜出演者＞\nMC：南原清隆 / 陣内智則 / 増田貴久（NEWS）\nパネラーゲスト：ハライチ岩井\nスタジオゲスト：ほのか\nネタ披露芸人：カゲヤマ / 家族チャーハン / スカチャン / タイムマシーン3号 / トワイライト渚 / 流れ星☆ / ネルソンズ\n進行：佐野瑞樹（フジテレビアナウンサー）
ギャバホイが新たな活動スタイル「会員制コメディアン」にシフト（お笑いナタリー）,https://news.yahoo.co.jp/articles/f87669d7212f2e6016ff1fa84c5149cf6d3aa30b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000058-natalieo-000-1-view.jpg?exp=10800,2023-11-30T13:19:08+09:00,2023-11-30T13:19:08+09:00,お笑いナタリー,natalieo,お笑いナタリー,444,\n「ギャバホイにスフィアで単独ライブさせる団」イメージ\nギャバホイが本日11月30日をもってライブ活動を終了。明日12月1日より、ファンティアの有料会員だけを対象にネタ公開をしていく「会員制コメディアン」としての活動をスタートさせる。\n【動画】「ギャバホイにスフィアで単独ライブさせる団」説明動画（他1件）\n1996年の活動開始以来、「ダイナマイト関西2008」決勝に進出したり、「R-1グランプリ」で2度準決勝に進出したりと活躍してきたギャバホイ。持ちネタの販売、月2回のペースでの単独公演、観客の背後でネタを披露するライブなど、新たな試みにも積極的に取り組んできた。\n\n今後、ギャバホイはファンティア内のファンクラブ「ギャバホイにスフィアで単独ライブさせる団」でのみネタを披露。これまでにネット上で公開されたネタ動画は随時削除される予定だ。YouTubeチャンネル「お笑い専門ギャバホイチャンネル」では、ギャバホイが“会員制コメディアン”になるに至った理由を説明している。
ゲーム芸人フジタが結婚、「ザ・ノンフィクション」登場の女性と（お笑いナタリー）,https://news.yahoo.co.jp/articles/d43628df60e01815dcd80985820bc6556fc34540,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231130-00000047-natalieo-000-1-view.jpg?exp=10800,2023-11-30T12:33:13+09:00,2023-11-30T12:33:13+09:00,お笑いナタリー,natalieo,お笑いナタリー,330,\nゲーム芸人フジタと、お相手の女性。（写真提供：グレープカンパニー）\nゲーム芸人フジタが、11月22日に結婚したことを発表した。お相手はドキュメンタリー番組「ザ・ノンフィクション」（フジテレビ系）に登場した女性で、番組内ではフジタの子を授かっていることも判明していた。\n【画像】「ファミコンに育てられた男」フジタの半生記\nフジタは本日11月30日に「ご報告」と題したYouTube動画を公開し、「ノンフィクションの最後に出てきた方と入籍をいたしました」と報告。結婚に至った経緯や、3月に子供が誕生する予定であることを説明し、「これからも一生懸命ゲームを購入してゲームをして、家庭のこともうまく、大事にやって、がんばっていきたいと思います」と語っている。
