headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
Windowsのゴミ箱からファイル削除時、別名が表示される不具合。6月更新に起因（PC Watch）,https://news.yahoo.co.jp/articles/c7ec8e04dddc751680642c10d2e3e8698ea86b30,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260620-00000001-imppcw-000-2-view.jpg?exp=10800,2026-06-20T10:41:00+09:00,2026-06-20T12:20:33+09:00,PC Watch,imppcw,PC Watch,830,"写真：PC Watch 米Microsoftは6月18日(現地時間)、ゴミ箱から単一のファイルを完全に削除する際、本来とは違うファイル名がダイアログに表示される不具合が発生していることを発表した。意図せず削除したくないファイルを削除する可能性につながる。 この問題が発生するのは6月9日に公開されたWindowsのセキュリティ更新プログラム(KB5094126)を適用したマシンで、影響があるWindowsのバージョンは以下の通り。 ・クライアント: Windows 11、version 26H1; Windows 11、version 25H2; Windows 11、version 24H2; Windows 11、version 23H2; Windows 10、version 22H2; Windows 10 Enterprise LTSC 2021; Windows 10 Enterprise LTSC 2019; Windows 10 Enterprise LTSB 2016 ・サーバー: Windows Server 2025; Windows Server 2022; Windows Server 2019; Windows Server 2016; Windows Server 2012 R2; Windows Server 2012 ゴミ箱を開いて特定のファイルを選択し、削除を実行すると、本来のファイル名ではなく""$Rxxxxx.ext""といったファイル名がダイアログに表示される。ゴミ箱を開いたときに表示されているファイル名や、ゴミ箱から元に戻したときも本来のファイル名は正常。確認したところ、編集部のPC 2台でもこの症状が発生した。 Microsoftは対応策がすでに利用可能としているが、パッチなどをダウンロードできるわけではなく、同社の法人向けサポートに連絡してほしいと案内している。 PC Watch,若杉 紀彦",[],[]
