headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
「バチバチ」音に気づき外へ…軒下が既に炎――夫婦逃げ延びたが、木造平屋122平米は全焼　喜界町（南日本新聞）,https://news.yahoo.co.jp/articles/f9e6e197adc990a7380db8cffad6ce9dd9f9513b,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260813-00000005-minami-000-1-view.jpg?exp=10800,2026-08-13T23:25:22+09:00,2026-08-13T23:25:22+09:00,南日本新聞,minami,南日本新聞,164,（写真：南日本新聞社） １３日午後７時半ごろ、鹿児島県喜界町荒木、無職男性（７３）方から出火、木造平屋住家約１２２平方メートルを全焼した。奄美署によると、男性は出火時、同居する妻と在宅していたが、逃げ出してけがはなかった。「バチバチと音がして外に出ると、軒下が燃えており１１９番した」と話しているという。 南日本新聞 | 鹿児島,[],[]
【速報】九州自動車道、14日朝から松橋－えびの間通行止め解除（南日本新聞）,https://news.yahoo.co.jp/articles/32ea2d462d83b44f0d13aff69d33f379e734950c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260813-00000004-minami-000-3-view.jpg?exp=10800,2026-08-13T16:45:28+09:00,2026-08-13T23:53:18+09:00,南日本新聞,minami,南日本新聞,174,応急復旧した九州自動車道の片野川橋（西日本高速道路の資料から転載） 西日本高速道路は１３日、熊本地震で通行止めとなっている九州自動車道の松橋インターチェンジ（ＩＣ）－えびのＩＣについて、１４日朝から通行止めを解除する見込みとなったと発表した。一部区間で対面通行規制を実施する。 これで九州道全線で一般車両の通行が可能となる。 南日本新聞 | 鹿児島,[],[]
大崎町・菱田川で見つかった遺体の身元判明　埼玉県の27歳男性（南日本新聞）,https://news.yahoo.co.jp/articles/f057ac06f3990f91528354058695097b56db3209,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260813-00000003-minami-000-1-view.jpg?exp=10800,2026-08-13T14:35:21+09:00,2026-08-13T14:35:21+09:00,南日本新聞,minami,南日本新聞,173,（写真：南日本新聞社） 大崎町菱田の菱田川で９日に見つかった身元不明の男性遺体について、志布志署は１３日、埼玉県草加市稲荷６丁目の職業不詳男性（２７）だったと発表した。署によると、ＤＮＡ鑑定などで特定した。死因は溺死。事件と事故の両面で調べる。男性は３日から行方不明で、埼玉県の親族が５日、同県警に行方不明届を出していた。 南日本新聞 | 鹿児島,[],[]
韓国岳火口で心肺停止の男性見つかる　流星群ツアー参加者を捜索中（南日本新聞）,https://news.yahoo.co.jp/articles/5083a9a70a39421ba3799d0fdf83a915905b09af,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260813-00000002-minami-000-3-view.jpg?exp=10800,2026-08-13T13:25:28+09:00,2026-08-13T21:59:33+09:00,南日本新聞,minami,南日本新聞,212,（写真：南日本新聞社） １３日午前５時５０分ごろ、宮崎県と鹿児島県にまたがる霧島連山韓国岳の山頂で、「７０代男性がいなくなった」と山岳ツアーガイドから宮崎県警えびの署に通報があった。署によると、男性は鹿児島在住で、家族７人で流星群の観測ツアーに参加していた。 警察と消防で捜索し、同日午前１１時ごろ、山頂から１５０メートル下の火口で、心肺停止の状態で倒れている男性が見つかった。身元確認を進めている。 南日本新聞 | 鹿児島,[],[]
「白トラ」で魚を輸送した2社長に罰金50万円　鹿屋簡裁が略式命令（南日本新聞）,https://news.yahoo.co.jp/articles/527dadf59481ca723950f102820cca431c411bd7,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260813-00000001-minami-000-1-view.jpg?exp=10800,2026-08-13T11:00:21+09:00,2026-08-13T11:00:21+09:00,南日本新聞,minami,南日本新聞,445,（写真：南日本新聞社） 国の許可を得ていない「白ナンバー」のトラック（白トラ）で活魚を運んだとして、貨物自動車運送事業法違反の疑いで、逮捕・送検されていた、鹿児島県鹿屋市の運送会社社長の男性（３１）＝同市川西町＝と、福岡の運送会社社長の男性（４５）＝福岡県久山町＝について、鹿屋区検は１２日までに略式起訴した。鹿屋簡裁は２人にそれぞれ罰金５０万円の略式命令を出した。 「まだいたとは」…無許可「白トラ」でカンパチ運んだ疑い 4人を逮捕――福岡の業者、鹿児島に依頼 設立から350回、常態化か 略式起訴・命令は１０日付。県警の逮捕容疑は、２月５日から３月２０日までの間、２人で共謀し、国土交通大臣の許可を得ずに、活魚を県内の複数の港から県外の魚市場などに有償で運送した疑い。「ドライバー役」として逮捕した、鹿屋市の運送会社の役員と社員について、区検は不起訴とした。「諸般の事情を考慮した」としている。 県警は白トラ行為が常態化していた可能性があるととみて捜査していた。 南日本新聞 | 鹿児島,[],[]
