headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
【台風13号】中心気圧935ヘクトパスカルに発達――与論で住家1棟半壊、奄美3万170戸停電（午後6時現在）（南日本新聞）,https://news.yahoo.co.jp/articles/12edee0f41600f62efd4d83e06a04f9e8293d826,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000010-minami-000-1-view.jpg?exp=10800,2026-08-07T19:05:26+09:00,2026-08-07T19:05:26+09:00,南日本新聞,minami,南日本新聞,351,（写真：南日本新聞社） 気象庁によると、大型で非常に強い台風１３号は７日午後６時、沖縄県名護市の北北西約４０キロ付近にあり、西に１時間に２５キロの速さで進んでいると推定される。台風の中心気圧は９３５ヘクトパスカルに発達、中心付近の最大風速は４５メートル、最大瞬間風速は６０メートル。 九州電力送配電によると、午後６時現在、奄美地方で約３万１７０戸が停電している。 県のまとめによると、午後３時時点で、与論町で住家１棟が半壊、同町と宇検村で５棟が一部破損した。ＮＴＴドコモ、ＫＤＤＩ、ソフトバンクで携帯電話がつながりにくいなどの通信障害が発生している。 鹿児島地方気象台は、奄美地方で７日夜遅くにかけて線状降水帯が発生し、大雨災害の危険度が急激に高まる可能性があると発表している。 南日本新聞 | 鹿児島,[],[]
H3ロケット9号機、10日打ち上げ――種子島から午前4時から5時半予定　JAXA発表（南日本新聞）,https://news.yahoo.co.jp/articles/ef0c80e9f52199d4462b4a8ab22f1cdbde674dd3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000009-minami-000-4-view.jpg?exp=10800,2026-08-07T18:45:33+09:00,2026-08-07T23:43:30+09:00,南日本新聞,minami,南日本新聞,314,（写真：南日本新聞社） 宇宙航空研究開発機構（ＪＡＸＡ）は７日、Ｈ３ロケット９号機を１０日に南種子町の種子島宇宙センターから打ち上げると発表した。時間は午前４時〜５時半を予定している。当初は７日に予定していたが、台風１３号接近に伴う悪天候で延期していた。 台風の今後の進路で打ち上げ条件が整わない可能性もあるといい、ＪＡＸＡは「気象情報を引き続き確認し、打ち上げ可否を判断する」とした。予備期間は３１日までと９月３〜３０日。 ９号機は準天頂衛星「みちびき７号機」を搭載し、位置情報サービスの提供に役立てられる。主エンジン２基、補助ロケット２本の標準型「２－２形態」で打ち上げ、約２９分後に衛星を分離する。 南日本新聞 | 鹿児島,[],[]
【速報】【台風13号】奄美地方で線状降水帯恐れ、7日夜遅くにかけて（南日本新聞）,https://news.yahoo.co.jp/articles/160bf1bfd14de856893587cd6f4da7bdba032e79,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000008-minami-000-1-view.jpg?exp=10800,2026-08-07T17:05:26+09:00,2026-08-07T17:05:26+09:00,南日本新聞,minami,南日本新聞,107,（写真：南日本新聞社） 鹿児島地方気象台は７日、大型で非常に強い台風１３号の影響により、奄美地方で同日夜遅くにかけて線状降水帯が発生し、大雨災害の危険度が急激に高まる可能性があると発表した。 南日本新聞 | 鹿児島,[],[]
1万人目は日置市の中学3年生――妹、母と3人で訪れ図録やぬいぐるみ受け取る…鹿児島市立美術館「ディック・ブルーナに学ぶモダン・アート」展、30日まで開催中（南日本新聞）,https://news.yahoo.co.jp/articles/ac6c6834fd3478164599782a2632dd9174c559f9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000007-minami-000-1-view.jpg?exp=10800,2026-08-07T16:55:21+09:00,2026-08-07T16:55:21+09:00,南日本新聞,minami,南日本新聞,380,１万人目の来場者となった宮原結菜さん（左）＝７日、鹿児島市立美術館 鹿児島市立美術館で開催中の「美術館に行こう！ディック・ブルーナに学ぶモダン・アートの楽しみ方」展（同館、南日本新聞社など主催）の来場者が７日、１万人を突破し、記念のセレモニーがあった。 １万人目は日置市の伊集院中学校３年の宮原結菜さん。妹で同校１年の千尋さんと母陽子さん（４９）と訪れた。楠元香代子館長から図録やぬいぐるみなど記念品が贈られた結菜さんは「初期のミッフィーの姿が今と違い歴史を感じた。ブルーナさんは色の組み合わせを工夫していたことが分かった」と話した。 同展は絵本作家やグラフィックデザイナーとして活躍した故ブルーナさんと同館の所蔵作品を紹介し、モダン・アートへの理解を深める。３０日まで。一般１４００円、高大生千円、小中生８００円。１０、１７日は休館。 南日本新聞 | 鹿児島,[],[]
九州新幹線部分再開　鹿児島中央－新水俣　「通勤ラクに」「ありがたい」（南日本新聞）,https://news.yahoo.co.jp/articles/a6e04e3871a6ac4499c575253dcc52edbd87b478,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000006-minami-000-2-view.jpg?exp=10800,2026-08-07T16:25:22+09:00,2026-08-07T23:44:11+09:00,南日本新聞,minami,南日本新聞,534,通勤客らでにぎわう新幹線のコンコース＝７日午前７時２１分、ＪＲ鹿児島中央駅 ７月２８日の熊本地震から一部区間で運休が続く九州新幹線は７日、鹿児島中央－新水俣（熊本県）間が部分再開した。通勤客や学生が利用し「やっと快適に移動できる」と喜んだ。朝夕中心の折り返し運転で１日６往復し、１７日以降は本数を増やす予定。 ７日午前７時半前、ＪＲ鹿児島中央駅の新幹線コンコースは久々のにぎわいを見せた。鹿児島市から薩摩川内市の職業訓練校に通勤する松下圭さん（３９）は運休中、在来線を利用していた。「時間も短く通勤が楽になり、助かった」と笑顔を見せた。 鹿児島市に住む医師の女性（５１）は週に一度出水市の病院で外来を担当している。「新幹線がないと同僚の車に乗せてもらうしかなかったのでありがたい」と安堵。ただ、「減便されているので、早めに仕事を切り上げる必要がある」と早期の全線復旧を期待した。 駅員の中野みきさん（３５）は「運休によりご迷惑をおかけした。今後も社員一同で全線開通を目指し、熊本以北の観光客らが訪れられるよう努めたい」と話した。 ＪＲ九州によると、被害が大きかった新水俣－熊本間は復旧工事を進めている。８月中に再開時期を明らかにするとしている。 南日本新聞 | 鹿児島,[],[]
【台風13号】停電、奄美と大隅の2万6880戸に（午後3時現在）――天城町役場で窓ガラス割れる被害（南日本新聞）,https://news.yahoo.co.jp/articles/7f1b8504ec84b1efab9652ff0c942f0cee56fbe1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000005-minami-000-2-view.jpg?exp=10800,2026-08-07T15:35:39+09:00,2026-08-07T16:00:11+09:00,南日本新聞,minami,南日本新聞,273,台風１３号の進路予想図（７日午後３時現在、気象庁のホームページから） 気象庁によると、台風１３号は７日午後３時、沖縄県名護市付近にあり、西南西に１時間に２５キロの速さで進んでいると推定される。 九州電力送配電によると、午後３時現在、奄美地方と大隅地方で約２万６８８０戸が停電している。 県のまとめによると、午前１０時現在で、天城町役場の窓ガラスが割れる被害が出ているほか、天城町や宇検村の一部道路で通行止めとなっている。 台風の中心気圧は９４０ヘクトパスカル、中心付近の最大風速は４０メートル、最大瞬間風速は５５メートル。 南日本新聞 | 鹿児島,[],[]
【台風13号】奄美地方が暴風域、1万8190戸停電（正午現在）（南日本新聞）,https://news.yahoo.co.jp/articles/3e7067209fa3c814a32b2893e4e850c550ce25ac,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000004-minami-000-1-view.jpg?exp=10800,2026-08-07T13:05:21+09:00,2026-08-07T13:05:21+09:00,南日本新聞,minami,南日本新聞,281,（写真：南日本新聞社） 気象庁によると、台風１３号は７日正午現在、鹿児島県与論島の西北西約３０キロ付近にあり、奄美地方を暴風域に巻き込みながら西に１時間に２５キロの速さで進んでいると推定される。 台風の中心気圧は９５０ヘクトパスカル、中心付近の最大風速は４０メートル、最大瞬間風速は５５メートル。 九州電力送配電によると、午前１０時現在、奄美地方で１万８１９０戸が停電している。 強風のため鴨池・垂水フェリーは始発から運転を見合わせているほか、桜島フェリーは１時間に２便に減らして運航している。空の便も県内離島を中心に欠航が相次いでいる。 南日本新聞 | 鹿児島,[],[]
鴨池・垂水フェリー、運転見合わせ　高速船甑島、全便欠航　台風13号接近のため（南日本新聞）,https://news.yahoo.co.jp/articles/b225907eb3bb6a3882e70ea131c3a2045316a988,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000003-minami-000-2-view.jpg?exp=10800,2026-08-07T09:15:23+09:00,2026-08-07T09:28:06+09:00,南日本新聞,minami,南日本新聞,101,（写真：南日本新聞社） 鴨池・垂水フェリーは７日、台風１３号の接近のため、運航を始発から見合わせている。 いずれも運航再開は天候状況をみて判断する。「高速船甑島」は全便欠航する。 南日本新聞 | 鹿児島,[],[]
フィリピン人女性技能実習生4人、カツオ節工場は「劣悪な環境」…損害賠償求めた訴訟が和解　「納得得られる条件提示」　福岡高裁宮崎支部（南日本新聞）,https://news.yahoo.co.jp/articles/f6a2ae88d59c0fed772c1472e1d413dc7c91e30e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260807-00000002-minami-000-2-view.jpg?exp=10800,2026-08-07T06:05:22+09:00,2026-08-07T10:51:00+09:00,南日本新聞,minami,南日本新聞,543,福岡高裁宮崎支部 枕崎市のかつお節工場で技能実習生として働いたフィリピン人女性４人が、劣悪な環境で仕事に従事させられたとして、監理団体の市水産物振興協同組合などに約９７０万円の損害賠償を求めた訴訟の控訴審は６日、福岡高裁宮崎支部（小田島靖人裁判長）で和解が成立した。原告、被告側は秘匿条項があるとして、和解内容を明らかにしていない。 「なめてんのか」教師の暴言で自殺未遂…「生きた心地せず」元県立高校生、損賠訴訟 ７月の控訴審第１回口頭弁論で結審し、判決期日が１０月７日に指定された後、小田島裁判長から和解の勧告があった。関係者によると、被告側の支払う額が一審判決より上積みされたという。原告側は「納得を得られる条件が提示された」。被告側は「何もお答えすることはない」とコメントした。 ３月にあった一審の鹿児島地裁判決は、組合が用意した相部屋が、１人当たりの寝室面積が国の運用要領を下回っていたとして、適切な住環境を確保すべき注意義務を怠ったと認定。規律に反すると反省文を強要したのも「自由を過度に制約した」とし、被告側に約１２０万円の支払いを命じた。原告側は金額を不服として控訴していた。 一審判決によると、２人は２０１８年、残る２人は２２年から実習していた。 南日本新聞 | 鹿児島,[],[]
奄美地方で線状降水帯発生の恐れ　台風１３号（南日本新聞）,https://news.yahoo.co.jp/articles/aa78fab292a23af881bc4777387ddc4e802b7583,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2026-08-07T00:05:21+09:00,2026-08-07T00:05:21+09:00,南日本新聞,minami,南日本新聞,136,大型で強い台風１３号の影響により、奄美地方で７日明け方から夜のはじめごろにかけて線状降水帯が発生し、大雨災害の危険度が急激に高まる可能性がある。鹿児島地方気象台が６日夜、発表した。 台風１３号は７日朝から昼前にかけて奄美地方にかなり接近する見込み。 南日本新聞 | 鹿児島,[],[]
