headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
赤く濁った川、何十年も続く悪臭――かつお節工場の排水が原因か　２社が下水道へ接続せず放流「経営厳しく、対応できていない」　枕崎市（南日本新聞）,https://news.yahoo.co.jp/articles/ec2464d7b15ebe6114afbc6061e1695999542351,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260504-00000008-minami-000-2-view.jpg?exp=10800,2026-05-04T21:00:22+09:00,2026-05-04T23:50:55+09:00,南日本新聞,minami,南日本新聞,1066,かつお節工場から排水で赤く染まった牧園川＝枕崎市大塚中町 鹿児島県枕崎市立神地区を流れる馬追川と支流の牧園川沿いの住民が、長年にわたり悪臭に悩まされている。一部のかつお節業者が、工場排水を下水道に接続せず川に流しているためだ。市議会では市に罰則を求める請願などが採択されてきたが、市の対応は指導にとどまる。改善する考えはあっても、めどが立たない業者もいる。 【写真】〈現場をアップで見る〉かつお節工場からの赤い排水が流れる側溝＝枕崎市大塚中町 ４月下旬、市中心部のＪＲ枕崎駅から車を走らせること７分。住宅が立ち並ぶ大塚中町を流れる牧園川にさしかかると、鼻を突くような生臭い臭いが漂ってきた。車を止めて道路から見下ろすと、川の水が赤く濁っている。脇にある側溝からは血を薄めたような色の液体が流れ込んでいた。 赤い液体の正体は、すぐ近くにあるかつお節工場から出る血水（ちすい）と呼ばれる排水。カツオをさばいて内臓や頭を取り除き水で洗い流す際に発生する。時間帯によっては、カツオを煮込んだ後のゆで汁も、ラーメンのスープのように白く濁った状態で排出される。 工場のやや下流には、馬追川との合流地点がある。足を運ぶと、牧園川の濁った水が透明な馬追川の水と分離して層をなして流れていた。近くのビニールハウスでキクを栽培する農家の８０代男性は、川の流量が少ない夏場は工場の排水が一帯に滞留することもあるとし、「作業をしていて本当にきつい。何十年もこんな状態が続いている」とうんざりした様子だった。 ■基準値２３倍 合流地点の水質は、市内の他の河川や県内の主要河川と比べても異常な数値となっている。河川の汚濁を測る代表的指数で、数値が高いほど水が汚れていることを示す生物化学的酸素要求量（ＢＯＤ）は、１リットル当たり２３０ミリグラム（２０２４年５月～２５年１月の平均値）。市条例で定める保全目標値の２３倍で、悪臭に苦しむ市民の苦情は絶えない。 市は、他の河川の状況と比較し、かつお節業者の工場から流れ込む排水が悪臭の主な原因とみる。牧園川沿いには、下水道に接続していない業者が計２社あり、１社は下水道接続区域内、残る１社は区域外に位置する。 区域内は下水道法、区域外は市条例で、下水道への接続や排水処理施設の設置が義務付けられているが、両社とも対応していないのが現状だ。 区域内にある業者の工場一帯で、下水道の利用が始まったのは２０１１年度。条例も１９９９年度には施行されており、２社は２５年以上にわたり未処理の排水を川に流し続けていることになる。,[],[]
かつては一大イベント、人手不足で中止…けれどドラゴンボートへの情熱は消えていない　９、１０日、南大隅町根占の雄川で２大会開催（南日本新聞）,https://news.yahoo.co.jp/articles/66b2527cf4fd4b7c0ece5d5b71785fc5b24c8d32,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260504-00000007-minami-000-1-view.jpg?exp=10800,2026-05-04T20:30:21+09:00,2026-05-04T20:30:21+09:00,南日本新聞,minami,南日本新聞,712,ドラゴンボートクラスマッチで、熱戦を繰り広げる根占中学校の生徒＝２０２５年７月、南大隅町根占の雄川河畔 燃えよドラゴンボート－。同競技の２大会が９、１０日、南大隅町根占の雄川で相次いで開かれる。かつて海外からも参加があった大規模な大会が開催されていた地で、有志が“ドラゴン熱”を引き継いでいる。 １９８５年に始まった「ねじめドラゴンボートフェスティバル」（当時は競り船大会）は国内外から参加者を集め、町最大のイベントとして定着。しかし、運営団体の人手不足などが理由で２０１９年以降、レースが中止となっている。 これに代わり存在感を増しているのが、今回開かれる根占中学校クラスマッチと町大会。ともに小規模ながら、こぎ手、太鼓、かじ取りの計１０人ほどがボートに乗り込み、３８０メートルの距離で順位を競う。 クラスマッチは９日午前９時２０分にスタート。全校生徒９８人が対象の学級対抗レースで、「フェスティバル」を模して９３年から続く。ＰＴＡや商工会のメンバーも大会運営やかじ取りなどで支える。 町大会は町教育委員会主催で１０日午前９時半から。町内に在住するか、勤務する人が対象で、ジュニアの部と、高校生以上の一般の部がある。 両大会を支援する町商工会青年部の折田酉哉部長（４４）は「ドラゴンボートは町おこしのシンボル的な存在。小さな大会でも続けることに意義がある」と語る。 １０日は近くのみなと公園で「ドラゴンマルシェ」もあり、地元の南蛮ＦＬＡＧによる舞踊やフラダンスなどのステージ、グルメが楽しめる。実行委員長の小嵜万見子さん（３８）は「地元の魅力が詰まったイベント。みんなで盛り上げてきたい」と語った。 南日本新聞 | 鹿児島,[],[]
海に軽乗用車転落、42歳女性死亡　音に気付いた人が110番　鹿児島市の谷山漁港（南日本新聞）,https://news.yahoo.co.jp/articles/82dfb9d5e3cd6f780af02ebce8db4005dccd79dc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260504-00000006-minami-000-2-view.jpg?exp=10800,2026-05-04T20:05:21+09:00,2026-05-04T21:04:04+09:00,南日本新聞,minami,南日本新聞,279,車が転落した場所を調べる警察や消防＝４日午後３時５分ごろ、鹿児島市南栄１丁目 ４日午後２時５分ごろ、鹿児島市南栄１丁目の谷山漁港で、「車が海に転落した」と音に気付いた人から１１０番があった。海底の軽乗用車から同市清和３丁目、職業不詳の女性（４２）が見つかり、搬送先の病院で間もなく死亡した。 【写真】車が転落した場所を調べる警察や消防＝４日午後３時１５分ごろ、鹿児島市南栄１丁目 現場は永田川河口の近く。鹿児島南署によると、現場周辺には車止めがある。女性に目立った外傷はなかった。１人で来たとみており、転落した経緯や死因を調べている。 南日本新聞 | 鹿児島,[],[]
漫画「数学ゴールデン」の著者が制作!!　霧島市シルバー人材センターのマスコットキャラに込められた願い（南日本新聞）,https://news.yahoo.co.jp/articles/d6212f147a26bf6fe2b75a7f8da2715a063c35a2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260504-00000005-minami-000-1-view.jpg?exp=10800,2026-05-04T20:00:22+09:00,2026-05-04T20:00:22+09:00,南日本新聞,minami,南日本新聞,420,霧島市シルバー人材センターのマスコットキャラクター「きりぴょん」（提供） 鹿児島県の霧島市シルバー人材センターのマスコットキャラクター「きりぴょん」は、金色のカエルがモチーフ。頭に霧島連山を載せ、安全靴を履いている。 ▶漫画「数学ゴールデン」作者・藏丸さん、楠隼中高で講演 「疑問を持つ」大切さ伝える 胸元のＳにはシルバー、旧７市町のセブン、スペシャリストなどの意味があり、同センターの看板やのぼり、チラシに登場する。 イラストは同市出身の漫画家、藏丸竜彦さんが手がけ２０２４年に完成。名前は会員からの公募で決定した。「家に無事かえる」「人生をかえる」「若がえる」といった願いが込められている。性別は不明で、身長は１０２０ミリ、体重は１９キロ。藏丸さんは漫画「数学ゴールデン」の著者。 同センターの清本昌宏事務局長（５８）は「きりぴょんを通して、シルバー人材センターに明るいイメージや親しみを持ってほしい」と話した。 南日本新聞 | 鹿児島,[],[]
あの日、父はカタカナで遺書を残した…残された家族が「早く読めるように」と　特攻隊員１０３６人を追悼　南九州市知覧で戦没者慰霊祭（南日本新聞）,https://news.yahoo.co.jp/articles/b645550d8434aa2769776919a46565aee783e3ba,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260504-00000004-minami-000-1-view.jpg?exp=10800,2026-05-04T12:00:22+09:00,2026-05-04T12:00:22+09:00,南日本新聞,minami,南日本新聞,516,特攻戦没者を悼み焼香する参列者＝３日、南九州市の知覧特攻平和観音堂 知覧特攻基地戦没者慰霊祭が３日、鹿児島県南九州市の知覧特攻平和観音堂であった。遺族や関係者ら約７００人が参列し、太平洋戦争末期の沖縄戦に旧陸軍知覧飛行場から出撃した４３９人を含む特攻隊員１０３６人を追悼、不戦を誓った。 知覧特攻慰霊顕彰会が主催し７２回目。今年は全国から昨年より７０人余り少ない１４９人の遺族が参加し、子ども連れの姿もあった。 遺族代表のあいさつは、１９４５年５月２４日に、熊本県の健軍飛行場から出撃して２９歳で戦死した久野正信さんの長男・正憲さん（８６）＝愛知県東郷町＝が務めた。 正憲さんは父の遺書がカタカナで書かれていたと明かし、「平和になることを夢見て、私たちが早く読めるように考えたのだろう」と推し量った。「残された家族や関係者も高齢化しているが、命の尊さを語り継いでいくことを誓う」と述べた。 主催団体の会長を務める塗木弘幸・南九州市長は「世界情勢は悪化しているが、恒久平和を訴え続ける」と語った。 昨年は、知覧飛行場で勤労奉仕した知覧高等女学校生徒「なでしこ隊」の元隊員の参列は１人だったが、今年は２人訪れた。 南日本新聞 | 鹿児島,[],[]
西郷隆盛、楽しみながら学んで――鹿児島市の西郷南洲顕彰館で「西郷どんフェス」　クイズラリーや軍服のレプリカ着て記念撮影（南日本新聞）,https://news.yahoo.co.jp/articles/697a229f9885fd00577ef503f0aee8bae4f29e52,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260504-00000003-minami-000-1-view.jpg?exp=10800,2026-05-04T11:05:21+09:00,2026-05-04T11:05:21+09:00,南日本新聞,minami,南日本新聞,546,西郷隆盛の軍服のレプリカを着て大きさを体感する来館者＝２日、鹿児島市の西郷南洲顕彰館 小中学生が西郷隆盛について楽しみながら学ぶ「西郷どんフェス」が、鹿児島市の西郷南洲顕彰館で開かれている。親子連れらが訪れ、クイズラリーや記念撮影をして西郷について理解を深めた。６日まで。 【写真】ＰＲキャラクターの西郷どんと記念撮影する家族＝２日、鹿児島市の西郷南洲顕彰館 ２０２７年度に迎える生誕２００年・没後１５０年に向けた取り組みのキックオフイベント。クイズは初級、中級、上級の３種類あり、正解数に応じて西郷どんグッズがプレゼントされる。身長が１８０センチ近くあったという西郷の軍服のレプリカを着て記念撮影もできる。 初級クイズで９問正解した清水小学校６年の松元結希乃さんは「思っていたよりも鹿児島にとって身近な人だと感じた。もっと詳しく知りたい」。軍服を着た広島県廿日市市の中学１年、亀田惟真（いちか）さんは「肩幅が大きくてびっくりした」と話した。 吉満庄司館長は「西郷隆盛に親しむきっかけにしてほしい。展示をじっくり見て、親子でクイズに挑戦してみて」と呼びかけた。入館料は市内の大人３００円（市外４００円）、小中学生１５０円（同２００円）。こどもの日の５日は小中学生無料。 南日本新聞 | 鹿児島,[],[]
消防車に一目ぼれ、自ら電話して「乗せて」―夢かなえた20歳、阿久根初の女性消防士に　（南日本新聞）,https://news.yahoo.co.jp/articles/9cbbd9026ac7678b9a7f6235afc37363e4094d94,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260504-00000002-minami-000-2-view.jpg?exp=10800,2026-05-04T10:30:22+09:00,2026-05-04T10:45:58+09:00,南日本新聞,minami,南日本新聞,576,女性で初めて阿久根地区の消防士になった北山そよかさん＝阿久根市の阿久根消防署 鹿児島県阿久根市の阿久根地区消防組合に初の女性消防士が誕生した。阿久根消防署の北山そよかさん（２０）で、幼い頃からの夢をかなえ、毎日厳しい訓練をこなしている。 【写真】阿久根地区初の女性消防士となった北山そよかさん＝阿久根市の阿久根消防署 霧島市出身の北山さんは子どもの頃、大きな消防車を見て「迫力があって、かっこいい」と一目ぼれ。自ら近所の消防署に電話して乗せてほしいと頼むなど、消防車ファンの子どもとして知られていたという。高校生から消防士を志したが、１年目は不合格。翌年の再挑戦で同組合に合格し、県消防学校を経て今年３月、現場へ出た。 体力には自信があるが、男性に交じっての訓練は厳しく、現場では痛ましい場面を目にすることもある。それでも搬送した女性に「女の人がいて良かった」と言われ、力を得た。「市民に安心してもらえるよう、どんどん資格をとり、できることを増やしていく」と決意は固い。 ４月２０日は消防救助技術指導会に初参加。はしご登はんに出場したが振るわず「とにかく悔しい」とリベンジを誓った。牟田昇消防長は「熱心で体力もある。経験を積めば確実に伸びる」と高く評価。「救急の現場では女性隊員が求められている。活躍してほしい」と期待を語った。 南日本新聞 | 鹿児島,[],[]
「2階から火が」別の住人が通報…部屋にいた65歳男性、ベランダから落ち頭を打つ――アパートの１室全焼、奄美市（南日本新聞）,https://news.yahoo.co.jp/articles/f0ffd6052491656b32261a8d880322de4d99f7ec,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260504-00000001-minami-000-3-view.jpg?exp=10800,2026-05-04T09:35:25+09:00,2026-05-04T21:16:09+09:00,南日本新聞,minami,南日本新聞,180,（写真：南日本新聞社） ４日午前０時１０分ごろ、奄美市名瀬柳町の鉄骨３階建てアパート２階、職業不詳の男性（６５）方から出火、１室２６平方メートルを全焼、真上の部屋の壁を一部焼いた。 奄美署によると、アパートの別の住人が「２階から火がでている」と１１９番した。出火時、部屋に１人でいた男性はベランダから転落して頭を打ち、病院に搬送された。 南日本新聞 | 鹿児島,[],[]
