headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
「幼稚園」の付録はなんと“公衆電話”。NTT東日本コラボらしい（ギズモード・ジャパン）,https://news.yahoo.co.jp/articles/7448113bed139ded0a6f5db4fb04ca60c43a4c93,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240107-00000001-giz-000-1-view.jpg?exp=10800,2024-01-07T07:30:02+09:00,2024-01-07T07:30:02+09:00,ギズモード・ジャパン,giz,ギズモード・ジャパン,1185,"\n「幼稚園」の付録はなんと“公衆電話”。NTT東日本コラボらしい\nイマドキの子供、コレ知ってるのかなぁ…？\n\n今も昔も、子供向け雑誌で楽しみなのが「付録」。ある意味付録を求めて買うみたいなところもありますけど、2月29日発売の「幼稚園」2024年4-5月号の付録はすごいですよ。\n【全画像をみる】「幼稚園」の付録はなんと“公衆電話”。NTT東日本コラボらしい\nなんと「こうしゅうでんわ」、ついてきます。\n\nしかも、NTT東日本コラボ。30cmのビッグサイズで、紙製のテレカと硬貨もついてくるというガッチガチにガチなやつ。\n\n最近のこども、公衆電話なんて知らないんじゃない？とか思ったけど、でも、そこが狙いなのかも。\n公衆電話の利用はこの20年で激減。使い方は付録で覚えよう\nNTT東日本の2022年の発表によると、公衆電話の利用は約20年間で98%の激減。台数も約71万台から約14万台へと81%減少しています。\n\n確かに、駅で公衆電話を見かけることも少なくなりましたし、町中の電話ボックスも「最後に見たのいつ？」レベル。スーパーマンも変身できないまま終りを迎えちゃいますね。\n\n時代の変化といえばそうなのですが、携帯電話網がストップしているような災害時では、必要になるライフラインのひとつなんですよねぇ。\n\nそのため、ちゃんと使い方までガイドされているという、付録のお手本みたいなやつです。\n\n幼児からしたら、\n\n「これが…でんわ…だ…と？」\n\n「テレカ…とは？」\n\n「そもそも電話番号…とは？」\n\nとなると思うけど、災害時の備えとして、子供に遊びながら使い方を学ばせておくってのも必要なことなのかもなぁ。と思ったので僕は買っておきます。\n\nうちの幼稚園児の反応が楽しみです。\n\nSource: X, 小学館, NTT東日本\n\n【今週ギズモードから売れたもの】\n\nAnker Nano Charging Station (6-in-1, 67W) (USBタップ 電源タップ AC差込口 2口 USB-C 2ポート USB-A 2ポート 延長コード 1.5m) 【PSE技術基準適合】MacBook PD対応 Windows PC iPad iPhone Galaxy Android スマートフォン ノートPC 各種 その他機器対応 (ブラック)\n \n 6,990\n\n Amazonで購入する\n\n!function(t,e){if(!t.getElementById(e)){var n=t.createElement(""script"");n.id=e,n.src="""",t.body.appendChild(n)}}(document,""loadAraklet"")\n小暮ひさのり",['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240107-00000001-giz-000-1-view.jpg?pri=l&w=640&h=522&exp=10800'],"['https://news.yahoo.co.jp/articles/7448113bed139ded0a6f5db4fb04ca60c43a4c93/images/000', 'https://www.gizmodo.jp/2024/01/youchien_telephone_appendix.html?mode=assets&p=2']"
ジェルネイルって危険なの？ DNAが損傷し、突然変異する可能性（ギズモード・ジャパン）,https://news.yahoo.co.jp/articles/827a8a795c48e5c202650f74cc40d89bbf377d34,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240107-00000002-giz-000-1-view.jpg?exp=10800,2024-01-07T11:30:01+09:00,2024-01-07T11:30:01+09:00,ギズモード・ジャパン,giz,ギズモード・ジャパン,1719,"\nジェルネイルって危険なの？ DNAが損傷し、突然変異する可能性\n紫外線だもんね…。\n\n最新の研究によって、ジェルネイルの硬化に使われるUVドライヤーが手のDNAを損傷して、細胞の突然変異を引き起こす可能性があるとわかりました。IFLSが伝えています。\n【全画像をみる】ジェルネイルって危険なの？ DNAが損傷し、突然変異する可能性\nジェルネイルって危険なの？\nまずお伝えしておきたいのですが、ジェルネイルが危険であるとは断言していません。なので、この記事を読んで「今すぐやめないと！ 」とか「ジェルネイル反対！ 」みたいに慌てないでください。\n\nただ、ネイルサロンで一般的に使用されているUV硬化のドライヤーの影響がこれまで正式に研究されてこなかったのと、「今回の研究でミトコンドリア（酸素を使って糖や脂質をエネルギーに変換する働きなどがある細胞小器官）とDNAが損傷したり細胞死したりするのが確認された」のは事実です。\n\n毎日のようにネイルドライヤーUVを使っているヒトのリスクが高くなる可能性は否定できないまでも、結論を出すためには長期的な疫学調査が必要なのです。\nヒトとマウスの細胞にUVを曝露\nこの実験では、ヒトとマウスの細胞にネイルドライヤーの紫外線を曝露※しました。まず20分間照射し、損傷修復のために1時間置いてから、さらに20分照射しました。すると、細胞の20～30％が死亡したのです。\n\n※化学物質が体の中に入ってくること。\n\n20分の照射を3日連続で行なった場合は、65～70％の細胞死が認められました。\n\nそして、細胞に見られた損傷は修復されず、ヒトの皮膚がんでみられるような突然変異が引き起こされたそう。\n\nちなみに、通常のネイルケアだとネイルドライヤーの使用時間は10分程度なので、実験ほど長くないことはお伝えしておきますが、今回の研究をしたLudmil Alexandrov教授は、ビューティーコンテストの参加者やエステティシャンのように頻繁にジェルネイルをする人の中には珍しい指のガンを発症しているケースがあると伝えています。\n日焼けマシンは発がん性のリスクが高いっていうよね\n人工的に日焼け肌を作る日焼けマシンは紫外線が280～400nmで、すでに発がん性リスクが高いことが認められており、フランスでは使用停止になっています。\n\n一方のネイルドライヤーの紫外線は340～395nm。安全だと言われていますが、Ludmil Alexandrov教授は「人間の細胞に分子や細胞レベルで影響するかどうかは、誰も研究していなかった」と言います。\n\n今回の研究結果で可能性は示唆されるものの、どれくらいの頻度でUVネイルドライヤーを使えばリスクがあるのか答えるためには、長期的な疫学調査が必要です。その調査に要するのは、10年ほど必要かもしれません。\n\nジェルネイルは2週間から3週間サイクルで新しいものに付け替える人が多い印象なので、そこまで怯える必要はないかもしれませんが、こういう研究結果が出たということは頭の隅に置いておくといいでしょう。\n\nSource: IFLS\n\n【今週ギズモードから売れたもの】\n\nAnker Nano Charging Station (6-in-1, 67W) (USBタップ 電源タップ AC差込口 2口 USB-C 2ポート USB-A 2ポート 延長コード 1.5m) 【PSE技術基準適合】MacBook PD対応 Windows PC iPad iPhone Galaxy Android スマートフォン ノートPC 各種 その他機器対応 (ブラック)\n \n 6,990\n\n Amazonで購入する\n\n!function(t,e){if(!t.getElementById(e)){var n=t.createElement(""script"");n.id=e,n.src="""",t.body.appendChild(n)}}(document,""loadAraklet"")\n中川真知子",['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20240107-00000002-giz-000-1-view.jpg?pri=l&w=640&h=426&exp=10800'],"['https://news.yahoo.co.jp/articles/827a8a795c48e5c202650f74cc40d89bbf377d34/images/000', 'https://www.gizmodo.jp/2024/01/gelnail_uv_dna.html?mode=assets&p=2']"
