headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
鹿児島県計画の新総合体育館　CM事業者に日建・下舞設計JV　審査会踏まえ県が決定、コスト削減手法評価（南日本新聞）,https://news.yahoo.co.jp/articles/8c7b82281f6e97518d627738db1fab0c7201c1a3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000009-minami-000-2-view.jpg?exp=10800,2026-05-28T21:55:24+09:00,2026-05-28T22:33:12+09:00,南日本新聞,minami,南日本新聞,568,鹿児島県の新総合体育館整備が計画される鹿児島市のドルフィンポート跡地 鹿児島県は２８日、鹿児島港本港区（鹿児島市）に計画する新総合体育館の設計を巡り、建設費抑制に向けた業務を担う「コンストラクション・マネジメント（ＣＭ）」の事業者公募の最優秀提案者に、日建設計ＣＭ・下舞設計共同企業体（ＪＶ）を決めたと発表した。２２日にあった審査会の選定結果を踏まえた。６月上旬に委託業務契約を結ぶ。 審査会では、単体企業と２ＪＶの計３者が企画を提案。審査報告書によると、コストマネジメントや品質管理、発注者支援など５評価項目を１００点満点で採点した。同ＪＶの提案は３項目で最高点を獲得するなど計９２．４５点で最も評価が高かった。これまでに多くのスポーツ施設でＣＭ業務を担当した実績を基に、設計提案に対して、品質を維持しながらコスト削減する具体的な手法を複数示した点などが評価された。 日建設計ＣＭは東京都文京区、下舞設計は鹿児島市に本社を置く。審査講評では、県内業者が関わることで地域特性を踏まえた品質管理が期待できるとした。 ＣＭ業務は新総合体育館の基本、実施設計における建設費抑制や品質管理の徹底、発注者の意思決定支援など。期間は２０２８年７月３１日まで。県は委託費９８６３万円を２８年度までの債務負担行為として設定した。 南日本新聞 | 鹿児島,[],[]
融資金700万円…住宅会社の元営業の男、詐取疑い――経理担当と客を2段階でだましたか（南日本新聞）,https://news.yahoo.co.jp/articles/cc9a434a1d2daf83febe8df7018939f4ba7b6aff,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000008-minami-000-2-view.jpg?exp=10800,2026-05-28T21:25:22+09:00,2026-05-28T22:34:38+09:00,南日本新聞,minami,南日本新聞,280,（写真：南日本新聞社） 鹿児島中央署は２８日、詐欺の疑いで、沖縄県石垣市大浜、会社員男（４７）を逮捕した。逮捕容疑は鹿児島市の住宅建築会社で営業担当をしていた２０２１年６月中旬、鹿児島県内の金融機関が手違いで客の融資金を会社に入金したかのように装い、経理担当者に「別の支払いで客が必要としている」などとうそを言って客名義の口座に振り込ませた。さらに自身が会社に直接支払うとして客に出金させ、現金７００万円を直接受け取り、だまし取った疑い。 署によると、２２年２月、内部調査で被害に気付いた会社側が署に相談し、２５年７月に告訴状を出した。 南日本新聞 | 鹿児島,[],[]
フェリー屋久島2欠航　電気系統に不具合　29日は通常運航（南日本新聞）,https://news.yahoo.co.jp/articles/991264c95891413f61dd5f1feae2eca28f8ef836,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000007-minami-000-2-view.jpg?exp=10800,2026-05-28T21:15:29+09:00,2026-05-28T22:32:19+09:00,南日本新聞,minami,南日本新聞,276,欠航したフェリー屋久島２＝２８日、鹿児島市の鹿児島港本港区南ふ頭 鹿児島市と屋久島を結ぶ「フェリー屋久島２」が２８日、欠航した。操舵室で電気系統の不具合があり、乗客の搭乗前に運休を決めた。同船は４月に発電機故障で１０日間運休しており、運航する折田汽船（鹿児島市）は「前回とは別のトラブル。エンジンや発電機に問題はない」としている。 欠航したのは鹿児島港発着の往復便。２８日に部品交換を済ませ、修理が完了した。２９日は通常通り運航する。 同船は４月２８日、発電機の故障で鹿児島湾に一時漂流。修理後の５月８日から運航を再開していた。 南日本新聞 | 鹿児島,[],[]
伝統校・鹿児島商業の相撲部、部員ゼロで存続の危機…柔道部4人が立ち上がる　急逝した元アマ横綱・禧久昭広さんの教えを胸に県総体へ（南日本新聞）,https://news.yahoo.co.jp/articles/ec9bdb30d7355e34e25d19b87adf3df8545b7ab2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000006-minami-000-1-view.jpg?exp=10800,2026-05-28T20:00:21+09:00,2026-05-28T20:00:21+09:00,南日本新聞,minami,南日本新聞,888,柔道部員ながら県高校総体の相撲に出場する４人。手前左は相撲部の西加陽斗コーチ＝２５日、鹿児島市の鹿児島商業高校 鹿児島県高校総合体育大会で団体戦２４回の優勝を誇る鹿児島商業（鹿児島市）の相撲部は、昨年度から部員ゼロが続く。伝統校の名を残そうと、柔道部４人が３０日にある同総体の相撲個人戦に出場する。「常に高い目標を持て」－。異例の大会参加を決めたのは、相撲部監督を２５年務め、１月に５７歳で急逝した元アマ横綱の禧久昭広さんの教えを継ぎたいという両部監督や生徒の思いがある。 【写真】まわしをつけた柔道部の４人と中山暢宏監督（左）。右は相撲部の和田信広監督。後ろの写真は故禧久昭広さん＝鹿児島市の鹿児島商業高校 宇検村出身の禧久さんは鹿商に進学し、相撲部を全国総体の団体準優勝に導いた。日本大学では大相撲に進んだ元小結舞の海らと同期で主将も務めた。身長１６６センチと小兵ながら１９９３年と９５年に全日本相撲選手権を制した。 指導者としても腕を発揮し、全国大会で数々の好成績を収めた。ところが少子化の影響などによる部員不足で、相撲部は２０２３年度から５人制の県総体団体戦に出場できなくなった。 大会出場を申し出たのは柔道部（１５人）の中山暢宏監督（４９）。禧久さんとともに体育教師として生徒を指導した縁がある。伝統ある部の危機に「応援したい」と、相撲部を継いだ和田信広監督（４８）に話した。 中山監督は「競技は違えど禧久先生は尊敬する先輩。喜んでもらえたら」と語る。今春からは相撲場で四股やすり足の稽古を取り入れており、恩返しの意味も込めた。 出場するのは３年の阿多雄二さん、冨田虹希さん、浦門大雅さん、梶原敦彦さん。２８、２９日に県総体柔道の団体、個人戦に出場。翌３０日、相撲の個人戦８０キロ級に挑む。４人は「鹿商の名に恥じないよう頑張る」。主将の梶原さんは「向かっていく気持ちで挑戦する」と意気込む。 和田監督は「柔道部には感謝しかない。禧久先生も天国から見ていてくれると思う。けがなく熱い相撲を取ってほしい」と願う。遺影を持参し大一番に臨むつもりだ。 南日本新聞 | 鹿児島,[],[]
【速報】陸自オスプレイ、6月以降奄美で訓練（南日本新聞）,https://news.yahoo.co.jp/articles/ad3c8e6fdfa325745ba6c7f3f9c96936b1938881,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000005-minami-000-1-view.jpg?exp=10800,2026-05-28T17:05:22+09:00,2026-05-28T17:05:22+09:00,南日本新聞,minami,南日本新聞,145,（写真：南日本新聞社） 防衛省は２８日、陸上自衛隊佐賀駐屯地（佐賀市）の輸送機Ｖ２２オスプレイが６月以降、鹿児島県の奄美大島と周辺海域で飛行訓練を実施することを明らかにした。６月の第１週目以降の平日を基本に、瀬戸内分屯地への離着陸、奄美大島周辺の飛行を計画している。 南日本新聞 | 鹿児島,[],[]
施錠していたのに…70代女性の車が消えた――スペアキー入手していた39歳男、窃盗容疑で逮捕　（南日本新聞）,https://news.yahoo.co.jp/articles/a823e0731ca678de39ed4673b1690b119bfaf6b3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000004-minami-000-2-view.jpg?exp=10800,2026-05-28T14:35:26+09:00,2026-05-28T14:47:07+09:00,南日本新聞,minami,南日本新聞,264,（写真：南日本新聞社） 鹿児島県警日置署は２８日、窃盗の疑いで、日置市東市来町長里、会社員男（３９）を逮捕した。逮捕容疑は、２０２５年３月１６日午後９時５０分ごろ、市内の７０代女性が空き地に駐車していた乗用車（時価１５０万円相当）を盗んだ疑い。 望遠レンズで100メートル先の露天風呂を盗撮 鹿児島県職員ら3容疑者逮捕 迷彩服着て森に潜む 署によると、車は施錠してあったが、何らかの方法でスペアキーを入手していた。翌日、近所で乗り捨てられているのが見つかり、ドライブレコーダーの映像などから男を特定した。 南日本新聞 | 鹿児島,[],[]
「使命感で続けてきたが、限界」…鹿児島県内の訪問入浴事業所、10年で半減――職員不足や燃料費高騰が影響、公的支援求める（南日本新聞）,https://news.yahoo.co.jp/articles/efeb2182b249ed159df8813ce0674a3ad8fc3ab5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000003-minami-000-1-view.jpg?exp=10800,2026-05-28T14:30:22+09:00,2026-05-28T14:30:22+09:00,南日本新聞,minami,南日本新聞,995,水を温めるボイラーなどを備える訪問入浴車＝４月、薩摩川内市の福和園 鹿児島県内で、自力で入浴することが困難な高齢者らを介助する訪問入浴事業所の廃業・休業が相次いでいる。県によると、介護保険適用の事業所は２０１５年１０月時点の５２施設から、２５年は２８施設とおよそ半減。背景には職員不足や燃料費の高騰がある。利用者や事業者からはサービスの維持に向けて公的支援を求める声が上がっている。 【写真】〈10年で半減…〉鹿児島県内の訪問入浴事業所数の推移が一目で分かる表 「入浴は生活の中で一番の楽しみ」。筋萎縮性側索硬化症（ＡＬＳ）を患う南九州市の樋渡久美子さん（６１）は語る。 樋渡さんは５年前から週３回、同市を対象エリアに持つ鹿児島市の訪問入浴事業所を利用していた。ところが今年３月、職員不足などを理由に南九州市から撤退すると告げられた。 同市には事業所がない。代わりになる鹿児島市の事業所は自宅からの距離が遠く、サービス料金のほか１回当たり交通費３０００円がかかるという。 訪問入浴は、体に湿疹などのトラブルがないか確認ができ、健康保持にもつながっている。樋渡さんは「自宅で過ごすには訪問入浴が欠かせない。行政には事業者が少ない地方の現状に目を向けてほしい」と訴える。 一方、事業者を悩ませるのが人件費や燃料費の高騰だ。収入源となる介護保険の基本報酬は決められており、経費が増えても利用料金には転嫁できない。 今年に入り一部地域から撤退した県内業者は「灯油代などのコストが収入を上回り、採算が取れなかった」と明かす。１日６軒以上の訪問で採算ベースに乗るが、中山間地域だと利用者宅までの距離が遠く、１日４軒程度という。燃料代や高速道路代、移動時間の人件費もかさむ。「使命感で続けてきたが、限界だった」と話した。 担い手不足も追い打ちをかける。訪問入浴は看護師１人と介護職員２人の計３人で行動する。薩摩川内市の福和園の伊達直子施設長（７０）は「福祉業界は慢性的な人手不足。仕事の認知度が低く応募も少ない。スタッフにはフル回転してもらっている」と説明する。 ◇ 介護事業運営に詳しい鹿児島国際大学の中井康貴講師の話 訪問入浴は重労働の割に、低賃金で人が集まりにくい。デイサービスへの通所が難しい重度者もおり、中山間地域の移動コストを考慮した基本報酬や、加算の見直しが必要だ。 南日本新聞 | 鹿児島,[],[]
「命ある限り弾けると思うし、やめられない」…97歳の現役三味線奏者　病気で活動休止するも、復帰し舞台へ　楽譜なしで6曲演奏（南日本新聞）,https://news.yahoo.co.jp/articles/0195e362703caad1e12232031d971a45721f3de1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000002-minami-000-1-view.jpg?exp=10800,2026-05-28T11:30:21+09:00,2026-05-28T11:30:21+09:00,南日本新聞,minami,南日本新聞,662,自身が通う介護施設で三味線を演奏する上迫兼盛さん＝大崎町野方のサンセリテのがた ■「私のまわりのすごい人」 現役の三味線奏者の上迫兼盛さん（97）鹿児島県志布志市有明町蓬原 「毎日毎日、三味線はまだですかと言われる」。ゆっくりとした口調で、冗談めかして語ったかと思えば、公演が始まると一転。背筋を伸ばし、力強く音色を響かせた。 「かねもりバンド」を率いる今年９８歳になる三味線奏者だ。週２回通所する大崎町野方の介護施設で１８日、演奏を初披露した。楽譜は使わず見るのは歌詞カードだけ。歌い手の声域に合わせ、音階を調整しながら童謡や昭和の歌謡曲など６曲を演奏、拍手を浴びた。 ６歳で親に三味線を買い与えられ、のめり込んだ。２００１年にバンドの前身「かねもり一座」を立ち上げ、現在は歌い手の岩根賢二さん（７８）＝志布志市＝と共に、高齢者サロンや地域の祭りで精力的に演奏する。地域活性化への貢献が認められ２３年度、県大隅地域振興局から表彰された。 今年２月に病気で入院し活動を休止。今回は復帰の舞台だった。「三味線が一番の薬。持てばシャンとする。命ある限り弾けると思うし、やめられないのが三味線だね」 【紹介者】岩根賢二さん 初めて聞いた曲でも耳コピで演奏できてしまう。これほど弾ける人は他にいない。昨年も３０カ所くらい回って一緒に公演した。 ◇ 珍しい特技を持っていたり、不思議な趣味にはまっていたり、あるいはちょっと自慢したくなる地元の有名人など、身近にいる「すごい人」を紹介するコーナーです。＝随時掲載 南日本新聞 | 鹿児島,[],[]
屋久島の縄文杉、きょう28日で発見60年――当初の名前とは別の呼び方が定着した理由　毎年5万人超が訪れる、登山道にも魅力（南日本新聞）,https://news.yahoo.co.jp/articles/e6c30297017deae39ce69945696e623b9025d9ae,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260528-00000001-minami-000-2-view.jpg?exp=10800,2026-05-28T11:00:23+09:00,2026-05-28T11:19:29+09:00,南日本新聞,minami,南日本新聞,887,泰然とそびえる縄文杉。２８日で発見６０年を迎えた＝１７日、屋久島町 世界自然遺産の島・屋久島のシンボルといえる屋久杉「縄文杉」は、２８日に発見から６０年を迎えた。樹齢７２００年との説もある巨木は現在も泰然と立ち、人々を魅了し続けている。 【写真】登山道に現れたサル 縄文杉は鹿児島県屋久島町高塚山の尾根筋に近い標高１３２８メートルにあり、高さ２２．２メートル、幹回り１６．１メートル。旧上屋久町役場職員だった岩川貞次さん＝故人＝が１９６６（昭和４１）年５月２８日に発見した。岩川さんは当初「大岩杉」と命名。翌６７年の元日、南日本新聞は「生き続ける“縄文の春”」との見出しでその存在を報じ、次第に「縄文杉」の名が定着したとみられる。 縄文杉を中心に豊かな自然が注目された屋久島は９３年、世界自然遺産に登録された。県熊毛支庁や屋久島世界遺産センターによると、２０２５年度の屋久島の入り込み客数は約２４万６０００人、同年の縄文杉登山者は約５万１０００人だった。 今月１７日も、片道約５時間かけて登った観光客らが次々と展望デッキに上がり、写真に収めていた。岐阜市から夫婦で訪れた中村久さん（６９）は「達成感がある。道中の木々も含めて自然を楽しめた」と話した。 ■道中にも豊かな自然 ２８日の縄文杉（屋久島町）発見６０年を前に、現地へ登った。往復１０時間前後が目安とされる行程は決して楽ではないが、こけむした岩や季節の花、小川のせせらぎなど、道中にも豊かな自然の魅力があった。 １７日、荒川登山口を出発すると、かつて伐採した木材の運搬に使われたトロッコ道が続く。緩やかな勾配の約８．５キロを歩いた先、大株歩道入り口からは本格的な登山で、標高差約４００メートルを登る。道中にはウィルソン株や大王杉といった見どころもある。 登山道脇には桃色のサクラツツジや白いヤクシマアジサイなどの花が各所に咲いていた。大きな土埋木や岩に生えたコケは深い緑色で、長い年月の経過を感じさせた。 帰り道では野生のサルに遭遇。日が傾き登山客が減ると、森が本来の自然の姿に戻るようだった。 南日本新聞 | 鹿児島,[],[]
