headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
【速報】J3鹿児島ユナイテッド、2連勝   ホームで琉球に2－1（南日本新聞）,https://news.yahoo.co.jp/articles/26335c7f62f2043eb2cff8c3dedd9bc9b722669d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000010-minami-000-1-view.jpg?exp=10800,2026-09-05T21:05:21+09:00,2026-09-05T21:05:21+09:00,南日本新聞,minami,南日本新聞,116,中盤でボールをキープする鹿児島・田中＝白波スタジアム 明治安田Ｊ３は５日、第５節があった。鹿児島ユナイテッドＦＣは鹿児島市の白波スタジアムで琉球に２－１で勝ち、２連勝とした。 次節は１３日、敵地で滋賀と戦う。 南日本新聞 | 鹿児島,[],[]
東九州道　末吉財部ＩＣ―国分ＩＣ上下線が事故で通行止め（南日本新聞）,https://news.yahoo.co.jp/articles/0b7af1895d4fe368726f1a3f41d12787c8801f55,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000009-minami-000-1-view.jpg?exp=10800,2026-09-05T20:45:21+09:00,2026-09-05T20:45:21+09:00,南日本新聞,minami,南日本新聞,165,（写真：南日本新聞社） 西日本高速道路によると、東九州自動車道末吉財部インターチェンジ（ＩＣ）－国分ＩＣ間の上下線が５日午後８時２０分から通行止めとなっている。 乗用車が中央分離帯のワイヤーロープに衝突する事故があった。ロープの支柱１１本を交換する工事をしており、復旧には少なくとも１時間程度かかる見込み。 南日本新聞 | 鹿児島,[],[]
【速報】奄美地方で線状降水帯発生（南日本新聞）,https://news.yahoo.co.jp/articles/1a89d83c6b3261958e1360f7584d90ddd520be4e,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000008-minami-000-2-view.jpg?exp=10800,2026-09-05T20:05:21+09:00,2026-09-05T20:07:26+09:00,南日本新聞,minami,南日本新聞,136,奄美地方で発生した線状降水帯（気象庁ホームページより） 気象庁は５日午後７時５８分、奄美地方で線状降水帯が発生したと発表した。 非常に激しい雨が同じ場所で降り続いており、命に危険が及ぶ災害発生の危険度が急激に高まっているとして警戒を呼びかけている。 南日本新聞 | 鹿児島,[],[]
奄美地方に線状降水帯  直前予測3時間以内に発生恐れ（南日本新聞）,https://news.yahoo.co.jp/articles/9337876e7ec9e0bad764176ec2515305b002b035,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000007-minami-000-1-view.jpg?exp=10800,2026-09-05T19:25:26+09:00,2026-09-05T19:25:26+09:00,南日本新聞,minami,南日本新聞,135,線状降水帯発生の予測を示した地図（気象庁ホームページより） 気象庁は５日午後６時２８分、奄美地方に線状降水帯直前予測を発表した。今後３時間以内に線状降水帯が発生し、非常に激しい雨が同じ場所で降り続く可能性が高まっているとして警戒を呼びかけている。 南日本新聞 | 鹿児島,[],[]
南九州市の新庁舎完成、24日に開庁――地元産木材活用、太陽光発電も　当初事業費45億円→物価高騰で63億円超に（南日本新聞）,https://news.yahoo.co.jp/articles/1bc54818a05be2a626e878ac05251b72d2947d54,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000006-minami-000-2-view.jpg?exp=10800,2026-09-05T16:30:27+09:00,2026-09-05T19:08:20+09:00,南日本新聞,minami,南日本新聞,590,地元産木材を活用した新庁舎内＝南九州市知覧町郡 南九州市の新庁舎（知覧町郡）が完成し、記念式典や市民向けの見学会があった。震度７程度までの耐震性能を備え、地元産木材を活用。太陽光発電を設置して温室効果ガスの発生を７５％以上を削減するなど、環境面にも配慮した。９月の大型連休中に引っ越し作業を進め、２４日に開庁する。 【写真】南九州市役所の新庁舎＝同市知覧町郡 建設地は南薩縦貫道近くの市知覧農業振興センター跡地（約２万９８９０平方メートル）。本庁舎は鉄骨３階建て延べ床面積６５２７平方メートル、付属棟は同２階建て延べ床面積８８３平方メートル。イベント・防災エリアを設けたほか、備蓄倉庫も充実させ、防災拠点として機能を強化した。頴娃、知覧、川辺の３支所に分散していた課も集約する。 ２０２１年度の基本構想・基本計画策定時に４５億円だった事業費は、物価高騰の影響で２２年度の基本設計時には６５億円に膨らみ、市民から賛否の声が上がった。市は庁舎面積の削減や使用する資材や備品を見直して、実施設計で６３億８０００万円に縮減。その後も見直しを重ね、さらに４０００万円減らした。 連休初日の１９日から移転作業に入る。８月２９日あった式典で塗木弘幸市長は「市民サービスの向上と行政運営のさらなる効率化を図り、市民に信頼され親しまれる市役所づくりに努める」とあいさつした。 南日本新聞 | 鹿児島,[],[]
eスポーツ合宿誘致へ伊佐市の民間団体が始動　東京ゲームショウでPR計画、プロゲーマー招きテスト合宿（南日本新聞）,https://news.yahoo.co.jp/articles/47f6ddce2b7a9ed943ee6e10094e8ac70b01ecb9,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000005-minami-000-1-view.jpg?exp=10800,2026-09-05T14:00:21+09:00,2026-09-05T14:00:21+09:00,南日本新聞,minami,南日本新聞,735,大口明光学園の生徒とゲームで対戦するプロゲーマー（右奥２人）＝伊佐市大口 伊佐市の民間団体「イーマッチング・イースリー！」は、ｅスポーツチームの合宿を誘致する活動を市とともに始めた。１７日から千葉県の幕張メッセで開かれる「東京ゲームショウ（ＴＧＳ）」でＰＲする。８月にはプロゲーマーを招いたテスト合宿を実施した。 【写真】無人草刈り機の遠隔操作を学ぶプロゲーマーら＝伊佐市大口 団体はｅスポーツを活用した街づくりに取り組んでおり、市内約６０の企業・団体で構成する。ＴＧＳには２０２２年から出展。昨年は伊佐を舞台にしたゲーム制作を会場で呼びかけた。 合宿には伊佐の自然や豊かな食を生かす。ゲームから離れてリフレッシュする「デジタルデトックス」に仲間や地域との交流を組み合わせた企画のほか、集中してゲーム練習ができる環境を整えるプランなどを検討中。ＴＧＳでは、デトックスに適する十曽のキャンプ場や温泉施設などを紹介し、メンバーで作った伊佐米を配る予定だ。 テスト合宿は８月２４日から２泊３日で行い、九州電力子会社ＱＴｎｅｔのチーム「ＱＴ ＤＩＧ∞」から、それぞれ２０代の「いろはす」さん＝千葉県＝と「じじ」さん＝埼玉県＝を招いた。 ２人は曽木の滝散策や湯之尾温泉を楽しみ、地元林業会社で無人草刈り機の遠隔作業を見学。大口明光学園では生徒との対話集会に参加し、ゲーム対戦で交流した。 じじさんは「伊佐は空気がおいしく自然がいい。普段画面に向かっているので、疲れを吹き飛ばせた」とリフレッシュできた様子。 団体の河野大造代表（４８）は「伊佐がデジタルデトックスに適していると感触を得た。ＴＧＳではテスト合宿の様子も発信しアピールしたい」と手応えを語った。 南日本新聞 | 鹿児島,[],[]
屋久島町、レベル4土砂災害危険警報に引き下げ（南日本新聞）,https://news.yahoo.co.jp/articles/7b4dfa858fbdcae139bf4370d61bbb142e21ee74,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000004-minami-000-1-view.jpg?exp=10800,2026-09-05T11:45:22+09:00,2026-09-05T11:45:22+09:00,南日本新聞,minami,南日本新聞,133,（写真：南日本新聞社） 気象庁は、屋久島町に発表していたレベル５土砂災害特別警報を、５日午前１１時半にレベル４土砂災害危険警報に切り替えた。 土砂災害は５日夜遅くまで厳重警戒が求められる。６日午前６時までの２４時間降水量は２００ミリの見込み。 南日本新聞 | 鹿児島,[],[]
小惑星に「ミナミサツマ」命名、国際天文学連合が承認――南さつま市の宇都文昭さん（７８）「天体観測を通して「人生が豊かに」（南日本新聞）,https://news.yahoo.co.jp/articles/d3564c4be8c6b3a0f187873a2dd19db0cc4b922d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000003-minami-000-2-view.jpg?exp=10800,2026-09-05T10:00:22+09:00,2026-09-05T13:14:38+09:00,南日本新聞,minami,南日本新聞,615,登録証を持つ宇都文昭さん（手前）と加世田サイエンスクラブのメンバー＝２日、南さつま市コリノ天文台 南さつま市の加世田サイエンスクラブ会員、宇都文昭さん（７８）＝加世田益山＝は、発見した小惑星に「Ｍｉｎａｍｉｓａｔｓｕｍａ（ミナミサツマ）」と命名した。地元の子どもたちが星空に興味を持ってくれることを願って国際天文学連合（ＩＡＵ）に提案し、承認された。宇都さんが発見した別の小惑星にも、クラブ会員らにちなんだ名が認められた。 【写真】小惑星「Ｍｉｎａｍｉｓａｔｓｕｍａ」の登録証 「ミナミサツマ」は１９９８年、奈良県で放射線技師として働いていた時に吉野山（同県吉野町）近くの観測所で発見した。肉眼や望遠鏡では見えず、写真上で確認したという。命名権は発見者にあり、今年５月２５日に公表された。 宇都さんはこれまで２２個の小惑星を見つけており、うち一つには古里への感謝を込めて「ＫＡＳＥＤＡ」とした。 今回は亡き妻・典子さん、妻の遺志を受けて２０１６年に建設したコリノ天文台（金峰町高橋）、加世田サイエンスクラブの宮原照昌会長、窪浩一さん、田頭満雄さんにちなむ名前も付けた。 「ミナミサツマ」の登録証は９月２日、コリノ天文台で市に寄贈された。本坊輝雄市長に登録証を手渡した宇都さんは「天体観測という趣味を持って人生が豊かになった。加世田は星が見えるいい環境なので、子どもたちも時には空を見上げてほしい」と話した。 南日本新聞 | 鹿児島,[],[]
屋久島町にレベル5土砂災害特別警報――きょう昼前まで災害級警戒　台風24号（南日本新聞）,https://news.yahoo.co.jp/articles/626e5e75b8a35b7d41aa937185cd56ffea7064b0,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000002-minami-000-1-view.jpg?exp=10800,2026-09-05T09:05:21+09:00,2026-09-05T09:05:21+09:00,南日本新聞,minami,南日本新聞,488,（写真：南日本新聞社） 気象庁は５日午前５時１０分、鹿児島県屋久島町にレベル５土砂災害特別警報を発表した。５日昼前にかけて非常に激しい雨が続く見込みで、土砂災害に最大級の警戒を呼びかけている。同町尾之間では同日午前５時半、２４時間降水量４９０．５ミリを観測し、１９７６年の統計開始以降で最大となった。 鹿児島地方気象台は同日午前７時から臨時会見を開いた。相澤幸治台長は「災害が起きないと思われているような場所でも最大級の警戒が必要だ。自分の安全を直ちに守ってほしい」と求めた。 気象台によると、種子島・屋久島地方では台風周辺の暖かく湿った空気や前線に向かって流れ込む湿った空気の影響で、大気の状態が非常に不安定になっている。土砂災害は５日夜遅くまで厳重警戒が求められる。６日午前６時までの２４時間降水量は２００ミリの見込み。 気象台は、土砂災害や浸水害、洪水災害の危険度を色で確認できるウェブサイト「キキクル」を活用し、今いる場所の危険度を確認するよう促している。 種子島１市２町と屋久島町によると、５日午前７時半現在、目立った被害報告は入っていない。 南日本新聞 | 鹿児島,[],[]
屋久島町にレベル5土砂災害特別警報（南日本新聞）,https://news.yahoo.co.jp/articles/6340d025010ce9ad4ab6cde026241c7b7dd7a234,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20260905-00000001-minami-000-1-view.jpg?exp=10800,2026-09-05T06:15:22+09:00,2026-09-05T06:15:22+09:00,南日本新聞,minami,南日本新聞,61,（写真：南日本新聞社） 気象庁は５日午前５時１０分、屋久島町にレベル５土砂災害特別警報を発表した。 南日本新聞 | 鹿児島,[],[]
