headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,str_count,body,images,external_links
キヤノンとシグマの新レンズが初登場！ 4社が入り乱れるレンズ売れ筋トップ10【ヨドバシカメラ売れ筋ランキング】（CAPA CAMERA WEB）,https://news.yahoo.co.jp/articles/d097d0b03e48ad2db16c2e49319975149a549cf5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231224-00010000-capa-000-1-view.jpg?exp=10800,2023-12-24T19:31:02+09:00,2023-12-24T19:31:02+09:00,CAPA CAMERA WEB,capa,CAPA CAMERA WEB,2128,\nヨドバシカメラ売れ筋ベストテン「デジタル一眼カメラ用交換レンズ」2023年12月上期ランキング\nキヤノン RF24-105mm F2.8 L IS USM Z\nショッピングサイト「ヨドバシ・ドット・コム」と全国24店舗のヨドバシカメラでの売上を集計した12月上期の「デジタル一眼カメラ用交換レンズ」ランキング。対象期間は、2023年12月1日～12月15日。\n【写真】1位～10位のレンズ\n1位はソニー「FE 24-70mm F2.8 GM II」。毎回のようにトップが入れ替わるランキングを制して、3連覇を達成した。2位はニコン「NIKKOR Z 135mm f/1.8 S Plena」、3位には12月7日発売のシグマ「70-200mm F2.8 DG DN OS | Sports」が飛び込んできた。\n\nメーカー別では、ソニーが3機種ランクイン。続いてニコン、キヤノン、タムロンが2機種ずつ、シグマが1機種という結果になっている。\n\n\n■ソニーの標準ズームが3連覇\n\n1位はソニー「FE 24-70mm F2.8 GM II」。前々回からの首位を守り切って3連覇を達成した。今のところ供給不足の心配もなさそうで、連覇記録更新も期待できそうだ。ただし、前回2位の「FE 70-200mm F2.8 GM OSS II」は5位、前回9位の「FE 70-200mm F4 Macro G OSS II」は10位に後退。また、前回10位の「FE 16-35mm F2.8 GM II」はランク外となっている。「FE 24-70mm F2.8 GM II」以外はやや低調ではあるものの、3機種ランクインはメーカー別のトップだ。\n\n\n■ニコンの「Plena」が再ランクインで2位に\n\n2位はニコンの大口径AF望遠レンズ「NIKKOR Z 135mm f/1.8 S Plena」。10月上期の初登場1位から2か月ぶりの復帰ながら、首位を脅かす位置にランクインしてきた。7位には、前回4位の「NIKKOR Z 24-120mm f/4 S」が続く。\n\n\n■シグマ渾身の望遠ズームが3位に初登場\n\n3位は、12月7日発売のシグマ「70-200mm F2.8 DG DN OS | Sports」(Eマウント)。シグマの持てる全技術を投入して高画質を実現した大口径望遠ズームが、初登場でトップ3入りを決めた。次回の順位にも注目だ。\n\n\n■キヤノンの新機種2本も初登場\n\n4位には、12月8日発売のキヤノン「RF24-105mm F2.8 L IS USM Z」が初登場。標準ズームながら着脱式の三脚座を装備し、RFレンズで初めて絞りリングを搭載。名称の “Z” はパワーズームアダプター対応を意味しており、動画撮影にも対応する。6位の「RF200-800mm F6.3-9 IS USM」も12月8日発売のニューフェイス。800mmまでの焦点距離をカバーしつつ、コンパクトサイズと高画質を両立した超望遠ズームだ。\n\n\n■タムロンは2機種がランクイン\n\n8位と9位にはタムロンの2機種が揃ってランクイン。8位が前回6位の「28-75mm F/2.8 Di III VXD G2」(Eマウント)、9位が前回7位の「28-200mm F/2.8-5.6 Di III RXD」(Eマウント) だ。キヤノンの新機種に押し出されるかたちで、どちらもランクダウン。前回5位の「35-150mm F/2-2.8 Di III VXD」(Eマウント) はランク外となっている。\n\n\n第1位 ソニー FE 24-70mm F2.8 GM II\n\n第2位 ニコン NIKKOR Z 135mm f/1.8 S Plena\n\n第3位 シグマ 70-200mm F2.8 DG DN OS | Sports (Eマウント)\n\n第4位 キヤノン RF24-105mm F2.8 L IS USM Z\n\n第5位 ソニー FE 70-200mm F2.8 GM OSS II\n\n第6位 キヤノン RF200-800mm F6.3-9 IS USM\n\n第7位 ニコン NIKKOR Z 24-120mm f/4 S\n\n第8位 タムロン 28-75mm F/2.8 Di III VXD G2 (Eマウント)\n\n第9位 タムロン 28-200mm F/2.8-5.6 Di III RXD (Eマウント)\n\n第10位 ソニー FE 70-200mm F4 Macro G OSS II\n\n〈データ集計期間〉2023年12月1日～12月15日\n\n\nショッピングサイト「ヨドバシ・ドット・コム」およびヨドバシカメラ全国24店舗での売れ筋ランキングを発表する「ヨドバシカメラ売れ筋ベストテン」。「デジタル一眼カメラ (一眼レフ＋ミラーレス一眼)」「コンパクトデジタルカメラ」「デジタル一眼カメラ用交換レンズ」3カテゴリーでの販売状況を、毎月上期と下期の2回に分けてお届けします。\n柴田 誠,['https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231224-00010000-capa-000-1-view.jpg?pri=l&w=640&h=426&exp=10800'],"['https://news.yahoo.co.jp/articles/d097d0b03e48ad2db16c2e49319975149a549cf5/images/000', 'https://getnavi.jp/capa/news/452404/?gallery=gallery-1_1']"
